Player,Game Week,Position,Team,League,Minutes,Rating
Kepa Arrizabalaga,J3,GK,Real Madrid,Spanish La Liga,90,7.28
Jeremías Ledesma,J3,GK,Cádiz,Spanish La Liga,90,6.1
Luís Maximiano,J3,GK,Almería,Spanish La Liga,90,6.69
Raúl Fernández,J3,GK,Granada,Spanish La Liga,90,6.34
Predrag Rajković,J3,GK,Mallorca,Spanish La Liga,90,5.53
Marko Dmitrović,J3,GK,Sevilla,Spanish La Liga,90,5.69
Paulo Gazzaniga,J3,GK,Girona,Spanish La Liga,90,6.59
Filip Jørgensen,J3,GK,Villarreal,Spanish La Liga,90,5.99
Marc-André ter Stegen,J3,GK,Barcelona,Spanish La Liga,90,5.85
Giorgi Mamardashvili,J3,GK,Valencia,Spanish La Liga,90,5.42
Sergio Herrera,J3,GK,Osasuna,Spanish La Liga,90,6.89
Mike Maignan,J2,GK,Milan,Italian Serie A,90,6.19
Vanja Milinković-Savić,J2,GK,Torino,Italian Serie A,90,5.53
Vanja Milinković-Savić,J14,GK,Torino,Italian Serie A,90,7.52
Juan Musso,J14,GK,Atalanta,Italian Serie A,90,5.42
Unai Simón,J3,GK,Athletic Club,Spanish La Liga,90,6.01
Rui Silva,J3,GK,Betis,Spanish La Liga,90,5.7
David Soria,J3,GK,Getafe,Spanish La Liga,90,7.35
Antonio Sivera,J3,GK,Alavés,Spanish La Liga,90,6.94
Stole Dimitrievski,J3,GK,Rayo Vallecano,Spanish La Liga,90,5.48
Jan Oblak,J3,GK,Atlético Madrid,Spanish La Liga,90,7.52
Jeremías Ledesma,J4,GK,Cádiz,Spanish La Liga,90,6.29
Filip Jørgensen,J4,GK,Villarreal,Spanish La Liga,90,5.47
Luís Maximiano,J4,GK,Almería,Spanish La Liga,90,5.76
Iván Villar,J4,GK,Celta Vigo,Spanish La Liga,90,6.33
Álex Remiro,J4,GK,Real Sociedad,Spanish La Liga,90,5.78
Raúl Fernández,J4,GK,Granada,Spanish La Liga,90,5.55
Kepa Arrizabalaga,J4,GK,Real Madrid,Spanish La Liga,90,5.89
David Soria,J4,GK,Getafe,Spanish La Liga,90,7.06
Antonio Sivera,J4,GK,Alavés,Spanish La Liga,90,7.65
Giorgi Mamardashvili,J4,GK,Valencia,Spanish La Liga,90,6.13
Rui Silva,J4,GK,Betis,Spanish La Liga,90,7.8
Stole Dimitrievski,J4,GK,Rayo Vallecano,Spanish La Liga,90,6.84
Paulo Gazzaniga,J4,GK,Girona,Spanish La Liga,90,7.95
Álvaro Vallés,J4,GK,Las Palmas,Spanish La Liga,90,6.84
Wojciech Szczęsny,J15,GK,Juventus,Italian Serie A,90,7.26
Alex Meret,J15,GK,Napoli,Italian Serie A,90,5.81
Predrag Rajković,J4,GK,Mallorca,Spanish La Liga,90,7.48
Unai Simón,J4,GK,Athletic Club,Spanish La Liga,90,7.03
Aitor Fernández,J4,GK,Osasuna,Spanish La Liga,90,6.01
Marc-André ter Stegen,J4,GK,Barcelona,Spanish La Liga,90,6.02
Stole Dimitrievski,J5,GK,Rayo Vallecano,Spanish La Liga,90,6.94
Antonio Sivera,J5,GK,Alavés,Spanish La Liga,90,7.05
Unai Simón,J5,GK,Athletic Club,Spanish La Liga,90,7.83
Jeremías Ledesma,J5,GK,Cádiz,Spanish La Liga,90,6.18
Giorgi Mamardashvili,J5,GK,Valencia,Spanish La Liga,90,7.58
Jan Oblak,J5,GK,Atlético Madrid,Spanish La Liga,90,5.72
Iván Villar,J5,GK,Celta Vigo,Spanish La Liga,90,6.77
Predrag Rajković,J5,GK,Mallorca,Spanish La Liga,90,7.83
Marc-André ter Stegen,J5,GK,Barcelona,Spanish La Liga,90,7.2
Rui Silva,J5,GK,Betis,Spanish La Liga,45,5.8
Fran Vieites,J5,GK,Betis,Spanish La Liga,45,5.32
David Soria,J5,GK,Getafe,Spanish La Liga,90,5.97
Sergio Herrera,J5,GK,Osasuna,Spanish La Liga,90,5.52
Filip Jørgensen,J5,GK,Villarreal,Spanish La Liga,90,7.31
Luís Maximiano,J5,GK,Almería,Spanish La Liga,90,5.83
Marko Dmitrović,J5,GK,Sevilla,Spanish La Liga,90,7.39
Álvaro Vallés,J5,GK,Las Palmas,Spanish La Liga,90,7.27
Lorenzo Montipò,J15,GK,Hellas Verona,Italian Serie A,90,7.0
Ivan Provedel,J15,GK,Lazio,Italian Serie A,90,6.23
Kepa Arrizabalaga,J5,GK,Real Madrid,Spanish La Liga,90,7.04
Álex Remiro,J5,GK,Real Sociedad,Spanish La Liga,90,6.64
Raúl Fernández,J5,GK,Granada,Spanish La Liga,90,5.6
Paulo Gazzaniga,J5,GK,Girona,Spanish La Liga,90,6.55
Antonio Sivera,J6,GK,Alavés,Spanish La Liga,90,5.84
Unai Simón,J6,GK,Athletic Club,Spanish La Liga,90,7.98
Paulo Gazzaniga,J6,GK,Girona,Spanish La Liga,90,5.92
Predrag Rajković,J6,GK,Mallorca,Spanish La Liga,90,5.67
Sergio Herrera,J6,GK,Osasuna,Spanish La Liga,90,7.63
Ørjan Nyland,J6,GK,Sevilla,Spanish La Liga,90,7.25
Marc-André ter Stegen,J6,GK,Barcelona,Spanish La Liga,90,6.72
Iván Villar,J6,GK,Celta Vigo,Spanish La Liga,90,6.02
Luís Maximiano,J6,GK,Almería,Spanish La Liga,90,6.1
Giorgi Mamardashvili,J6,GK,Valencia,Spanish La Liga,90,6.8
Álex Remiro,J6,GK,Real Sociedad,Spanish La Liga,90,6.02
David Soria,J6,GK,Getafe,Spanish La Liga,90,5.86
Stole Dimitrievski,J6,GK,Rayo Vallecano,Spanish La Liga,90,7.02
Filip Jørgensen,J6,GK,Villarreal,Spanish La Liga,90,7.04
Álvaro Vallés,J6,GK,Las Palmas,Spanish La Liga,90,7.21
André Ferreira,J6,GK,Granada,Spanish La Liga,90,6.33
Juan Musso,J15,GK,Atalanta,Italian Serie A,90,5.67
Mike Maignan,J15,GK,Milan,Italian Serie A,90,5.92
Claudio Bravo,J6,GK,Betis,Spanish La Liga,90,5.91
Jeremías Ledesma,J6,GK,Cádiz,Spanish La Liga,90,7.27
Jan Oblak,J6,GK,Atlético Madrid,Spanish La Liga,90,6.22
Kepa Arrizabalaga,J6,GK,Real Madrid,Spanish La Liga,90,5.44
Ørjan Nyland,J7,GK,Sevilla,Spanish La Liga,90,6.2
Luís Maximiano,J7,GK,Almería,Spanish La Liga,90,5.59
Predrag Rajković,J7,GK,Mallorca,Spanish La Liga,90,6.09
Marc-André ter Stegen,J7,GK,Barcelona,Spanish La Liga,90,5.67
Kepa Arrizabalaga,J7,GK,Real Madrid,Spanish La Liga,90,6.93
Álvaro Vallés,J7,GK,Las Palmas,Spanish La Liga,90,7.14
Filip Jørgensen,J7,GK,Villarreal,Spanish La Liga,90,6.11
Paulo Gazzaniga,J7,GK,Girona,Spanish La Liga,90,6.37
Unai Simón,J7,GK,Athletic Club,Spanish La Liga,90,6.74
David Soria,J7,GK,Getafe,Spanish La Liga,90,6.17
Giorgi Mamardashvili,J7,GK,Valencia,Spanish La Liga,90,5.97
Álex Remiro,J7,GK,Real Sociedad,Spanish La Liga,90,7.43
Jeremías Ledesma,J7,GK,Cádiz,Spanish La Liga,90,7.8
Stole Dimitrievski,J7,GK,Rayo Vallecano,Spanish La Liga,90,7.12
André Ferreira,J7,GK,Granada,Spanish La Liga,90,6.21
Claudio Bravo,J7,GK,Betis,Spanish La Liga,90,7.13
Yann Sommer,J15,GK,Inter,Italian Serie A,90,6.58
Marco Silvestri,J15,GK,Udinese,Italian Serie A,90,5.75
Iván Villar,J7,GK,Celta Vigo,Spanish La Liga,90,7.12
Antonio Sivera,J7,GK,Alavés,Spanish La Liga,90,5.89
Aitor Fernández,J7,GK,Osasuna,Spanish La Liga,90,5.97
Jan Oblak,J7,GK,Atlético Madrid,Spanish La Liga,90,7.64
Marc-André ter Stegen,J8,GK,Barcelona,Spanish La Liga,90,7.62
Ørjan Nyland,J8,GK,Sevilla,Spanish La Liga,90,7.2
David Soria,J8,GK,Getafe,Spanish La Liga,90,6.71
Filip Jørgensen,J8,GK,Villarreal,Spanish La Liga,90,7.97
Stole Dimitrievski,J8,GK,Rayo Vallecano,Spanish La Liga,90,6.1
Predrag Rajković,J8,GK,Mallorca,Spanish La Liga,90,6.36
Paulo Gazzaniga,J8,GK,Girona,Spanish La Liga,90,5.98
Kepa Arrizabalaga,J8,GK,Real Madrid,Spanish La Liga,90,7.58
Álex Remiro,J8,GK,Real Sociedad,Spanish La Liga,90,7.6
Unai Simón,J8,GK,Athletic Club,Spanish La Liga,90,5.75
Luís Maximiano,J8,GK,Almería,Spanish La Liga,90,5.78
André Ferreira,J8,GK,Granada,Spanish La Liga,90,6.4
Antonio Sivera,J8,GK,Alavés,Spanish La Liga,90,6.07
Sergio Herrera,J8,GK,Osasuna,Spanish La Liga,79,7.01
Claudio Bravo,J8,GK,Betis,Spanish La Liga,90,7.26
Giorgi Mamardashvili,J8,GK,Valencia,Spanish La Liga,90,5.72
Stefano Turati,J15,GK,Frosinone,Italian Serie A,90,7.71
Vanja Milinković-Savić,J15,GK,Torino,Italian Serie A,90,7.76
Jan Oblak,J8,GK,Atlético Madrid,Spanish La Liga,90,5.52
Jeremías Ledesma,J8,GK,Cádiz,Spanish La Liga,90,6.76
Álvaro Vallés,J8,GK,Las Palmas,Spanish La Liga,90,6.92
Iván Villar,J8,GK,Celta Vigo,Spanish La Liga,90,5.89
Unai Simón,J9,GK,Athletic Club,Spanish La Liga,90,7.15
Luís Maximiano,J9,GK,Almería,Spanish La Liga,90,6.54
Jeremías Ledesma,J9,GK,Cádiz,Spanish La Liga,90,7.36
Paulo Gazzaniga,J9,GK,Girona,Spanish La Liga,90,7.34
Kepa Arrizabalaga,J9,GK,Real Madrid,Spanish La Liga,90,6.82
Sergio Herrera,J9,GK,Osasuna,Spanish La Liga,90,5.79
Predrag Rajković,J9,GK,Mallorca,Spanish La Liga,90,6.39
Giorgi Mamardashvili,J9,GK,Valencia,Spanish La Liga,90,6.98
Ørjan Nyland,J9,GK,Sevilla,Spanish La Liga,90,5.69
Stole Dimitrievski,J9,GK,Rayo Vallecano,Spanish La Liga,90,5.92
Filip Jørgensen,J9,GK,Villarreal,Spanish La Liga,90,6.17
Álvaro Vallés,J9,GK,Las Palmas,Spanish La Liga,90,6.28
Jan Oblak,J9,GK,Atlético Madrid,Spanish La Liga,90,6.18
Álex Remiro,J9,GK,Real Sociedad,Spanish La Liga,90,6.35
Antonio Sivera,J9,GK,Alavés,Spanish La Liga,90,6.11
Claudio Bravo,J9,GK,Betis,Spanish La Liga,90,6.95
Michele Di Gregorio,J15,GK,Monza,Italian Serie A,90,7.24
Josep Martinez,J15,GK,Genoa,Italian Serie A,90,6.3
Iván Villar,J9,GK,Celta Vigo,Spanish La Liga,90,5.49
David Soria,J9,GK,Getafe,Spanish La Liga,90,7.28
André Ferreira,J9,GK,Granada,Spanish La Liga,90,7.14
Marc-André ter Stegen,J9,GK,Barcelona,Spanish La Liga,90,5.44
Sergio Herrera,J10,GK,Osasuna,Spanish La Liga,90,7.36
André Ferreira,J10,GK,Granada,Spanish La Liga,90,6.4
Álex Remiro,J10,GK,Real Sociedad,Spanish La Liga,90,7.89
Predrag Rajković,J10,GK,Mallorca,Spanish La Liga,90,7.43
David Soria,J10,GK,Getafe,Spanish La Liga,90,6.69
Claudio Bravo,J10,GK,Betis,Spanish La Liga,90,6.84
Ørjan Nyland,J10,GK,Sevilla,Spanish La Liga,90,6.18
Kepa Arrizabalaga,J10,GK,Real Madrid,Spanish La Liga,90,6.64
Vicente Guaita,J10,GK,Celta Vigo,Spanish La Liga,63,5.67
Jan Oblak,J10,GK,Atlético Madrid,Spanish La Liga,90,7.53
Álvaro Vallés,J10,GK,Las Palmas,Spanish La Liga,90,6.94
Stole Dimitrievski,J10,GK,Rayo Vallecano,Spanish La Liga,90,7.77
Paulo Gazzaniga,J10,GK,Girona,Spanish La Liga,90,5.67
Fernando,J10,GK,Almería,Spanish La Liga,90,5.77
Filip Jørgensen,J10,GK,Villarreal,Spanish La Liga,90,7.24
Antonio Sivera,J10,GK,Alavés,Spanish La Liga,90,6.59
Benoît Costil,J15,GK,Salernitana,Italian Serie A,90,6.28
Łukasz Skorupski,J15,GK,Bologna,Italian Serie A,90,5.99
Marc-André ter Stegen,J10,GK,Barcelona,Spanish La Liga,90,7.53
Unai Simón,J10,GK,Athletic Club,Spanish La Liga,90,7.27
Giorgi Mamardashvili,J10,GK,Valencia,Spanish La Liga,90,7.74
Jeremías Ledesma,J10,GK,Cádiz,Spanish La Liga,90,6.45
Paulo Gazzaniga,J11,GK,Girona,Spanish La Liga,90,7.13
Vicente Guaita,J11,GK,Celta Vigo,Spanish La Liga,90,6.13
Fernando,J11,GK,Almería,Spanish La Liga,90,5.88
Álvaro Vallés,J11,GK,Las Palmas,Spanish La Liga,90,6.5
Marc-André ter Stegen,J11,GK,Barcelona,Spanish La Liga,90,5.8
Kepa Arrizabalaga,J11,GK,Real Madrid,Spanish La Liga,90,6.06
Predrag Rajković,J11,GK,Mallorca,Spanish La Liga,90,6.95
David Soria,J11,GK,Getafe,Spanish La Liga,90,7.69
Jeremías Ledesma,J11,GK,Cádiz,Spanish La Liga,90,6.59
Ørjan Nyland,J11,GK,Sevilla,Spanish La Liga,90,6.05
Claudio Bravo,J11,GK,Betis,Spanish La Liga,90,5.76
Sergio Herrera,J11,GK,Osasuna,Spanish La Liga,90,5.46
Stole Dimitrievski,J11,GK,Rayo Vallecano,Spanish La Liga,90,6.35
Álex Remiro,J11,GK,Real Sociedad,Spanish La Liga,90,6.34
Unai Simón,J11,GK,Athletic Club,Spanish La Liga,90,6.6
Giorgi Mamardashvili,J11,GK,Valencia,Spanish La Liga,90,6.57
Rui Patrício,J15,GK,Roma,Italian Serie A,90,7.38
Pietro Terracciano,J15,GK,Fiorentina,Italian Serie A,90,5.86
Jan Oblak,J11,GK,Atlético Madrid,Spanish La Liga,90,5.66
Antonio Sivera,J11,GK,Alavés,Spanish La Liga,90,6.69
André Ferreira,J11,GK,Granada,Spanish La Liga,90,5.74
Filip Jørgensen,J11,GK,Villarreal,Spanish La Liga,90,5.91
Álvaro Vallés,J12,GK,Las Palmas,Spanish La Liga,90,6.52
Jan Oblak,J12,GK,Atlético Madrid,Spanish La Liga,90,5.53
Sergio Herrera,J12,GK,Osasuna,Spanish La Liga,90,5.55
Paulo Gazzaniga,J12,GK,Girona,Spanish La Liga,90,5.66
Claudio Bravo,J12,GK,Betis,Spanish La Liga,90,6.87
Predrag Rajković,J12,GK,Mallorca,Spanish La Liga,90,5.88
Vicente Guaita,J12,GK,Celta Vigo,Spanish La Liga,90,7.23
Ørjan Nyland,J12,GK,Sevilla,Spanish La Liga,90,6.26
Álex Remiro,J12,GK,Real Sociedad,Spanish La Liga,90,6.3
Marc-André ter Stegen,J12,GK,Barcelona,Spanish La Liga,90,7.93
Antonio Sivera,J12,GK,Alavés,Spanish La Liga,90,7.36
Luís Maximiano,J12,GK,Almería,Spanish La Liga,90,6.46
Giorgi Mamardashvili,J12,GK,Valencia,Spanish La Liga,90,6.89
André Ferreira,J12,GK,Granada,Spanish La Liga,90,6.47
Filip Jørgensen,J12,GK,Villarreal,Spanish La Liga,90,6.09
Unai Simón,J12,GK,Athletic Club,Spanish La Liga,90,6.18
Etrit Berisha,J15,GK,Empoli,Italian Serie A,90,6.23
Wladimiro Falcone,J15,GK,Lecce,Italian Serie A,90,6.41
Kepa Arrizabalaga,J12,GK,Real Madrid,Spanish La Liga,90,6.52
Stole Dimitrievski,J12,GK,Rayo Vallecano,Spanish La Liga,90,7.53
David Soria,J12,GK,Getafe,Spanish La Liga,90,7.75
Jeremías Ledesma,J12,GK,Cádiz,Spanish La Liga,90,6.84
Unai Simón,J13,GK,Athletic Club,Spanish La Liga,90,5.73
Vicente Guaita,J13,GK,Celta Vigo,Spanish La Liga,90,6.38
Stole Dimitrievski,J13,GK,Rayo Vallecano,Spanish La Liga,90,6.51
Paulo Gazzaniga,J13,GK,Girona,Spanish La Liga,90,7.29
Luís Maximiano,J13,GK,Almería,Spanish La Liga,90,5.71
Álex Remiro,J13,GK,Real Sociedad,Spanish La Liga,90,6.2
André Ferreira,J13,GK,Granada,Spanish La Liga,90,7.25
David Soria,J13,GK,Getafe,Spanish La Liga,90,6.86
Sergio Herrera,J13,GK,Osasuna,Spanish La Liga,90,5.95
Álvaro Vallés,J13,GK,Las Palmas,Spanish La Liga,90,6.78
Andriy Lunin,J13,GK,Real Madrid,Spanish La Liga,90,6.59
Giorgi Mamardashvili,J13,GK,Valencia,Spanish La Liga,90,5.35
Marc-André ter Stegen,J13,GK,Barcelona,Spanish La Liga,90,6.05
Antonio Sivera,J13,GK,Alavés,Spanish La Liga,90,6.84
Marko Dmitrović,J13,GK,Sevilla,Spanish La Liga,90,7.15
Fran Vieites,J13,GK,Betis,Spanish La Liga,90,6.66
Oliver Christensen,J2,GK,Fiorentina,Italian Serie A,90,5.34
Wladimiro Falcone,J2,GK,Lecce,Italian Serie A,90,5.66
Simone Scuffet,J15,GK,Cagliari,Italian Serie A,90,6.3
Andrea Consigli,J15,GK,Sassuolo,Italian Serie A,90,6.16
Jan Oblak,J13,GK,Atlético Madrid,Spanish La Liga,90,6.64
Filip Jørgensen,J13,GK,Villarreal,Spanish La Liga,90,6.2
Antonio Sivera,J14,GK,Alavés,Spanish La Liga,90,6.81
André Ferreira,J14,GK,Granada,Spanish La Liga,90,5.58
Stole Dimitrievski,J14,GK,Rayo Vallecano,Spanish La Liga,90,6.72
Iñaki Peña,J14,GK,Barcelona,Spanish La Liga,90,6.49
Giorgi Mamardashvili,J14,GK,Valencia,Spanish La Liga,90,7.09
Vicente Guaita,J14,GK,Celta Vigo,Spanish La Liga,90,6.89
David Soria,J14,GK,Getafe,Spanish La Liga,90,7.02
Luís Maximiano,J14,GK,Almería,Spanish La Liga,90,6.08
Jan Oblak,J14,GK,Atlético Madrid,Spanish La Liga,90,7.04
Predrag Rajković,J14,GK,Mallorca,Spanish La Liga,90,6.27
Filip Jørgensen,J14,GK,Villarreal,Spanish La Liga,90,7.14
Sergio Herrera,J14,GK,Osasuna,Spanish La Liga,90,5.59
Álex Remiro,J14,GK,Real Sociedad,Spanish La Liga,90,5.82
Marko Dmitrović,J14,GK,Sevilla,Spanish La Liga,90,6.73
Jeremías Ledesma,J14,GK,Cádiz,Spanish La Liga,78,5.39
Andriy Lunin,J14,GK,Real Madrid,Spanish La Liga,90,7.72
Fran Vieites,J14,GK,Betis,Spanish La Liga,90,7.93
Álvaro Vallés,J14,GK,Las Palmas,Spanish La Liga,90,7.15
Josep Martinez,J16,GK,Genoa,Italian Serie A,90,7.06
Wojciech Szczęsny,J16,GK,Juventus,Italian Serie A,90,6.38
Paulo Gazzaniga,J14,GK,Girona,Spanish La Liga,90,6.62
Unai Simón,J14,GK,Athletic Club,Spanish La Liga,90,6.25
Predrag Rajković,J13,GK,Mallorca,Spanish La Liga,90,6.2
David Gil,J13,GK,Cádiz,Spanish La Liga,90,6.21
Álvaro Vallés,J15,GK,Las Palmas,Spanish La Liga,90,7.76
David Soria,J15,GK,Getafe,Spanish La Liga,90,6.23
Paulo Gazzaniga,J15,GK,Girona,Spanish La Liga,90,6.25
Giorgi Mamardashvili,J15,GK,Valencia,Spanish La Liga,90,6.89
Unai Simón,J15,GK,Athletic Club,Spanish La Liga,90,7.36
Stole Dimitrievski,J15,GK,Rayo Vallecano,Spanish La Liga,90,4.99
Andriy Lunin,J15,GK,Real Madrid,Spanish La Liga,90,6.57
André Ferreira,J15,GK,Granada,Spanish La Liga,80,5.73
Sergio Herrera,J15,GK,Osasuna,Spanish La Liga,90,7.15
Álex Remiro,J15,GK,Real Sociedad,Spanish La Liga,90,6.52
Predrag Rajković,J15,GK,Mallorca,Spanish La Liga,90,7.57
Antonio Sivera,J15,GK,Alavés,Spanish La Liga,90,7.76
Luís Maximiano,J15,GK,Almería,Spanish La Liga,90,7.33
Rui Silva,J15,GK,Betis,Spanish La Liga,90,8.08
Marko Dmitrović,J15,GK,Sevilla,Spanish La Liga,90,7.02
Filip Jørgensen,J15,GK,Villarreal,Spanish La Liga,90,6.65
Wladimiro Falcone,J16,GK,Lecce,Italian Serie A,90,6.72
Stefano Turati,J16,GK,Frosinone,Italian Serie A,90,5.82
Iñaki Peña,J15,GK,Barcelona,Spanish La Liga,90,7.19
Jan Oblak,J15,GK,Atlético Madrid,Spanish La Liga,90,6.13
Vicente Guaita,J15,GK,Celta Vigo,Spanish La Liga,90,5.9
David Gil,J15,GK,Cádiz,Spanish La Liga,90,7.21
David Soria,J16,GK,Getafe,Spanish La Liga,90,6.82
Giorgi Mamardashvili,J16,GK,Valencia,Spanish La Liga,90,6.89
Antonio Sivera,J16,GK,Alavés,Spanish La Liga,90,6.03
Álvaro Vallés,J16,GK,Las Palmas,Spanish La Liga,90,7.66
Rui Silva,J16,GK,Betis,Spanish La Liga,90,6.19
Andriy Lunin,J16,GK,Real Madrid,Spanish La Liga,90,7.0
Filip Jørgensen,J16,GK,Villarreal,Spanish La Liga,90,5.55
Álex Remiro,J16,GK,Real Sociedad,Spanish La Liga,90,7.91
Predrag Rajković,J16,GK,Mallorca,Spanish La Liga,90,7.97
Marko Dmitrović,J16,GK,Sevilla,Spanish La Liga,90,6.06
Jan Oblak,J16,GK,Atlético Madrid,Spanish La Liga,90,6.86
Luís Maximiano,J16,GK,Almería,Spanish La Liga,90,6.29
Jeremías Ledesma,J16,GK,Cádiz,Spanish La Liga,90,7.12
Sergio Herrera,J16,GK,Osasuna,Spanish La Liga,90,6.52
Iñaki Peña,J16,GK,Barcelona,Spanish La Liga,90,5.77
Paulo Gazzaniga,J16,GK,Girona,Spanish La Liga,90,6.88
Alex Meret,J16,GK,Napoli,Italian Serie A,90,6.47
Simone Scuffet,J16,GK,Cagliari,Italian Serie A,90,6.26
André Ferreira,J16,GK,Granada,Spanish La Liga,90,6.3
Unai Simón,J16,GK,Athletic Club,Spanish La Liga,90,6.3
Stole Dimitrievski,J16,GK,Rayo Vallecano,Spanish La Liga,90,7.03
Vicente Guaita,J16,GK,Celta Vigo,Spanish La Liga,90,7.88
Sergio Herrera,J17,GK,Osasuna,Spanish La Liga,90,7.55
Stole Dimitrievski,J17,GK,Rayo Vallecano,Spanish La Liga,90,6.65
Vicente Guaita,J17,GK,Celta Vigo,Spanish La Liga,90,7.44
André Ferreira,J17,GK,Granada,Spanish La Liga,90,6.36
Unai Simón,J17,GK,Athletic Club,Spanish La Liga,90,7.75
Jan Oblak,J17,GK,Atlético Madrid,Spanish La Liga,90,6.89
Marko Dmitrović,J17,GK,Sevilla,Spanish La Liga,90,6.09
David Soria,J17,GK,Getafe,Spanish La Liga,90,7.82
Giorgi Mamardashvili,J17,GK,Valencia,Spanish La Liga,90,7.31
Iñaki Peña,J17,GK,Barcelona,Spanish La Liga,90,6.09
Luís Maximiano,J17,GK,Almería,Spanish La Liga,90,7.6
Predrag Rajković,J17,GK,Mallorca,Spanish La Liga,90,6.9
Álex Remiro,J17,GK,Real Sociedad,Spanish La Liga,90,7.41
Rui Silva,J17,GK,Betis,Spanish La Liga,90,7.7
Álvaro Vallés,J17,GK,Las Palmas,Spanish La Liga,90,6.98
Jeremías Ledesma,J17,GK,Cádiz,Spanish La Liga,90,6.2
Vanja Milinković-Savić,J16,GK,Torino,Italian Serie A,90,7.34
Etrit Berisha,J16,GK,Empoli,Italian Serie A,90,6.92
Andriy Lunin,J17,GK,Real Madrid,Spanish La Liga,90,5.96
Filip Jørgensen,J17,GK,Villarreal,Spanish La Liga,90,5.48
Paulo Gazzaniga,J17,GK,Girona,Spanish La Liga,90,7.29
Antonio Sivera,J17,GK,Alavés,Spanish La Liga,90,5.2
Stole Dimitrievski,J18,GK,Rayo Vallecano,Spanish La Liga,90,6.25
Giorgi Mamardashvili,J18,GK,Valencia,Spanish La Liga,90,7.09
Jan Oblak,J18,GK,Atlético Madrid,Spanish La Liga,90,5.96
David Soria,J18,GK,Getafe,Spanish La Liga,90,5.4
André Ferreira,J18,GK,Granada,Spanish La Liga,90,5.23
Marko Dmitrović,J18,GK,Sevilla,Spanish La Liga,90,7.64
Iñaki Peña,J18,GK,Barcelona,Spanish La Liga,90,5.88
Luís Maximiano,J18,GK,Almería,Spanish La Liga,90,6.65
Unai Simón,J18,GK,Athletic Club,Spanish La Liga,90,7.21
Álvaro Vallés,J18,GK,Las Palmas,Spanish La Liga,90,7.48
Filip Jørgensen,J18,GK,Villarreal,Spanish La Liga,90,6.28
Vicente Guaita,J18,GK,Celta Vigo,Spanish La Liga,90,6.6
Rui Silva,J18,GK,Betis,Spanish La Liga,90,6.85
Paulo Gazzaniga,J18,GK,Girona,Spanish La Liga,90,6.21
David Gil,J18,GK,Cádiz,Spanish La Liga,90,7.18
Álex Remiro,J18,GK,Real Sociedad,Spanish La Liga,90,7.56
Mike Maignan,J16,GK,Milan,Italian Serie A,90,7.88
Michele Di Gregorio,J16,GK,Monza,Italian Serie A,90,5.75
Predrag Rajković,J18,GK,Mallorca,Spanish La Liga,90,6.66
Sergio Herrera,J18,GK,Osasuna,Spanish La Liga,90,5.96
Antonio Sivera,J18,GK,Alavés,Spanish La Liga,90,6.71
Kepa Arrizabalaga,J18,GK,Real Madrid,Spanish La Liga,90,6.9
Jan Oblak,J4,GK,Atlético Madrid,Spanish La Liga,90,7.1
Marko Dmitrović,J4,GK,Sevilla,Spanish La Liga,90,7.0
David Soria,J19,GK,Getafe,Spanish La Liga,90,7.07
Stole Dimitrievski,J19,GK,Rayo Vallecano,Spanish La Liga,90,6.67
Álex Remiro,J19,GK,Real Sociedad,Spanish La Liga,35,6.38
Unai Marrero,J19,GK,Real Sociedad,Spanish La Liga,52,6.22
Antonio Sivera,J19,GK,Alavés,Spanish La Liga,90,6.87
Giorgi Mamardashvili,J19,GK,Valencia,Spanish La Liga,90,6.95
Filip Jørgensen,J19,GK,Villarreal,Spanish La Liga,90,6.61
Augusto Batalla,J19,GK,Granada,Spanish La Liga,90,7.34
Jeremías Ledesma,J19,GK,Cádiz,Spanish La Liga,90,7.07
Andriy Lunin,J19,GK,Real Madrid,Spanish La Liga,90,6.83
Predrag Rajković,J19,GK,Mallorca,Spanish La Liga,90,7.14
Vicente Guaita,J19,GK,Celta Vigo,Spanish La Liga,90,6.7
Rui Silva,J19,GK,Betis,Spanish La Liga,90,6.57
Paulo Gazzaniga,J19,GK,Girona,Spanish La Liga,90,6.08
Jan Oblak,J19,GK,Atlético Madrid,Spanish La Liga,90,5.64
Marco Silvestri,J16,GK,Udinese,Italian Serie A,90,6.65
Andrea Consigli,J16,GK,Sassuolo,Italian Serie A,90,5.93
Sergio Herrera,J19,GK,Osasuna,Spanish La Liga,90,6.92
Luís Maximiano,J19,GK,Almería,Spanish La Liga,90,6.21
Marko Dmitrović,J19,GK,Sevilla,Spanish La Liga,90,6.27
Unai Simón,J19,GK,Athletic Club,Spanish La Liga,90,7.16
Álvaro Vallés,J19,GK,Las Palmas,Spanish La Liga,90,6.29
Iñaki Peña,J19,GK,Barcelona,Spanish La Liga,90,6.52
Marko Dmitrović,J20,GK,Sevilla,Spanish La Liga,90,6.11
Antonio Sivera,J20,GK,Alavés,Spanish La Liga,90,6.42
Álvaro Vallés,J20,GK,Las Palmas,Spanish La Liga,90,7.76
Filip Jørgensen,J20,GK,Villarreal,Spanish La Liga,90,5.01
Predrag Rajković,J20,GK,Mallorca,Spanish La Liga,90,6.53
Vicente Guaita,J20,GK,Celta Vigo,Spanish La Liga,90,7.43
Unai Simón,J20,GK,Athletic Club,Spanish La Liga,90,6.1
Unai Marrero,J20,GK,Real Sociedad,Spanish La Liga,90,6.06
