Player,Game Week,Position,Team,League,Minutes,Rating
David Soria,J10,GK,Getafe,Spanish La Liga,90,6.85
Alex Meret,J15,GK,Napoli,Italian Serie A,90,6.1
Ivan Provedel,J15,GK,Lazio,Italian Serie A,90,7.49
Iñaki Peña,J10,GK,Barcelona,Spanish La Liga,90,6.05
Ørjan Nyland,J10,GK,Sevilla,Spanish La Liga,90,5.67
Giorgi Mamardashvili,J10,GK,Valencia,Spanish La Liga,90,5.33
Jasper Cillessen,J10,GK,Las Palmas,Spanish La Liga,90,6.56
Joan García,J11,GK,Espanyol,Spanish La Liga,90,6.0
Ørjan Nyland,J11,GK,Sevilla,Spanish La Liga,63,6.88
Karl Jakob Hein,J11,GK,Valladolid,Spanish La Liga,90,7.03
Diego Conde,J11,GK,Villarreal,Spanish La Liga,90,6.27
Augusto Batalla,J11,GK,Rayo Vallecano,Spanish La Liga,90,7.67
Antonio Sivera,J11,GK,Alavés,Spanish La Liga,90,6.63
Jasper Cillessen,J11,GK,Las Palmas,Spanish La Liga,90,7.5
Paulo Gazzaniga,J11,GK,Girona,Spanish La Liga,90,6.59
Andriy Lunin,J11,GK,Real Madrid,Spanish La Liga,90,5.4
Iñaki Peña,J11,GK,Barcelona,Spanish La Liga,90,7.44
Marko Dmitrović,J11,GK,Leganés,Spanish La Liga,90,7.78
Vicente Guaita,J11,GK,Celta Vigo,Spanish La Liga,90,5.53
David Soria,J11,GK,Getafe,Spanish La Liga,90,6.62
Giorgi Mamardashvili,J11,GK,Valencia,Spanish La Liga,90,6.98
Rui Silva,J11,GK,Betis,Spanish La Liga,90,7.33
Jan Oblak,J11,GK,Atlético Madrid,Spanish La Liga,90,6.43
Stefano Turati,J15,GK,Monza,Italian Serie A,90,5.7
Razvan Sava,J15,GK,Udinese,Italian Serie A,90,6.41
Álex Remiro,J11,GK,Real Sociedad,Spanish La Liga,90,5.77
Sergio Herrera,J11,GK,Osasuna,Spanish La Liga,90,7.82
Dominik Greif,J11,GK,Mallorca,Spanish La Liga,90,7.39
Julen Agirrezabala,J11,GK,Athletic Club,Spanish La Liga,90,7.19
Antonio Sivera,J12,GK,Alavés,Spanish La Liga,90,7.43
Leo Román,J12,GK,Mallorca,Spanish La Liga,90,6.98
Sergio Herrera,J12,GK,Osasuna,Spanish La Liga,90,7.61
Karl Jakob Hein,J12,GK,Valladolid,Spanish La Liga,90,6.64
Paulo Gazzaniga,J12,GK,Girona,Spanish La Liga,90,5.65
Marko Dmitrović,J12,GK,Leganés,Spanish La Liga,90,5.26
Jan Oblak,J12,GK,Atlético Madrid,Spanish La Liga,90,7.11
Jasper Cillessen,J12,GK,Las Palmas,Spanish La Liga,59,6.12
Dinko Horkaš,J12,GK,Las Palmas,Spanish La Liga,31,5.53
Iñaki Peña,J12,GK,Barcelona,Spanish La Liga,90,6.1
Joan García,J12,GK,Espanyol,Spanish La Liga,90,6.26
Álvaro Fernández,J12,GK,Sevilla,Spanish La Liga,90,5.64
Álex Remiro,J12,GK,Real Sociedad,Spanish La Liga,90,6.86
Julen Agirrezabala,J12,GK,Athletic Club,Spanish La Liga,90,6.93
Rui Silva,J12,GK,Betis,Spanish La Liga,90,7.05
Vicente Guaita,J12,GK,Celta Vigo,Spanish La Liga,90,7.39
David Soria,J12,GK,Getafe,Spanish La Liga,90,6.86
Devis Vásquez,J16,GK,Empoli,Italian Serie A,90,6.28
Vanja Milinković-Savić,J16,GK,Torino,Italian Serie A,90,7.46
Augusto Batalla,J13,GK,Rayo Vallecano,Spanish La Liga,90,5.23
Jasper Cillessen,J13,GK,Las Palmas,Spanish La Liga,90,6.59
Andriy Lunin,J13,GK,Real Madrid,Spanish La Liga,90,7.05
Sergio Herrera,J13,GK,Osasuna,Spanish La Liga,90,5.81
Diego Conde,J13,GK,Villarreal,Spanish La Liga,90,7.64
Antonio Sivera,J13,GK,Alavés,Spanish La Liga,90,5.59
Marko Dmitrović,J13,GK,Leganés,Spanish La Liga,90,7.09
Álvaro Fernández,J13,GK,Sevilla,Spanish La Liga,90,6.86
Rui Silva,J13,GK,Betis,Spanish La Liga,90,5.47
Vicente Guaita,J13,GK,Celta Vigo,Spanish La Liga,90,6.39
Dominik Greif,J13,GK,Mallorca,Spanish La Liga,90,6.46
Jan Oblak,J13,GK,Atlético Madrid,Spanish La Liga,90,7.1
Karl Jakob Hein,J13,GK,Valladolid,Spanish La Liga,90,6.32
Julen Agirrezabala,J13,GK,Athletic Club,Spanish La Liga,90,6.54
David Soria,J13,GK,Getafe,Spanish La Liga,90,6.02
Paulo Gazzaniga,J13,GK,Girona,Spanish La Liga,90,7.16
Álex Remiro,J13,GK,Real Sociedad,Spanish La Liga,90,7.04
Iñaki Peña,J13,GK,Barcelona,Spanish La Liga,90,6.65
David Soria,J14,GK,Getafe,Spanish La Liga,90,7.73
Karl Jakob Hein,J14,GK,Valladolid,Spanish La Liga,90,6.05
Vanja Milinković-Savić,J2,GK,Torino,Italian Serie A,90,7.27
Marco Carnesecchi,J2,GK,Atalanta,Italian Serie A,90,5.99
Alen Sherri,J16,GK,Cagliari,Italian Serie A,90,6.31
Marco Carnesecchi,J16,GK,Atalanta,Italian Serie A,90,7.81
Giorgi Mamardashvili,J14,GK,Valencia,Spanish La Liga,90,5.97
Rui Silva,J14,GK,Betis,Spanish La Liga,90,5.47
Jan Oblak,J14,GK,Atlético Madrid,Spanish La Liga,90,5.96
Antonio Sivera,J14,GK,Alavés,Spanish La Liga,90,6.7
Jasper Cillessen,J14,GK,Las Palmas,Spanish La Liga,90,5.37
Dominik Greif,J14,GK,Mallorca,Spanish La Liga,90,5.84
Paulo Gazzaniga,J14,GK,Girona,Spanish La Liga,90,5.98
Joan García,J14,GK,Espanyol,Spanish La Liga,90,5.65
Vicente Guaita,J14,GK,Celta Vigo,Spanish La Liga,90,5.57
Iñaki Peña,J14,GK,Barcelona,Spanish La Liga,90,6.43
Sergio Herrera,J14,GK,Osasuna,Spanish La Liga,90,6.81
Diego Conde,J14,GK,Villarreal,Spanish La Liga,90,5.76
Álvaro Fernández,J14,GK,Sevilla,Spanish La Liga,90,7.13
Augusto Batalla,J14,GK,Rayo Vallecano,Spanish La Liga,90,6.78
Marko Dmitrović,J14,GK,Leganés,Spanish La Liga,90,5.67
Thibaut Courtois,J14,GK,Real Madrid,Spanish La Liga,90,7.1
Julen Agirrezabala,J14,GK,Athletic Club,Spanish La Liga,90,7.36
Álex Remiro,J14,GK,Real Sociedad,Spanish La Liga,90,6.67
Dominik Greif,J15,GK,Mallorca,Spanish La Liga,90,6.0
Giorgi Mamardashvili,J15,GK,Valencia,Spanish La Liga,90,5.67
Razvan Sava,J16,GK,Udinese,Italian Serie A,90,5.44
Alex Meret,J16,GK,Napoli,Italian Serie A,90,6.45
Iñaki Peña,J15,GK,Barcelona,Spanish La Liga,90,5.47
Jasper Cillessen,J15,GK,Las Palmas,Spanish La Liga,90,6.58
Antonio Sivera,J15,GK,Alavés,Spanish La Liga,90,6.67
Marko Dmitrović,J15,GK,Leganés,Spanish La Liga,90,7.19
Joan García,J15,GK,Espanyol,Spanish La Liga,90,6.48
Vicente Guaita,J15,GK,Celta Vigo,Spanish La Liga,90,5.24
Karl Jakob Hein,J15,GK,Valladolid,Spanish La Liga,90,6.23
Jan Oblak,J15,GK,Atlético Madrid,Spanish La Liga,90,7.0
Diego Conde,J15,GK,Villarreal,Spanish La Liga,90,6.05
Paulo Gazzaniga,J15,GK,Girona,Spanish La Liga,90,5.6
Thibaut Courtois,J15,GK,Real Madrid,Spanish La Liga,90,7.06
David Soria,J15,GK,Getafe,Spanish La Liga,90,5.95
Augusto Batalla,J15,GK,Rayo Vallecano,Spanish La Liga,90,5.99
Julen Agirrezabala,J15,GK,Athletic Club,Spanish La Liga,90,6.28
Álex Remiro,J15,GK,Real Sociedad,Spanish La Liga,90,7.15
Rui Silva,J15,GK,Betis,Spanish La Liga,90,5.61
Álvaro Fernández,J15,GK,Sevilla,Spanish La Liga,90,5.97
Sergio Herrera,J15,GK,Osasuna,Spanish La Liga,90,6.85
Leo Román,J19,GK,Mallorca,Spanish La Liga,90,6.16
Iñaki Peña,J19,GK,Barcelona,Spanish La Liga,90,6.42
Michele Di Gregorio,J16,GK,Juventus,Italian Serie A,90,5.65
Filip Stankovic,J16,GK,Venezia,Italian Serie A,90,5.94
Julen Agirrezabala,J19,GK,Athletic Club,Spanish La Liga,90,6.72
Thibaut Courtois,J19,GK,Real Madrid,Spanish La Liga,90,5.69
Vicente Guaita,J16,GK,Celta Vigo,Spanish La Liga,90,7.5
Dominik Greif,J16,GK,Mallorca,Spanish La Liga,90,5.67
Jasper Cillessen,J16,GK,Las Palmas,Spanish La Liga,90,6.2
Karl Jakob Hein,J16,GK,Valladolid,Spanish La Liga,90,6.41
Fran Vieites,J16,GK,Betis,Spanish La Liga,90,5.93
Iñaki Peña,J16,GK,Barcelona,Spanish La Liga,90,6.54
Giorgi Mamardashvili,J16,GK,Valencia,Spanish La Liga,90,6.17
Augusto Batalla,J16,GK,Rayo Vallecano,Spanish La Liga,90,7.79
Paulo Gazzaniga,J16,GK,Girona,Spanish La Liga,90,5.58
Thibaut Courtois,J16,GK,Real Madrid,Spanish La Liga,90,7.09
Marko Dmitrović,J16,GK,Leganés,Spanish La Liga,90,5.69
Álex Remiro,J16,GK,Real Sociedad,Spanish La Liga,90,7.51
Julen Agirrezabala,J16,GK,Athletic Club,Spanish La Liga,90,7.5
Diego Conde,J16,GK,Villarreal,Spanish La Liga,72,5.25
Sergio Herrera,J16,GK,Osasuna,Spanish La Liga,90,6.08
Antonio Sivera,J16,GK,Alavés,Spanish La Liga,90,6.7
Jan Oblak,J16,GK,Atlético Madrid,Spanish La Liga,90,5.16
Álvaro Fernández,J16,GK,Sevilla,Spanish La Liga,90,5.43
Wladimiro Falcone,J16,GK,Lecce,Italian Serie A,90,6.23
Stefano Turati,J16,GK,Monza,Italian Serie A,90,5.93
David Soria,J16,GK,Getafe,Spanish La Liga,90,7.26
Joan García,J16,GK,Espanyol,Spanish La Liga,90,6.58
Karl Jakob Hein,J17,GK,Valladolid,Spanish La Liga,90,7.29
Stole Dimitrievski,J17,GK,Valencia,Spanish La Liga,90,6.2
Joan García,J17,GK,Espanyol,Spanish La Liga,90,7.14
Sergio Herrera,J17,GK,Osasuna,Spanish La Liga,90,7.44
Dominik Greif,J17,GK,Mallorca,Spanish La Liga,90,6.46
Paulo Gazzaniga,J17,GK,Girona,Spanish La Liga,90,5.64
Álvaro Fernández,J17,GK,Sevilla,Spanish La Liga,90,7.93
Vicente Guaita,J17,GK,Celta Vigo,Spanish La Liga,90,6.17
Augusto Batalla,J17,GK,Rayo Vallecano,Spanish La Liga,90,5.65
Thibaut Courtois,J17,GK,Real Madrid,Spanish La Liga,90,5.5
Jan Oblak,J17,GK,Atlético Madrid,Spanish La Liga,90,7.05
David Soria,J17,GK,Getafe,Spanish La Liga,90,6.9
Antonio Sivera,J17,GK,Alavés,Spanish La Liga,90,6.68
Unai Simón,J17,GK,Athletic Club,Spanish La Liga,90,6.49
Álex Remiro,J17,GK,Real Sociedad,Spanish La Liga,90,7.63
Jasper Cillessen,J17,GK,Las Palmas,Spanish La Liga,90,7.51
Luiz Lúcio Reis Júnior,J17,GK,Villarreal,Spanish La Liga,90,6.25
Fran Vieites,J17,GK,Betis,Spanish La Liga,90,6.96
Zion Suzuki,J16,GK,Parma,Italian Serie A,90,5.68
Lorenzo Montipò,J16,GK,Hellas Verona,Italian Serie A,90,6.1
Iñaki Peña,J17,GK,Barcelona,Spanish La Liga,90,6.24
Marko Dmitrović,J17,GK,Leganés,Spanish La Liga,90,7.97
Luiz Lúcio Reis Júnior,J12,GK,Villarreal,Spanish La Liga,90,6.7
Augusto Batalla,J12,GK,Rayo Vallecano,Spanish La Liga,90,7.09
Joan García,J13,GK,Espanyol,Spanish La Liga,90,7.0
Stole Dimitrievski,J13,GK,Valencia,Spanish La Liga,90,6.78
Paulo Gazzaniga,J18,GK,Girona,Spanish La Liga,90,6.76
Karl Jakob Hein,J18,GK,Valladolid,Spanish La Liga,90,5.85
David Soria,J18,GK,Getafe,Spanish La Liga,90,6.5
Dominik Greif,J18,GK,Mallorca,Spanish La Liga,90,7.72
Vicente Guaita,J18,GK,Celta Vigo,Spanish La Liga,90,7.21
Álex Remiro,J18,GK,Real Sociedad,Spanish La Liga,90,6.47
Sergio Herrera,J18,GK,Osasuna,Spanish La Liga,90,6.38
Unai Simón,J18,GK,Athletic Club,Spanish La Liga,90,6.65
Iñaki Peña,J18,GK,Barcelona,Spanish La Liga,90,5.5
Jan Oblak,J18,GK,Atlético Madrid,Spanish La Liga,90,6.93
Stole Dimitrievski,J18,GK,Valencia,Spanish La Liga,90,5.86
Antonio Sivera,J18,GK,Alavés,Spanish La Liga,53,7.06
Jesús Owono,J18,GK,Alavés,Spanish La Liga,37,5.66
Thibaut Courtois,J18,GK,Real Madrid,Spanish La Liga,90,5.79
Álvaro Fernández,J18,GK,Sevilla,Spanish La Liga,90,5.46
Łukasz Skorupski,J16,GK,Bologna,Italian Serie A,90,7.8
David de Gea,J16,GK,Fiorentina,Italian Serie A,90,6.49
Jasper Cillessen,J18,GK,Las Palmas,Spanish La Liga,90,7.15
Joan García,J18,GK,Espanyol,Spanish La Liga,90,6.22
Marko Dmitrović,J18,GK,Leganés,Spanish La Liga,90,5.62
Luiz Lúcio Reis Júnior,J18,GK,Villarreal,Spanish La Liga,90,5.52
Fran Vieites,J18,GK,Betis,Spanish La Liga,90,6.25
Augusto Batalla,J18,GK,Rayo Vallecano,Spanish La Liga,90,6.87
Stole Dimitrievski,J12,GK,Valencia,Spanish La Liga,90,6.0
Thibaut Courtois,J12,GK,Real Madrid,Spanish La Liga,90,6.55
Dani Cárdenas,J19,GK,Rayo Vallecano,Spanish La Liga,90,6.72
Vicente Guaita,J19,GK,Celta Vigo,Spanish La Liga,90,5.49
Jesús Owono,J19,GK,Alavés,Spanish La Liga,90,6.45
Paulo Gazzaniga,J19,GK,Girona,Spanish La Liga,90,7.39
Karl Jakob Hein,J19,GK,Valladolid,Spanish La Liga,90,7.41
Fran Vieites,J19,GK,Betis,Spanish La Liga,90,6.19
Joan García,J19,GK,Espanyol,Spanish La Liga,90,7.06
Marko Dmitrović,J19,GK,Leganés,Spanish La Liga,90,6.68
Ørjan Nyland,J19,GK,Sevilla,Spanish La Liga,90,6.23
Giorgi Mamardashvili,J19,GK,Valencia,Spanish La Liga,90,6.41
Jasper Cillessen,J19,GK,Las Palmas,Spanish La Liga,90,5.66
David Soria,J19,GK,Getafe,Spanish La Liga,90,6.91
Pepe Reina,J16,GK,Como,Italian Serie A,90,7.03
Mile Svilar,J16,GK,Roma,Italian Serie A,90,6.23
Jan Oblak,J19,GK,Atlético Madrid,Spanish La Liga,90,7.13
Sergio Herrera,J19,GK,Osasuna,Spanish La Liga,90,7.01
Álex Remiro,J19,GK,Real Sociedad,Spanish La Liga,90,7.85
Luiz Lúcio Reis Júnior,J19,GK,Villarreal,Spanish La Liga,90,6.69
Joan García,J20,GK,Espanyol,Spanish La Liga,90,6.41
Karl Jakob Hein,J20,GK,Valladolid,Spanish La Liga,90,5.81
Paulo Gazzaniga,J20,GK,Girona,Spanish La Liga,90,6.53
Ørjan Nyland,J20,GK,Sevilla,Spanish La Liga,90,6.69
Marko Dmitrović,J20,GK,Leganés,Spanish La Liga,90,7.71
Jan Oblak,J20,GK,Atlético Madrid,Spanish La Liga,90,5.94
Adrián,J20,GK,Betis,Spanish La Liga,90,5.71
Jesús Owono,J20,GK,Alavés,Spanish La Liga,90,6.15
David Soria,J20,GK,Getafe,Spanish La Liga,90,7.01
Iñaki Peña,J20,GK,Barcelona,Spanish La Liga,90,6.35
Vicente Guaita,J20,GK,Celta Vigo,Spanish La Liga,90,6.09
Unai Simón,J20,GK,Athletic Club,Spanish La Liga,90,6.19
Thibaut Courtois,J20,GK,Real Madrid,Spanish La Liga,90,6.27
Jasper Cillessen,J20,GK,Las Palmas,Spanish La Liga,90,6.4
Sergio Herrera,J20,GK,Osasuna,Spanish La Liga,90,6.56
Augusto Batalla,J20,GK,Rayo Vallecano,Spanish La Liga,90,6.0
Mike Maignan,J16,GK,Milan,Italian Serie A,90,6.99
Nicola Leali,J16,GK,Genoa,Italian Serie A,90,7.61
Giorgi Mamardashvili,J20,GK,Valencia,Spanish La Liga,90,7.01
Álex Remiro,J20,GK,Real Sociedad,Spanish La Liga,90,6.52
Luiz Lúcio Reis Júnior,J20,GK,Villarreal,Spanish La Liga,90,7.4
Dominik Greif,J20,GK,Mallorca,Spanish La Liga,90,5.58
Jasper Cillessen,J21,GK,Las Palmas,Spanish La Liga,90,6.83
Sergio Herrera,J21,GK,Osasuna,Spanish La Liga,90,6.31
Dominik Greif,J21,GK,Mallorca,Spanish La Liga,90,6.41
Adrián,J21,GK,Betis,Spanish La Liga,90,7.46
Jan Oblak,J21,GK,Atlético Madrid,Spanish La Liga,90,5.91
Luiz Lúcio Reis Júnior,J21,GK,Villarreal,Spanish La Liga,90,6.94
Ørjan Nyland,J21,GK,Sevilla,Spanish La Liga,90,6.22
Joan García,J21,GK,Espanyol,Spanish La Liga,90,6.55
Karl Jakob Hein,J21,GK,Valladolid,Spanish La Liga,90,5.51
Thibaut Courtois,J21,GK,Real Madrid,Spanish La Liga,90,6.88
Augusto Batalla,J21,GK,Rayo Vallecano,Spanish La Liga,90,6.78
Paulo Gazzaniga,J21,GK,Girona,Spanish La Liga,45,6.74
Pau López,J21,GK,Girona,Spanish La Liga,45,5.67
Álex Remiro,J21,GK,Real Sociedad,Spanish La Liga,90,5.38
David Soria,J21,GK,Getafe,Spanish La Liga,90,7.87
Unai Simón,J21,GK,Athletic Club,Spanish La Liga,90,7.25
Marko Dmitrović,J21,GK,Leganés,Spanish La Liga,90,7.78
Ivan Provedel,J16,GK,Lazio,Italian Serie A,90,4.96
Yann Sommer,J16,GK,Inter,Italian Serie A,90,7.35
Wojciech Szczęsny,J21,GK,Barcelona,Spanish La Liga,90,6.3
Giorgi Mamardashvili,J21,GK,Valencia,Spanish La Liga,90,5.28
Jesús Owono,J21,GK,Alavés,Spanish La Liga,90,6.21
Vicente Guaita,J21,GK,Celta Vigo,Spanish La Liga,90,6.26
Marko Dmitrović,J22,GK,Leganés,Spanish La Liga,90,6.65
Augusto Batalla,J22,GK,Rayo Vallecano,Spanish La Liga,90,7.06
David Soria,J22,GK,Getafe,Spanish La Liga,90,7.08
Ørjan Nyland,J22,GK,Sevilla,Spanish La Liga,90,7.45
Diego Conde,J22,GK,Villarreal,Spanish La Liga,90,5.94
Karl Jakob Hein,J22,GK,Valladolid,Spanish La Liga,90,5.27
Jan Oblak,J22,GK,Atlético Madrid,Spanish La Liga,90,6.98
Dominik Greif,J22,GK,Mallorca,Spanish La Liga,90,6.21
Joan García,J22,GK,Espanyol,Spanish La Liga,90,7.53
Thibaut Courtois,J22,GK,Real Madrid,Spanish La Liga,90,5.96
Wojciech Szczęsny,J22,GK,Barcelona,Spanish La Liga,90,7.17
Jesús Owono,J22,GK,Alavés,Spanish La Liga,90,6.86
Giorgi Mamardashvili,J22,GK,Valencia,Spanish La Liga,90,6.37
Vicente Guaita,J22,GK,Celta Vigo,Spanish La Liga,90,6.04
Sergio Herrera,J22,GK,Osasuna,Spanish La Liga,90,6.65
Álex Remiro,J22,GK,Real Sociedad,Spanish La Liga,90,5.64
Lorenzo Montipò,J17,GK,Hellas Verona,Italian Serie A,90,6.82
Mike Maignan,J17,GK,Milan,Italian Serie A,90,7.38
Adrián,J22,GK,Betis,Spanish La Liga,90,5.91
Unai Simón,J22,GK,Athletic Club,Spanish La Liga,90,6.3
Paulo Gazzaniga,J22,GK,Girona,Spanish La Liga,90,6.5
Jasper Cillessen,J22,GK,Las Palmas,Spanish La Liga,90,6.18
Augusto Batalla,J23,GK,Rayo Vallecano,Spanish La Liga,90,7.35
Karl Jakob Hein,J23,GK,Valladolid,Spanish La Liga,90,6.39
Vicente Guaita,J23,GK,Celta Vigo,Spanish La Liga,90,6.18
Adrián,J23,GK,Betis,Spanish La Liga,90,5.9
Unai Simón,J23,GK,Athletic Club,Spanish La Liga,90,7.07
Paulo Gazzaniga,J23,GK,Girona,Spanish La Liga,90,6.42
Jasper Cillessen,J23,GK,Las Palmas,Spanish La Liga,90,6.09
Diego Conde,J23,GK,Villarreal,Spanish La Liga,90,6.57
Thibaut Courtois,J23,GK,Real Madrid,Spanish La Liga,90,6.0
Jan Oblak,J23,GK,Atlético Madrid,Spanish La Liga,90,7.09
Antonio Sivera,J23,GK,Alavés,Spanish La Liga,90,6.99
David Soria,J23,GK,Getafe,Spanish La Liga,90,7.59
Giorgi Mamardashvili,J23,GK,Valencia,Spanish La Liga,90,7.42
Marko Dmitrović,J23,GK,Leganés,Spanish La Liga,90,6.0
Álex Remiro,J23,GK,Real Sociedad,Spanish La Liga,90,6.31
Joan García,J23,GK,Espanyol,Spanish La Liga,90,6.12
Pietro Terracciano,J2,GK,Fiorentina,Italian Serie A,90,7.52
Jesse Joronen,J2,GK,Venezia,Italian Serie A,90,7.74
Vanja Milinković-Savić,J17,GK,Torino,Italian Serie A,90,6.32
Federico Ravaglia,J17,GK,Bologna,Italian Serie A,90,7.17
Ørjan Nyland,J23,GK,Sevilla,Spanish La Liga,90,5.34
Wojciech Szczęsny,J23,GK,Barcelona,Spanish La Liga,90,6.46
Dominik Greif,J23,GK,Mallorca,Spanish La Liga,90,6.68
Sergio Herrera,J23,GK,Osasuna,Spanish La Liga,90,6.69
Paulo Gazzaniga,J24,GK,Girona,Spanish La Liga,90,5.77
David Soria,J24,GK,Getafe,Spanish La Liga,90,6.74
Marko Dmitrović,J24,GK,Leganés,Spanish La Liga,90,6.07
Antonio Sivera,J24,GK,Alavés,Spanish La Liga,90,5.64
Sergio Herrera,J24,GK,Osasuna,Spanish La Liga,90,6.93
Thibaut Courtois,J24,GK,Real Madrid,Spanish La Liga,90,6.43
Jan Oblak,J24,GK,Atlético Madrid,Spanish La Liga,90,6.64
Vicente Guaita,J24,GK,Celta Vigo,Spanish La Liga,90,6.1
Diego Conde,J24,GK,Villarreal,Spanish La Liga,90,6.7
Giorgi Mamardashvili,J24,GK,Valencia,Spanish La Liga,90,6.44
Joan García,J24,GK,Espanyol,Spanish La Liga,90,6.49
Unai Simón,J24,GK,Athletic Club,Spanish La Liga,90,6.3
Karl Jakob Hein,J24,GK,Valladolid,Spanish La Liga,90,5.43
Ørjan Nyland,J24,GK,Sevilla,Spanish La Liga,90,7.33
Dominik Greif,J24,GK,Mallorca,Spanish La Liga,90,6.57
Jasper Cillessen,J24,GK,Las Palmas,Spanish La Liga,90,5.34
Nicola Leali,J17,GK,Genoa,Italian Serie A,90,5.74
Alex Meret,J17,GK,Napoli,Italian Serie A,90,6.49
Adrián,J24,GK,Betis,Spanish La Liga,90,6.84
Álex Remiro,J24,GK,Real Sociedad,Spanish La Liga,90,5.92
Wojciech Szczęsny,J24,GK,Barcelona,Spanish La Liga,90,7.46
Augusto Batalla,J24,GK,Rayo Vallecano,Spanish La Liga,90,7.02
Vicente Guaita,J25,GK,Celta Vigo,Spanish La Liga,90,6.82
Sergio Herrera,J25,GK,Osasuna,Spanish La Liga,90,7.25
Antonio Sivera,J25,GK,Alavés,Spanish La Liga,90,6.38
Joan García,J25,GK,Espanyol,Spanish La Liga,90,7.87
Augusto Batalla,J25,GK,Rayo Vallecano,Spanish La Liga,90,6.92
Diego Conde,J25,GK,Villarreal,Spanish La Liga,90,7.49
Giorgi Mamardashvili,J25,GK,Valencia,Spanish La Liga,90,5.23
Jan Oblak,J25,GK,Atlético Madrid,Spanish La Liga,90,7.1
Jasper Cillessen,J25,GK,Las Palmas,Spanish La Liga,90,5.97
Wojciech Szczęsny,J25,GK,Barcelona,Spanish La Liga,90,7.11
Unai Simón,J25,GK,Athletic Club,Spanish La Liga,90,6.15
Karl Jakob Hein,J25,GK,Valladolid,Spanish La Liga,90,5.71
Thibaut Courtois,J25,GK,Real Madrid,Spanish La Liga,90,7.09
Paulo Gazzaniga,J25,GK,Girona,Spanish La Liga,90,5.82
David Soria,J25,GK,Getafe,Spanish La Liga,90,6.21
Adrián,J25,GK,Betis,Spanish La Liga,90,6.62
Wladimiro Falcone,J17,GK,Lecce,Italian Serie A,90,6.53
Ivan Provedel,J17,GK,Lazio,Italian Serie A,90,5.95
Álex Remiro,J25,GK,Real Sociedad,Spanish La Liga,90,7.6
Marko Dmitrović,J25,GK,Leganés,Spanish La Liga,90,5.74
Ørjan Nyland,J25,GK,Sevilla,Spanish La Liga,90,6.51
Dominik Greif,J25,GK,Mallorca,Spanish La Liga,90,6.51
Karl Jakob Hein,J26,GK,Valladolid,Spanish La Liga,90,6.01
Jasper Cillessen,J26,GK,Las Palmas,Spanish La Liga,90,7.35
Paulo Gazzaniga,J26,GK,Girona,Spanish La Liga,90,6.68
Vicente Guaita,J26,GK,Celta Vigo,Spanish La Liga,90,6.01
Augusto Batalla,J26,GK,Rayo Vallecano,Spanish La Liga,90,6.66
Ørjan Nyland,J26,GK,Sevilla,Spanish La Liga,90,6.96
Adrián,J26,GK,Betis,Spanish La Liga,90,6.32
Thibaut Courtois,J26,GK,Real Madrid,Spanish La Liga,90,5.64
Jan Oblak,J26,GK,Atlético Madrid,Spanish La Liga,90,7.11
Unai Simón,J26,GK,Athletic Club,Spanish La Liga,90,6.81
Marko Dmitrović,J26,GK,Leganés,Spanish La Liga,90,7.12
David Soria,J26,GK,Getafe,Spanish La Liga,90,6.36
Wojciech Szczęsny,J26,GK,Barcelona,Spanish La Liga,90,6.77
Álex Remiro,J26,GK,Real Sociedad,Spanish La Liga,90,5.43
Dominik Greif,J26,GK,Mallorca,Spanish La Liga,90,7.21
Antonio Sivera,J26,GK,Alavés,Spanish La Liga,90,6.64
Mile Svilar,J17,GK,Roma,Italian Serie A,90,7.38
Zion Suzuki,J17,GK,Parma,Italian Serie A,90,5.57
Sergio Herrera,J26,GK,Osasuna,Spanish La Liga,90,5.72
Giorgi Mamardashvili,J26,GK,Valencia,Spanish La Liga,90,5.73
Vicente Guaita,J27,GK,Celta Vigo,Spanish La Liga,90,6.69
Marko Dmitrović,J27,GK,Leganés,Spanish La Liga,90,5.87
Antonio Sivera,J27,GK,Alavés,Spanish La Liga,57,6.96
Adrian Rodriguez,J27,GK,Alavés,Spanish La Liga,32,7.03
Diego Conde,J27,GK,Villarreal,Spanish La Liga,90,6.54
Giorgi Mamardashvili,J27,GK,Valencia,Spanish La Liga,90,6.71
Karl Jakob Hein,J27,GK,Valladolid,Spanish La Liga,90,6.13
David Soria,J27,GK,Getafe,Spanish La Liga,90,6.6
Jan Oblak,J27,GK,Atlético Madrid,Spanish La Liga,90,5.9
Andriy Lunin,J27,GK,Real Madrid,Spanish La Liga,90,6.4
Augusto Batalla,J27,GK,Rayo Vallecano,Spanish La Liga,90,5.89
Adrián,J27,GK,Betis,Spanish La Liga,90,6.98
Jasper Cillessen,J27,GK,Las Palmas,Spanish La Liga,90,6.97
Unai Simón,J27,GK,Athletic Club,Spanish La Liga,90,6.38
Dominik Greif,J27,GK,Mallorca,Spanish La Liga,90,6.12
Unai Marrero,J27,GK,Real Sociedad,Spanish La Liga,90,6.76
Ørjan Nyland,J27,GK,Sevilla,Spanish La Liga,90,7.59
Joan García,J27,GK,Espanyol,Spanish La Liga,90,6.74
Paulo Gazzaniga,J27,GK,Girona,Spanish La Liga,90,5.97
Filip Stankovic,J17,GK,Venezia,Italian Serie A,90,7.11
Alen Sherri,J17,GK,Cagliari,Italian Serie A,90,6.37
Jasper Cillessen,J28,GK,Las Palmas,Spanish La Liga,90,5.99
Adrian Rodriguez,J28,GK,Alavés,Spanish La Liga,90,6.0
