Player,Game Week,Position,Team,League,Minutes,Rating
Brice Samba,J8,GK,Lens,French Ligue 1,90,7.29
Gianluigi Donnarumma,J8,GK,Paris S-G,French Ligue 1,90,6.67
Đorđe Petrović,J8,GK,Strasbourg,French Ligue 1,90,6.32
Arthur Desmas,J8,GK,Le Havre,French Ligue 1,90,5.34
Lucas Perri,J8,GK,Lyon,French Ligue 1,90,7.31
Donovan Léon,J8,GK,Auxerre,French Ligue 1,90,6.39
Yehvann Diouf,J8,GK,Reims,French Ligue 1,90,6.49
Wladimiro Falcone,J5,GK,Lecce,Italian Serie A,90,6.53
Zion Suzuki,J5,GK,Parma,Italian Serie A,90,5.53
Alban Lafont,J8,GK,Nantes,French Ligue 1,90,7.18
Marcin Bułka,J8,GK,Nice,French Ligue 1,90,6.73
Guillaume Restes,J8,GK,Toulouse,French Ligue 1,90,6.46
Yahia Fofana,J8,GK,Angers,French Ligue 1,90,7.1
Benjamin Lecomte,J8,GK,Montpellier,French Ligue 1,90,5.58
Gerónimo Rulli,J8,GK,Marseille,French Ligue 1,90,7.29
Steve Mandanda,J9,GK,Rennes,French Ligue 1,90,7.15
Arthur Desmas,J9,GK,Le Havre,French Ligue 1,90,7.11
Yahia Fofana,J9,GK,Angers,French Ligue 1,90,6.17
Gautier Larsonneur,J9,GK,Saint-Étienne,French Ligue 1,90,5.48
Yehvann Diouf,J9,GK,Reims,French Ligue 1,90,5.74
Marco Bizot,J9,GK,Brest,French Ligue 1,90,6.39
Brice Samba,J9,GK,Lens,French Ligue 1,90,6.06
Lucas Chevalier,J9,GK,Lille,French Ligue 1,90,7.71
Lucas Perri,J9,GK,Lyon,French Ligue 1,90,6.02
Donovan Léon,J9,GK,Auxerre,French Ligue 1,90,6.52
Marcin Bułka,J9,GK,Nice,French Ligue 1,90,6.17
Radosław Majecki,J9,GK,Monaco,French Ligue 1,90,6.89
Đorđe Petrović,J9,GK,Strasbourg,French Ligue 1,90,7.02
Alban Lafont,J9,GK,Nantes,French Ligue 1,90,5.86
David de Gea,J5,GK,Fiorentina,Italian Serie A,90,6.3
Ivan Provedel,J5,GK,Lazio,Italian Serie A,90,6.37
Benjamin Lecomte,J9,GK,Montpellier,French Ligue 1,90,5.73
Guillaume Restes,J9,GK,Toulouse,French Ligue 1,90,7.1
Gerónimo Rulli,J9,GK,Marseille,French Ligue 1,90,5.64
Gianluigi Donnarumma,J9,GK,Paris S-G,French Ligue 1,90,7.04
Radosław Majecki,J10,GK,Monaco,French Ligue 1,90,6.15
Yahia Fofana,J10,GK,Angers,French Ligue 1,90,7.61
Lucas Chevalier,J10,GK,Lille,French Ligue 1,90,6.19
Lucas Perri,J10,GK,Lyon,French Ligue 1,90,6.84
Matvei Safonov,J10,GK,Paris S-G,French Ligue 1,90,7.29
Brice Samba,J10,GK,Lens,French Ligue 1,90,7.35
Marco Bizot,J10,GK,Brest,French Ligue 1,90,6.45
Marcin Bułka,J10,GK,Nice,French Ligue 1,90,7.64
Gautier Larsonneur,J10,GK,Saint-Étienne,French Ligue 1,90,7.47
Đorđe Petrović,J10,GK,Strasbourg,French Ligue 1,90,6.06
Guillaume Restes,J10,GK,Toulouse,French Ligue 1,90,7.17
Yehvann Diouf,J10,GK,Reims,French Ligue 1,90,6.99
Arthur Desmas,J10,GK,Le Havre,French Ligue 1,90,7.6
Benjamin Lecomte,J10,GK,Montpellier,French Ligue 1,90,6.89
Donovan Léon,J10,GK,Auxerre,French Ligue 1,90,7.79
Steve Mandanda,J10,GK,Rennes,French Ligue 1,90,5.26
Stefano Turati,J5,GK,Monza,Italian Serie A,90,5.89
Federico Ravaglia,J5,GK,Bologna,Italian Serie A,90,6.49
Alban Lafont,J10,GK,Nantes,French Ligue 1,90,5.95
Gerónimo Rulli,J10,GK,Marseille,French Ligue 1,90,6.97
Gerónimo Rulli,J11,GK,Marseille,French Ligue 1,90,5.33
Donovan Léon,J11,GK,Auxerre,French Ligue 1,90,7.17
Đorđe Petrović,J11,GK,Strasbourg,French Ligue 1,90,5.89
Radosław Majecki,J11,GK,Monaco,French Ligue 1,90,6.0
Brice Samba,J11,GK,Lens,French Ligue 1,90,5.64
Alban Lafont,J11,GK,Nantes,French Ligue 1,90,6.05
Yahia Fofana,J11,GK,Angers,French Ligue 1,90,6.43
Gianluigi Donnarumma,J11,GK,Paris S-G,French Ligue 1,90,5.44
Marcin Bułka,J11,GK,Nice,French Ligue 1,90,5.89
Lucas Chevalier,J11,GK,Lille,French Ligue 1,90,6.2
Benjamin Lecomte,J11,GK,Montpellier,French Ligue 1,90,6.84
Marco Bizot,J11,GK,Brest,French Ligue 1,90,5.9
Steve Mandanda,J11,GK,Rennes,French Ligue 1,45,5.28
Gauthier Gallon,J11,GK,Rennes,French Ligue 1,45,6.77
Guillaume Restes,J11,GK,Toulouse,French Ligue 1,90,6.96
Arthur Desmas,J11,GK,Le Havre,French Ligue 1,90,6.26
Yehvann Diouf,J11,GK,Reims,French Ligue 1,90,7.82
Lucas Perri,J11,GK,Lyon,French Ligue 1,90,7.36
Gautier Larsonneur,J11,GK,Saint-Étienne,French Ligue 1,90,6.89
Mile Svilar,J5,GK,Roma,Italian Serie A,90,7.46
Maduka Okoye,J5,GK,Udinese,Italian Serie A,90,5.85
Radosław Majecki,J12,GK,Monaco,French Ligue 1,90,5.99
Marco Bizot,J12,GK,Brest,French Ligue 1,90,5.69
Matvei Safonov,J12,GK,Paris S-G,French Ligue 1,90,7.15
Guillaume Restes,J12,GK,Toulouse,French Ligue 1,90,5.83
Brice Samba,J12,GK,Lens,French Ligue 1,90,5.44
Gerónimo Rulli,J12,GK,Marseille,French Ligue 1,90,6.87
Gautier Larsonneur,J12,GK,Saint-Étienne,French Ligue 1,90,7.48
Benjamin Lecomte,J12,GK,Montpellier,French Ligue 1,90,6.58
Yehvann Diouf,J12,GK,Reims,French Ligue 1,90,7.12
Lucas Perri,J12,GK,Lyon,French Ligue 1,90,6.94
Lucas Chevalier,J12,GK,Lille,French Ligue 1,90,7.01
Steve Mandanda,J12,GK,Rennes,French Ligue 1,90,6.48
Alban Lafont,J12,GK,Nantes,French Ligue 1,90,5.78
Arthur Desmas,J12,GK,Le Havre,French Ligue 1,90,7.06
Donovan Léon,J12,GK,Auxerre,French Ligue 1,90,7.76
Yahia Fofana,J12,GK,Angers,French Ligue 1,90,6.94
Marcin Bułka,J12,GK,Nice,French Ligue 1,90,6.5
Đorđe Petrović,J12,GK,Strasbourg,French Ligue 1,90,6.02
Yehvann Diouf,J13,GK,Reims,French Ligue 1,90,6.48
Brice Samba,J13,GK,Lens,French Ligue 1,90,7.54
Yann Sommer,J5,GK,Inter,Italian Serie A,90,6.25
Mike Maignan,J5,GK,Milan,Italian Serie A,90,6.56
Steve Mandanda,J13,GK,Rennes,French Ligue 1,90,7.01
Gautier Larsonneur,J13,GK,Saint-Étienne,French Ligue 1,90,5.71
Marco Bizot,J13,GK,Brest,French Ligue 1,90,6.32
Đorđe Petrović,J13,GK,Strasbourg,French Ligue 1,90,6.41
Gianluigi Donnarumma,J13,GK,Paris S-G,French Ligue 1,90,6.05
Patrik Carlgren,J13,GK,Nantes,French Ligue 1,90,7.02
Benjamin Lecomte,J13,GK,Montpellier,French Ligue 1,90,6.4
Lucas Chevalier,J13,GK,Lille,French Ligue 1,90,5.9
Guillaume Restes,J13,GK,Toulouse,French Ligue 1,71,6.51
Donovan Léon,J13,GK,Auxerre,French Ligue 1,90,6.36
Lucas Perri,J13,GK,Lyon,French Ligue 1,90,7.13
Marcin Bułka,J13,GK,Nice,French Ligue 1,90,5.29
Arthur Desmas,J13,GK,Le Havre,French Ligue 1,90,6.69
Yahia Fofana,J13,GK,Angers,French Ligue 1,90,7.64
Gerónimo Rulli,J13,GK,Marseille,French Ligue 1,90,6.66
Radosław Majecki,J13,GK,Monaco,French Ligue 1,90,6.02
Lucas Chevalier,J14,GK,Lille,French Ligue 1,90,6.12
Marco Bizot,J14,GK,Brest,French Ligue 1,90,5.93
Donovan Léon,J14,GK,Auxerre,French Ligue 1,90,7.96
Gianluigi Donnarumma,J14,GK,Paris S-G,French Ligue 1,90,7.24
Łukasz Skorupski,J1,GK,Bologna,Italian Serie A,90,6.21
Maduka Okoye,J1,GK,Udinese,Italian Serie A,90,7.07
Marco Carnesecchi,J5,GK,Atalanta,Italian Serie A,90,5.85
Emil Audero,J5,GK,Como,Italian Serie A,90,6.07
Radosław Majecki,J14,GK,Monaco,French Ligue 1,90,7.26
Guillaume Restes,J14,GK,Toulouse,French Ligue 1,90,5.94
Marcin Bułka,J14,GK,Nice,French Ligue 1,90,6.14
Arthur Desmas,J14,GK,Le Havre,French Ligue 1,90,5.88
Yahia Fofana,J14,GK,Angers,French Ligue 1,90,6.36
Lucas Perri,J14,GK,Lyon,French Ligue 1,90,7.26
Brice Samba,J14,GK,Lens,French Ligue 1,90,7.8
Benjamin Lecomte,J14,GK,Montpellier,French Ligue 1,90,5.68
Đorđe Petrović,J14,GK,Strasbourg,French Ligue 1,90,7.45
Yehvann Diouf,J14,GK,Reims,French Ligue 1,90,7.02
Patrik Carlgren,J14,GK,Nantes,French Ligue 1,90,7.43
Steve Mandanda,J14,GK,Rennes,French Ligue 1,90,6.3
Gautier Larsonneur,J14,GK,Saint-Étienne,French Ligue 1,90,6.46
Gerónimo Rulli,J14,GK,Marseille,French Ligue 1,90,7.35
Guillaume Restes,J15,GK,Toulouse,French Ligue 1,90,5.89
Gautier Larsonneur,J15,GK,Saint-Étienne,French Ligue 1,90,5.46
Gerónimo Rulli,J15,GK,Marseille,French Ligue 1,90,6.97
Lucas Chevalier,J15,GK,Lille,French Ligue 1,90,6.62
Donovan Léon,J15,GK,Auxerre,French Ligue 1,90,6.12
Brice Samba,J15,GK,Lens,French Ligue 1,90,5.67
Mike Maignan,J6,GK,Milan,Italian Serie A,90,7.55
Wladimiro Falcone,J6,GK,Lecce,Italian Serie A,90,5.38
Yehvann Diouf,J15,GK,Reims,French Ligue 1,90,7.78
Philipp Köhn,J15,GK,Monaco,French Ligue 1,90,6.83
Benjamin Lecomte,J15,GK,Montpellier,French Ligue 1,90,6.31
Marcin Bułka,J15,GK,Nice,French Ligue 1,90,6.29
Arthur Desmas,J15,GK,Le Havre,French Ligue 1,90,5.3
Đorđe Petrović,J15,GK,Strasbourg,French Ligue 1,90,6.99
Grégoire Coudert,J15,GK,Brest,French Ligue 1,90,6.53
Patrik Carlgren,J15,GK,Nantes,French Ligue 1,90,5.47
Steve Mandanda,J15,GK,Rennes,French Ligue 1,90,7.29
Yahia Fofana,J15,GK,Angers,French Ligue 1,90,5.64
Gianluigi Donnarumma,J15,GK,Paris S-G,French Ligue 1,90,6.43
Lucas Perri,J15,GK,Lyon,French Ligue 1,90,5.81
Philipp Köhn,J16,GK,Monaco,French Ligue 1,90,5.45
Matvei Safonov,J16,GK,Paris S-G,French Ligue 1,69,5.81
Marcin Bułka,J16,GK,Nice,French Ligue 1,90,6.51
Steve Mandanda,J16,GK,Rennes,French Ligue 1,90,5.38
Gautier Larsonneur,J16,GK,Saint-Étienne,French Ligue 1,90,6.13
Yehvann Diouf,J16,GK,Reims,French Ligue 1,90,5.5
Lucas Chevalier,J16,GK,Lille,French Ligue 1,90,6.37
Anthony Lopes,J16,GK,Nantes,French Ligue 1,90,6.79
Maduka Okoye,J6,GK,Udinese,Italian Serie A,90,5.52
Yann Sommer,J6,GK,Inter,Italian Serie A,90,5.53
Lucas Perri,J16,GK,Lyon,French Ligue 1,90,7.42
Benjamin Lecomte,J16,GK,Montpellier,French Ligue 1,90,6.28
Hervé Koffi,J16,GK,Lens,French Ligue 1,90,6.78
Guillaume Restes,J16,GK,Toulouse,French Ligue 1,90,7.0
Đorđe Petrović,J16,GK,Strasbourg,French Ligue 1,90,6.96
Théo De Percin,J16,GK,Auxerre,French Ligue 1,90,5.76
Yahia Fofana,J16,GK,Angers,French Ligue 1,90,7.84
Marco Bizot,J16,GK,Brest,French Ligue 1,90,5.91
Gerónimo Rulli,J16,GK,Marseille,French Ligue 1,90,6.1
Arthur Desmas,J16,GK,Le Havre,French Ligue 1,90,5.28
Anthony Lopes,J17,GK,Nantes,French Ligue 1,90,6.47
Philipp Köhn,J17,GK,Monaco,French Ligue 1,90,5.41
Théo De Percin,J17,GK,Auxerre,French Ligue 1,90,7.74
Lucas Chevalier,J17,GK,Lille,French Ligue 1,90,7.35
Marco Bizot,J17,GK,Brest,French Ligue 1,90,6.95
Lucas Perri,J17,GK,Lyon,French Ligue 1,90,6.04
Yehvann Diouf,J17,GK,Reims,French Ligue 1,90,5.52
Marcin Bułka,J17,GK,Nice,French Ligue 1,90,5.62
Brice Samba,J17,GK,Rennes,French Ligue 1,90,6.34
Gerónimo Rulli,J17,GK,Marseille,French Ligue 1,90,6.59
Pierluigi Gollini,J6,GK,Genoa,Italian Serie A,90,5.26
Mattia Perin,J6,GK,Juventus,Italian Serie A,90,7.22
Arthur Desmas,J17,GK,Le Havre,French Ligue 1,90,6.26
Hervé Koffi,J17,GK,Lens,French Ligue 1,90,7.09
Benjamin Lecomte,J17,GK,Montpellier,French Ligue 1,90,6.43
Yahia Fofana,J17,GK,Angers,French Ligue 1,90,6.78
Guillaume Restes,J17,GK,Toulouse,French Ligue 1,90,5.92
Đorđe Petrović,J17,GK,Strasbourg,French Ligue 1,90,6.27
Gianluigi Donnarumma,J17,GK,Paris S-G,French Ligue 1,90,6.06
Gautier Larsonneur,J17,GK,Saint-Étienne,French Ligue 1,90,6.84
Benjamin Lecomte,J18,GK,Montpellier,French Ligue 1,90,7.32
Radosław Majecki,J18,GK,Monaco,French Ligue 1,90,5.83
Lucas Chevalier,J18,GK,Lille,French Ligue 1,90,6.81
Marcin Bułka,J18,GK,Nice,French Ligue 1,90,6.27
Hervé Koffi,J18,GK,Lens,French Ligue 1,90,6.48
Gianluigi Donnarumma,J18,GK,Paris S-G,French Ligue 1,90,6.34
Brice Samba,J18,GK,Rennes,French Ligue 1,90,5.53
Marco Bizot,J18,GK,Brest,French Ligue 1,90,7.22
Lucas Perri,J18,GK,Lyon,French Ligue 1,90,7.32
Guillaume Restes,J18,GK,Toulouse,French Ligue 1,90,7.26
Gautier Larsonneur,J18,GK,Saint-Étienne,French Ligue 1,90,6.23
Anthony Lopes,J18,GK,Nantes,French Ligue 1,90,6.32
Łukasz Skorupski,J6,GK,Bologna,Italian Serie A,90,6.92
Marco Carnesecchi,J6,GK,Atalanta,Italian Serie A,90,5.9
Yahia Fofana,J18,GK,Angers,French Ligue 1,90,7.77
Donovan Léon,J18,GK,Auxerre,French Ligue 1,90,5.96
Yehvann Diouf,J18,GK,Reims,French Ligue 1,90,6.51
Mathieu Gorgelin,J18,GK,Le Havre,French Ligue 1,90,6.61
Gerónimo Rulli,J18,GK,Marseille,French Ligue 1,90,6.51
Đorđe Petrović,J18,GK,Strasbourg,French Ligue 1,90,6.87
Donovan Léon,J19,GK,Auxerre,French Ligue 1,90,6.76
Gautier Larsonneur,J19,GK,Saint-Étienne,French Ligue 1,90,6.55
Radosław Majecki,J19,GK,Monaco,French Ligue 1,90,5.73
Brice Samba,J19,GK,Rennes,French Ligue 1,90,6.37
Đorđe Petrović,J19,GK,Strasbourg,French Ligue 1,90,7.29
Lucas Chevalier,J19,GK,Lille,French Ligue 1,90,6.58
Gianluigi Donnarumma,J19,GK,Paris S-G,French Ligue 1,90,6.42
Yehvann Diouf,J19,GK,Reims,French Ligue 1,90,7.03
Mathieu Gorgelin,J19,GK,Le Havre,French Ligue 1,90,6.85
Marco Bizot,J19,GK,Brest,French Ligue 1,90,7.47
Mathew Ryan,J19,GK,Lens,French Ligue 1,90,7.01
Yahia Fofana,J19,GK,Angers,French Ligue 1,90,6.44
Guillaume Restes,J19,GK,Toulouse,French Ligue 1,90,6.09
Benjamin Lecomte,J19,GK,Montpellier,French Ligue 1,90,6.64
Alberto Paleari,J6,GK,Torino,Italian Serie A,90,5.71
Ivan Provedel,J6,GK,Lazio,Italian Serie A,90,6.03
Anthony Lopes,J19,GK,Nantes,French Ligue 1,90,6.51
Lucas Perri,J19,GK,Lyon,French Ligue 1,90,6.8
Marcin Bułka,J19,GK,Nice,French Ligue 1,90,7.76
Gerónimo Rulli,J19,GK,Marseille,French Ligue 1,90,5.73
Benjamin Lecomte,J20,GK,Montpellier,French Ligue 1,90,6.24
Mathew Ryan,J20,GK,Lens,French Ligue 1,90,7.52
Marco Bizot,J20,GK,Brest,French Ligue 1,90,5.34
Gianluigi Donnarumma,J20,GK,Paris S-G,French Ligue 1,90,5.62
Radosław Majecki,J20,GK,Monaco,French Ligue 1,90,6.54
Donovan Léon,J20,GK,Auxerre,French Ligue 1,90,6.03
Lucas Chevalier,J20,GK,Lille,French Ligue 1,90,6.59
Gautier Larsonneur,J20,GK,Saint-Étienne,French Ligue 1,90,5.93
Guillaume Restes,J20,GK,Toulouse,French Ligue 1,90,6.63
Marcin Bułka,J20,GK,Nice,French Ligue 1,90,6.79
Yehvann Diouf,J20,GK,Reims,French Ligue 1,90,6.37
Anthony Lopes,J20,GK,Nantes,French Ligue 1,90,6.38
Brice Samba,J20,GK,Rennes,French Ligue 1,90,7.68
Đorđe Petrović,J20,GK,Strasbourg,French Ligue 1,90,6.55
Yahia Fofana,J20,GK,Angers,French Ligue 1,90,6.94
Mathieu Gorgelin,J20,GK,Le Havre,French Ligue 1,90,6.79
Emil Audero,J6,GK,Como,Italian Serie A,90,5.83
Lorenzo Montipò,J6,GK,Hellas Verona,Italian Serie A,90,5.36
Gerónimo Rulli,J20,GK,Marseille,French Ligue 1,90,6.45
Lucas Perri,J20,GK,Lyon,French Ligue 1,90,6.51
Anthony Lopes,J21,GK,Nantes,French Ligue 1,90,6.2
Marco Bizot,J21,GK,Brest,French Ligue 1,90,7.6
Gianluigi Donnarumma,J21,GK,Paris S-G,French Ligue 1,90,6.32
Radosław Majecki,J21,GK,Monaco,French Ligue 1,90,5.15
Marcin Bułka,J21,GK,Nice,French Ligue 1,90,7.75
Hervé Koffi,J21,GK,Lens,French Ligue 1,90,6.25
Lucas Chevalier,J21,GK,Lille,French Ligue 1,90,6.15
Mathieu Gorgelin,J21,GK,Le Havre,French Ligue 1,90,6.82
Gautier Larsonneur,J21,GK,Saint-Étienne,French Ligue 1,90,6.43
Brice Samba,J21,GK,Rennes,French Ligue 1,90,7.46
Lucas Perri,J21,GK,Lyon,French Ligue 1,90,7.24
Yehvann Diouf,J21,GK,Reims,French Ligue 1,90,5.57
Donovan Léon,J21,GK,Auxerre,French Ligue 1,90,5.77
Kjetil Haug,J21,GK,Toulouse,French Ligue 1,90,5.83
Đorđe Petrović,J21,GK,Strasbourg,French Ligue 1,90,7.15
Benjamin Lecomte,J21,GK,Montpellier,French Ligue 1,90,6.26
Yahia Fofana,J21,GK,Angers,French Ligue 1,90,6.45
Gerónimo Rulli,J21,GK,Marseille,French Ligue 1,90,6.74
Mile Svilar,J6,GK,Roma,Italian Serie A,90,6.81
Jesse Joronen,J6,GK,Venezia,Italian Serie A,90,5.88
Marco Bizot,J22,GK,Brest,French Ligue 1,90,5.8
Donovan Léon,J22,GK,Auxerre,French Ligue 1,90,6.32
Gerónimo Rulli,J22,GK,Marseille,French Ligue 1,90,6.44
Gautier Larsonneur,J22,GK,Saint-Étienne,French Ligue 1,90,6.3
Radosław Majecki,J22,GK,Monaco,French Ligue 1,90,6.32
Anthony Lopes,J22,GK,Nantes,French Ligue 1,90,5.33
Guillaume Restes,J22,GK,Toulouse,French Ligue 1,42,6.76
Kjetil Haug,J22,GK,Toulouse,French Ligue 1,48,6.31
Matvei Safonov,J22,GK,Paris S-G,French Ligue 1,90,7.6
Benjamin Lecomte,J22,GK,Montpellier,French Ligue 1,90,5.34
Lucas Perri,J22,GK,Lyon,French Ligue 1,90,6.76
Yehvann Diouf,J22,GK,Reims,French Ligue 1,90,6.13
Yahia Fofana,J22,GK,Angers,French Ligue 1,90,7.54
Hervé Koffi,J22,GK,Lens,French Ligue 1,90,6.05
Đorđe Petrović,J22,GK,Strasbourg,French Ligue 1,90,7.0
Mathieu Gorgelin,J22,GK,Le Havre,French Ligue 1,90,5.68
Marcin Bułka,J22,GK,Nice,French Ligue 1,90,6.39
Brice Samba,J22,GK,Rennes,French Ligue 1,90,6.57
Lucas Chevalier,J22,GK,Lille,French Ligue 1,90,6.91
Steve Mandanda,J23,GK,Rennes,French Ligue 1,90,6.74
Yehvann Diouf,J23,GK,Reims,French Ligue 1,90,7.12
Devis Vásquez,J6,GK,Empoli,Italian Serie A,90,6.97
David de Gea,J6,GK,Fiorentina,Italian Serie A,90,7.26
Lucas Chevalier,J23,GK,Lille,French Ligue 1,90,6.64
Radosław Majecki,J23,GK,Monaco,French Ligue 1,90,6.19
Gautier Larsonneur,J23,GK,Saint-Étienne,French Ligue 1,90,5.81
Yahia Fofana,J23,GK,Angers,French Ligue 1,90,5.71
Donovan Léon,J23,GK,Auxerre,French Ligue 1,90,7.46
Gerónimo Rulli,J23,GK,Marseille,French Ligue 1,90,5.54
Anthony Lopes,J23,GK,Nantes,French Ligue 1,90,6.73
Mathew Ryan,J23,GK,Lens,French Ligue 1,90,6.12
Đorđe Petrović,J23,GK,Strasbourg,French Ligue 1,90,7.28
Marco Bizot,J23,GK,Brest,French Ligue 1,90,7.53
Marcin Bułka,J23,GK,Nice,French Ligue 1,90,7.05
Benjamin Lecomte,J23,GK,Montpellier,French Ligue 1,90,6.2
Mathieu Gorgelin,J23,GK,Le Havre,French Ligue 1,90,5.32
Kjetil Haug,J23,GK,Toulouse,French Ligue 1,90,6.3
Lucas Perri,J23,GK,Lyon,French Ligue 1,90,5.79
Gianluigi Donnarumma,J23,GK,Paris S-G,French Ligue 1,90,6.41
Radosław Majecki,J24,GK,Monaco,French Ligue 1,90,7.54
Yehvann Diouf,J24,GK,Reims,French Ligue 1,90,6.65
Gautier Larsonneur,J24,GK,Saint-Étienne,French Ligue 1,90,5.89
Marcin Bułka,J24,GK,Nice,French Ligue 1,90,6.68
Elia Caprile,J6,GK,Napoli,Italian Serie A,90,7.36
Stefano Turati,J6,GK,Monza,Italian Serie A,90,5.57
Mathew Ryan,J24,GK,Lens,French Ligue 1,90,5.04
Mathieu Gorgelin,J24,GK,Le Havre,French Ligue 1,90,6.05
Gianluigi Donnarumma,J24,GK,Paris S-G,French Ligue 1,90,6.06
Lucas Chevalier,J24,GK,Lille,French Ligue 1,90,6.31
Lucas Perri,J24,GK,Lyon,French Ligue 1,90,6.95
Marco Bizot,J24,GK,Brest,French Ligue 1,90,6.14
Donovan Léon,J24,GK,Auxerre,French Ligue 1,90,6.93
Đorđe Petrović,J24,GK,Strasbourg,French Ligue 1,90,7.8
Benjamin Lecomte,J24,GK,Montpellier,French Ligue 1,90,5.6
Brice Samba,J24,GK,Rennes,French Ligue 1,90,7.78
Yahia Fofana,J24,GK,Angers,French Ligue 1,90,6.68
Kjetil Haug,J24,GK,Toulouse,French Ligue 1,90,7.14
Gerónimo Rulli,J24,GK,Marseille,French Ligue 1,90,7.52
Anthony Lopes,J24,GK,Nantes,French Ligue 1,90,6.52
Kjetil Haug,J25,GK,Toulouse,French Ligue 1,90,6.94
Radosław Majecki,J25,GK,Monaco,French Ligue 1,90,6.64
Brice Samba,J25,GK,Rennes,French Ligue 1,90,5.69
Matvei Safonov,J25,GK,Paris S-G,French Ligue 1,90,6.72
Lucas Chevalier,J25,GK,Lille,French Ligue 1,90,7.56
Benjamin Lecomte,J25,GK,Montpellier,French Ligue 1,90,7.07
Lorenzo Montipò,J1,GK,Hellas Verona,Italian Serie A,90,7.53
Alex Meret,J1,GK,Napoli,Italian Serie A,90,5.84
Zion Suzuki,J6,GK,Parma,Italian Serie A,90,5.81
Simone Scuffet,J6,GK,Cagliari,Italian Serie A,90,6.26
Gerónimo Rulli,J25,GK,Marseille,French Ligue 1,90,6.37
Mathew Ryan,J25,GK,Lens,French Ligue 1,90,7.9
Marco Bizot,J25,GK,Brest,French Ligue 1,90,7.33
Yahia Fofana,J25,GK,Angers,French Ligue 1,90,6.54
Anthony Lopes,J25,GK,Nantes,French Ligue 1,90,6.18
Đorđe Petrović,J25,GK,Strasbourg,French Ligue 1,90,7.27
Yehvann Diouf,J25,GK,Reims,French Ligue 1,90,6.5
Donovan Léon,J25,GK,Auxerre,French Ligue 1,90,7.67
Mathieu Gorgelin,J25,GK,Le Havre,French Ligue 1,90,6.8
Gautier Larsonneur,J25,GK,Saint-Étienne,French Ligue 1,90,6.72
Marcin Bułka,J25,GK,Nice,French Ligue 1,90,6.09
Lucas Perri,J25,GK,Lyon,French Ligue 1,90,7.27
Marcin Bułka,J26,GK,Nice,French Ligue 1,90,6.67
Donovan Léon,J26,GK,Auxerre,French Ligue 1,90,6.97
Anthony Lopes,J26,GK,Nantes,French Ligue 1,90,7.46
Lucas Chevalier,J26,GK,Lille,French Ligue 1,90,6.2
Yahia Fofana,J26,GK,Angers,French Ligue 1,90,6.5
Philipp Köhn,J26,GK,Monaco,French Ligue 1,90,7.1
Mathew Ryan,J26,GK,Lens,French Ligue 1,90,7.6
Brice Samba,J26,GK,Rennes,French Ligue 1,90,6.22
Elia Caprile,J7,GK,Napoli,Italian Serie A,90,6.11
Emil Audero,J7,GK,Como,Italian Serie A,90,5.58
Lucas Perri,J26,GK,Lyon,French Ligue 1,90,5.78
Mathieu Gorgelin,J26,GK,Le Havre,French Ligue 1,90,6.06
Marco Bizot,J26,GK,Brest,French Ligue 1,90,7.29
Yehvann Diouf,J26,GK,Reims,French Ligue 1,90,7.22
Đorđe Petrović,J26,GK,Strasbourg,French Ligue 1,90,7.15
Kjetil Haug,J26,GK,Toulouse,French Ligue 1,90,5.86
Gianluigi Donnarumma,J26,GK,Paris S-G,French Ligue 1,90,6.46
Gerónimo Rulli,J26,GK,Marseille,French Ligue 1,90,5.79
Đorđe Petrović,J27,GK,Strasbourg,French Ligue 1,90,6.58
Lucas Perri,J27,GK,Lyon,French Ligue 1,90,5.38
Yehvann Diouf,J27,GK,Reims,French Ligue 1,90,7.06
Gerónimo Rulli,J27,GK,Marseille,French Ligue 1,90,5.28
Gautier Larsonneur,J27,GK,Saint-Étienne,French Ligue 1,90,5.54
Matvei Safonov,J27,GK,Paris S-G,French Ligue 1,90,6.49
Philipp Köhn,J27,GK,Monaco,French Ligue 1,90,6.26
Marcin Bułka,J27,GK,Nice,French Ligue 1,90,6.32
Guillaume Restes,J27,GK,Toulouse,French Ligue 1,90,5.03
Marco Bizot,J27,GK,Brest,French Ligue 1,90,6.09
Arthur Desmas,J27,GK,Le Havre,French Ligue 1,90,5.53
Anthony Lopes,J27,GK,Nantes,French Ligue 1,90,6.11
Lorenzo Montipò,J7,GK,Hellas Verona,Italian Serie A,90,6.37
Jesse Joronen,J7,GK,Venezia,Italian Serie A,90,5.64
Donovan Léon,J27,GK,Auxerre,French Ligue 1,90,7.22
Benjamin Lecomte,J27,GK,Montpellier,French Ligue 1,90,6.87
Yahia Fofana,J27,GK,Angers,French Ligue 1,90,5.69
Brice Samba,J27,GK,Rennes,French Ligue 1,90,7.71
Lucas Chevalier,J27,GK,Lille,French Ligue 1,90,7.3
Mathew Ryan,J27,GK,Lens,French Ligue 1,90,7.08
Marcin Bułka,J28,GK,Nice,French Ligue 1,90,5.64
Anthony Lopes,J28,GK,Nantes,French Ligue 1,90,7.22
Gianluigi Donnarumma,J28,GK,Paris S-G,French Ligue 1,90,6.74
Yahia Fofana,J28,GK,Angers,French Ligue 1,90,7.23
Marco Bizot,J28,GK,Brest,French Ligue 1,90,6.61
Philipp Köhn,J28,GK,Monaco,French Ligue 1,90,5.81
Lucas Perri,J28,GK,Lyon,French Ligue 1,90,6.43
Lucas Chevalier,J28,GK,Lille,French Ligue 1,90,6.15
