Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
pt POR,MF,Moreirense,36,1988,1,0,17,38,18,7,21
br BRA,DF,Juventude,28-187,1997,5,3,303,52,64,42,35
pt POR,MO,Porto,26,1998,17,4,435,50,68,31,36
pt POR,MF,Casa Pia,33,1991,26,13,1342,31,41,48,44
pt POR,MF,Braga,27,1996,12,6,508,62,94,82,56
br BRA,MO,Estrela,22,2002,27,20,1816,53,43,67,43
pt POR,FW,Estoril,23,2001,27,11,993,61,50,54,54
br BRA,DF,Corinthians,33-153,1992,9,9,810,28,50,35,36
pt POR,MF,Farense,23,2000,3,0,22,36,11,7,25
br BRA,FW,São Paulo,28-046,1997,18,14,1276,63,64,32,62
pt POR,MF,Nacional,34,1990,13,1,199,83,61,43,37
ao ANG,MO,Stoke City,25,1998,10,0,104,42,30,76,66
fr FRA,FW,UANL,38,1985,19,13,1105,71,56,58,38
py PAR,MF,Vancouver W'caps,29-058,1996,16,15,1193,25,43,30,68
co COL,DF,co Nacional,29-287,1995,6,6,527,62,78,80,33
uy URU,FW,Sint-Truiden,21,2003,22,9,824,78,53,64,67
mx MEX,MF,León,37,1986,25,15,1380,66,65,51,35
mx MEX,GK,Cruz Azul,27,1997,1,1,90,41,44,49,40
co COL,MF,co CA Bucaramanga,33-073,1992,1,1,45,46,54,84,57
ec ECU,DF,Pachuca,25,1999,8,7,568,33,20,26,50
us USA,MF,NYCFC,24-247,2000,13,9,737,50,61,61,50
ve VEN,FW,co CA Bucaramanga,28-250,1996,1,0,11,16,16,15,11
co COL,DF,San Diego FC,25-314,1999,1,1,42,22,21,19,26
co COL,MO,co Nacional,27-185,1998,5,1,92,22,42,37,6
mx MEX,GK,Atlético,26,1997,30,30,2624,57,50,47,75
co COL,MF,Salernitana,27,1996,18,10,826,60,55,57,40
si SVN,FW,San Lorenzo,30-241,1994,17,14,1284,50,44,25,60
co COL,FW,Houston Dynamo,19-169,2006,1,0,10,16,20,59,11
hn HON,DF,Nashville SC,32-125,1993,22,19,1714,80,92,86,44
pe PER,DF,pe Universitario,30-293,1994,6,6,539,55,66,78,54
zw ZIM,MF,Cardiff City,27,1997,30,24,2106,32,40,49,68
ba BIH,DF,Sheffield Utd,25,1999,38,35,3136,59,55,48,58
sr SUR,DF,Middlesbrough,27,1996,33,27,2525,68,69,76,53
ve VEN,DF,UNAM,19,2004,4,3,216,34,30,16,48
it ITA,DF,Watford,36,1988,6,5,398,23,22,16,66
sct SCO,GK,Norwich City,28,1996,35,35,3104,47,45,49,70
ar ARG,DF,Belgrano,33-190,1992,9,9,809,33,41,33,40
tn TUN,MF,Norwich City,23,2001,36,25,2137,63,62,66,46
dz ALG,MO,Feyenoord,22,2002,30,22,1969,82,71,81,50
al ALB,MO,Bristol City,23,2001,42,29,2558,75,52,61,42
tn TUN,MF,San Diego FC,17-029,2008,1,0,9,21,11,7,6
be BEL,MF,Union SG,22,2002,19,12,1075,83,72,78,41
nl NED,MF,Zwolle,23,2001,33,33,2876,51,48,48,74
ie IRL,DF,Zwolle,21,2003,34,34,3060,53,55,53,45
hr CRO,FW,Norwich City,20,2003,38,29,2495,48,59,45,71
hr CRO,MO,Fortuna Sittard,34,1989,14,2,287,35,15,21,37
hr CRO,FW,Brescia,21,2002,30,12,1281,51,56,39,72
be BEL,DF,OH Leuven,21,2002,2,0,46,34,44,46,67
br BRA,GK,Internacional,23-177,2002,18,17,1575,45,43,41,73
be BEL,MO,Utrecht,20,2003,9,5,398,73,35,38,29
hn HON,FW,Santos,31,1993,22,14,1245,41,40,37,52
ph PHI,DF,Minnesota Utd,25-205,1999,20,15,1231,88,60,56,74
lu LUX,GK,Union SG,34,1990,30,30,2700,63,63,49,43
nl NED,MO,Sheffield Weds,23,2000,29,12,1328,67,56,70,36
ga GAB,DF,Frosinone,23,2001,32,30,2428,76,65,68,43
it ITA,MO,Frosinone,29,1994,25,14,1223,67,69,60,49
eng ENG,GK,Sunderland,24,2000,42,42,3780,64,46,59,63
us USA,MF,FC Dallas,19-209,2005,1,0,1,40,58,49,6
ec ECU,MO,Antwerp,21,2003,26,8,889,68,77,80,71
be BEL,FW,Charleroi,26,1997,28,19,1667,59,82,79,71
be BEL,MO,Beerschot,23,2001,19,14,1208,61,72,42,65
ca CAN,FW,Vancouver W'caps,21-219,2003,2,0,16,66,56,61,11
dk DEN,DF,Ajax,21,2002,25,19,1781,88,84,79,39
nl NED,MF,Feyenoord,19,2005,29,25,1978,73,66,58,44
it ITA,MO,Cesena,28,1996,20,8,786,57,31,17,47
it ITA,DF,Südtirol,29,1995,15,8,727,87,53,55,19
mx MEX,DF,Toluca,30,1994,12,9,829,65,57,33,58
it ITA,DF,Pisa,34,1990,35,34,3028,56,40,33,72
br BRA,DF,Sport Recife,32-134,1993,3,3,270,23,23,34,31
cl CHI,DF,cl U de Chile,25-084,2000,1,0,6,22,21,10,4
it ITA,MO,Mantova,21,2003,35,23,1893,52,52,62,35
py PAR,FW,Ceará,25-119,2000,13,13,1069,35,51,50,58
mx MEX,DF,Monterrey,20,2004,3,1,102,53,32,57,31
mx MEX,MO,Querétaro,20,2004,7,3,245,20,15,23,38
bo BOL,MO,bo Bolívar,30-257,1994,6,6,472,65,64,60,51
no NOR,MO,Club Brugge,19,2005,3,2,162,55,80,92,33
it ITA,MO,Modena,27,1996,35,34,2950,71,86,56,32
it ITA,DF,Modena,36,1988,6,4,396,28,28,11,27
it ITA,FW,Salernitana,20,2004,12,6,478,40,35,45,48
it ITA,MO,Reggiana,21,2003,32,26,2241,69,66,62,74
mx MEX,MO,América,20,2003,4,2,113,74,42,61,33
hr CRO,FW,Spezia,30,1993,24,6,690,53,65,56,48
br BRA,MO,Portland Timbers,23-314,2001,18,17,1375,76,59,83,56
ar ARG,MO,Deportivo Riestra,27-069,1998,15,10,649,60,38,12,50
pt POR,DF,Benfica,20,2003,23,22,2037,62,70,53,45
nl NED,FW,Cardiff City,29,1995,25,14,1175,54,55,64,54
ec ECU,DF,ec Barcelona,29-071,1996,6,6,536,48,52,70,59
pa PAN,MF,San Diego FC,35-159,1990,17,15,1249,63,73,55,33
ar ARG,MF,Palmeiras,26-067,1999,12,6,628,29,49,37,62
jp JPN,MF,Leeds United,25,1998,43,37,3314,69,72,49,64
gr GRE,FW,Zwolle,32,1992,1,0,9,16,13,39,11
nl NED,MO,Beerschot,20,2003,16,6,585,14,42,42,73
eng ENG,DF,Gent,22,2002,27,26,2283,75,74,86,47
ch SUI,MF,Club Brugge,22,2002,25,21,1877,70,84,71,31
gr GRE,MO,NEC Nijmegen,20,2003,5,0,41,15,32,8,18
au AUS,FW,Real Salt Lake,20-281,2004,17,9,677,36,47,30,40
py PAR,MF,Arg Juniors,22-143,2003,4,0,25,58,70,59,72
cr CRC,MO,Portland Timbers,30-295,1994,12,2,263,37,50,66,15
pl POL,DF,Spezia,29,1995,25,21,1670,63,65,68,30
fr FRA,MO,Sassuolo,25,1998,33,29,2364,87,65,69,36
mx MEX,FW,Guadalajara,21,2003,18,6,647,60,45,38,64
uy URU,DF,Lanús,29-110,1996,9,5,468,52,41,65,58
nl NED,DF,PSV Eindhoven,25,1999,14,4,420,74,51,46,45
ci CIV,FW,Querétaro,26,1998,5,3,234,20,47,66,55
be BEL,GK,Standard Liège,26,1998,2,2,180,56,45,48,54
be BEL,MF,Sparta R'dam,27,1997,34,21,2016,71,59,57,49
is ISL,MO,Blackburn,25,1999,5,0,62,75,51,71,64
ua UKR,MF,LAFC,22-051,2003,12,7,564,53,42,70,37
br BRA,FW,Sport Recife,22-129,2003,6,1,200,38,43,27,30
be BEL,MF,Sint-Truiden,18,2006,1,0,12,39,13,16,6
br BRA,FW,Botafogo (RJ),27-085,1998,23,4,540,67,45,41,50
be BEL,MF,Westerlo,19,2005,20,18,1390,48,45,55,48
br BRA,MF,Houston Dynamo,29-130,1996,41,37,3291,69,71,76,42
pt POR,DF,Farense,29,1994,19,15,1281,38,46,16,42
it ITA,DF,Pisa,28,1996,28,10,1090,36,61,53,66
mx MEX,GK,FC Juárez,22,2002,2,2,180,41,47,47,36
mx MEX,MF,Necaxa,22,2002,13,5,529,75,56,71,35
cl CHI,MO,cl Colo-Colo,38-058,1987,5,5,384,20,42,15,51
eng ENG,MF,Nacional,23,2001,26,16,1384,44,30,62,53
ec ECU,MO,ec Independiente,25-347,1999,4,3,213,35,36,60,44
eng ENG,MO,Norwich City,34,1989,21,2,307,53,39,21,42
wls WAL,DF,Stoke City,19,2005,35,35,3077,33,28,28,47
eng ENG,MF,Charlotte,35-109,1990,23,23,2070,53,74,41,41
dk DEN,DF,Go Ahead Eag,20,2003,22,14,1224,51,69,75,37
jp JPN,MF,Gent,25,1998,25,21,1909,63,60,60,72
hu HUN,DF,Standard Liège,26,1998,4,3,244,31,39,30,59
gw GNB,DF,Boavista,20,2004,13,7,546,37,46,56,55
it ITA,FW,Platense,29-039,1996,17,13,937,42,60,47,37
ar ARG,MO,Gimnasia–LP,32-343,1992,3,0,56,18,28,6,31
ar ARG,DF,ar Talleres,25-183,2000,13,10,1026,83,65,64,57
ar ARG,MO,Rosario Central,33-197,1992,6,1,204,19,39,40,75
sl SLE,MO,Cesena,24,1999,26,12,1153,68,44,74,35
fr FRA,FW,Dender,26,1998,21,20,1492,55,60,50,59
us USA,DF,Sheffield Utd,25,1998,1,1,90,22,31,26,8
co COL,MO,FC Juárez,37,1987,16,4,432,64,70,78,39
py PAR,DF,py Olimpia,0,0,4,3,291,26,42,24,55
pe PER,DF,pe Sporting Cristal,18-243,2006,1,1,90,48,24,77,11
ar ARG,GK,Rosario Central,29-141,1996,2,2,180,41,43,41,36
jp JPN,FW,Feyenoord,25,1998,21,13,1203,58,47,39,42
br BRA,FW,Ceará,33-103,1992,7,4,291,54,42,55,74
nl NED,MO,Feyenoord,18,2006,4,0,89,87,49,56,37
eng ENG,GK,Blackburn,26,1998,40,40,3600,45,40,46,71
nl NED,MO,Sparta R'dam,18,2006,6,0,48,59,86,73,81
lr LBR,MO,Beerschot,23,2001,16,5,535,48,24,18,50
ar ARG,DF,Antwerp,25,1999,24,21,1847,52,50,65,78
br BRA,DF,Flamengo,28-030,1997,10,5,494,81,65,77,41
ar ARG,MF,San Martín de San Juan,24-335,2000,15,10,964,36,26,55,37
ec ECU,MF,Querétaro,30,1994,18,7,724,85,60,82,34
jp JPN,DF,OH Leuven,23,2001,2,0,57,53,66,44,23
sct SCO,MO,Swansea City,21,2002,17,2,348,45,35,78,66
us USA,MO,Columbus Crew,23-268,2001,18,7,733,57,62,61,42
ci CIV,MF,Mechelen,23,2001,26,19,1561,28,34,42,67
ng NGA,MO,AVS Futebol,21,2003,30,11,1170,45,42,62,69
dz ALG,FW,Farense,22,2002,13,13,1085,64,83,84,73
kr KOR,MO,Stoke City,20,2003,45,37,3260,43,58,51,67
it ITA,MF,Cosenza,20,2004,14,8,652,42,49,48,66
eng ENG,MF,Plymouth Argyle,22,2001,43,37,3396,34,44,56,55
ar ARG,MO,Inter Miami,22-010,2003,7,2,222,26,47,33,62
hu HUN,GK,Blackburn,26,1997,6,6,540,41,40,45,48
be BEL,MO,Almere City,29,1995,18,5,438,59,31,24,40
fr FRA,DF,AVS Futebol,24,1999,23,22,1863,54,50,31,54
sct SCO,MF,Sheffield Weds,34,1989,41,40,3461,73,84,59,36
nl NED,MF,Feyenoord,28,1996,10,6,465,56,53,54,82
nl NED,DF,Twente,23,2001,34,34,3029,70,84,70,55
pl POL,DF,Sampdoria,32,1992,21,16,1530,48,61,63,37
pl POL,MF,Atlanta Utd,26-112,1999,19,16,1393,62,58,53,66
nl NED,DF,Twente,29,1994,30,20,1724,85,79,63,41
be BEL,DF,Mechelen,22,2002,9,8,724,69,25,20,53
tr TUR,MO,NEC Nijmegen,20,2004,33,11,1386,54,51,70,53
eng ENG,DF,Burnley,21,2003,25,20,1777,66,75,58,60
cl CHI,MO,Godoy Cruz,24-028,2001,13,8,701,23,57,53,70
ar ARG,DF,Platense,25-187,2000,6,3,405,35,36,27,58
ar ARG,MF,ar Estudiantes–LP,24-084,2001,6,2,231,41,67,31,88
ar ARG,MO,Gimnasia–LP,30-015,1995,10,5,469,23,77,56,62
us USA,MF,SJ Earthquakes,21-322,2003,23,20,1664,85,71,65,64
sy SYR,DF,Vancouver W'caps,25-202,1999,3,0,38,38,44,37,22
us USA,MO,Philadelphia Union,24-134,2001,6,4,313,33,49,45,32
cl CHI,MO,Sheffield Utd,25,1999,17,13,984,62,56,40,45
wls WAL,DF,Swansea City,24,2000,45,45,4032,53,64,51,62
us USA,MO,Inter Miami,20-139,2005,17,13,1094,30,53,35,63
sct SCO,FW,Middlesbrough,18,2005,24,21,1778,64,86,86,60
eng ENG,DF,Stoke City,31,1993,24,22,1946,60,36,26,36
eng ENG,GK,Portsmouth,28,1995,2,2,180,56,55,60,36
ci CIV,MF,Frosinone,24,2000,9,8,687,76,73,60,49
wls WAL,MO,Swansea City,19,2005,2,0,8,35,36,67,16
eng ENG,MF,Derby County,29,1994,25,18,1702,43,62,40,44
eng ENG,MF,Stoke City,29,1995,13,8,570,29,44,16,56
eng ENG,MF,Coventry City,26,1998,29,23,2130,55,78,55,58
eng ENG,MF,Portsmouth,27,1997,1,0,7,21,42,26,21
nz NZL,FW,Plymouth Argyle,23,2001,1,0,9,16,13,12,26
eng ENG,MF,Preston,28,1996,35,27,2495,40,63,27,51
eng ENG,DF,Stoke City,24,1999,39,36,3242,66,45,49,60
eng ENG,GK,Coventry City,31,1992,4,4,360,41,43,48,39
ao ANG,MF,Vitória,22,2002,20,9,926,24,47,42,71
be BEL,FW,Mechelen,29,1994,24,13,1139,81,52,64,38
eng ENG,DF,Norwich City,20,2004,26,12,1150,70,59,74,51
us USA,MF,SJ Earthquakes,25-194,2000,5,2,139,46,46,72,64
de GER,GK,St. Louis,29-298,1995,9,9,810,41,53,44,49
eng ENG,DF,Oxford United,20,2004,17,16,1372,53,27,29,69
ba BIH,MF,Ajax,21,2003,1,1,76,24,24,36,6
ar ARG,MF,Vélez Sarsfield,20-034,2005,2,1,106,46,40,82,17
mx MEX,MO,Atlético,23,2001,20,3,505,37,57,81,72
ar ARG,MO,Vasco da Gama,25-008,2000,7,3,271,29,63,42,61
cl CHI,DF,Fortaleza,29-078,1996,18,17,1565,25,35,40,58
ar ARG,MO,Santos,25-117,2000,21,12,1033,43,80,58,37
ar ARG,MF,Defensa y Just,21-268,2003,12,3,428,39,47,28,57
mx MEX,GK,FC Juárez,25,1998,11,11,990,46,44,59,53
ao ANG,MO,Burnley,27,1997,3,0,46,82,47,76,51
br BRA,MO,Atlético Mineiro,32-314,1992,10,1,216,45,70,76,61
us USA,MO,FC Dallas,23-199,2002,17,5,615,55,28,68,34
pt POR,MO,Moreirense,26,1997,31,19,1636,49,64,39,66
mx MEX,MF,UANL,19,2005,10,6,541,33,50,29,51
pt POR,MF,Estoril,23,2000,1,0,31,38,25,7,74
bf BFA,FW,Ajax,28,1995,32,20,1717,74,90,90,64
se SWE,MF,Austin,27-195,1998,21,15,1327,41,46,41,48
us USA,FW,D.C. United,19-260,2005,1,0,20,35,30,38,21
br BRA,MO,Sporting CP,23,2001,3,0,15,41,9,56,19
eg EGY,MF,Estrela,21,2003,1,0,8,65,67,47,73
be BEL,MO,Mechelen,19,2004,25,5,882,60,59,52,49
dz ALG,MO,Sint-Truiden,24,2000,21,16,1487,62,85,82,29
ma MAR,MF,Genk,20,2004,1,1,68,42,78,43,51
zw ZIM,MF,Mechelen,21,2002,8,3,348,63,62,86,24
nz NZL,DF,Charlotte,30-114,1995,3,3,206,75,48,18,36
dz ALG,FW,Kortrijk,26,1997,15,6,625,36,32,63,62
ec ECU,MO,co Nacional,27-007,1998,5,3,273,60,79,57,64
eng ENG,MF,Sheffield Utd,18,2006,1,0,1,21,11,16,6
eng ENG,MF,Millwall,24,2000,19,9,891,27,37,39,72
be BEL,MF,OH Leuven,30,1994,26,24,2142,35,64,38,60
no NOR,DF,NYCFC,27-156,1998,17,12,1057,39,66,45,46
is ISL,MO,Brescia,36,1988,27,5,712,71,62,41,46
nl NED,DF,Club Brugge,21,2003,5,3,235,72,89,86,20
no NOR,DF,Vancouver W'caps,29-141,1996,12,9,714,36,43,44,46
us USA,GK,Houston Dynamo,22-281,2002,4,3,294,54,44,45,48
py PAR,FW,Tigre,25-166,2000,9,3,292,31,33,80,20
py PAR,MF,ar Talleres,27-166,1998,16,10,1078,39,61,71,53
nl NED,MO,Go Ahead Eag,25,1999,13,10,778,53,38,62,22
eng ENG,DF,Coventry City,0,0,38,37,3334,76,49,44,58
us USA,DF,Real Salt Lake,23-147,2002,17,8,819,55,57,77,45
rs SRB,FW,Fortuna Sittard,24,1999,11,5,544,41,42,34,58
be BEL,DF,Standard Liège,29,1995,12,3,474,57,72,73,54
za RSA,MF,Minnesota Utd,25-029,2000,23,18,1554,78,43,61,53
cm CMR,MF,D.C. United,25-111,2000,20,15,1315,47,42,36,53
rs SRB,DF,Cercle Brugge,24,2000,18,12,1056,37,43,38,45
rs SRB,GK,Bari,28,1996,37,37,3311,45,52,51,61
be BEL,MF,Willem II,24,2000,26,16,1494,50,33,31,65
es ESP,FW,Pachuca,31,1992,7,5,352,26,30,15,52
es ESP,FW,Norwich City,23,2001,41,41,3607,73,74,80,57
hr CRO,DF,Standard Liège,24,2000,21,19,1636,55,38,56,74
nl NED,DF,NAC Breda,25,1999,29,28,2407,73,74,68,52
nl NED,MF,NAC Breda,26,1998,18,14,1224,55,40,50,78
nl NED,DF,Sparta R'dam,25,1999,13,9,870,56,71,76,61
us USA,GK,Atlanta Utd,40-313,1984,21,21,1890,48,47,46,39
eng ENG,DF,Norwich City,20,2004,3,0,16,22,21,44,4
eng ENG,MF,Preston,30,1994,29,22,2056,76,55,61,62
au AUS,MF,FC Cincinnati,31-101,1994,14,2,255,48,37,40,34
us USA,GK,Austin,34-094,1991,22,22,1980,65,59,48,40
eng ENG,GK,Coventry City,27,1997,15,14,1313,67,52,46,69
co COL,MF,Atlético Mineiro,22-237,2002,1,0,8,21,19,39,6
ar ARG,DF,Internacional,24-356,2000,18,18,1578,83,70,80,52
ar ARG,DF,ar Cen. Córdoba–SdE,28-216,1996,18,16,1338,63,81,68,26
ar ARG,MO,Deportivo Riestra,27-353,1997,5,0,87,68,45,60,42
py PAR,MF,Real Salt Lake,25-022,2000,19,17,1379,46,57,56,40
ar ARG,MO,ec Barcelona,29-034,1996,3,2,165,32,63,63,59
ar ARG,FW,ar Vélez Sarsfield,34-034,1991,21,19,1708,47,44,43,67
be BEL,DF,Kortrijk,20,2004,19,19,1665,40,50,50,56
nl NED,DF,NEC Nijmegen,34,1990,26,20,1689,61,44,40,45
ar ARG,FW,San Lorenzo,18-084,2007,1,0,10,16,13,7,11
nl NED,MF,Ajax,29,1995,12,7,631,65,78,63,31
us USA,MF,CF Montréal,21-103,2004,12,5,605,24,24,26,34
cr CRC,MO,Rio Ave,21,2003,25,15,1378,44,61,37,63
us USA,DF,NE Revolution,29-232,1995,19,9,803,58,55,62,35
us USA,FW,Charlotte,22-320,2002,1,0,1,41,13,16,11
be BEL,DF,Club Brugge,31,1993,30,30,2700,61,68,48,61
ar ARG,DF,Banfield,20-175,2005,3,3,180,45,19,71,75
us USA,MF,D.C. United,26-129,1999,20,15,1358,32,44,36,53
gh GHA,FW,Coventry City,25,1998,36,14,1449,58,63,59,47
us USA,MO,Monterrey,25,1998,35,25,2153,64,27,27,44
us USA,MF,Charlotte,30-029,1995,21,18,1542,57,49,48,59
co COL,MF,Puebla,34,1989,32,29,2530,46,64,66,63
co COL,DF,NE Revolution,24-056,2001,19,19,1651,51,41,47,66
cl CHI,GK,cl Colo-Colo,30-130,1995,5,5,450,51,37,41,62
co COL,DF,Real Salt Lake,26-185,1999,16,12,1017,43,58,46,61
fr FRA,DF,NEC Nijmegen,21,2003,31,25,2098,84,65,75,62
gh GHA,MO,Zwolle,27,1997,2,1,62,24,33,52,15
mx MEX,DF,Querétaro,26,1998,4,4,293,22,31,55,36
be BEL,MF,Kortrijk,33,1991,22,16,1357,68,60,71,71
zw ZIM,DF,Plymouth Argyle,28,1996,13,11,980,39,45,51,79
us USA,DF,Austin,30-231,1994,19,19,1709,29,31,36,38
us USA,FW,St. Louis,23-168,2002,2,0,42,35,26,71,54
us USA,MF,Leeds United,23,2000,46,43,3551,84,65,76,25
br BRA,GK,Fortaleza,26-109,1999,1,1,90,41,41,44,58
br BRA,MO,Fortaleza,29-176,1996,24,21,1656,48,64,52,43
us USA,DF,FC Cincinnati,25-048,2000,1,0,33,39,35,73,65
ar ARG,FW,Boca Juniors,22-048,2003,6,1,121,35,44,86,28
cm CMR,MF,FC Cincinnati,28-343,1996,20,13,1204,24,32,33,65
fr FRA,GK,Gil Vicente FC,24,2000,1,1,90,41,43,49,40
nl NED,FW,Ajax,22,2002,30,22,1555,67,60,56,56
ar ARG,DF,Newell's OB,26-292,1998,2,1,70,50,25,63,54
be BEL,MF,Heracles Almelo,24,2000,31,31,2722,66,67,52,61
mx MEX,DF,Toluca,26,1997,23,19,1540,78,72,83,48
us USA,MO,Chicago Fire,22-032,2003,17,16,1329,80,79,55,55
uy URU,MO,Arouca,22,2002,12,3,340,43,37,40,59
ar ARG,MF,Tigre,25-335,1999,1,0,23,42,13,66,6
nl NED,DF,Beerschot,24,2000,26,25,2091,36,40,55,65
uy URU,MO,América,24,2000,24,19,1586,85,77,87,39
mx MEX,FW,Querétaro,27,1996,23,13,1162,57,63,64,55
ar ARG,DF,bo San Antonio Bulo Bulo,26-097,1999,5,5,433,35,16,20,55
us USA,FW,Vancouver W'caps,29-166,1996,14,13,1187,75,47,30,52
de GER,DF,Braga,21,2003,15,13,1135,32,41,39,37
us USA,MF,Houston Dynamo,20-130,2005,16,14,1203,23,41,37,54
us USA,DF,Atlanta Utd,27-300,1997,16,15,1271,80,76,77,24
pt POR,MO,Braga,29,1994,27,18,1695,82,82,85,33
br BRA,MO,Cercle Brugge,21,2003,12,5,487,53,60,35,59
ar ARG,DF,Santos,22,2002,19,17,1523,41,34,45,68
uy URU,MF,uy Nacional,18-018,2007,2,0,7,40,19,38,6
cl CHI,FW,Santos,23,2001,10,8,669,81,53,67,48
br BRA,GK,Estrela,33,1991,18,18,1575,46,42,44,48
ar ARG,FW,Lanús,22-028,2003,5,2,201,30,34,35,36
uy URU,MO,Philadelphia Union,23-092,2002,22,14,1277,65,37,23,58
br BRA,GK,Ceará,31-125,1994,6,6,513,57,43,42,34
br BRA,DF,Palmeiras,26-109,1999,15,12,961,37,60,43,44
ao ANG,DF,Vitória,31,1993,13,10,918,58,70,62,37
be BEL,DF,Sint-Truiden,32,1992,28,28,2457,48,50,54,69
br BRA,MO,Flamengo,34-201,1990,35,30,2151,40,50,36,55
ar ARG,MF,Tigre,23-262,2001,14,10,975,27,40,30,74
nl NED,DF,AZ Alkmaar,32,1992,10,6,551,39,63,50,29
pt POR,MO,Santa Clara,27,1996,7,0,113,47,55,70,61
uy URU,DF,Toluca,24,1999,21,18,1605,33,40,34,51
ng NGA,MF,Boavista,25,1999,18,17,1566,68,43,52,59
br BRA,DF,Fortaleza,33-223,1991,6,6,540,45,56,47,65
ar ARG,DF,Unión,32-168,1993,10,8,620,52,65,70,53
pt POR,FW,Farense,21,2003,3,0,57,27,27,10,32
ar ARG,FW,Banfield,32-305,1992,3,3,247,19,35,35,37
br BRA,MO,bo Bolívar,30-352,1994,3,0,73,33,46,58,60
br BRA,MO,Internacional,28-111,1997,13,5,538,62,64,87,62
br BRA,MO,Ceará,30-136,1995,5,0,64,37,32,61,78
py PAR,DF,py Cerro Porteño,32-286,1992,4,1,91,42,43,31,18
cv CPV,GK,Vitória,29,1994,34,34,3060,54,53,45,56
pt POR,DF,SJ Earthquakes,28-204,1996,10,9,833,58,36,36,53
pt POR,MO,Nacional,27,1997,18,11,919,51,69,35,44
ar ARG,MF,ar Racing Club,32-108,1993,6,2,264,85,77,34,54
be BEL,FW,Dender,24,2000,29,21,1933,59,64,75,57
hn HON,MF,Nashville SC,31-237,1993,8,0,81,39,67,43,83
ec ECU,DF,ec Barcelona,27-213,1997,6,6,540,85,73,68,52
ve VEN,FW,ve Dep Táchira,24-066,2001,5,3,244,69,49,34,29
mx MEX,DF,Mazatlán,28,1996,31,27,2205,58,64,63,56
mx MEX,MO,Cruz Azul,22,2002,3,0,36,55,9,36,72
mx MEX,MO,Puebla,28,1996,23,12,1212,37,56,44,73
fr FRA,DF,Dender,28,1996,19,12,1028,47,84,59,70
mx MEX,DF,Pachuca,21,2003,30,30,2573,64,73,79,70
be BEL,MF,Genk,27,1997,28,26,2351,50,80,66,66
be BEL,MO,Heracles Almelo,23,2001,14,3,374,43,31,69,29
nl NED,FW,NEC Nijmegen,33,1990,15,9,806,58,31,34,59
ec ECU,MO,ec LDU de Quito,24-342,2000,4,4,251,50,79,75,69
pe PER,MO,Belgrano,26-330,1998,12,5,479,29,40,48,51
us USA,DF,Westerlo,23,2001,27,27,2365,82,87,87,44
mx MEX,MO,Necaxa,19,2004,2,0,11,49,13,26,22
us USA,MO,CF Montréal,24-141,2001,11,5,471,37,48,42,36
is ISL,FW,Groningen,23,2000,29,6,960,64,64,47,53
ar ARG,MF,Deportivo Riestra,32-038,1993,11,5,494,46,36,62,65
br BRA,MF,Mirassol,26-095,1999,4,0,84,29,32,25,50
ec ECU,FW,ec Barcelona,26-251,1998,5,3,263,18,32,68,58
us USA,GK,San Diego FC,24-329,2000,21,21,1890,46,52,56,67
eng ENG,DF,Burnley,21,2003,41,40,3601,48,58,48,53
us USA,MO,Austin,21-159,2004,12,0,97,57,31,47,56
br BRA,DF,Corinthians,26-085,1999,10,10,870,67,34,56,55
us USA,MO,Guadalajara,20,2003,23,13,1221,72,48,80,50
us USA,MO,CF Montréal,22-053,2003,22,14,1255,25,49,33,52
br BRA,MF,Bahia,26-145,1999,17,16,1248,40,76,67,37
br BRA,DF,Atlético Mineiro,27-069,1998,5,3,210,65,72,89,68
br BRA,MO,Estrela,20,2004,8,1,178,23,21,33,83
br BRA,GK,Moreirense,33,1990,5,5,447,41,38,45,44
eng ENG,MF,Plymouth Argyle,19,2004,5,2,192,31,14,24,71
us USA,MF,Watford,19,2004,10,8,722,37,56,71,63
br BRA,MF,Fortaleza,25-080,2000,10,3,332,83,44,62,27
eng ENG,DF,Blackburn,26,1998,33,30,2659,82,77,79,54
eng ENG,DF,Norwich City,20,2003,40,38,3440,64,82,65,52
au AUS,DF,Derby County,29,1995,29,24,2149,52,74,61,60
eng ENG,MO,Portsmouth,25,1998,32,28,2438,65,34,33,52
ie IRL,MF,Cardiff City,29,1995,42,41,3546,65,51,66,65
eng ENG,MO,Sheffield Utd,26,1998,44,38,3139,45,63,43,45
sct SCO,MO,Sheffield Weds,29,1994,27,14,1187,60,39,20,64
ie IRL,MO,Cardiff City,29,1995,34,24,2023,66,42,37,35
hu HUN,DF,West Brom,24,2000,34,29,2613,75,70,71,63
eng ENG,MO,Plymouth Argyle,24,2000,35,14,1462,31,24,33,55
eng ENG,MF,Cardiff City,29,1995,41,41,3513,49,48,36,69
eng ENG,MO,Millwall,19,2005,4,3,167,45,19,24,68
eng ENG,MO,Colorado Rapids,25-121,2000,18,5,717,72,33,60,46
nl NED,MO,Feyenoord,25,1998,12,6,630,64,89,65,33
nl NED,MF,Go Ahead Eag,21,2003,13,4,446,48,58,30,56
id IDN,DF,NEC Nijmegen,27,1997,33,31,2853,69,82,74,67
eng ENG,MF,Oxford United,28,1996,33,33,2900,59,56,34,48
us USA,MF,NY Red Bulls,23-242,2001,12,8,668,91,56,88,28
eng ENG,MF,Bristol City,26,1998,32,27,2228,42,58,71,68
