Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
ar ARG,MF,Newell's OB,20-304,2004,2,0,63,56,70,54,55
ar ARG,DF,Corinthians,31-126,1994,9,6,575,39,53,78,56
it ITA,DF,Mantova,26,1998,28,27,2208,75,70,54,59
it ITA,MF,Salernitana,24,2000,11,7,547,46,49,56,68
it ITA,MF,Brescia,32,1991,6,2,144,40,34,33,82
ar ARG,MO,Ind. Rivadavia,23-004,2002,14,3,424,58,20,21,49
br BRA,MO,Mirassol,28-118,1997,16,4,523,50,57,68,45
br BRA,DF,Cruzeiro,29-157,1996,13,13,1170,57,47,39,65
cv CPV,MO,Estoril,23,2001,24,15,1269,37,26,63,59
ar ARG,DF,Mazatlán,26,1998,24,20,1758,56,33,41,39
0,MO,Godoy Cruz,0,0,11,8,571,39,21,60,64
ar ARG,DF,Godoy Cruz,26-300,1998,1,0,45,36,30,51,38
uy URU,MF,Fluminense,21-332,2003,6,3,298,33,31,38,40
ar ARG,MO,Barracas Central,26-299,1998,17,4,666,76,45,18,44
ar ARG,GK,Racing Club,28-101,1997,5,4,421,67,58,41,44
ar ARG,FW,ar River Plate,25-196,2000,21,19,1382,75,78,76,67
ar ARG,MF,Gil Vicente FC,23,2001,20,16,1404,26,45,30,73
ar ARG,MO,Gimnasia–LP,20-027,2005,14,11,963,16,47,25,79
ar ARG,MO,ar Estudiantes–LP,22-325,2002,10,3,318,22,47,59,24
uy URU,DF,Feyenoord,21,2003,6,0,85,41,30,40,48
uy URU,DF,Rosario Central,30-184,1995,10,10,817,33,42,24,51
ar ARG,DF,Cen. Córdoba–SdE,26-142,1999,3,3,270,34,20,36,49
sy SYR,MF,Barracas Central,26-361,1998,14,12,1020,36,39,46,51
ar ARG,DF,Deportivo Riestra,25-276,1999,11,10,766,29,23,23,73
ar ARG,MF,ar Racing Club,26-118,1999,13,6,544,66,45,62,60
ar ARG,MF,Belgrano,32-078,1993,13,9,753,27,39,29,60
ar ARG,DF,ar Estudiantes–LP,25-143,2000,15,10,985,28,39,42,39
ar ARG,DF,Sarmiento,38-159,1987,12,12,1080,26,32,22,45
ar ARG,GK,Banfield,24-140,2001,17,17,1530,53,42,42,47
ar ARG,FW,Instituto,31-018,1994,4,4,340,41,42,38,45
ar ARG,MF,Lanús,19-346,2005,1,0,21,37,48,11,29
uy URU,MO,Palmeiras,25-097,2000,16,15,1101,70,75,34,37
uy URU,MF,Puebla,27,1997,27,16,1577,72,62,63,66
ar ARG,MF,py Olimpia,26-198,1999,6,6,517,55,83,73,62
ht HAI,MO,Inter Miami,34-146,1991,13,4,429,62,31,49,70
br BRA,DF,Cruzeiro,36-038,1989,8,7,650,52,65,63,54
fr FRA,MF,Casa Pia,22,2002,8,4,386,54,21,69,52
sa KSA,MF,Beerschot,22,2001,21,21,1747,48,59,65,68
be BEL,DF,RKC Waalwijk,19,2005,22,18,1635,42,63,68,65
km COM,MO,Almere City,24,2000,11,2,283,32,35,64,41
sn SEN,MO,Frosinone,19,2004,4,0,107,19,14,23,20
fr FRA,FW,Bristol City,22,2002,15,3,402,57,28,59,64
ci CIV,MO,Antwerp,17,2006,3,1,129,57,34,74,47
fr FRA,MO,Frosinone,21,2002,21,13,1066,58,54,67,37
ar ARG,DF,Belgrano,32-149,1993,10,10,833,39,42,44,69
ar ARG,MF,Atlético Mineiro,25-115,2000,7,5,439,64,45,32,48
ar ARG,FW,Cen. Córdoba–SdE,24-164,2001,14,3,390,37,37,31,62
be BEL,DF,Union SG,21,2003,23,16,1562,50,66,62,58
ar ARG,FW,San Martín de San Juan,31-093,1994,13,9,895,33,32,19,41
it ITA,MF,Mantova,23,2001,12,10,814,37,62,53,40
it ITA,MO,Toronto FC,31-153,1994,15,15,1298,77,76,79,35
it ITA,FW,Cremonese,27,1997,26,18,1316,68,70,51,41
it ITA,DF,Catanzaro,22,2001,36,36,3164,83,73,63,43
ar ARG,MF,py Cerro Porteño,34-063,1991,6,5,398,79,83,66,34
it ITA,MF,Cittadella,21,2003,21,16,1260,51,51,39,57
it ITA,DF,Cremonese,32,1992,17,16,1189,72,62,57,63
it ITA,DF,Südtirol,22,2002,5,0,47,60,76,76,42
it ITA,MO,Palermo,30,1994,28,17,1444,66,81,70,30
ar ARG,MF,Arg Juniors,32-362,1992,15,15,1279,28,50,42,47
uy URU,MF,Aldosivi,32-143,1993,1,1,59,32,17,21,46
ar ARG,FW,ar Talleres,26-047,1999,22,13,1294,50,63,30,39
ar ARG,MO,San Martín de San Juan,38-194,1987,10,1,171,33,24,44,62
ar ARG,GK,bo Bolívar,32-230,1992,3,3,270,41,44,51,60
ar ARG,MF,Querétaro,34,1990,30,26,2330,61,50,37,61
ar ARG,MO,Independiente,36-115,1989,10,2,271,64,66,14,55
ar ARG,MF,Rosario Central,25-132,2000,13,13,1098,24,33,26,56
ar ARG,MF,Sarmiento,26-022,1999,8,3,327,57,42,63,28
uy URU,DF,Toluca,24,2000,23,23,2025,46,42,51,63
ar ARG,DF,Godoy Cruz,33-137,1992,15,15,1324,27,21,31,71
ar ARG,MF,Inter Miami,22-182,2003,17,6,713,31,52,64,45
uy URU,DF,OH Leuven,29,1994,23,22,1907,57,55,48,53
ar ARG,DF,Independiente,27-117,1998,16,15,1268,45,49,72,41
ar ARG,MF,ar Racing Club,27-131,1998,12,5,514,50,78,47,58
it ITA,MF,Juve Stabia,21,2003,18,8,760,46,36,41,55
br BRA,MF,Palmeiras,32-095,1993,13,9,755,61,66,76,60
br BRA,MO,Cercle Brugge,20,2004,25,15,1386,52,32,36,53
uy URU,FW,uy Peñarol,32-084,1993,1,0,8,16,13,43,27
ec ECU,MO,ec Barcelona,36-317,1988,4,1,97,62,30,18,68
uy URU,MF,NY Red Bulls,28-288,1996,16,10,941,50,77,63,69
cl CHI,MF,Independiente,24-252,2000,16,15,1344,88,71,69,60
cl CHI,FW,Portland Timbers,31-351,1993,21,14,1130,57,66,50,49
ar ARG,MF,Lanús,24-105,2001,8,5,386,34,40,35,53
br BRA,DF,Houston Dynamo,20-160,2005,12,9,820,87,67,61,74
ar ARG,GK,Tigre,25-058,2000,17,17,1530,60,51,42,44
at AUT,DF,Estoril,23,2000,23,23,2070,48,24,34,73
eng ENG,FW,Millwall,23,2001,34,21,1906,51,72,75,85
eng ENG,DF,Sheffield Utd,22,2002,25,8,1091,64,66,82,68
br BRA,FW,Ceará,28-000,1997,5,3,212,45,51,83,82
br BRA,MF,Internacional,37-359,1987,12,12,945,52,46,45,52
ar ARG,DF,Instituto,31-033,1994,17,17,1530,39,41,32,59
us USA,MO,Puebla,27,1996,21,13,1233,36,29,12,83
mx MEX,MO,Guadalajara,26,1998,30,22,1836,37,69,51,60
cl CHI,MO,ec LDU de Quito,29-205,1995,5,4,388,18,45,30,49
py PAR,MO,Newell's OB,24-161,2001,11,6,490,31,38,46,73
pt POR,MF,AVS Futebol,27,1997,26,21,1908,36,43,54,71
ec ECU,MO,pe Alianza Lima,33-284,1991,6,5,470,26,70,35,40
mx MEX,MO,Querétaro,23,2001,7,1,178,55,64,74,57
uy URU,MF,UANL,29,1994,30,30,2574,82,70,70,41
ar ARG,MF,Platense,26-330,1998,16,4,583,25,26,25,58
mx MEX,MF,Tijuana,32,1991,9,3,327,46,34,52,47
ar ARG,MF,ar Cen. Córdoba–SdE,24-357,2000,10,4,506,37,44,66,58
br BRA,DF,Botafogo (RJ),36-150,1989,2,0,27,38,46,64,53
br BRA,GK,Ceará,40-167,1985,8,7,657,41,43,42,45
mx MEX,MF,Tijuana,25,1999,3,1,109,50,30,65,80
uy URU,GK,Estudiantes–LP,39-033,1986,1,1,90,41,44,41,38
mx MEX,DF,UANL,23,2001,1,0,20,41,58,65,38
pe PER,FW,pe Sporting Cristal,26-023,1999,3,3,211,37,58,40,46
mx MEX,MF,Guadalajara,30,1994,30,23,2048,28,48,36,73
br BRA,MF,Ceará,30-214,1994,12,11,894,31,41,35,60
mx MEX,GK,UANL,23,2001,3,3,270,54,44,44,80
ar ARG,DF,Barracas Central,35-274,1989,15,15,1350,45,23,10,42
cl CHI,GK,cl Colo-Colo,34-085,1991,1,1,90,41,43,43,32
co COL,DF,CF Montréal,21-329,2003,15,6,693,42,56,43,49
es ESP,MO,Club Brugge,25,1999,27,9,1117,88,66,77,44
br BRA,MO,São Paulo,27-200,1997,15,12,973,84,76,85,59
ie IRL,MF,Watford,21,2002,18,7,757,76,59,80,66
mx MEX,MF,Monterrey,21,2003,28,17,1615,46,37,43,70
mx MEX,FW,D.C. United,19-105,2006,9,0,125,43,65,83,54
bg BUL,MO,Zwolle,22,2001,31,26,2174,68,71,66,80
pt POR,DF,Boavista,33,1990,27,26,2223,40,43,49,29
pt POR,DF,Vitória,24,1999,11,9,843,43,40,47,67
pt POR,MF,Farense,25,1999,21,6,607,63,67,46,40
it ITA,MF,Spezia,29,1995,28,22,1785,76,73,76,32
it ITA,MO,Frosinone,20,2003,13,7,551,69,35,43,49
it ITA,MF,Carrarese,32,1992,1,0,31,58,80,67,6
it ITA,MF,Frosinone,17,2006,1,0,1,21,19,7,6
it ITA,MO,Carrarese,25,1999,10,5,416,23,28,52,63
it ITA,MF,Sassuolo,20,2004,4,1,157,27,34,52,45
it ITA,DF,Carrarese,25,1999,21,15,1467,45,38,48,50
it ITA,FW,Catanzaro,27,1996,33,13,1493,40,31,65,38
it ITA,MF,Palermo,23,2001,35,26,2330,72,85,65,46
it ITA,DF,Sassuolo,27,1997,23,21,1869,33,47,31,46
it ITA,DF,Cosenza,26,1997,15,14,1212,44,55,46,64
eng ENG,MF,Hull City,21,2003,9,4,311,23,18,9,70
ie IRL,MO,Middlesbrough,23,2000,45,43,3544,77,81,59,46
nl NED,DF,Groningen,21,2003,19,9,831,43,66,60,70
nl NED,FW,Go Ahead Eag,28,1996,19,3,442,78,65,55,54
nz NZL,DF,Portland Timbers,21-299,2003,20,20,1775,32,34,22,50
co COL,FW,ve Carabobo,25-010,2000,6,2,177,17,20,51,23
pe PER,DF,pe Sporting Cristal,22-181,2003,1,1,90,22,36,34,12
it ITA,FW,Brescia,24,2000,23,5,630,71,51,73,56
cl CHI,MF,cl U de Chile,19-183,2006,1,0,6,21,12,12,6
it ITA,MO,Mantova,21,2003,3,1,151,21,30,35,55
it ITA,MO,Cesena,20,2004,21,6,637,64,36,33,38
at AUT,DF,Salernitana,23,2001,3,3,265,90,65,78,50
pt POR,MF,Benfica,24,1999,26,24,1969,51,55,41,75
fr FRA,FW,Swansea City,23,2001,36,8,1103,40,48,31,67
de GER,FW,Beerschot,25,1999,6,1,128,21,47,39,32
pt POR,DF,Cercle Brugge,21,2003,22,11,1172,85,87,82,67
nl NED,MF,Groningen,20,2004,1,0,1,21,11,7,6
gh GHA,FW,Real Salt Lake,23-337,2001,6,3,259,49,31,32,58
es ESP,FW,Porto,26,1998,14,11,760,53,31,18,42
es ESP,MO,Santos,26,1998,25,17,1284,42,81,40,35
it ITA,MF,Cittadella,23,2001,37,31,2808,51,29,36,57
it ITA,GK,Reggiana,32,1992,36,36,3240,44,47,42,44
it ITA,MF,Spezia,27,1997,28,14,1309,54,64,68,47
it ITA,GK,Salernitana,18,2006,1,0,47,41,37,46,32
it ITA,MF,Cittadella,20,2004,24,18,1571,30,44,52,71
it ITA,MO,Palermo,28,1996,20,11,990,45,49,44,42
it ITA,FW,Spezia,19,2005,35,33,2767,81,71,56,51
it ITA,DF,Juve Stabia,22,2002,23,18,1739,73,42,44,60
it ITA,MO,Mantova,30,1993,34,18,1689,57,73,45,62
it ITA,MF,Frosinone,27,1996,23,17,1629,48,69,59,36
ar ARG,MF,Instituto,25-136,2000,1,0,35,42,60,36,55
it ITA,MO,Mantova,23,2001,21,7,796,62,64,73,29
it ITA,DF,Bari,29,1994,25,22,1960,37,42,17,46
gh GHA,MF,Cercle Brugge,23,2001,29,17,1659,42,72,53,79
be BEL,FW,Anderlecht,24,1999,27,12,1156,69,83,87,53
ar ARG,MF,Instituto,29-262,1995,16,16,1176,21,38,19,84
us USA,DF,Philadelphia Union,19-222,2005,19,14,1328,81,82,66,55
cr CRC,DF,FC Juárez,32,1992,3,3,270,41,50,38,46
pt POR,DF,Braga,19,2005,16,16,1429,54,71,82,45
mx MEX,MF,Tijuana,25,1999,14,7,656,38,52,63,81
mx MEX,DF,Querétaro,26,1998,26,24,1937,79,73,51,41
mx MEX,FW,América,20,2003,1,0,21,32,13,45,11
ar ARG,DF,Unión,25-321,1999,9,8,688,57,56,80,56
ar ARG,MF,Belgrano,28-112,1997,30,20,1683,62,57,68,43
pt POR,GK,Estrela,23,2001,1,0,45,41,42,45,32
mx MEX,MF,FC Juárez,23,2000,8,1,140,41,29,45,78
pt POR,MF,Estoril,22,2002,1,0,12,21,39,20,15
ar ARG,MF,San Lorenzo,23-320,2001,1,0,10,21,12,7,29
ar ARG,DF,Rio Ave,22,2002,7,5,412,63,24,18,39
ar ARG,MO,ar Vélez Sarsfield,31-303,1993,20,13,1050,47,55,77,55
pt POR,DF,Estrela,27,1997,18,16,1410,41,48,37,74
mx MEX,MO,UANL,27,1997,31,17,1435,63,79,61,53
cl CHI,DF,Watford,27,1997,33,21,1897,47,37,33,69
pt POR,MO,Sporting CP,24,1999,34,34,2936,78,84,68,50
mx MEX,MF,Monterrey,17,2007,1,0,45,54,58,72,51
br BRA,MO,Mirassol,30-075,1995,3,0,81,69,14,21,29
ar ARG,DF,Arg Juniors,25-143,2000,17,17,1525,42,61,52,55
ci CIV,FW,Atlético,30,1993,14,9,813,68,36,56,39
ch SUI,MO,Gent,22,2002,23,14,1220,55,63,71,50
ar ARG,MO,ar Cen. Córdoba–SdE,23-076,2002,8,2,286,44,50,71,61
ar ARG,MF,Ind. Rivadavia,24-130,2001,16,16,1399,41,55,52,61
ar ARG,GK,River Plate,38-276,1986,23,23,2070,44,52,53,45
ar ARG,MF,Platense,26-293,1998,4,1,155,47,20,35,78
ar ARG,DF,cl U de Chile,27-067,1998,6,6,540,36,35,27,74
ar ARG,MO,Grêmio,28-338,1996,10,8,583,39,75,29,46
ar ARG,MO,Instituto,24-325,2000,9,2,288,46,67,33,43
ar ARG,DF,Houston Dynamo,30-148,1995,21,17,1497,81,78,73,70
uy URU,FW,Deportivo Riestra,26-217,1998,1,0,34,32,35,42,61
uy URU,MO,Santos,24,2000,18,7,820,60,78,44,77
ar ARG,MF,Unión,32-163,1993,17,8,788,79,82,75,38
ar ARG,MO,Sarmiento,23-124,2002,14,4,537,47,22,22,30
uy URU,DF,pe Sporting Cristal,30-158,1995,6,6,540,39,51,47,59
ar ARG,MF,Rosario Central,24-082,2001,15,14,1221,25,38,32,78
uy URU,GK,Sporting CP,24,2000,11,11,990,41,45,43,42
ar ARG,FW,Belgrano,37-004,1988,16,14,1241,46,65,60,46
ar ARG,MO,ar River Plate,17-339,2007,16,15,1229,86,83,91,41
ar ARG,MO,Platense,19-049,2006,6,1,125,18,19,10,79
ar ARG,MF,Puebla,26,1997,15,14,1239,27,45,29,37
ar ARG,DF,San Diego FC,30-149,1995,11,7,483,71,68,68,52
uy URU,MF,Atlé Tucumán,23-092,2002,14,9,718,86,52,78,25
ar ARG,FW,Lanús,23-191,2002,6,2,209,51,66,81,82
ar ARG,DF,Unión,28-105,1997,17,16,1412,46,48,49,55
ar ARG,DF,Independiente,26-123,1999,5,3,191,25,43,39,49
ar ARG,GK,Godoy Cruz,27-038,1998,17,17,1530,56,55,48,46
ar ARG,FW,Aldosivi,22-110,2003,10,3,374,56,24,30,83
ar ARG,MF,Toluca,24,2000,13,10,835,28,46,42,54
mx MEX,DF,América,19,2005,5,2,203,36,46,86,30
ar ARG,DF,Querétaro,29,1994,27,27,2382,61,43,46,67
ar ARG,FW,San Martín de San Juan,31-071,1994,9,7,550,35,37,39,64
it ITA,MO,Salernitana,22,2002,28,17,1513,48,34,51,58
ar ARG,MO,Cremonese,35,1989,27,23,1853,78,78,51,66
ar ARG,MF,Huracán,25-199,2000,5,2,197,64,64,57,35
ar ARG,MO,Platense,24-150,2001,15,10,809,33,57,36,70
hr CRO,MO,Union SG,20,2003,24,22,1759,86,60,75,35
cm CMR,MF,Tijuana,28,1996,10,10,740,64,37,43,63
co COL,FW,co CA Bucaramanga,31-002,1994,6,6,374,32,85,71,52
co COL,DF,Boca Juniors,34-147,1991,2,1,111,52,59,84,56
it ITA,FW,Frosinone,25,1999,17,9,820,37,62,57,63
us USA,MF,LAFC,24-296,2000,23,5,645,56,85,57,68
ve VEN,MF,ve Carabobo,22-030,2003,4,0,23,21,17,63,24
pt POR,DF,Nacional,20,2004,1,0,18,40,21,12,50
eng ENG,MF,Portsmouth,20,2003,37,35,3057,47,60,37,53
al ALB,DF,Südtirol,31,1992,16,15,1340,34,48,33,57
eng ENG,GK,Preston,27,1997,37,37,3329,46,53,67,76
tg TOG,MF,Sint-Truiden,26,1997,5,2,200,24,21,57,74
wls WAL,MO,Plymouth Argyle,18,2006,19,3,596,45,19,46,58
pt POR,DF,Santa Clara,31,1993,26,21,1807,33,40,31,45
br BRA,DF,Bahia,19-057,2006,1,1,90,22,21,19,51
no NOR,MO,Benfica,28,1995,29,28,2350,44,75,47,58
se SWE,MF,Mechelen,23,2001,10,9,787,25,23,22,82
no NOR,MF,NAC Breda,31,1993,24,15,1287,38,41,26,64
no NOR,DF,PSV Eindhoven,21,2002,6,3,276,70,71,94,18
co COL,DF,co CA Bucaramanga,35-105,1990,6,6,540,39,53,56,31
ve VEN,DF,ve Carabobo,22-107,2003,1,0,7,22,21,17,4
br BRA,GK,Fluminense,44-292,1980,18,16,1492,96,78,89,53
pt POR,MO,Estrela,23,2001,23,9,1103,38,49,51,61
pt POR,MO,Gil Vicente FC,23,2001,33,32,2892,67,71,61,53
ec ECU,DF,Corinthians,28-189,1997,6,5,460,35,45,41,52
jp JPN,MO,Nacional,23,2001,13,7,493,50,64,41,51
us USA,FW,Houston Dynamo,24-063,2001,8,1,147,84,47,43,76
es ESP,MO,Braga,21,2003,30,14,1542,70,63,83,73
br BRA,DF,Bahia,24-074,2001,28,24,1970,78,57,58,41
py PAR,MO,py Cerro Porteño,20-159,2005,4,2,169,53,73,67,39
br BRA,MO,Moreirense,28,1996,18,8,910,56,27,54,47
ar ARG,FW,Huracán,31-125,1994,14,13,981,19,39,45,67
cl CHI,GK,Racing Club,37-309,1987,19,19,1646,65,71,43,45
br BRA,MF,Vitória,26-282,1998,11,9,804,33,41,37,61
br BRA,MO,Cruzeiro,28-323,1996,11,3,328,64,64,24,18
br BRA,GK,Santa Clara,26,1998,34,34,3060,59,53,51,70
br BRA,MO,Santos,20-184,2005,12,5,506,26,56,37,82
br BRA,GK,Santos,24-287,2000,13,13,1170,48,52,42,70
ar ARG,DF,uy Nacional,29-363,1995,6,6,499,46,45,60,21
ar ARG,MO,Sarmiento,33-222,1991,14,10,752,52,55,28,48
br BRA,FW,Internacional,17-336,2007,4,1,117,33,47,60,69
cl CHI,GK,cl U de Chile,31-314,1993,6,6,540,41,43,42,75
br BRA,MO,LA Galaxy,24-158,2001,20,20,1782,66,48,84,38
ar ARG,DF,Belgrano,33-324,1991,12,9,888,54,63,61,39
ec ECU,MF,ec Barcelona,29-282,1995,3,0,68,38,51,68,44
pe PER,MF,pe Universitario,35-108,1990,3,1,81,65,26,79,37
ng NGA,MO,Antwerp,17,2007,1,0,6,15,17,34,6
br BRA,GK,Atlético Mineiro,23-009,2002,1,1,90,41,40,47,54
ar ARG,MF,Sarmiento,25-091,2000,13,9,764,46,65,68,67
uy URU,FW,Cruz Azul,30,1994,18,6,688,71,63,57,43
sct SCO,MO,Norwich City,17,2006,5,2,163,21,54,23,47
co COL,DF,Fluminense,28-160,1997,4,4,344,64,75,75,73
mx MEX,DF,Atlético,22,2002,3,0,14,41,52,37,26
br BRA,MF,Atlético Mineiro,24-293,2000,9,4,411,50,85,65,45
uy URU,MF,ar Estudiantes–LP,27-342,1997,19,17,1407,55,67,45,68
ar ARG,MO,Deportivo Riestra,28-194,1997,8,0,148,65,16,42,62
0,DF,Sheffield Weds,0,0,11,4,480,57,21,18,40
ar ARG,DF,Aldosivi,21-219,2003,1,0,11,22,28,29,58
br BRA,MO,D.C. United,23-098,2002,17,12,1068,70,76,61,26
ar ARG,DF,ar Racing Club,28-027,1997,17,17,1512,65,76,81,25
br BRA,MO,Nacional,25,1999,3,0,89,41,24,32,42
br BRA,FW,Vasco da Gama,20-195,2005,1,0,8,41,36,64,11
br BRA,MO,Juventude,28-097,1997,10,8,614,56,36,27,40
ar ARG,MF,Banfield,23-092,2002,8,2,293,72,71,66,46
br BRA,MO,Santos,22-319,2002,6,1,122,54,65,48,67
br BRA,FW,Santa Clara,22,2002,33,32,2787,55,62,63,56
bo BOL,MF,ec LDU de Quito,24-021,2001,6,2,222,43,24,46,26
py PAR,FW,Independiente,34-280,1990,15,13,1034,68,56,39,52
it ITA,FW,Cosenza,22,2002,33,14,1522,61,39,46,51
it ITA,DF,Frosinone,21,2003,26,16,1621,70,52,51,56
it ITA,DF,Brescia,20,2004,20,14,1291,54,39,42,53
it ITA,FW,Südtirol,25,1999,9,2,277,59,40,47,70
it ITA,DF,Carrarese,20,2004,16,14,1171,59,33,16,43
it ITA,FW,Brescia,28,1996,24,13,1165,56,40,41,38
it ITA,MF,Pisa,23,2001,38,25,2324,75,60,47,46
mx MEX,DF,Atlas,28,1996,22,12,1056,35,34,35,62
fr FRA,DF,Modena,18,2005,13,6,601,80,43,67,42
mx MEX,FW,Guadalajara,16,2008,1,0,1,16,19,61,11
mx MEX,FW,Pachuca,18,2006,5,2,227,37,45,79,65
0,MF,Portland Timbers,0,0,4,0,86,46,24,29,43
br BRA,MO,Porto,26,1997,18,17,1445,80,54,74,59
br BRA,MF,Fluminense,35-280,1989,7,3,275,39,59,57,19
br BRA,DF,Nacional,22,2002,33,31,2799,57,76,72,60
us USA,DF,D.C. United,23-152,2002,8,7,565,26,26,23,59
be BEL,MF,Cercle Brugge,24,1999,25,22,1726,56,70,70,70
ar ARG,MO,Rosario Central,22-194,2003,16,9,743,58,20,50,49
ar ARG,MO,Defensa y Just,24-022,2001,7,2,258,45,40,68,73
ar ARG,DF,ar Talleres,29-269,1995,15,13,1079,86,82,75,45
ar ARG,DF,ar Estudiantes–LP,24-112,2001,12,7,620,64,87,75,50
uy URU,MF,Nashville SC,32-315,1992,14,7,638,46,68,58,65
ar ARG,MO,ec Barcelona,34-104,1991,2,0,7,15,9,3,15
ar ARG,MF,San Martín de San Juan,25-216,1999,2,1,75,60,56,48,54
py PAR,MF,py Cerro Porteño,33-357,1991,2,2,170,44,57,28,78
ar ARG,DF,San Lorenzo,27-181,1998,9,7,631,34,52,61,50
ar ARG,MF,Instituto,27-052,1998,16,15,1183,72,73,47,43
uy URU,MF,ar Racing Club,25-195,2000,21,17,1545,76,73,63,49
uy URU,GK,py Olimpia,32-089,1993,3,3,270,54,48,43,51
uy URU,MO,Bari,29,1995,9,3,276,76,60,45,52
ar ARG,DF,Gimnasia–LP,34-129,1991,15,15,1282,31,28,17,63
ar ARG,FW,Defensa y Just,27-302,1997,12,11,886,76,66,77,42
ar ARG,MO,ar Cen. Córdoba–SdE,24-087,2001,20,9,895,71,62,50,50
ar ARG,DF,Fortaleza,23-292,2001,4,3,283,54,61,50,67
py PAR,GK,py Cerro Porteño,37-112,1988,3,3,270,41,47,42,38
eng ENG,FW,Oxford United,0,0,1,0,1,16,13,16,53
ie IRL,GK,Standard Liège,22,2002,6,6,540,41,42,49,69
us USA,MO,D.C. United,18-195,2007,1,0,25,32,26,35,15
us USA,MO,Boavista,29,1995,11,2,343,26,25,51,17
it ITA,FW,Brescia,24,2000,34,28,2544,55,46,46,65
it ITA,MO,Sampdoria,27,1996,21,20,1713,69,51,45,33
mz MOZ,MF,Sporting CP,23,2001,30,20,1911,85,71,86,31
be BEL,MO,Mechelen,32,1991,23,12,1186,57,85,61,69
us USA,DF,CF Montréal,24-027,2001,16,15,1345,51,69,56,65
eng ENG,MO,Bristol City,19,2004,37,11,1457,50,46,56,47
eng ENG,DF,Middlesbrough,26,1997,24,24,2090,51,42,47,46
eng ENG,GK,Millwall,19,2005,4,4,360,41,45,43,76
eng ENG,MO,Millwall,29,1994,40,28,2422,38,58,18,72
eng ENG,GK,Norwich City,30,1993,9,8,765,41,44,49,45
eng ENG,FW,Middlesbrough,19,2005,1,0,1,16,13,7,20
nir NIR,MF,Millwall,31,1993,45,36,3300,57,59,29,72
eng ENG,DF,Bristol City,24,1999,32,23,2002,70,62,54,61
ci CIV,MO,Seattle Sounders,22-359,2002,13,4,433,60,72,93,53
fr FRA,MO,Leeds United,22,2002,1,1,90,57,83,69,24
pt POR,MF,Farense,20,2004,6,1,164,40,26,21,43
pt POR,MF,Sporting CP,17,2007,34,26,2253,82,75,83,27
nl NED,DF,Twente,19,2005,2,0,28,22,29,37,72
pe PER,MF,pe Sporting Cristal,26-116,1999,6,6,540,65,68,35,68
be BEL,MO,Antwerp,18,2006,5,0,33,36,9,65,38
es ESP,MF,Sampdoria,21,2002,25,20,1794,40,58,33,72
mx MEX,DF,Monterrey,25,1998,30,25,2295,72,81,77,54
it ITA,MF,Salernitana,19,2005,2,0,15,57,46,65,6
us USA,MO,FC Cincinnati,20-294,2004,16,6,587,84,45,62,43
mx MEX,FW,Monterrey,25,1998,28,28,2336,71,50,51,55
ar ARG,FW,Fluminense,37-167,1988,7,7,539,29,43,17,32
ar ARG,DF,Racing Club,31-046,1994,4,3,248,50,34,22,68
ar ARG,DF,ar River Plate,34-022,1991,19,15,1379,38,36,34,52
at AUT,DF,Feyenoord,32,1992,19,16,1388,48,64,45,48
ar ARG,MO,Banfield,21-335,2003,13,11,845,60,48,39,57
de GER,DF,Go Ahead Eag,32,1992,32,30,2677,58,37,35,40
br BRA,MO,Flamengo,28-060,1997,14,13,1113,39,83,58,69
lu LUX,FW,AVS Futebol,29,1995,5,2,190,68,54,64,44
pt POR,MO,Estrela,22,2002,6,0,62,36,33,36,45
ar ARG,MF,Belgrano,20-160,2005,10,6,593,37,25,49,40
it ITA,MF,Cesena,27,1997,34,31,2522,62,72,32,37
it ITA,MF,Reggiana,19,2004,3,0,46,35,35,66,39
it ITA,GK,Südtirol,23,2001,5,5,450,41,43,43,49
it ITA,MF,Mantova,21,2002,9,3,394,52,51,48,45
it ITA,MF,Cremonese,18,2006,1,0,9,21,19,7,6
it ITA,MO,Bari,23,2000,15,2,461,51,63,62,70
it ITA,MO,Brescia,23,2001,25,16,1203,58,51,49,68
it ITA,GK,Südtirol,36,1988,18,18,1620,49,52,52,79
it ITA,DF,Cremonese,24,2000,26,19,1687,82,64,65,24
it ITA,DF,Bari,27,1996,24,16,1392,80,62,70,64
it ITA,GK,Sassuolo,25,1999,10,10,900,51,49,52,42
al ALB,FW,CF Montréal,26-277,1998,7,6,365,68,27,50,24
uy URU,DF,ec LDU de Quito,28-183,1997,6,5,452,34,27,33,25
it ITA,DF,Salernitana,32,1992,34,34,3060,68,63,49,38
cw CUW,MO,Heracles Almelo,17,2006,2,0,14,15,9,38,76
pe PER,DF,pe Sporting Cristal,26-343,1998,6,5,420,39,21,21,65
it ITA,DF,Palermo,28,1995,13,13,1152,40,41,51,47
it ITA,DF,Frosinone,30,1993,4,4,305,61,77,65,25
ar ARG,DF,Atlé Tucumán,28-019,1997,13,13,1080,42,55,24,66
it ITA,DF,West Brom,25,1999,6,0,65,33,25,62,70
pe PER,FW,Spezia,34,1990,13,9,757,77,45,45,37
ar ARG,MO,Benfica,18,2006,8,4,287,44,53,72,41
nl NED,MF,Twente,20,2004,13,3,321,26,37,29,50
nl NED,MF,Feyenoord,26,1997,25,14,1351,52,81,72,38
