Team,Average Age,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Possession,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes GK,% Crosses Stopped
Sporting CP,23.9,34,2.53,2.12,17.97,6.18,0.38,0.38,32.59,4.26,480.97,563.24,216.53,238.5,217.76,241.94,37.5,60.35,14.18,45.03,10.53,1.71,52.53,23.44,51.97,16.03,9.76,6.03,7.09,2.91,8.15,13.62,5.47,9.35,7.41,16.35,0.5,672.65,44.76,159.09,330.29,190.24,32.41,672.26,22.76,10.68,429.41,14.76,8.41,15.15,8.26,477.5,2.0,0.18,0.06,11.5,13.82,1.09,0.24,0.12,0.06,45.62,10.74,9.47,0.79,2.15,1.41,0.44,0.12,0.12,0.0,0.0,0.71,1.85,5.0,17.18,3.41,5.21,9.88,0.5,1.06,20.21,23.41,127.94,36.85,53.06,17.91,0.0,60.1,0.19,53.14,85.39,90.79,90.01,62.14,60.4,46.92,-0.11,65.58,37.0,5.06
Sporting KC,28.6,34,1.5,1.26,13.65,4.26,0.0,0.09,23.74,2.53,414.82,511.71,174.62,196.24,184.71,209.56,46.09,80.24,10.09,35.26,6.71,1.76,40.09,17.15,39.62,16.88,9.76,7.35,6.74,2.79,7.68,15.24,7.56,10.76,8.71,15.76,0.38,613.62,53.26,182.94,273.94,162.12,20.59,613.53,16.94,7.35,353.53,13.5,5.24,14.79,8.15,410.97,1.91,0.09,0.03,12.41,11.74,1.76,0.09,0.15,0.12,45.97,10.71,11.71,1.94,4.35,2.44,0.09,0.15,0.06,0.09,0.0,1.71,3.53,13.0,22.74,4.03,7.18,10.21,0.41,0.76,22.41,22.94,96.85,26.26,34.29,17.44,0.09,50.6,0.19,47.79,81.07,88.98,88.14,57.44,54.3,43.39,-0.13,56.09,27.15,4.02
St. Louis,26.3,34,1.38,1.38,14.74,4.44,0.15,0.21,24.35,2.29,335.15,440.24,148.71,172.74,144.38,173.44,34.71,69.56,10.32,29.82,9.5,2.0,39.21,15.59,39.09,17.59,11.06,7.26,7.32,3.0,9.18,17.74,8.56,13.32,9.62,19.79,0.44,557.38,55.53,178.12,234.41,150.74,23.62,557.18,15.71,7.53,290.41,10.65,4.68,16.53,9.44,332.0,2.68,0.03,0.03,14.47,11.0,1.5,0.12,0.18,0.12,45.88,14.97,12.32,1.85,4.91,3.15,0.21,0.18,0.15,0.03,0.0,1.87,5.91,14.94,29.03,3.94,6.71,13.0,0.44,1.32,27.29,25.97,93.88,26.65,39.79,20.24,0.03,46.9,0.0,54.86,76.13,86.09,83.24,49.9,57.29,47.93,0.01,64.15,39.56,3.38
Standard Liège,23.7,30,0.73,1.19,10.37,2.97,0.27,0.3,17.9,1.37,290.77,397.53,113.83,139.7,131.13,162.57,37.17,74.0,7.53,23.17,6.73,1.63,31.27,13.63,30.97,17.7,10.47,8.9,7.23,1.57,8.27,15.9,7.63,11.1,11.47,34.23,0.33,524.63,63.83,187.8,231.2,111.77,18.7,524.33,15.07,6.77,316.8,11.23,3.93,16.73,9.6,287.6,1.7,0.07,0.03,11.03,10.6,2.07,0.27,0.03,0.03,41.67,17.87,18.37,1.17,4.57,3.4,0.4,0.03,0.0,0.03,0.0,1.43,5.87,18.7,22.0,3.3,8.47,16.3,1.17,1.43,36.23,26.33,75.87,19.27,31.0,18.73,0.03,40.9,-0.39,49.32,73.14,81.48,80.66,50.23,55.77,44.92,0.18,74.4,31.39,7.18
Stoke City,24.1,46,0.96,1.1,10.2,3.26,0.11,0.13,17.46,1.65,315.43,417.96,130.74,151.17,145.33,172.76,31.57,72.35,6.93,22.87,5.57,1.3,28.24,12.98,27.89,15.37,9.61,6.85,6.13,2.39,6.48,13.26,6.78,10.96,8.02,28.3,0.46,533.96,68.67,204.59,226.24,108.33,17.65,533.83,16.0,6.15,278.11,8.67,4.28,14.67,7.87,312.48,2.33,0.0,0.0,11.74,9.28,2.15,0.13,0.11,0.11,36.15,14.98,17.8,1.35,4.54,3.28,0.3,0.11,0.07,0.02,0.02,1.55,4.26,15.22,29.04,4.54,7.76,16.37,1.09,2.22,32.78,22.54,69.11,19.11,28.8,16.09,0.04,46.9,-0.13,45.7,75.47,86.49,84.12,43.64,56.2,38.44,0.13,72.25,27.99,6.66
Sunderland,23.5,46,1.2,1.26,12.7,3.91,0.02,0.11,22.72,1.98,360.93,453.78,140.54,162.72,172.61,195.13,37.41,70.17,9.59,32.07,7.85,1.87,39.93,19.3,39.43,16.74,9.91,8.3,6.13,2.3,7.83,15.54,7.72,10.67,7.72,26.24,0.33,572.52,60.78,189.78,254.35,135.09,23.43,572.41,20.17,8.87,316.28,11.89,6.07,15.59,9.57,357.43,2.2,0.09,0.02,10.72,12.41,1.72,0.11,0.11,0.11,40.7,14.04,14.87,0.96,3.0,2.13,0.37,0.11,0.09,0.02,0.0,0.89,3.67,12.37,27.48,4.61,7.61,13.3,0.59,0.7,28.91,25.15,98.67,24.7,39.22,17.74,0.02,49.1,-0.05,48.56,79.54,86.37,88.46,53.31,54.96,43.98,-0.08,71.0,29.67,4.44
Swansea City,25.5,46,1.04,1.22,10.76,3.46,0.04,0.07,19.2,1.74,424.17,529.59,186.61,209.5,189.83,216.7,39.15,79.2,8.37,30.63,6.87,2.8,36.89,17.41,36.33,16.37,9.96,6.91,7.22,2.24,7.04,13.91,6.87,11.15,7.67,24.15,0.85,640.07,64.2,214.24,293.91,137.63,17.57,640.0,15.8,6.7,365.59,12.37,2.91,15.7,8.43,418.24,1.54,0.02,0.0,10.5,12.67,2.11,0.02,0.09,0.07,41.74,14.8,19.35,1.22,3.61,2.46,0.3,0.09,0.09,0.0,0.0,1.18,6.74,20.98,36.39,4.09,7.11,13.04,0.87,0.83,34.15,24.13,90.63,20.93,30.15,17.0,0.0,57.6,-0.15,43.34,80.09,89.07,87.6,49.43,56.14,42.41,-0.03,68.14,32.13,6.67
São Paulo,28.5,48,1.33,1.12,12.35,3.98,0.08,0.12,22.4,2.25,467.85,550.33,190.0,208.54,217.56,240.92,50.29,76.21,9.58,35.27,7.27,2.27,40.6,16.23,40.27,15.71,9.52,7.33,6.75,1.62,7.12,14.81,7.69,9.25,7.04,18.04,0.52,649.75,60.42,203.42,319.27,132.94,19.1,649.62,18.42,8.77,383.9,13.67,3.42,14.73,8.29,463.77,2.44,0.08,0.06,11.9,12.5,1.58,0.1,0.06,0.06,41.46,13.73,11.79,0.98,3.65,2.73,0.4,0.06,0.06,0.0,0.0,0.84,4.38,9.81,23.52,4.31,7.46,12.6,0.69,0.48,25.52,23.02,97.1,24.65,32.06,16.65,0.0,58.08,0.19,53.8,85.01,91.11,90.3,65.99,54.52,47.61,-0.17,74.79,44.65,5.48
Südtirol,28.0,38,1.26,1.14,11.97,3.5,0.16,0.16,20.68,2.18,268.29,376.55,111.76,135.5,112.29,143.61,36.5,75.29,8.26,25.08,8.13,2.84,32.29,11.89,31.89,12.92,8.26,6.11,4.87,1.95,5.89,11.76,5.87,10.5,7.79,31.39,0.29,487.95,55.16,159.53,201.66,131.05,22.0,487.79,10.87,4.84,206.0,7.34,2.87,14.37,6.26,265.63,2.45,0.08,0.05,17.24,12.29,1.58,0.08,0.13,0.03,35.37,23.13,21.74,1.5,4.21,2.71,0.21,0.13,0.08,0.03,0.03,1.41,7.11,17.21,19.68,3.84,8.24,16.92,0.82,0.95,44.87,20.63,76.08,22.87,35.84,14.16,0.05,43.9,0.11,51.55,71.25,82.48,78.19,48.48,57.33,44.53,-0.06,64.37,41.31,4.85
Talleres,26.9,35,1.29,1.11,13.74,3.83,0.06,0.06,23.6,2.34,361.46,459.8,145.57,168.11,162.69,190.54,44.74,77.63,10.09,32.14,7.51,2.4,38.37,14.63,38.2,18.46,11.49,9.09,7.4,1.97,8.11,15.03,6.91,10.71,9.46,20.77,0.23,578.03,52.4,170.34,281.31,132.0,17.26,577.97,19.29,9.0,309.91,11.83,2.74,17.8,9.46,358.29,2.66,0.17,0.03,11.4,10.77,1.74,0.06,0.17,0.03,45.06,14.29,14.57,1.03,3.31,2.31,0.37,0.17,0.17,0.0,0.0,0.86,6.6,14.83,22.31,2.54,7.31,14.69,0.97,0.6,28.86,27.26,91.2,25.94,29.91,19.6,0.0,53.15,0.16,49.51,78.61,86.59,85.38,57.63,58.52,46.66,-0.2,69.79,44.5,6.6
The Strongest,31.0,8,1.12,1.1,11.25,3.12,0.25,0.25,19.25,1.88,300.12,396.12,134.62,153.75,121.62,148.62,31.0,64.75,8.5,21.62,5.38,2.5,30.75,13.62,30.5,16.88,12.0,8.38,7.12,1.38,7.75,16.88,9.12,9.62,6.62,28.12,0.25,512.38,64.75,175.25,238.75,104.0,13.62,512.12,15.0,6.25,261.38,11.0,1.62,17.38,7.75,297.38,2.0,0.12,0.0,9.5,8.25,1.12,0.0,0.0,0.0,41.88,11.25,13.5,1.25,6.0,4.75,0.62,0.0,0.0,0.0,0.0,1.36,4.62,14.5,17.25,5.12,11.88,20.62,0.62,0.62,24.75,25.12,74.88,21.12,23.12,19.75,0.0,45.9,0.02,45.45,75.76,87.56,81.83,47.88,58.5,41.67,0.08,79.17,31.86,3.01
Tigre,24.7,27,0.93,0.99,10.7,3.44,0.07,0.07,18.19,1.52,359.89,471.74,150.04,177.07,163.0,195.78,37.52,71.52,7.81,27.44,6.67,1.89,38.41,17.59,38.0,18.15,11.15,7.81,8.37,1.96,8.93,16.56,7.63,11.19,9.3,22.85,0.3,591.85,60.52,183.67,282.7,131.59,17.04,591.78,20.0,9.33,312.74,12.78,3.33,17.19,10.81,356.74,1.81,0.04,0.04,11.81,10.04,1.78,0.04,0.11,0.04,45.11,17.52,16.19,1.11,3.96,2.89,0.33,0.11,0.11,0.0,0.0,1.2,2.96,8.78,21.78,5.52,8.85,16.93,1.44,0.56,33.7,28.0,94.0,19.7,28.93,20.07,0.0,52.0,-0.06,51.99,76.29,84.73,83.26,52.46,57.85,46.65,0.07,72.98,33.71,8.51
Tijuana,26.6,34,1.56,1.31,13.47,4.71,0.21,0.21,24.18,2.79,453.53,545.26,192.71,214.79,203.21,228.21,46.74,77.24,10.59,38.62,7.79,1.85,41.09,15.62,40.56,17.71,11.65,8.65,7.38,1.68,8.09,14.82,6.74,9.24,9.38,21.53,0.35,660.06,60.88,208.76,304.12,152.91,20.53,659.85,17.35,8.65,392.15,12.41,5.15,18.21,11.21,448.18,1.97,0.06,0.0,12.15,11.71,1.32,0.18,0.21,0.06,42.71,12.41,11.18,1.76,5.26,3.53,0.12,0.21,0.18,0.03,0.0,1.76,4.68,11.74,35.47,4.09,8.44,12.24,0.59,1.03,23.59,29.41,97.26,26.97,35.32,19.74,0.03,58.2,0.19,52.61,83.18,89.72,89.05,60.51,60.68,49.86,0.0,67.11,39.86,4.82
Toluca,27.3,34,2.21,1.58,14.29,6.0,0.06,0.09,25.59,3.68,439.09,527.44,171.21,191.56,205.21,228.85,53.0,84.59,11.24,34.18,8.97,1.74,39.74,18.09,39.15,18.41,11.82,8.71,7.91,1.79,9.06,16.56,7.5,9.38,9.24,19.85,0.24,633.47,64.47,207.24,294.74,137.94,21.56,633.38,14.91,7.29,381.97,14.88,4.74,14.12,8.03,433.06,1.97,0.06,0.03,11.24,9.5,1.82,0.06,0.03,0.03,40.76,9.56,9.38,1.12,4.09,3.0,0.32,0.03,0.03,0.0,0.0,1.11,4.5,11.47,30.91,3.59,9.12,12.62,0.74,1.12,18.94,22.15,96.97,29.26,37.0,20.88,0.0,53.7,0.4,50.48,83.25,89.38,89.67,62.66,59.71,48.89,-0.01,73.35,39.23,5.86
Toronto FC,27.4,34,1.12,1.14,11.09,3.76,0.09,0.18,19.97,2.0,421.03,512.35,189.18,209.85,177.88,202.12,45.26,77.38,8.5,32.38,7.91,1.88,38.29,15.59,37.85,15.71,9.68,7.41,6.38,1.91,7.41,13.09,5.68,11.18,8.62,17.5,0.44,618.29,63.12,215.74,273.15,135.41,21.79,618.12,18.65,8.74,348.97,11.88,4.94,15.29,8.79,417.21,3.0,0.15,0.15,12.26,11.5,2.03,0.15,0.15,0.03,46.56,12.29,11.94,1.79,4.74,2.97,0.24,0.15,0.15,0.0,0.0,1.68,3.59,11.41,26.5,4.15,7.09,12.24,0.68,1.32,24.24,24.09,91.74,21.97,36.53,17.09,0.0,49.9,-0.02,50.7,82.18,90.15,88.01,58.49,59.34,46.86,-0.07,62.66,31.46,5.56
Twente,25.7,34,1.79,1.61,14.35,5.06,0.21,0.21,25.85,3.21,411.47,517.0,175.85,199.71,187.21,217.03,39.12,73.94,11.24,34.53,10.32,2.74,44.44,18.12,44.26,16.38,10.35,7.03,7.0,2.35,8.06,15.56,7.5,10.88,7.79,25.79,0.41,630.65,67.82,202.65,275.47,157.79,24.76,630.44,12.97,5.38,351.79,12.15,4.82,14.06,7.0,407.82,1.29,0.03,0.0,10.26,10.12,1.71,0.15,0.06,0.0,43.38,14.26,16.35,1.44,3.53,2.09,0.32,0.06,0.06,0.0,0.0,1.28,3.68,10.76,27.32,4.76,7.47,12.85,0.71,1.24,30.62,21.06,106.82,29.06,42.65,18.41,0.0,53.3,0.11,46.57,79.59,88.05,86.26,52.91,57.64,41.48,-0.12,59.21,34.2,5.53
UANL,29.4,34,1.35,1.44,14.88,4.38,0.15,0.18,25.79,2.44,414.47,509.62,179.21,199.44,182.44,210.65,44.09,76.5,10.88,37.5,8.65,2.91,45.88,17.26,45.12,18.38,11.88,8.21,7.97,2.21,8.65,15.88,7.24,10.26,9.94,17.85,0.26,621.24,52.53,176.35,292.35,158.88,23.12,621.06,15.74,7.26,345.5,11.85,4.21,17.15,8.44,409.06,1.88,0.18,0.06,12.03,12.38,1.91,0.15,0.15,0.0,43.09,12.06,11.68,0.85,3.85,3.0,0.35,0.15,0.12,0.0,0.03,1.02,5.06,10.91,27.21,3.53,8.38,12.0,0.56,1.38,23.74,25.59,108.26,28.24,38.88,20.53,0.03,53.6,-0.06,50.8,81.33,89.86,86.61,57.63,59.92,46.12,0.17,77.92,46.38,4.67
UNAM,25.9,34,1.26,1.34,13.03,3.97,0.18,0.24,23.53,2.15,373.88,465.41,156.62,174.94,167.06,191.53,41.38,76.62,10.09,35.74,6.68,2.26,38.79,15.53,38.53,18.18,11.47,8.03,8.03,2.12,8.88,16.5,7.62,10.06,8.5,21.06,0.29,580.29,54.35,171.71,282.5,131.38,18.53,580.06,15.18,7.0,317.94,13.47,3.85,18.09,9.41,369.94,2.24,0.03,0.0,12.88,10.32,1.85,0.24,0.09,0.06,41.97,12.06,11.12,1.15,3.59,2.5,0.38,0.09,0.09,0.0,0.0,0.99,4.82,13.12,25.0,4.62,8.53,11.18,0.62,1.79,23.18,27.5,92.85,25.68,31.32,20.35,0.0,49.6,-0.06,52.03,80.33,89.53,87.22,54.01,58.68,46.11,-0.16,69.64,36.74,5.55
Union SG,25.4,30,1.53,1.85,14.23,5.13,0.2,0.23,24.4,2.47,361.4,466.73,143.07,172.57,160.0,191.37,44.77,75.5,11.2,33.23,8.7,1.8,44.27,18.37,43.77,20.87,13.1,9.93,8.1,2.83,10.37,20.93,10.57,12.83,10.07,25.6,0.23,601.37,53.63,172.73,281.8,154.17,28.9,601.13,21.9,9.1,385.6,15.43,6.83,18.17,9.7,357.73,2.37,0.1,0.07,12.97,10.6,2.4,0.2,0.07,0.0,48.93,16.0,14.37,0.83,3.3,2.47,0.43,0.07,0.03,0.0,0.03,1.12,6.47,14.8,26.53,3.3,5.93,13.7,0.63,0.83,30.37,27.87,106.4,26.87,46.23,23.47,0.03,50.3,-0.17,52.68,77.43,82.91,83.61,59.3,56.15,41.55,0.26,74.85,43.72,4.6
Universitario,30.2,6,0.83,0.6,10.83,2.33,0.0,0.0,18.67,1.0,262.0,360.33,120.0,138.5,100.67,130.5,34.33,69.67,8.5,23.0,5.17,2.67,26.33,9.67,25.83,18.67,11.67,8.33,8.5,1.83,10.83,19.83,9.0,8.83,6.33,16.0,0.17,457.5,39.83,123.67,235.17,101.83,12.83,457.5,11.67,5.83,227.33,6.67,1.83,17.33,8.83,259.5,2.5,0.17,0.17,12.17,11.17,1.17,0.0,0.0,0.0,43.33,15.0,17.17,1.5,2.83,1.33,0.0,0.0,0.0,0.0,0.0,1.43,5.83,13.67,14.17,2.33,7.83,12.67,1.33,0.5,32.17,26.17,61.83,19.67,22.5,22.5,0.0,41.3,0.38,46.63,72.71,86.64,77.14,49.28,58.44,49.96,-0.05,47.0,42.65,10.5
Unión,26.1,27,0.93,1.04,12.67,3.41,0.11,0.11,21.89,1.56,284.81,400.89,97.44,122.74,137.52,170.37,44.78,86.22,8.96,28.04,7.74,2.96,35.96,12.48,35.52,18.56,11.89,8.52,7.74,2.3,8.85,17.33,8.48,10.15,9.93,20.78,0.04,517.41,47.89,162.85,233.81,126.37,17.93,517.3,15.44,6.96,251.11,10.07,2.22,18.07,8.93,281.63,2.37,0.15,0.07,10.89,10.15,1.48,0.11,0.26,0.0,43.3,17.78,17.85,0.96,3.59,2.59,0.44,0.26,0.22,0.04,0.0,1.02,4.81,14.0,18.26,4.26,8.59,13.74,0.78,0.78,35.63,27.0,83.96,23.44,30.85,20.74,0.04,49.0,-0.11,49.9,71.04,79.39,80.72,51.94,57.79,45.08,0.06,72.14,34.36,5.68
Utrecht,26.0,34,1.71,1.45,14.32,4.62,0.06,0.06,25.12,2.88,335.38,439.35,127.29,149.35,158.35,188.76,40.74,76.12,10.97,28.18,8.56,2.65,38.59,17.0,38.26,19.12,11.76,8.82,7.85,2.44,8.32,16.15,7.82,9.24,9.71,27.65,0.38,563.97,66.68,188.32,240.79,141.03,24.88,563.91,16.41,7.35,299.06,12.62,4.32,16.35,9.09,331.59,1.41,0.03,0.0,10.35,10.79,1.12,0.0,0.12,0.03,41.82,18.18,16.41,1.32,4.41,3.12,0.26,0.12,0.12,0.0,0.0,1.34,5.09,13.97,27.0,3.76,7.74,13.94,0.88,0.94,34.59,25.44,93.85,28.0,40.41,20.09,0.0,46.6,0.18,52.56,76.34,85.23,83.89,53.52,56.93,44.79,0.01,70.75,36.44,6.31
Vancouver W'caps,26.7,34,1.47,1.45,12.5,4.12,0.06,0.09,22.18,2.44,412.76,500.18,146.47,162.47,208.26,233.0,52.21,85.18,9.59,33.0,8.53,3.09,37.0,13.0,36.79,14.65,9.0,6.56,6.21,1.88,6.71,13.26,6.56,10.79,8.76,20.91,0.32,599.38,65.35,197.59,268.56,138.03,21.65,599.29,11.5,5.26,345.53,10.74,2.91,13.32,6.15,410.56,1.97,0.09,0.06,9.94,9.68,1.65,0.06,0.18,0.06,41.26,12.71,12.18,1.44,4.06,2.65,0.21,0.18,0.15,0.03,0.0,1.48,4.03,11.59,23.38,2.94,6.32,13.88,0.62,0.53,24.88,19.47,86.79,24.62,36.18,15.71,0.03,47.6,0.01,51.09,82.52,90.15,89.38,61.29,56.29,45.74,0.03,65.27,34.77,4.47
Vasco da Gama,27.5,38,1.11,0.97,11.5,3.58,0.03,0.08,20.66,1.97,361.82,454.34,159.05,179.95,150.87,175.5,42.79,73.32,8.68,30.74,6.71,2.58,35.0,14.45,34.87,19.24,12.76,9.76,7.61,1.87,9.13,17.82,8.68,10.92,9.24,23.45,0.37,563.58,59.08,181.92,265.26,122.24,15.42,563.5,15.21,7.53,302.71,11.63,2.5,13.82,9.05,358.68,2.47,0.18,0.05,12.37,11.39,1.58,0.08,0.0,0.0,41.29,14.97,13.79,1.47,5.34,3.87,0.21,0.0,0.0,0.0,0.0,1.61,4.68,11.79,19.16,4.34,8.42,15.84,0.79,0.39,28.76,22.87,84.32,22.63,27.21,21.89,0.0,48.9,0.14,52.05,79.64,88.39,85.97,58.36,59.07,49.51,0.09,72.47,39.69,4.99
Vitória,27.0,72,1.21,1.21,12.5,3.99,0.14,0.14,22.14,2.04,359.32,451.83,152.46,173.0,160.44,186.03,37.86,69.17,9.03,28.56,6.75,2.44,37.53,14.36,37.21,16.44,10.25,8.29,6.24,1.92,8.4,15.69,7.29,10.25,8.71,23.28,0.35,561.9,57.51,177.24,261.46,128.47,18.11,561.76,15.9,6.99,306.39,10.97,2.67,15.04,8.85,356.14,2.62,0.1,0.01,13.1,12.99,1.51,0.11,0.15,0.03,41.32,14.6,15.31,1.24,3.67,2.46,0.31,0.15,0.11,0.0,0.04,1.08,3.5,10.61,23.85,3.33,7.38,14.65,0.72,0.69,29.9,23.89,89.1,24.18,29.97,18.65,0.04,49.15,0.0,48.83,79.53,88.13,86.24,54.73,58.05,43.96,-0.15,67.03,32.99,4.91
Vélez Sarsfield,26.5,27,1.37,1.44,12.48,4.07,0.19,0.22,21.63,2.15,329.07,449.0,142.67,171.56,137.3,173.41,39.63,73.3,9.11,29.37,7.93,1.67,44.48,18.81,43.93,18.07,10.93,8.7,7.3,2.07,8.26,15.96,7.7,11.41,8.78,23.22,0.22,573.15,56.37,177.04,258.04,144.81,20.3,572.93,19.63,8.81,279.63,12.89,3.7,20.37,10.74,325.56,2.07,0.15,0.04,10.7,12.74,1.67,0.11,0.11,0.04,50.26,16.0,18.11,0.59,2.96,2.37,0.59,0.11,0.07,0.04,0.0,0.69,3.7,11.19,22.3,5.33,7.96,13.19,0.59,0.81,34.11,31.11,107.22,23.78,33.59,19.19,0.04,53.6,-0.05,46.91,73.29,83.16,79.18,54.07,56.39,44.88,0.14,80.07,33.07,4.47
Watford,25.3,46,1.13,1.2,11.33,3.46,0.15,0.15,20.41,1.98,372.98,472.52,180.63,201.22,149.52,177.67,32.35,68.76,8.35,25.91,5.78,1.5,31.17,17.74,30.8,15.59,10.48,8.26,5.54,1.78,7.74,13.48,5.74,10.0,8.04,26.54,0.72,588.2,63.28,210.67,257.28,126.07,19.7,588.02,17.89,7.96,315.41,12.09,5.7,16.72,9.3,370.02,2.24,0.13,0.07,12.26,10.59,1.76,0.11,0.02,0.02,37.72,15.87,15.65,1.33,4.37,3.04,0.26,0.02,0.0,0.02,0.0,1.49,4.3,13.96,25.8,4.17,8.15,14.74,0.57,0.98,31.52,26.02,79.72,22.39,32.67,18.22,0.02,52.4,-0.06,50.35,78.93,89.77,84.16,47.05,62.68,44.49,0.11,69.57,30.8,3.87
West Brom,26.7,46,1.22,1.27,12.83,3.61,0.02,0.02,22.67,2.22,412.02,508.96,180.28,200.83,186.46,213.28,36.78,71.78,9.76,29.85,6.67,2.28,35.98,18.65,35.67,15.07,8.96,7.78,5.54,1.74,7.11,12.93,5.83,9.46,7.13,27.48,0.37,620.11,64.37,213.39,273.04,138.39,21.87,620.09,16.91,7.8,346.59,10.89,5.43,13.87,7.91,408.09,1.72,0.09,0.02,9.28,12.0,1.65,0.02,0.02,0.07,37.72,16.15,14.8,1.02,3.37,2.41,0.3,0.02,0.02,0.0,0.0,0.98,4.65,15.04,32.17,4.72,6.8,14.89,0.91,1.2,30.96,21.78,90.3,24.89,36.26,16.07,0.0,54.1,-0.04,52.16,80.95,89.77,87.42,51.24,57.39,46.13,-0.04,71.51,30.92,6.11
Westerlo,23.3,30,1.67,1.63,15.7,5.6,0.17,0.2,27.83,2.73,320.57,427.8,111.7,140.3,148.9,180.17,49.23,84.9,11.5,32.43,8.77,2.7,44.93,18.93,44.47,18.9,11.7,8.67,7.67,2.57,8.33,16.43,8.1,11.3,9.9,27.8,0.33,556.17,65.53,175.17,241.53,148.1,25.87,555.97,20.57,9.97,346.77,14.6,5.27,18.4,8.43,317.27,2.77,0.1,0.07,10.03,9.9,1.4,0.2,0.23,0.03,44.83,17.3,16.03,1.63,4.7,3.03,0.17,0.23,0.17,0.07,0.0,1.64,5.6,14.83,28.97,4.4,8.37,15.37,0.73,1.33,33.33,26.83,108.33,30.57,42.6,20.03,0.07,47.2,0.02,51.91,74.93,79.62,82.64,57.99,56.69,48.47,0.01,64.47,37.76,4.75
Willem II,25.8,34,0.88,0.78,8.79,2.97,0.09,0.09,15.62,1.47,334.29,429.09,139.53,159.41,148.97,172.85,38.79,75.56,7.09,28.82,4.91,1.65,28.74,13.47,28.38,16.5,9.76,8.91,5.82,1.76,8.15,15.76,7.62,12.29,8.74,29.85,0.35,545.5,81.21,209.56,231.85,109.5,13.71,545.41,14.41,6.59,289.12,10.24,2.76,15.68,8.38,331.44,1.79,0.09,0.03,10.15,8.41,1.06,0.09,0.18,0.09,38.65,15.97,17.26,1.65,5.32,3.76,0.15,0.18,0.18,0.0,0.0,1.79,7.03,18.26,24.5,3.76,10.29,18.24,1.06,0.32,33.24,24.06,70.59,17.09,23.03,17.91,0.0,44.0,0.13,48.04,77.91,87.53,86.18,51.34,55.52,45.73,0.08,70.68,38.5,5.81
Zwolle,24.3,34,1.24,1.15,11.0,3.65,0.09,0.09,19.65,2.09,384.41,483.21,167.35,189.97,171.59,198.12,36.35,71.56,8.56,30.85,7.24,1.65,36.59,15.41,36.35,18.56,11.74,8.71,7.29,2.56,8.82,17.24,8.41,11.82,9.26,31.76,0.62,612.85,78.26,219.21,265.26,134.38,19.76,612.76,17.76,7.76,319.06,11.71,4.32,18.09,10.15,381.35,1.53,0.09,0.06,11.5,10.44,1.15,0.09,0.18,0.03,44.18,14.91,15.53,1.5,4.71,3.24,0.18,0.18,0.09,0.0,0.09,1.61,5.18,17.44,30.65,5.32,8.24,16.18,1.32,0.71,30.44,28.24,88.35,21.74,32.97,20.56,0.09,50.2,0.08,48.98,79.55,88.09,86.61,50.8,57.43,43.69,0.07,68.79,29.7,8.16
