Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Montpellier,594,Ligue 1,0.7,0.39,10.85,3.27,1.0,0.9,0.09,0.12,18.3,1.18,7.64,25.67,5.09,2.27,19.09,0.64,0.66,323.76,403.21,31.45,1.36,3.27,8.33,1.88,362.94,38.39,11.18,143.15,163.91,139.15,162.45,32.03,53.21,5696.39,1746.73,271.42,16.03,1532.18,744.64,10.97,4.18,18.45,7.94,9.15,19.12,11.48,9.15,8.0,1.97,9.39,18.42,9.03,8.03,11.15,3.73,21.61,0.7,39.76,14.45,8.97,23.42,326.18,31.21,512.76,33.7,146.67,249.88,122.18,16.36,512.64,2.61,0.27,12.82,13.0,1.97,0.27,0.09,0.09,11.21,13.39,24.61,5.7,2.33,3.42,2.01,-0.32,0.03,5.97,15.03,27.27,4.06,145.33,6.39,272.27,14.03,0.85,0.88,16.32
Monza,760,Serie A,0.71,0.47,8.76,2.61,0.79,0.72,0.08,0.08,15.34,1.11,6.45,23.21,5.16,1.89,17.26,0.41,0.52,348.39,423.92,28.84,0.79,2.0,7.76,1.32,383.63,38.97,12.26,151.53,170.29,160.18,182.68,29.11,49.24,6052.74,1762.45,316.29,14.03,1601.66,763.84,10.87,2.34,13.34,5.79,5.97,14.79,8.29,8.0,5.32,1.47,7.16,13.13,5.97,8.03,10.05,4.13,22.29,0.95,33.16,13.42,8.79,22.21,350.13,28.45,521.71,40.55,178.13,241.34,106.71,12.63,521.63,2.34,0.13,13.47,13.55,1.42,0.11,0.0,0.05,14.71,15.89,30.61,4.82,1.82,3.03,1.58,-0.24,0.13,5.71,14.66,32.11,4.13,128.42,4.79,213.27,14.05,0.68,0.87,17.9
NK Celje,296,Europa Conference League,2.03,0.86,12.84,4.55,1.99,1.78,0.08,0.26,23.54,3.41,9.81,29.47,8.45,2.16,12.86,1.41,1.41,371.18,446.62,36.59,2.24,2.97,9.03,1.49,412.41,32.73,10.47,146.92,166.28,176.35,198.23,42.18,60.95,6891.78,2046.42,306.07,18.22,1722.7,935.32,13.7,5.38,15.88,7.31,7.69,14.57,7.77,7.24,6.04,1.28,6.59,15.91,9.31,10.59,9.2,2.66,20.86,0.23,37.68,13.88,7.49,21.36,376.77,35.97,549.08,32.55,163.62,248.68,142.01,24.57,548.82,1.82,0.0,12.88,11.26,1.49,0.15,0.26,0.0,10.51,9.78,20.3,5.16,2.07,2.97,1.71,-0.36,0.11,5.54,12.14,25.99,5.28,175.67,8.0,308.31,14.05,0.88,0.32,5.76
Nantes,612,Ligue 1,1.15,0.79,10.15,3.5,1.16,1.05,0.15,0.15,18.03,1.88,7.5,25.38,6.35,2.5,17.97,0.69,0.83,302.85,379.56,30.97,0.82,1.26,8.21,0.85,341.91,36.79,9.26,136.41,155.18,133.47,154.65,25.47,48.26,5220.56,1781.94,260.85,14.76,1314.29,638.47,10.12,4.15,15.44,6.68,8.18,18.91,11.03,9.88,6.59,2.44,9.38,16.56,7.18,8.29,11.76,3.41,29.18,0.24,37.18,14.24,8.41,22.65,305.71,30.71,491.91,35.0,146.59,237.53,112.91,18.94,491.76,2.0,0.12,12.12,11.21,0.91,0.21,0.09,0.09,12.32,12.85,25.18,4.35,1.53,2.91,1.49,-0.04,0.18,4.44,13.62,25.26,4.09,141.36,5.59,278.27,17.29,0.97,0.44,6.81
Napoli,760,Serie A,1.47,1.11,13.13,3.95,1.38,1.28,0.11,0.13,23.16,2.63,10.29,32.32,8.37,2.0,17.92,0.84,1.0,413.89,491.26,40.66,1.26,2.26,8.95,1.39,451.13,38.74,11.11,187.82,208.29,182.87,205.37,33.97,53.13,7106.5,2118.5,326.26,19.45,1725.61,874.29,11.66,5.45,16.08,6.42,7.53,14.08,8.5,6.24,6.26,1.58,6.79,12.34,5.55,7.11,8.32,2.63,20.87,0.29,36.08,12.42,8.58,21.0,418.05,40.26,590.82,29.58,158.84,297.47,139.34,22.87,590.68,1.18,0.0,10.89,11.61,1.45,0.08,0.11,0.03,13.74,12.11,25.84,2.53,0.71,1.82,0.76,0.05,0.5,2.68,6.61,30.47,3.45,95.07,5.39,186.19,11.53,0.66,1.32,25.25
Newcastle Utd,760,Premier League,1.74,1.32,13.66,4.29,1.7,1.57,0.13,0.16,24.5,3.03,10.47,30.18,10.5,1.84,18.55,0.99,1.19,383.58,467.97,41.95,2.05,2.45,9.24,1.84,429.32,36.82,10.21,190.47,213.26,158.26,181.76,26.24,48.68,6314.08,2082.47,325.66,19.97,1775.47,887.21,12.47,6.92,17.29,7.42,7.84,15.87,9.76,7.24,6.18,2.45,8.05,15.89,7.84,7.08,10.79,3.71,22.34,0.76,41.84,12.92,11.5,24.42,389.84,41.66,573.95,35.11,165.11,253.74,161.16,28.47,573.79,1.74,0.03,10.32,11.68,1.87,0.0,0.11,0.05,12.42,12.24,24.66,4.24,1.24,3.03,1.26,0.02,0.34,2.37,8.87,22.84,6.47,183.21,6.47,285.26,12.79,1.29,1.97,38.41
Nice,900,"Europa League, Ligue 1",1.52,1.06,14.48,4.94,1.69,1.56,0.12,0.16,25.8,2.6,10.72,28.78,9.42,2.18,18.98,1.02,1.15,369.18,455.06,39.2,2.04,2.24,9.04,1.6,416.3,37.16,11.0,186.02,209.1,150.38,175.78,23.58,45.1,5961.14,1973.06,328.78,21.3,1814.02,1017.48,13.94,4.78,21.48,9.46,10.38,18.5,11.7,8.22,7.68,2.6,8.86,15.7,6.84,10.82,12.3,3.78,21.36,1.04,46.84,16.72,10.26,26.98,374.52,38.96,574.84,33.48,153.78,280.26,148.0,24.56,574.68,1.86,0.22,10.34,12.08,1.6,0.06,0.14,0.06,12.78,11.6,24.38,4.98,1.46,3.56,1.42,-0.04,0.16,3.08,7.4,28.0,5.14,142.48,5.04,156.87,12.8,1.1,1.38,25.93
Nott'ham Forest,760,Premier League,1.5,1.11,12.11,4.26,1.19,1.12,0.08,0.08,20.84,2.39,8.71,24.45,6.24,1.68,16.34,0.69,0.85,271.13,351.79,29.55,1.55,1.63,7.42,2.05,317.05,32.68,8.71,137.97,158.29,102.55,127.37,20.18,42.24,4382.71,1539.21,216.87,16.63,1226.76,654.37,10.11,4.89,15.29,6.82,6.13,18.34,11.0,10.66,5.92,1.76,9.0,17.61,8.61,8.47,11.24,4.13,31.42,0.61,41.34,14.82,8.53,23.34,271.21,29.39,470.89,42.89,141.97,201.79,133.26,20.66,470.82,2.26,0.11,10.53,10.76,2.39,0.05,0.08,0.0,14.61,14.66,29.26,4.34,1.21,3.13,1.29,0.08,0.34,6.42,18.37,18.82,2.18,92.02,7.11,385.72,18.68,0.5,0.32,5.15
Olimpija,248,Europa Conference League,1.02,0.29,11.44,3.24,1.19,1.14,0.0,0.06,19.79,1.89,7.42,27.21,6.71,2.06,18.29,0.6,0.89,329.58,420.32,35.52,1.21,4.76,8.55,1.45,378.31,40.56,12.44,120.79,143.21,160.79,186.35,38.95,67.32,6240.45,1852.61,307.4,16.29,1709.9,865.35,11.29,3.24,18.98,8.34,10.08,16.71,10.5,8.92,5.52,2.27,5.98,13.0,7.02,9.47,9.31,4.03,30.05,0.44,40.45,16.32,9.58,25.9,334.15,35.02,541.69,37.23,170.26,258.32,119.74,19.29,541.63,2.66,0.21,14.27,13.37,1.45,0.21,0.06,0.0,15.79,14.11,29.9,4.29,0.94,3.15,1.43,0.5,0.65,3.97,9.03,24.15,4.21,135.68,6.03,220.46,15.69,1.23,0.63,11.37
Olympiacos,320,Europa League,1.11,1.0,13.79,4.09,1.64,1.42,0.0,0.28,25.36,1.55,11.4,34.16,9.29,3.56,22.7,1.0,1.14,309.95,420.98,41.84,1.74,3.84,11.64,3.35,379.52,38.1,9.94,142.18,173.25,130.02,163.56,29.56,53.95,5433.01,1760.14,270.19,15.79,1451.36,725.84,13.12,2.84,17.09,6.98,8.95,22.34,14.88,8.02,10.11,4.2,10.46,20.8,10.34,13.85,15.26,3.14,19.48,0.34,50.65,17.27,10.02,27.3,310.21,41.72,547.05,21.52,99.64,287.71,166.52,23.78,546.78,1.78,0.0,13.22,9.95,3.91,0.11,0.28,0.0,21.22,18.98,40.2,3.39,0.54,2.79,0.96,0.42,0.72,5.59,17.61,23.06,4.56,193.7,4.76,259.64,8.49,0.99,3.51,72.89
Osasuna,760,La Liga,1.21,0.74,10.76,3.24,1.15,0.98,0.24,0.24,18.95,2.16,7.89,24.55,6.97,3.34,21.55,0.81,0.76,296.95,387.82,32.08,0.74,3.42,9.18,1.63,347.16,39.03,9.63,129.58,151.55,131.68,160.0,28.58,54.05,5267.47,1791.97,255.63,14.92,1320.58,647.97,11.16,3.53,15.55,6.82,7.34,16.11,9.58,7.74,6.29,2.08,8.13,16.11,7.97,7.0,10.18,2.68,23.34,0.39,37.53,13.95,7.71,21.66,303.03,31.68,490.21,29.45,129.58,233.95,131.76,19.39,489.97,2.18,0.0,13.34,9.87,1.74,0.16,0.24,0.03,16.11,13.53,29.63,4.92,1.37,3.58,1.51,0.14,0.24,7.79,17.08,26.32,3.76,137.26,7.55,385.64,14.16,0.87,2.26,50.61
PAOK,320,Europa League,1.4,1.01,13.52,5.25,1.62,1.45,0.22,0.22,23.65,2.58,10.46,32.51,9.64,1.78,15.39,1.28,1.16,397.01,483.51,38.56,2.79,3.16,9.52,1.79,442.6,39.12,11.44,167.99,186.99,184.41,210.74,36.0,59.15,7040.8,2038.78,355.4,15.72,1881.55,903.74,14.22,3.49,16.71,7.68,8.16,16.16,9.07,8.1,5.72,2.34,7.71,14.94,7.22,8.71,12.8,3.1,23.79,0.5,41.41,15.09,8.16,23.25,395.59,37.89,598.08,36.39,168.74,288.12,147.3,25.49,597.85,1.7,0.1,10.21,12.05,1.9,0.0,0.22,0.11,11.98,15.29,27.26,4.56,1.32,3.35,1.6,0.28,0.34,3.84,13.72,35.14,2.95,99.68,4.47,212.16,13.75,0.21,0.65,14.92
PSV Eindhoven,352,Champions League,1.85,1.2,17.43,6.75,1.59,1.55,0.05,0.05,31.58,3.2,13.68,39.68,9.88,2.57,20.68,1.1,1.09,434.84,519.22,48.62,0.56,3.33,8.95,1.36,482.93,34.92,9.53,192.07,212.82,190.61,215.02,38.95,59.34,7551.93,2310.88,349.12,18.47,1882.22,949.61,12.41,6.16,17.82,7.59,8.86,20.6,12.85,8.2,9.42,2.98,10.15,18.92,8.77,11.02,10.86,3.41,17.49,0.5,46.16,12.19,7.74,19.93,439.42,47.98,632.93,32.85,153.58,310.69,174.31,28.58,632.89,2.12,0.1,10.49,8.94,1.47,0.1,0.05,0.0,12.69,12.43,25.12,5.17,1.77,3.4,1.78,0.0,0.1,6.27,13.2,34.94,4.4,127.73,5.84,253.81,13.38,1.1,1.12,18.36
Pafos FC,280,Europa Conference League,1.51,0.56,16.13,5.7,1.76,1.71,0.0,0.06,28.8,2.9,11.84,36.76,11.29,4.06,24.54,1.27,1.08,388.67,479.01,46.39,0.43,2.03,8.71,1.16,436.5,41.36,10.9,150.87,173.46,181.17,209.47,44.21,68.1,7195.24,2338.23,340.53,19.71,1750.39,892.81,12.13,4.17,16.36,7.7,8.1,14.94,9.56,6.34,5.71,2.89,7.51,15.27,7.76,6.9,9.13,1.99,15.17,0.19,43.06,14.6,7.04,21.64,389.66,46.27,576.59,26.61,153.71,268.14,161.41,28.81,576.53,2.61,0.0,13.23,11.37,1.16,0.31,0.06,0.13,12.91,11.7,24.61,2.66,1.19,1.47,1.15,-0.04,0.31,2.66,7.76,25.06,4.19,118.41,4.33,113.87,9.33,0.5,1.0,20.39
Panathinaikos,280,Europa Conference League,1.56,0.5,14.23,4.57,1.8,1.51,0.24,0.37,25.34,2.23,10.5,43.11,9.53,1.16,17.76,1.26,1.2,469.96,549.89,49.3,2.36,3.61,8.57,1.13,511.31,37.44,13.11,233.86,256.41,187.2,212.34,30.79,48.61,7556.41,2328.44,414.91,17.89,2287.09,1098.63,16.9,4.33,18.63,8.47,8.91,16.31,10.33,6.99,6.87,2.46,8.99,14.41,5.43,8.21,7.91,1.49,22.33,0.24,38.19,11.7,9.23,20.93,474.13,48.79,652.81,29.34,152.77,324.39,181.53,27.06,652.44,2.3,0.11,10.83,14.67,1.13,0.13,0.37,0.0,11.17,10.71,21.89,4.69,1.3,3.39,1.42,0.12,0.44,1.67,6.09,26.86,3.96,96.44,3.93,103.22,10.03,0.76,1.44,24.53
Paris S-G,990,"Champions League, Ligue 1",2.33,1.78,18.66,7.43,2.44,2.32,0.13,0.15,33.66,3.99,15.17,51.54,12.44,1.83,17.15,1.62,1.88,628.89,704.91,59.98,2.62,5.43,9.84,1.53,665.96,37.43,10.47,297.32,320.23,273.01,294.28,42.35,57.43,10395.2,2746.8,493.56,28.36,2559.8,1400.28,21.9,10.55,25.42,11.76,12.09,18.53,11.54,7.53,7.7,3.3,9.26,17.54,8.27,8.18,10.64,2.73,15.56,0.47,47.6,13.61,10.6,24.21,632.67,59.67,816.22,34.42,168.76,414.57,239.52,35.54,816.07,1.07,0.07,9.01,9.89,1.56,0.05,0.11,0.05,7.81,7.21,15.02,3.13,1.02,2.16,0.93,-0.09,0.25,2.31,6.47,24.22,3.96,102.42,4.56,140.26,8.82,0.65,1.02,18.56
Parma,760,Serie A,1.13,0.82,11.0,3.68,1.13,0.99,0.16,0.18,19.42,1.89,8.32,22.16,5.68,1.55,11.24,0.55,0.75,301.71,375.24,27.84,1.13,1.92,6.47,0.76,337.89,36.58,11.37,133.21,153.03,134.42,157.05,25.29,44.39,5190.11,1643.97,271.63,15.21,1393.58,694.47,10.95,4.42,15.45,6.55,7.26,13.74,7.71,7.0,5.29,1.45,6.34,12.68,6.34,7.34,11.42,4.03,24.74,0.45,34.76,14.39,7.82,22.21,304.21,27.61,480.11,35.95,146.24,222.16,117.58,17.24,479.92,1.97,0.18,10.58,11.89,0.82,0.11,0.13,0.05,12.76,13.18,25.95,4.16,1.53,2.68,1.43,-0.12,0.18,5.45,18.34,34.87,5.0,175.08,6.16,318.75,16.92,1.76,1.05,16.88
Petrocub,216,Europa Conference League,0.67,0.17,6.17,1.5,0.73,0.47,0.33,0.33,11.33,1.0,4.0,18.33,4.83,1.83,12.33,0.3,0.28,294.0,373.33,28.83,0.5,1.5,7.67,1.5,343.0,28.83,10.83,135.67,160.33,123.33,147.83,21.67,39.0,4824.33,1621.5,231.17,11.17,1202.67,562.83,8.5,1.67,14.0,6.5,7.17,18.17,11.0,10.67,6.33,1.17,10.0,21.17,11.17,10.17,12.67,3.67,32.83,0.33,45.17,19.0,12.0,31.0,296.83,28.5,494.5,48.83,218.0,197.83,83.33,11.67,494.17,1.83,0.0,12.17,10.17,1.5,0.17,0.0,0.0,9.17,14.17,23.33,5.67,2.17,3.5,1.92,-0.25,0.0,3.33,13.83,26.5,5.5,198.42,7.0,278.12,17.5,1.67,0.5,9.27
Porto,320,Europa League,1.56,1.06,13.56,4.2,1.34,1.25,0.11,0.11,24.41,2.8,10.11,30.95,10.84,2.11,18.14,1.09,0.92,380.56,459.94,40.08,1.11,2.19,7.56,1.5,423.11,35.33,11.31,160.81,182.82,171.98,195.84,38.17,58.15,6775.05,1899.58,352.32,18.95,1801.78,912.18,15.1,5.18,16.48,7.32,7.8,16.58,10.72,8.01,7.25,1.31,8.39,16.05,7.66,7.9,11.14,3.15,21.44,0.44,38.36,15.05,9.54,24.59,383.15,39.96,569.81,37.79,172.5,253.11,150.81,30.21,569.7,2.49,0.05,12.32,10.01,1.66,0.0,0.11,0.0,13.0,15.69,28.69,3.78,1.44,2.34,1.22,-0.22,0.34,5.06,12.84,37.14,4.01,125.29,4.92,187.2,14.36,0.89,1.4,29.11
Qarabağ,288,Europa League,0.62,0.38,9.88,2.5,1.09,0.89,0.12,0.25,18.62,0.88,7.12,35.88,9.62,2.62,17.88,0.99,0.77,395.25,483.12,44.88,2.5,3.12,8.62,1.62,441.0,40.5,14.12,181.75,204.88,178.12,207.25,29.88,51.75,6801.62,2150.88,370.25,20.5,1874.38,923.38,17.38,6.12,19.12,9.25,8.25,23.25,13.75,9.38,9.75,4.12,10.62,19.38,8.75,10.75,12.38,3.62,16.38,0.88,47.62,15.62,9.88,25.5,395.88,44.88,596.5,31.75,158.0,281.0,165.0,24.12,596.25,2.38,0.38,9.88,15.25,1.88,0.12,0.25,0.0,9.38,13.62,23.0,6.62,2.5,4.12,2.66,0.16,0.0,2.88,11.12,27.75,3.5,111.0,4.5,200.0,10.5,0.5,1.0,17.58
RB Leipzig,900,"Bundesliga, Champions League",1.34,0.88,12.18,4.32,1.42,1.32,0.1,0.12,20.94,2.18,9.14,31.42,8.76,1.72,16.46,1.02,1.04,393.24,487.12,36.86,2.04,1.68,10.2,2.34,449.28,35.5,9.56,192.46,218.44,166.6,195.36,24.56,45.44,6413.58,2223.06,322.08,14.16,1503.54,753.5,10.32,3.6,16.32,7.14,7.68,16.54,10.4,7.16,6.68,2.7,7.24,15.72,8.48,8.0,13.96,4.32,26.52,0.7,42.14,14.02,9.56,23.58,402.06,36.72,603.38,39.3,173.0,299.3,136.92,21.26,603.26,1.9,0.14,11.08,9.44,2.42,0.06,0.08,0.04,13.04,11.8,24.84,4.72,1.56,3.18,1.47,-0.09,0.32,2.52,7.26,26.64,4.86,132.43,7.3,235.81,14.72,0.84,1.1,21.49
RB Salzburg,288,Champions League,0.62,0.5,9.25,2.75,0.79,0.69,0.0,0.12,16.12,1.0,6.88,29.75,6.38,0.62,13.38,0.57,0.48,373.38,452.38,35.38,1.0,1.88,10.25,1.62,415.5,35.25,9.88,172.62,199.25,160.62,182.62,26.5,42.0,6218.12,1818.88,400.5,22.0,2357.12,1187.5,18.38,4.62,22.75,11.12,9.38,21.12,12.5,11.5,7.12,2.5,11.25,23.0,11.75,9.12,13.75,3.0,19.0,1.0,42.88,14.62,9.5,24.12,374.62,35.38,567.5,42.0,172.25,257.25,146.12,18.5,567.38,1.88,0.0,11.38,10.12,1.75,0.12,0.12,0.0,6.88,11.38,18.25,7.0,3.38,3.62,2.56,-0.81,0.0,3.5,11.62,25.0,3.38,107.49,6.12,223.24,13.12,0.62,2.12,41.92
Rangers,300,Europa League,1.96,1.36,14.43,5.89,1.76,1.76,0.0,0.0,24.27,3.09,10.55,21.89,6.71,1.27,10.72,0.62,1.14,291.95,380.09,29.39,1.47,2.47,8.72,1.28,346.67,32.15,8.39,130.89,156.09,119.79,143.07,29.4,54.67,5005.56,1697.85,254.45,17.61,1363.11,668.96,11.25,5.68,21.27,10.71,9.87,17.91,10.61,8.75,8.09,1.07,7.72,18.15,10.43,11.15,14.27,4.92,29.39,0.27,49.48,16.07,8.08,24.15,295.51,29.15,507.25,36.37,169.4,237.17,108.27,21.37,507.25,2.55,0.03,14.55,8.77,1.52,0.05,0.0,0.0,13.76,12.28,26.04,3.57,1.29,2.37,1.17,-0.13,0.27,6.15,16.36,26.47,3.08,112.47,7.69,376.5,15.65,0.56,0.52,8.56
Rapid Wien,264,Europa Conference League,1.68,0.94,18.53,5.76,1.95,1.95,0.0,0.0,32.59,2.97,13.42,38.62,10.47,2.29,22.18,1.27,1.38,448.29,544.8,47.0,1.14,2.24,10.83,1.33,505.68,37.79,8.42,206.26,233.3,186.88,214.91,36.77,60.42,7431.92,2365.59,417.97,20.26,2064.85,1026.3,17.18,5.55,19.18,8.89,9.67,20.83,11.08,8.52,8.5,3.82,11.12,18.64,7.52,10.36,13.26,2.94,18.98,0.86,47.23,15.73,8.62,24.35,452.12,47.08,670.86,26.61,155.08,316.71,205.98,34.14,670.86,1.65,0.06,10.67,8.98,1.47,0.09,0.0,0.0,11.56,10.82,22.38,3.82,0.92,2.89,1.13,0.21,0.44,2.24,6.71,27.53,3.48,94.81,4.09,160.64,11.67,0.64,1.73,40.95
Rayo Vallecano,760,La Liga,1.0,0.71,13.53,4.26,1.18,1.16,0.0,0.03,23.11,1.55,9.82,27.74,6.34,2.24,20.24,0.75,0.94,343.63,434.34,35.79,1.21,2.89,10.32,1.95,391.61,40.79,8.11,166.5,188.87,140.66,165.61,29.05,56.84,5821.68,1978.03,294.84,15.5,1428.68,700.92,11.34,3.76,16.87,7.37,8.0,16.37,10.37,8.53,5.74,2.11,8.03,17.32,9.29,8.79,11.66,3.37,25.13,0.47,42.97,16.55,8.61,25.16,345.63,35.42,550.58,35.74,167.5,245.34,143.55,18.71,550.55,2.34,0.08,13.71,10.11,2.08,0.21,0.03,0.03,12.53,14.21,26.74,4.03,1.18,2.82,1.21,0.03,0.26,5.34,16.84,29.5,3.95,150.6,6.05,310.11,14.0,0.97,1.03,19.57
Real Madrid,1128,"Champions League, La Liga",2.14,1.47,16.0,6.12,2.09,1.84,0.21,0.33,29.39,3.57,12.78,43.29,9.29,1.1,15.46,1.24,1.45,518.24,586.38,48.88,2.32,5.8,8.31,1.75,545.56,39.07,12.43,262.11,280.45,201.98,221.27,38.85,56.42,8462.99,2410.41,449.6,24.63,2324.06,1232.0,17.04,9.05,22.61,10.91,9.72,16.05,9.99,7.98,5.57,2.49,7.18,13.54,6.36,9.04,9.16,2.8,16.02,0.35,39.0,13.15,7.9,21.04,521.55,48.55,688.87,34.18,170.7,322.93,201.4,30.11,688.55,1.87,0.09,9.66,12.51,1.8,0.17,0.27,0.0,7.49,6.64,14.12,4.18,1.16,3.03,1.26,0.1,0.3,1.94,6.97,28.08,5.26,146.67,4.62,161.72,10.96,0.81,0.59,10.78
Real Sociedad,1112,"Europa League, La Liga",1.16,0.76,11.47,3.83,1.3,1.17,0.13,0.16,20.22,1.93,8.38,27.65,6.71,1.84,19.11,0.85,0.9,370.84,461.79,35.93,1.01,3.36,9.97,1.71,420.58,39.49,9.9,180.54,203.75,152.68,179.77,28.46,51.5,6179.13,1841.21,313.81,17.22,1656.18,842.86,11.44,4.83,16.32,7.5,7.61,17.24,10.47,8.4,6.1,2.74,8.19,15.6,7.41,7.44,10.65,3.33,23.67,0.46,39.71,14.63,7.88,22.52,374.09,35.58,570.28,31.03,151.82,282.04,141.33,21.37,570.12,2.4,0.15,13.07,10.39,1.8,0.2,0.13,0.0,14.44,15.88,30.32,3.75,1.23,2.45,1.08,-0.15,0.33,4.57,12.53,28.81,3.25,101.58,6.12,291.88,12.26,0.78,1.15,20.16
Red Star,288,Champions League,1.62,1.25,11.62,3.75,1.12,1.02,0.12,0.12,19.38,2.88,8.0,25.12,6.38,1.62,21.25,0.77,0.85,309.25,387.25,35.38,2.12,3.88,8.5,2.25,348.5,36.5,11.88,133.62,151.38,142.5,168.75,26.88,45.5,5392.62,1762.25,266.75,18.0,1541.25,741.75,12.0,4.12,17.62,9.62,6.62,15.62,8.62,9.62,4.75,1.25,7.88,15.62,7.75,10.0,10.5,3.25,20.12,1.5,38.88,16.5,9.5,26.0,314.88,35.25,492.25,33.5,144.0,231.88,121.62,19.0,492.12,1.38,0.0,9.62,13.12,2.38,0.12,0.12,0.0,9.25,14.25,23.5,5.88,2.75,3.12,2.35,-0.4,0.12,5.38,14.88,21.12,3.38,125.4,9.38,412.46,12.75,0.5,0.12,1.85
Reims,612,Ligue 1,0.94,0.56,11.53,3.24,1.07,1.03,0.03,0.06,20.06,1.68,8.12,24.97,6.59,2.35,17.97,0.73,0.75,317.91,393.62,33.97,1.12,2.71,7.35,1.56,357.68,34.38,9.21,152.32,172.26,130.91,152.91,24.76,45.09,5305.15,1726.41,273.06,17.24,1634.68,841.26,12.35,4.09,18.44,8.15,9.18,16.35,10.53,9.15,5.12,2.09,8.35,16.12,7.76,8.47,11.53,4.26,27.53,0.47,40.06,16.88,8.94,25.82,322.56,33.53,509.97,40.44,167.03,225.88,123.88,19.06,509.91,1.91,0.24,11.53,10.85,1.74,0.15,0.03,0.0,10.94,12.65,23.59,5.26,1.38,3.85,1.81,0.43,0.21,4.53,14.03,29.21,4.5,146.39,6.47,290.94,16.29,0.91,1.24,22.14
Rennes,612,Ligue 1,1.5,0.94,12.44,4.56,1.42,1.24,0.15,0.24,22.15,2.44,9.29,31.41,7.79,1.82,17.06,0.82,0.84,382.88,462.35,42.32,1.09,3.47,9.0,1.38,422.09,38.88,11.5,172.97,195.18,170.29,195.21,29.74,47.62,6538.15,2047.38,315.12,19.5,1704.65,873.0,12.62,5.47,18.85,7.88,9.62,17.47,10.65,8.24,6.88,2.35,8.68,14.91,6.24,9.91,10.29,2.82,21.21,0.26,41.35,14.88,10.06,24.94,386.0,41.74,571.15,29.97,148.12,282.38,146.15,22.44,570.91,1.88,0.06,13.09,11.18,1.41,0.18,0.12,0.06,12.85,11.53,24.38,4.06,1.47,2.56,1.36,-0.11,0.38,3.5,10.62,29.71,3.88,114.14,5.26,192.35,11.82,0.68,1.09,20.2
Roma,1112,"Europa League, Serie A",1.41,0.94,14.25,4.54,1.46,1.31,0.19,0.19,25.6,2.5,10.8,34.32,8.81,2.27,18.06,0.91,1.01,434.63,514.77,40.56,1.41,3.05,7.87,1.96,474.58,38.23,12.23,193.56,216.01,194.5,217.54,34.89,57.33,7466.81,2169.06,392.48,18.2,2065.79,967.36,17.14,4.47,15.89,6.36,7.55,15.36,9.29,6.5,6.28,2.57,6.56,12.09,5.53,8.19,8.97,2.71,19.4,0.43,37.98,14.3,7.45,21.75,438.11,40.24,617.67,30.48,150.91,307.89,164.75,24.59,617.48,1.76,0.08,10.38,12.78,2.01,0.14,0.15,0.03,12.72,11.82,24.53,3.76,0.92,2.87,1.14,0.21,0.38,3.69,11.1,32.81,4.55,137.65,5.49,249.76,12.98,0.9,0.96,16.21
