Team,Matchs Played,League,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Dinamo Zagreb,288,Champions League,432,360,2700,864,234.0,234.0,0,0,4824,828,2124,5436,1692,432,3816,165.6,169.2,76032,97056,6696,288,720,2664,468,87840,8748,2304,35316,41184,32508,37656,5940,11952,1284984,426024,66420,4320,388008,185256,3312,900,4860,2448,2016,5760,3456,3528,1692,540,3132,6048,2916,3024,3528,1224,8172,108,11376,4536,2988,7524,77292,6588,130392,13104,47664,56952,27504,4392,130392,648,0,3024,2844,540,144,0,0,2916,3384,6300,1656.0,684.0,972.0,694.8,10.8,72,1584.0,4680.0,7272.0,684.0,23803.2,2412.0,108205.2,4716.0,108.0,108.0,1396.8
Djurgården,272,Europa Conference League,480,304,3404,1400,311.2,304.8,8,8,5656,892,2412,7828,1664,200,3508,250.8,247.6,98572,122476,10340,380,424,1852,604,111956,9916,3180,49428,56156,39820,46220,6072,12408,1594504,539820,86700,4136,442780,208120,3676,1296,4596,2196,2232,4276,2420,1780,2104,392,2280,4116,1836,2432,3056,976,6940,84,12336,4120,2688,6808,99572,10212,153268,8872,40884,76764,37520,5676,153260,732,36,3788,3636,604,0,0,16,2952,3332,6284,644.0,304.0,356.0,212.0,-93.6,52,796.0,3144.0,5800.0,768.0,26313.2,1964.0,90738.4,3960.0,152.0,432.0,9022.0
Dortmund,980,"Bundesliga, Champions League",2154,1548,13500,4822,1840.6,1580.0,294,328,24528,3858,10648,37950,9476,2652,18952,1297.0,1340.0,451376,532946,43144,1854,3134,8696,1432,493092,38422,9938,217588,239566,190154,211618,32448,53998,7499462,2283530,389454,19678,1901450,974370,14604,6330,20774,9818,9144,16222,9750,7396,5964,2862,8322,15924,7602,7916,10722,3052,18502,578,41484,13924,8944,22868,453236,42950,640042,32716,160716,321308,163866,26092,639714,1900,162,10244,9830,1538,72,310,26,11922,10896,22818,4060.0,1422.0,2646.0,1399.8,-22.2,266,3236.0,9978.0,33750.0,3918.0,107773.2,3532.0,148934.0,11660.0,654.0,1450.0,26696.8
Dynamo Kyiv,288,Europa League,180,144,2484,792,158.4,158.4,0,0,4716,324,1980,8316,2232,540,4104,151.2,129.6,112752,136476,9684,144,648,2736,504,124884,11088,3204,50508,56628,49284,56592,9000,14436,1911816,534132,94968,4500,515088,256644,3960,1188,4860,1980,2520,4464,2772,2484,1656,324,2196,4464,2268,2808,3564,1296,7380,216,12384,3600,2808,6408,112608,9684,167400,12384,54540,75456,38988,5652,167400,648,72,2988,3240,540,108,0,0,2988,3888,6876,2088.0,648.0,1404.0,694.8,46.8,36,1152.0,3960.0,9504.0,1548.0,52898.4,1404.0,63104.4,4680.0,108.0,252.0,4510.8
Eint Frankfurt,948,"Bundesliga, Europa League",1832,1238,12984,4780,1674.8,1547.0,126,162,22950,3064,9678,31060,8776,1634,14190,1031.8,1134.0,385202,466088,39138,1776,1608,8270,1368,431076,33644,8672,192588,213978,152454,175966,24444,44974,6127438,2059032,353716,15162,1674458,815422,12852,4884,16434,7206,8052,17044,9814,8062,6550,2432,7848,14672,6824,9034,11834,3488,26902,494,39666,15708,7916,23624,387804,38882,582592,38624,168142,282958,136506,23114,582430,1630,36,9798,8042,1494,90,72,54,14200,12392,26592,4358.0,1236.0,3122.0,1273.6,35.8,270,3450.0,10888.0,28430.0,4194.0,121807.0,5272.0,204130.0,14942.0,1112.0,1104.0,19519.0
Elfsborg,288,Europa League,324,252,1872,612,252.0,194.4,72,72,3024,468,1188,4824,1260,360,2484,140.4,144.0,58680,81216,6336,216,396,2520,432,72540,8244,1548,25236,30852,25452,31500,5724,12312,1021752,375084,53424,2520,287460,122796,2196,612,4860,1944,2664,5256,3240,2628,2052,576,2844,6408,3564,3816,4104,1728,9180,36,13176,3888,2520,6408,58428,6336,116136,15084,47412,47808,22716,3528,116064,468,36,3636,1980,504,36,0,36,2988,3636,6624,1656.0,504.0,1224.0,500.4,-3.6,108,1404.0,6552.0,7632.0,1152.0,48337.2,2448.0,139564.8,6264.0,324.0,180.0,3103.2
Empoli,760,Serie A,620,420,7340,2140,634.0,586.0,40,60,12640,1020,5380,15240,4260,1420,12400,328.0,436.0,186360,252820,20260,660,1400,6220,1080,219400,32340,8080,78140,94720,83680,103260,17740,36940,3267160,1141400,153400,8560,787240,360160,5680,2040,10080,4220,4760,13780,7920,6280,5860,1640,6180,10820,4640,6460,7920,2720,20960,320,28620,11840,6980,18820,185280,20080,337720,24340,103120,161440,77200,11240,337660,1320,140,11380,9100,1140,40,60,20,11360,14180,25540,3160.0,1180.0,1980.0,1002.0,-178.0,120,3980.0,13080.0,22080.0,2500.0,95364.0,3360.0,166464.0,11120.0,740.0,400.0,7112.0
Espanyol,760,La Liga,760,540,7000,1940,666.0,586.0,100,100,12460,1340,5120,14940,4060,1620,12380,404.0,470.0,193580,254740,19980,1020,1840,5680,1160,226640,26940,7140,81220,95120,88240,105420,19740,39440,3482980,1210700,171600,9940,962320,501960,7180,2180,10920,4420,5320,12800,7940,7600,4200,1000,6200,12180,5980,6300,8680,3100,22260,340,26580,11180,4820,16000,199320,19820,341160,30360,121340,152360,71620,10940,341060,1720,20,9960,8500,1220,120,100,20,9440,10060,19500,3840.0,1020.0,2800.0,1156.0,136.0,160,3880.0,10520.0,20800.0,3940.0,131182.0,4320.0,209428.0,13400.0,1280.0,700.0,11040.0
Everton,760,Premier League,780,520,8080,2780,828.0,798.0,40,40,14000,1320,5920,18580,5060,1840,13640,484.0,634.0,206960,267160,20820,600,1520,5900,1440,241560,24160,4720,97740,113120,82900,99700,21620,38700,3626700,1197840,170920,9720,901000,436920,7280,2380,12720,5660,6100,14620,8660,7300,5380,1940,6740,13080,6340,6880,7840,2760,21160,460,29760,10460,7800,18260,208760,20460,354000,26920,105800,157160,95240,14640,353960,1500,60,8600,7540,1620,40,20,0,12180,11260,23440,3260.0,880.0,2340.0,984.0,104.0,240,6080.0,16120.0,27100.0,3220.0,124592.0,4620.0,224888.0,11160.0,620.0,1140.0,21832.0
FC Copenhagen,280,Europa Conference League,368,120,3944,1160,490.8,391.6,124,124,7252,628,2744,13280,2364,648,4996,278.8,260.0,141684,167148,12192,508,868,2536,348,156872,9928,3028,57680,66216,67924,75492,12144,17428,2495176,713832,119024,5768,596444,286736,4012,1532,4760,2044,2360,4904,3160,1636,2404,864,2212,4228,2016,2384,3068,768,4300,228,12376,3412,2244,5656,141692,12140,196060,6936,45764,104084,47992,6748,195936,664,0,3476,3336,348,0,124,0,4672,4432,9104,1220.0,420.0,800.0,415.2,-4.8,36,780.0,2780.0,9076.0,912.0,28983.6,980.0,28989.6,2584.0,152.0,136.0,2494.0
FC Noah,216,Europa Conference League,216,72,3096,1296,262.8,262.8,0,0,5724,432,2556,5508,1656,252,2880,194.4,201.6,76500,94356,8136,792,792,2052,396,86616,7344,2232,35316,39852,32544,37692,6300,10980,1296648,445860,64692,4320,375660,186732,3132,936,4464,2484,1836,3672,2340,1908,1296,468,1944,4068,2124,2232,2808,1008,5076,180,10296,3096,1548,4644,78156,8136,119124,8028,40392,50796,29160,4428,119124,324,0,2124,2376,432,72,0,0,2196,2160,4356,1764.0,576.0,1152.0,565.2,-10.8,72,720.0,2124.0,5724.0,1080.0,36417.6,1440.0,42343.2,2772.0,72.0,252.0,4334.4
FCSB,352,Europa League,440,192,3568,1304,324.0,324.0,0,0,5964,684,2596,5200,1668,348,3532,234.0,214.8,97368,127840,7128,368,1284,3508,688,115216,11936,3316,47056,55232,37172,45212,9144,16624,1632932,578080,88700,3524,378876,159784,2852,1100,6596,2884,3380,7108,4324,3776,2504,828,3480,6840,3360,4152,4640,1272,9540,216,16976,5172,3664,8836,99236,7040,171488,12892,66564,74308,32500,5196,171488,1024,144,5260,4100,724,0,0,36,5436,5344,10780,1480.0,452.0,1064.0,428.4,-23.6,160,1892.0,5228.0,7916.0,992.0,35874.8,3208.0,136431.2,5764.0,356.0,176.0,2660.4
FK Rīgas FS,288,Europa League,180,108,2520,828,226.8,198.0,0,36,4392,216,1944,5688,1728,684,4320,147.6,151.2,77436,101088,7704,144,540,2844,468,89892,10728,2664,35640,41616,30996,36864,7416,14940,1320984,493200,73224,3348,345780,160380,2484,756,4140,1836,1980,4608,2628,2700,1584,324,2124,3960,1836,3348,4248,972,7992,144,13356,5004,2844,7848,77904,7596,134568,11232,51336,57168,27684,4284,134532,360,0,3528,3024,504,0,36,0,3996,3816,7812,1440.0,468.0,972.0,396.0,-72.0,36,1188.0,3960.0,6984.0,1080.0,43362.0,1476.0,67215.6,4644.0,216.0,144.0,2253.6
Fenerbahçe,352,Europa League,416,368,3308,1168,442.4,413.6,0,36,6072,716,2708,10252,2916,1008,5892,402.8,366.0,128520,162780,14164,444,1152,3956,504,147832,14444,4944,54764,63308,61068,71704,10880,19648,2288988,741060,111368,4292,494632,231404,2892,1056,5516,2124,3008,6440,3736,3516,2416,508,3224,6356,3132,4060,4100,1048,7476,352,15196,5468,2368,7836,128956,14056,201292,11448,59632,99108,44132,6828,201256,1348,144,4632,5672,540,36,36,0,5280,5492,10772,2024.0,476.0,1512.0,638.0,162.0,68,2064.0,6240.0,11920.0,1784.0,64514.4,1904.0,89071.6,4764.0,380.0,420.0,7691.2
Ferencváros,320,Europa League,520,340,3752,1396,395.2,337.6,72,72,6364,896,2828,7368,1904,668,4644,208.8,257.2,96796,121360,10088,340,540,2496,536,110212,10612,2772,44008,49800,41352,48616,8028,14356,1636648,543616,91576,4384,431840,218856,2792,1676,5292,2324,2772,5516,3532,3040,1780,696,2716,5596,2880,2920,3940,1248,7380,140,13248,4992,2868,7860,97572,9980,156268,11968,51084,69176,37756,6412,156196,696,0,4256,3296,552,108,36,0,3752,3824,7576,1584.0,588.0,996.0,564.0,-38.4,88,1744.0,3896.0,8348.0,1000.0,30934.4,1804.0,71992.4,3912.0,104.0,268.0,8308.4
Feyenoord,352,Champions League,624,392,3596,1364,412.4,345.6,52,88,6096,1088,2760,8508,1824,408,4004,202.8,256.4,108064,132776,10876,392,1236,2524,476,120684,11616,2860,44916,51692,50204,56740,9584,16280,1894232,545436,95980,5304,532488,267832,4016,1516,6336,2688,3248,5640,3348,2948,1984,708,2912,5836,2924,3296,4024,1572,7232,176,12676,4060,2676,6736,108368,10876,169348,14300,54480,78856,37908,5808,169260,472,52,3464,3088,580,104,88,108,3128,3640,6768,2056.0,836.0,1312.0,784.8,-51.2,52,1368.0,4576.0,12552.0,1160.0,37060.8,1600.0,74382.8,5324.0,316.0,268.0,5096.0
Fiorentina,1032,"Europa Conference League, Serie A",1860,936,13676,5260,1622.0,1466.4,164,204,24372,3144,10384,29540,7896,2336,16756,846.4,1135.6,388504,469264,37860,1052,3004,8008,2192,427656,39416,13764,159924,179772,180568,205504,37244,60012,6928704,2067376,362336,19640,2062120,1011080,15816,5280,18056,8708,7624,14752,8880,7264,5532,1956,6936,13472,6536,8008,9312,3124,22092,528,39404,14908,8472,23380,390932,37348,575040,34088,159788,282828,138968,22588,574836,2176,100,12240,14688,2372,84,164,20,14064,12300,26364,3860.0,1176.0,2664.0,1160.0,-16.0,312,5564.0,12304.0,26064.0,3468.0,113503.2,6452.0,261932.8,12360.0,304.0,816.0,16044.8
Freiburg,612,Bundesliga,828,630,7290,2376,797.4,738.0,0,72,12744,1512,5130,16992,4536,1332,10602,588.6,532.8,213066,269892,20286,612,954,5688,1026,248004,20862,5004,96984,111978,94140,110934,15804,30420,3599100,1103904,169632,7956,889308,435762,5742,2142,8748,3870,4266,9198,5706,4050,3996,1152,4230,8226,3996,4968,7200,2016,14310,306,23418,8208,4662,12870,213102,20160,335574,18792,92448,164700,81072,12996,335502,936,54,5688,5832,1098,72,54,18,10548,10926,21474,2700.0,954.0,1728.0,876.6,-77.4,216,3834.0,10440.0,23022.0,2484.0,81198.0,3294.0,176009.4,8658.0,720.0,666.0,10594.8
Fulham,760,Premier League,1060,860,10320,3340,990.0,928.0,60,80,18680,1940,7920,26600,6820,2160,17880,630.0,746.0,301000,366980,31160,860,2380,6720,840,338340,27800,7320,139360,155580,130780,150140,25540,44640,5226040,1613140,261420,15720,1395340,724140,10880,4260,12740,5760,5080,13540,8180,6500,5180,1860,5740,11260,5520,6040,7620,2260,18060,560,31200,10300,5620,15920,303620,30880,448940,29020,132580,195480,125740,19080,448860,1500,40,8640,7100,860,80,60,40,10480,10620,21100,3180.0,1080.0,2120.0,970.0,-110.0,100,2820.0,7340.0,24620.0,3340.0,94924.0,3440.0,144038.0,10140.0,460.0,660.0,10812.0
Galatasaray,320,Europa League,660,392,6604,2300,735.2,706.4,36,36,11960,1088,4796,11160,3988,1408,9460,488.8,503.6,141824,174624,16728,360,588,3304,788,160548,13288,3732,69988,78724,57316,67940,10988,18860,2333560,755208,128904,5988,610420,324336,5128,1724,5632,2848,2496,6084,3700,2348,2732,1004,3048,5344,2296,3312,3700,784,5572,124,15584,3820,2728,6548,142968,16640,211472,9008,46404,106352,60632,9536,211436,764,32,3344,3656,824,52,36,0,4592,2824,7416,1584.0,672.0,912.0,696.4,24.4,0,1164.0,2576.0,9556.0,1220.0,35895.6,1252.0,39288.8,3064.0,192.0,412.0,8917.6
Genoa,760,Serie A,700,540,7660,2340,728.0,694.0,0,40,13020,1200,5700,14460,4020,1560,13260,368.0,516.0,221980,289020,19600,840,1120,6560,1060,260240,27720,8120,92960,109140,104000,124320,18880,37460,3900060,1269040,185800,9400,985380,466760,6860,2240,10100,3740,5200,13440,7700,5620,5740,2080,5660,11320,5660,6140,8420,2520,18400,260,28880,11860,5780,17640,225720,19340,374300,26700,122540,176280,79160,12880,374260,1380,20,9920,8840,1100,160,20,40,13180,13920,27100,3160.0,980.0,2200.0,996.0,8.0,220,3800.0,10120.0,19660.0,2840.0,92716.0,5820.0,245484.0,10540.0,480.0,340.0,5984.0
Gent,248,Europa Conference League,304,124,3188,1112,422.0,393.2,36,36,5672,536,2496,8640,2332,680,6016,212.4,310.8,98436,121804,12552,268,1076,2180,436,111836,9532,2984,41160,47268,45616,52984,10340,16280,1802860,551840,79744,4184,439216,232152,3064,1056,3752,1512,1868,4472,2392,2356,1400,716,2452,4472,2020,2512,3044,868,5532,204,11936,4192,1972,6164,99072,12320,149568,8580,38116,71364,41556,5828,149532,392,0,3100,2720,436,0,0,0,3748,3136,6884,1140.0,336.0,804.0,287.6,-48.4,88,688.0,1764.0,5936.0,1220.0,38199.2,1308.0,34984.0,2772.0,36.0,108.0,2106.0
