Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost
Noah Sadiki,cd COD,MF,19,2004,10,10,881,0,0.4,6,3,0,0,23,3,357,425,178,207,152,170,17,22,0,2.1,1.9,11,43,12,2,55,18,55,32,24,16,8,10,6,8,20,12,14,13,14,0,530,13,99,296,141,20,530,18,10,318,18,15,4,17,8,343,32,3,0,0,15,8,1,0,0,0,55,1,8
Jerdy Schouten,nl NED,MF,27,1997,7,7,566,1,0.1,3,1,0,0,7,2,265,307,129,142,107,119,19,26,0,0.1,0.3,3,29,2,0,37,3,37,5,11,6,4,7,0,7,11,4,4,8,7,1,350,16,71,225,55,4,350,9,4,171,3,3,1,2,7,238,5,1,0,0,7,8,0,0,0,0,38,4,9
Michal Sadílek,cz CZE,MF,25,1999,6,5,454,0,0.2,2,0,0,0,8,2,157,206,79,93,61,75,10,24,1,0.4,0.3,6,13,1,0,16,5,16,5,21,17,9,12,0,11,15,4,5,4,8,0,261,11,80,128,54,4,261,2,0,116,5,4,0,3,3,150,5,0,0,0,6,6,0,1,1,0,13,2,5
Nicolas Seiwald,at AUT,MF,23,2001,7,4,406,0,0.0,1,0,0,0,12,1,195,242,88,100,85,101,15,26,1,1.3,1.0,9,21,6,0,18,1,18,3,15,12,10,4,1,7,12,5,11,4,8,0,283,10,105,133,46,2,283,1,1,164,1,5,1,2,3,175,3,0,0,0,3,2,0,0,0,0,19,6,4
Jan Schöppner,de GER,MF,25,1999,8,1,309,1,0.4,6,2,0,0,13,1,114,163,45,61,58,71,8,16,0,0.1,0.2,3,13,2,0,20,9,20,5,14,11,8,5,1,4,12,8,3,8,12,0,221,15,65,112,49,7,221,9,4,101,9,8,1,6,5,119,5,3,0,0,9,5,0,0,0,0,16,15,7
Javier Serrano,es ESP,MF,21,2003,1,0,45,0,0.0,0,0,0,0,0,0,27,29,14,15,12,12,0,0,0,0.0,0.0,0,4,0,0,3,0,3,0,1,0,1,0,0,1,1,0,0,0,0,0,31,1,7,22,2,0,31,0,0,25,0,0,0,0,1,25,0,1,0,0,1,1,0,0,0,0,3,0,1
Ibrahim Sadiq,gh GHA,FW,24,2000,4,2,115,0,0.4,2,1,0,0,0,0,29,42,14,17,14,17,1,3,0,0.0,0.0,0,2,0,0,3,2,3,4,1,0,0,1,0,1,3,2,1,0,3,0,59,3,11,26,22,3,59,1,0,35,2,1,0,3,3,42,4,0,0,0,4,5,0,0,0,0,5,2,4
Rasmus Schüller,fi FIN,MF,33,1991,6,2,220,0,0.0,0,0,0,0,6,2,95,124,40,46,42,52,7,14,1,0.4,0.2,3,8,1,0,9,1,9,0,11,8,5,5,1,4,5,1,4,2,10,0,159,14,44,97,19,1,159,0,0,57,1,1,0,3,0,80,0,2,0,0,3,2,0,0,0,0,20,7,4
Umar Sadiq,ng NGA,FW,27,1997,3,2,139,0,0.3,3,2,0,0,3,2,18,21,12,14,3,4,3,3,1,0.4,0.4,1,1,3,1,3,1,3,8,1,0,0,1,0,0,0,0,1,0,5,0,40,5,5,12,23,7,40,3,0,21,1,0,1,2,2,22,8,0,0,0,6,2,1,0,0,0,3,0,7
Benjamin Šeško,si SVN,FW,21,2003,8,6,520,4,3.6,16,8,1,1,7,0,73,115,49,66,14,20,2,4,0,0.1,0.1,3,3,0,0,4,7,4,22,3,1,0,3,0,0,2,2,5,1,9,0,181,8,25,86,73,22,180,9,4,115,7,2,3,16,13,126,22,1,0,0,7,5,1,0,0,0,20,14,12
Léo Scienza,br BRA,MO,25,1998,6,5,477,1,0.8,19,7,0,0,32,1,109,167,62,81,33,52,12,24,0,1.5,1.4,12,5,8,4,12,26,12,39,8,4,5,2,1,3,6,3,4,2,3,0,257,2,27,97,140,23,257,36,16,161,26,18,7,17,11,171,39,1,0,0,3,25,0,0,0,0,16,1,7
Adam Sevinsky,cz CZE,DF,20,2004,1,1,90,0,0.0,0,0,0,0,2,0,20,25,12,14,6,7,1,3,0,0.1,0.0,1,3,0,0,1,0,1,0,1,0,1,0,0,1,2,1,0,1,4,0,33,6,17,14,2,2,33,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,2,1
Joshua Seary,eng ENG,DF,19,2004,1,1,90,0,0.0,0,0,0,0,0,0,18,39,7,12,9,17,2,8,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,0,48,8,18,24,6,1,48,0,0,15,0,0,0,3,2,21,0,0,0,0,0,1,0,0,0,0,1,3,5
Alexis Saelemaekers,be BEL,MF,25,1999,7,3,255,0,0.0,2,1,0,0,21,2,143,179,75,83,54,68,11,17,1,1.2,0.9,12,8,12,3,21,9,21,30,8,7,6,1,1,4,7,3,6,2,2,0,220,6,35,76,111,12,220,14,5,159,9,6,5,4,0,151,30,3,0,0,2,6,0,0,0,0,16,2,1
Allan Saint-Maximin,fr FRA,MO,27,1997,7,4,382,0,0.3,5,2,0,0,18,2,96,150,41,59,42,57,12,24,1,1.0,1.5,7,8,8,5,16,19,16,57,3,1,2,1,0,2,4,2,4,1,0,0,202,2,23,65,121,21,202,36,17,144,19,10,8,12,9,154,57,2,0,0,6,7,0,0,0,0,21,3,3
Pavel Sedko,by BLR,MO,26,1998,5,3,246,0,0.5,6,2,0,0,10,0,59,97,28,39,25,36,6,21,0,0.2,0.2,4,9,5,1,12,5,12,17,8,5,2,4,2,5,5,0,1,1,0,0,120,0,11,55,55,7,120,8,6,70,5,3,0,4,6,79,17,1,0,0,3,4,0,0,0,0,15,1,0
Joaquin Seys,be BEL,DF,19,2005,10,9,767,0,0.0,0,0,0,0,3,0,376,445,180,200,177,192,18,43,0,0.0,0.3,2,25,3,1,24,8,24,23,22,13,18,3,1,14,24,10,11,10,32,1,543,38,194,265,85,2,543,11,2,239,8,6,1,5,3,346,23,2,0,0,4,3,0,0,0,0,27,4,4
Matthias Seidl,at AUT,MF,23,2001,10,7,695,0,2.0,20,6,0,0,51,3,336,457,194,222,102,136,14,48,0,2.3,2.4,25,24,16,1,40,20,40,63,18,9,5,8,5,10,24,14,11,6,8,0,564,8,61,235,272,38,564,9,1,335,20,11,7,15,10,370,63,2,0,0,6,10,2,0,0,0,44,4,6
Zuberu Sharani,gh GHA,MF,24,2000,5,3,283,0,0.0,1,0,0,0,2,0,53,77,35,41,14,24,2,7,0,0.0,0.0,1,2,0,0,3,5,3,8,4,3,2,2,0,2,4,2,4,7,24,0,130,30,69,40,23,3,130,7,2,54,5,2,2,2,1,57,8,0,0,0,5,4,1,0,0,0,12,5,4
Anass Salah-Eddine,nl NED,DF,22,2002,8,8,709,0,0.3,8,1,0,0,23,2,310,393,149,168,129,160,27,38,2,0.6,0.6,8,21,8,0,32,21,32,24,23,14,12,8,3,11,14,3,7,14,19,0,493,27,205,178,117,11,493,23,9,266,21,20,7,3,12,285,24,1,0,0,7,11,0,0,0,0,47,7,6
Carl Selfvén,se SWE,MF,17,2007,1,0,5,0,0.0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Danylo Sikan,ua UKR,FW,23,2001,5,4,219,1,0.4,3,2,0,0,3,1,37,44,24,26,9,11,3,3,0,0.2,0.1,2,0,0,0,1,2,1,2,7,3,4,2,1,3,4,1,1,1,3,0,73,5,13,43,17,6,73,3,2,32,2,1,0,5,2,47,2,0,0,0,3,2,1,0,0,0,4,4,4
Saldanha,br BRA,MO,24,1999,10,5,444,1,1.2,12,3,0,0,13,0,52,83,28,40,15,20,6,11,0,0.1,0.4,3,3,2,0,8,13,8,27,9,5,3,5,1,2,3,1,9,0,4,0,174,8,23,81,75,18,174,26,13,106,13,8,6,23,12,117,27,2,0,0,9,9,3,0,0,0,17,10,16
André Silva,pt POR,FW,28,1995,4,1,86,0,0.2,1,0,0,0,1,0,15,20,12,15,2,3,0,0,0,0.0,0.0,0,0,0,0,1,1,1,3,1,0,0,1,0,0,2,2,2,1,1,0,31,3,4,20,7,4,31,0,0,20,1,0,1,2,1,20,3,0,0,0,1,1,0,0,0,0,2,1,5
Aleksandr Selyava,by BLR,MF,32,1992,4,3,257,0,0.2,3,0,0,0,0,0,94,121,33,43,43,49,16,23,0,0.0,0.0,0,14,0,0,15,0,15,0,3,3,1,2,0,0,0,0,5,5,4,1,153,5,35,98,22,1,153,2,2,56,0,1,0,2,6,71,0,0,0,0,7,2,0,0,2,0,16,10,7
Roman Salenko,ua UKR,MF,19,2005,2,0,8,0,0.0,0,0,0,0,0,0,4,4,3,3,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,2,4,1,0,7,1,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
Ken Sema,se SWE,MO,30,1993,4,2,159,0,0.0,0,0,0,0,6,2,45,59,21,26,14,15,7,12,1,0.4,0.8,3,5,4,2,9,5,9,14,4,3,3,1,0,3,4,1,0,1,3,0,80,2,13,33,36,7,80,8,4,48,5,2,3,4,2,58,14,1,0,0,3,3,0,0,0,0,8,1,2
Iliesse Salhi,fr FRA,DF,17,2007,1,0,22,0,0.0,1,0,0,0,1,0,7,8,3,3,4,4,0,1,0,0.0,0.0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,11,0,5,3,3,1,11,0,0,7,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0
António Silva,pt POR,DF,20,2003,9,8,725,0,0.4,5,1,0,0,4,1,265,325,69,77,154,166,40,72,0,0.0,0.1,0,17,2,1,14,4,14,0,5,1,5,0,0,3,7,4,10,7,62,1,423,104,269,136,20,7,423,0,0,253,4,4,0,4,1,261,0,2,0,0,7,1,0,0,0,0,29,19,10
Roland Sallai,hu HUN,MF,27,1997,2,2,180,2,0.2,3,3,0,0,5,0,59,74,41,45,14,19,4,8,0,0.1,0.3,2,2,3,2,6,5,6,13,4,2,3,1,0,3,4,1,3,1,3,0,97,8,21,32,44,1,97,1,0,61,5,5,0,1,0,67,13,0,0,0,4,7,0,0,0,0,3,2,3
Bernardo Silva,pt POR,MO,29,1994,9,9,763,0,1.0,7,1,0,0,33,1,406,464,222,235,171,190,10,18,0,0.6,1.0,12,17,11,1,48,33,48,71,12,3,5,5,2,7,12,5,12,3,4,0,531,14,64,195,273,35,531,18,6,361,33,21,10,7,7,418,71,1,0,0,6,3,2,0,0,0,19,0,0
Willy Semedo,cv CPV,MO,30,1994,6,5,430,2,1.8,6,3,1,1,11,0,130,159,67,76,54,59,5,10,0,0.1,0.3,2,10,5,0,21,17,21,34,7,5,4,2,1,4,13,9,6,9,3,0,228,2,39,91,102,21,227,19,6,137,17,12,6,13,10,167,34,1,0,0,6,9,0,0,0,0,24,2,6
Muhammed Şengezer,tr TUR,GK,27,1997,4,4,360,0,0.1,1,1,0,0,1,0,92,158,13,14,33,34,46,110,0,0.0,0.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,122,168,1,1,1,170,0,0,122,0,0,0,1,0,98,0,1,0,0,0,1,0,0,0,0,3,1,0
Ulrik Saltnes,no NOR,MF,31,1992,15,12,1094,3,4.4,30,11,0,0,35,5,272,336,171,201,59,68,14,16,2,1.5,1.6,15,22,11,0,43,15,43,64,13,9,8,3,2,2,11,9,13,6,22,0,470,32,96,202,174,65,470,20,4,282,15,12,4,17,10,320,64,1,0,0,9,17,2,0,0,0,38,9,12
Caio Henrique Oliveira Silva,br BRA,DF,27,1997,8,5,486,0,0.2,1,1,0,0,13,0,258,334,148,167,94,125,14,32,0,0.9,1.0,7,12,8,2,20,16,20,28,9,5,2,6,1,2,3,1,4,8,8,1,374,10,92,171,111,10,374,4,0,169,16,10,3,5,3,233,28,0,0,0,2,1,1,0,0,0,19,0,0
Rui Silva,pt POR,GK,30,1994,2,2,180,0,0.0,0,0,0,0,0,0,62,74,17,17,34,34,11,23,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,74,83,0,0,0,83,0,0,52,0,0,0,0,0,37,0,0,0,0,1,1,0,0,1,0,3,1,0
Diadie Samassékou,ml MLI,MF,28,1996,1,1,90,0,0.0,1,0,0,0,1,0,67,72,28,31,32,34,2,2,0,0.0,0.0,1,6,0,0,2,2,2,0,1,1,1,0,0,1,1,0,6,5,0,0,86,0,12,71,5,0,86,1,1,46,2,0,0,2,2,62,0,0,0,0,1,4,0,0,0,0,13,0,0
Svit Sešlar,si SVN,MO,22,2002,12,11,1043,2,2.0,18,7,0,0,59,12,425,549,206,225,160,189,47,91,7,4.0,4.7,28,30,23,4,47,32,47,67,16,12,6,7,3,6,17,11,13,7,4,0,657,5,68,309,287,31,657,28,14,416,32,26,8,13,24,492,67,1,0,0,12,17,1,1,0,0,52,5,10
Mukhammedzhan Seysen,kz KAZ,GK,25,1999,2,2,180,0,0.0,0,0,0,0,0,0,45,79,5,5,25,25,15,48,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,94,88,94,0,0,0,94,0,0,40,0,0,0,0,0,26,0,1,0,0,0,1,0,0,0,0,0,1,0
Abdallah Sima,sn SEN,FW,23,2001,9,6,508,3,2.5,16,4,0,0,12,2,76,127,49,71,24,37,1,7,0,0.6,0.6,3,0,3,1,5,13,5,34,7,3,2,3,2,2,2,0,4,3,2,0,195,5,18,72,109,27,195,10,1,113,13,8,7,14,9,136,34,1,0,0,9,7,2,0,0,0,25,21,19
Mbwana Samatta,tz TAN,FW,31,1992,2,2,114,1,0.2,2,2,0,0,0,0,22,29,15,19,4,5,2,2,0,0.0,0.0,0,0,0,0,1,0,1,4,2,0,0,2,0,1,2,1,0,0,1,0,40,1,1,22,17,3,40,2,0,29,0,0,0,3,4,34,4,0,0,0,2,2,1,0,0,0,3,4,2
Lawrence Shankland,sct SCO,MO,28,1995,6,6,540,0,2.8,22,8,0,1,16,2,89,133,49,76,26,30,8,15,1,1.1,1.8,8,6,4,0,12,7,12,37,5,5,1,3,1,3,7,4,4,0,5,0,211,7,20,86,108,39,210,8,5,125,7,8,2,21,13,152,37,1,0,0,12,10,2,0,0,0,22,18,24
Giuliano Simeone,ar ARG,MF,21,2002,9,7,567,1,0.7,8,4,0,0,16,3,180,231,126,146,41,54,1,9,2,1.4,1.1,7,5,6,0,16,18,16,44,8,8,4,3,1,6,16,10,7,6,4,0,288,8,55,107,135,25,288,12,7,174,18,18,8,10,3,201,44,2,0,0,6,8,2,0,0,0,22,5,8
Oihan Sancet,es ESP,MF,24,2000,7,5,435,2,2.5,11,4,1,1,21,2,149,175,83,91,52,60,10,15,2,0.8,1.0,8,18,10,2,31,12,31,35,1,0,0,1,0,1,2,1,2,2,1,0,236,2,10,120,109,24,235,16,6,132,12,8,3,16,12,183,35,2,0,0,5,8,1,0,0,0,16,3,6
Davinson Sánchez,co COL,DF,28,1996,9,9,704,1,0.5,3,1,0,0,12,2,511,591,181,196,278,302,48,81,1,0.7,0.4,3,41,1,0,59,5,59,1,30,18,13,16,1,13,18,5,13,13,29,0,702,65,298,376,35,5,702,8,5,428,5,4,0,8,1,440,1,3,0,0,15,11,0,0,0,0,54,21,9
João Simões,pt POR,MF,17,2007,5,3,234,0,0.2,3,2,0,0,8,1,127,141,69,75,53,59,2,4,1,0.9,0.1,3,8,1,1,13,5,13,8,3,0,1,1,1,1,5,4,1,5,5,0,168,4,36,89,44,3,168,3,2,106,5,5,1,5,2,122,8,1,0,0,5,3,0,0,0,0,11,2,0
Igor Shkolik,ru RUS,MO,23,2001,2,0,35,0,0.0,0,0,0,0,4,0,18,23,11,12,7,9,0,1,0,0.2,0.1,2,1,0,0,2,1,2,3,1,1,0,0,1,1,1,0,0,2,0,0,27,0,1,12,14,3,27,1,0,13,1,0,1,0,0,16,3,0,0,0,0,0,0,0,0,0,2,0,0
Maroan Sannadi,ma MAR,FW,23,2001,6,6,452,0,1.7,15,2,0,0,15,1,69,100,46,61,20,27,1,2,0,0.8,0.5,7,5,1,0,4,10,4,43,3,2,1,1,1,1,3,2,1,2,5,0,170,6,8,69,97,32,170,10,5,98,10,6,7,22,8,130,43,3,0,0,14,12,2,1,0,0,11,15,17
Jörg Siebenhandl,at AUT,GK,34,1990,4,4,276,0,0.0,0,0,0,0,0,0,64,74,22,22,36,37,6,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,81,70,80,1,0,0,81,0,0,37,0,0,0,0,0,34,0,0,1,0,1,0,0,0,0,0,14,0,0
Xavi Simons,nl NED,MF,21,2003,5,4,335,0,0.8,10,3,0,0,22,2,130,174,76,90,32,43,10,18,0,0.7,0.8,7,11,9,2,20,12,20,25,8,4,1,2,5,4,9,5,5,1,6,0,230,7,24,104,104,13,230,24,7,135,12,3,0,5,8,154,25,0,0,0,2,7,0,0,0,0,17,5,1
Kauã Santos,br BRA,GK,21,2003,5,5,450,0,0.0,0,0,0,0,0,0,124,182,33,34,58,61,33,87,0,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,200,180,200,0,0,0,200,0,0,130,0,0,0,0,0,104,0,1,0,0,1,0,0,0,1,0,9,3,0
Jahmai Simpson-Pusey,eng ENG,DF,18,2005,2,1,112,0,0.0,0,0,0,0,3,0,69,72,34,36,32,32,3,3,0,0.1,0.1,1,6,1,1,8,0,8,0,1,0,1,0,0,1,1,0,2,2,2,0,79,6,21,55,4,0,79,0,0,44,0,1,0,0,0,55,0,0,0,0,0,1,0,0,0,0,6,3,1
Tim Siersleben,de GER,DF,24,2000,7,7,660,1,0.5,3,2,0,0,6,2,390,462,111,118,223,244,54,91,1,0.8,0.5,1,31,1,0,30,4,30,2,22,15,17,3,2,12,19,7,12,20,31,1,553,75,329,207,22,4,553,2,1,324,4,4,0,4,0,362,2,0,0,0,15,8,0,0,0,0,32,15,9
Ari Sigurpálsson,is ISL,MO,21,2003,8,6,535,3,2.1,8,4,1,1,7,1,103,157,74,94,26,41,2,8,0,0.6,0.4,2,3,3,0,11,23,11,57,6,4,0,5,1,4,9,5,10,4,7,1,227,4,36,86,111,20,226,20,12,132,23,10,8,17,3,145,57,1,0,0,4,3,1,0,0,0,28,3,4
Zaidu Sanusi,ng NGA,MF,27,1997,2,0,22,0,0.0,1,0,0,0,1,0,9,15,5,6,4,7,0,2,0,0.0,0.0,0,0,0,0,1,0,1,2,1,1,0,1,0,1,3,2,1,0,0,0,19,0,7,7,6,1,19,2,2,9,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,4,1,0
Wilfried Singo,ci CIV,DF,23,2000,6,6,507,2,0.5,4,2,0,0,4,1,265,325,95,100,148,171,22,49,1,0.5,0.5,2,32,0,0,24,8,24,8,12,10,8,4,0,5,8,3,7,9,42,2,405,46,177,203,28,8,405,0,0,181,8,5,0,5,2,233,8,2,1,1,9,9,3,0,0,0,33,14,8
Halldór Sigurðsson,is ISL,DF,35,1988,2,1,107,0,0.0,0,0,0,0,0,0,52,63,14,17,33,36,5,9,0,0.0,0.0,0,2,0,0,2,0,2,0,1,1,1,0,0,1,1,0,0,3,6,0,75,16,51,24,0,0,75,1,1,30,0,0,0,0,1,33,0,0,0,0,2,1,0,0,0,0,5,5,0
Gabriel Sara,br BRA,MF,25,1999,9,9,777,0,0.7,21,6,0,0,44,1,470,573,240,263,180,220,29,54,1,1.6,1.9,20,54,21,7,66,23,66,25,14,7,5,6,3,5,12,7,15,11,3,1,669,13,90,380,204,12,669,17,11,447,23,18,1,11,8,481,25,1,0,0,9,15,0,0,0,0,53,6,3
Hugo Siquet,be BEL,MF,22,2002,4,0,73,0,0.0,0,0,0,0,0,0,11,18,6,6,4,10,1,2,0,0.0,0.0,0,1,1,0,1,1,1,2,3,2,2,1,0,3,6,3,3,3,6,0,34,5,19,11,5,0,34,2,0,10,1,2,0,0,0,15,2,0,0,0,2,0,0,0,0,0,4,0,0
Killian Sardella,be BEL,DF,22,2002,8,5,482,0,0.4,7,0,0,0,14,1,257,329,110,129,123,152,21,34,1,0.7,0.7,9,20,8,3,31,15,31,38,9,8,6,1,2,4,6,2,6,1,9,0,385,22,95,171,123,8,385,11,5,201,15,7,1,9,7,229,38,1,0,0,3,3,0,0,0,1,27,7,4
Bruno Felipe Souza da Silva,br BRA,DF,30,1994,10,10,798,1,0.4,6,2,0,0,22,2,351,466,157,184,147,195,33,54,1,0.8,1.8,10,31,20,9,39,29,39,76,27,16,15,9,3,12,30,18,4,4,13,1,546,18,134,228,193,23,546,13,8,290,29,14,4,20,6,335,76,1,0,0,18,5,2,0,0,0,45,6,8
Michał Skóraś,pl POL,MF,24,2000,5,0,121,0,0.0,1,0,0,0,3,0,26,36,10,12,14,19,2,4,0,0.3,0.1,3,2,1,0,7,2,7,6,2,2,0,1,1,2,3,1,0,2,0,0,47,0,7,17,23,3,47,0,0,29,2,2,2,3,1,34,6,2,0,0,2,3,0,0,0,0,7,1,1
Joan Sastre Vanrell,es ESP,DF,27,1997,3,2,144,0,0.1,3,0,0,0,1,0,89,113,32,33,46,56,8,14,0,0.0,0.0,0,3,0,0,9,5,9,12,3,1,3,0,0,2,2,0,3,1,1,0,130,3,32,66,33,2,130,2,0,81,5,6,0,4,3,93,12,1,0,0,2,1,0,0,0,0,5,2,3
Gonçalo Silva,pt POR,DF,33,1991,5,5,450,0,0.2,4,0,0,0,7,1,205,243,66,72,117,123,20,40,0,0.2,0.3,2,9,1,1,20,1,20,1,6,4,3,2,1,4,9,5,12,4,38,4,312,58,198,100,14,6,312,1,0,172,1,4,0,2,1,200,1,0,0,0,0,0,0,0,0,0,13,9,6
Łukasz Skorupski,pl POL,GK,33,1991,7,7,630,0,0.0,0,0,0,0,1,0,194,240,35,35,116,118,41,85,0,0.0,0.0,0,2,0,0,0,1,0,1,2,1,2,0,0,2,2,0,0,1,8,2,275,236,274,0,1,1,275,1,1,175,1,0,1,1,0,154,1,0,0,0,0,3,0,0,0,0,9,4,1
Roberts Savaļnieks,lv LVA,DF,31,1993,8,8,623,1,0.4,5,2,0,0,17,0,197,283,100,111,68,88,21,59,0,1.1,1.1,13,14,8,5,17,8,17,22,8,3,5,2,1,4,9,5,10,5,16,0,340,20,111,116,117,7,340,3,1,152,8,3,0,9,9,174,22,1,0,0,4,1,2,0,0,0,25,2,7
Andreas Skov Olsen,dk DEN,MO,24,1999,6,5,366,0,1.1,10,4,0,0,18,0,107,136,58,67,40,53,9,12,0,0.4,0.7,6,15,4,2,16,22,16,31,3,2,0,2,1,1,4,3,1,3,5,0,170,4,25,68,79,11,170,11,6,91,22,7,4,4,1,129,31,1,0,0,2,2,0,0,0,0,12,0,2
Gustavo da Silva,br BRA,MO,25,1999,4,3,252,3,3.1,14,4,0,0,4,1,33,56,16,22,12,21,3,5,0,0.9,0.5,5,5,4,1,9,17,9,21,5,3,1,1,3,2,3,1,3,2,3,0,110,4,13,37,63,24,110,7,1,62,17,6,6,12,6,60,21,1,0,0,3,3,0,0,0,0,17,6,5
Dane Scarlett,eng ENG,FW,20,2004,2,0,26,1,0.2,1,1,0,0,2,1,5,5,4,4,0,0,0,0,1,0.1,0.1,1,1,1,0,2,0,2,2,1,1,0,1,0,1,1,0,0,0,1,0,10,0,1,2,7,3,10,0,0,8,0,0,0,2,1,8,2,0,0,0,0,1,0,0,0,0,1,1,1
Jonathan Silva,ar ARG,DF,30,1994,7,7,567,1,0.4,7,4,0,0,17,2,298,370,133,147,134,158,23,47,0,0.7,1.1,7,24,8,4,29,8,29,32,7,5,4,1,2,5,10,5,10,4,18,1,439,22,136,183,122,10,439,8,2,214,8,6,1,9,3,262,32,3,0,0,9,9,1,0,1,0,24,8,3
Aymen Sliti,nl NED,FW,18,2006,1,1,62,0,0.1,1,1,0,0,1,0,10,12,6,7,4,5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,16,1,3,6,7,1,16,1,0,10,0,0,0,2,0,13,2,0,0,0,0,0,0,0,0,0,1,0,0
Gijs Smal,nl NED,MF,26,1997,11,8,715,0,0.0,1,0,0,0,15,3,264,326,114,130,111,134,31,40,2,0.6,0.5,10,24,7,2,29,10,29,24,9,6,3,4,2,5,14,9,15,5,19,0,388,21,114,175,100,1,388,4,3,193,10,7,0,4,2,217,24,2,0,0,3,1,0,0,0,0,28,3,7
Jorge Fernando Santos Silva,pt POR,DF,28,1996,7,7,623,0,0.1,3,1,0,0,18,0,213,319,88,102,98,131,22,66,0,0.5,0.5,9,14,3,3,13,17,13,48,9,5,6,2,1,5,10,5,5,8,34,0,400,24,117,140,148,6,400,11,2,171,17,4,2,5,6,189,48,2,0,0,16,8,0,0,0,0,21,9,12
Ivan Schranz,sk SVK,MF,30,1993,4,1,113,1,0.3,2,2,0,0,2,0,35,53,20,28,10,16,1,4,0,0.1,0.1,2,1,2,2,1,1,1,7,2,2,1,1,0,1,3,2,5,0,0,1,69,1,12,25,32,5,69,1,0,27,1,2,1,1,4,34,7,0,0,0,0,2,1,0,0,0,10,3,5
Stefan Schwab,at AUT,MF,33,1990,9,4,396,1,1.3,7,3,1,1,12,1,172,215,70,79,86,106,14,22,0,0.3,0.2,5,20,2,0,23,7,23,8,13,10,5,5,3,6,11,5,11,1,9,0,270,15,55,163,57,13,269,2,1,155,7,7,0,5,1,163,8,0,0,0,7,7,0,1,0,0,19,13,8
Leonardo da Silva Lopes,pt POR,MF,25,1998,2,2,136,0,0.0,0,0,0,0,0,0,49,64,21,25,21,26,7,11,0,0.0,0.0,0,4,0,0,7,0,7,0,5,4,2,2,1,1,1,0,1,1,8,1,91,11,28,58,5,0,91,2,0,34,0,0,0,2,0,54,0,1,0,0,5,4,0,0,0,0,9,4,3
Rhodri Smith,ch SUI,DF,17,2006,1,0,29,0,0.0,1,0,0,0,0,0,9,9,3,3,6,6,0,0,0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,12,2,4,5,3,0,12,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolás Serrano,es ESP,MO,21,2003,3,0,75,1,0.2,4,1,0,0,7,0,32,42,21,23,7,12,4,5,0,0.3,0.2,4,3,3,2,2,4,2,11,2,2,0,2,0,1,3,2,1,1,0,0,56,0,1,19,36,2,56,5,3,36,4,2,1,3,0,37,11,1,0,0,4,2,0,0,1,0,4,0,2
