Team,League,Matches,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Attempted Goal Kicks,Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Carries,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Conceded,Penalty Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Pass Length,Goal Kick Length,Distance of Defensive Actions,Passing Distance,Carrying Distance,Progressive Pass Distance %,Progressive Carry Distance %
AC Omonia,Europa Conference League,8,7200.0,0.46,0.12,0.32,0.16,0.03,0.02,0.49,1.21,1.55,0.31,0.92,1.61,0.09,0.01,0.11,0.04,0.92,0.34,0.13,0.12,0.01,0.01,1.61,0.16,0.66,3.31,0.92,0.25,1.78,0.06,0.07,38.54,47.26,4.18,0.25,0.34,0.91,0.2,43.15,3.91,1.1,17.25,19.4,17.71,20.36,2.91,5.22,31.66,1.54,0.92,0.3,2.04,0.92,1.06,1.6,0.95,0.9,0.49,0.21,0.76,1.45,0.69,0.98,1.16,0.45,2.88,0.02,4.29,1.66,0.86,2.52,39.2,4.15,59.1,4.24,18.05,28.1,13.52,1.74,59.09,0.16,0.0,1.05,1.18,0.2,0.01,0.01,0.0,1.35,1.45,2.8,6.48,45.64,12.8,14.01,5.67,0.32,0.47
APOEL,Europa Conference League,8,7161.0,0.48,0.11,0.35,0.13,0.02,0.01,0.31,1.12,1.91,0.41,0.54,1.16,0.08,0.0,0.13,0.04,1.19,0.34,0.1,0.1,0.0,0.0,2.1,0.2,0.85,2.66,0.5,0.16,1.94,0.07,0.08,34.9,43.28,3.23,0.05,0.24,0.9,0.28,38.95,4.06,1.24,15.01,16.99,15.67,18.3,3.26,5.45,30.33,1.4,1.48,0.21,1.48,0.63,0.75,1.67,1.02,0.79,0.67,0.21,0.7,1.52,0.82,0.99,0.79,0.16,2.36,0.01,4.07,1.29,0.87,2.16,35.12,3.18,53.62,2.79,13.1,28.01,13.08,1.47,53.62,0.33,0.05,1.32,1.37,0.28,0.01,0.0,0.0,1.33,1.72,3.05,7.65,43.7,,14.06,5.65,0.31,0.48
AZ Alkmaar,Europa League,12,10793.0,0.43,0.16,0.26,0.14,-0.02,0.02,0.41,1.53,2.45,0.36,0.59,1.39,0.14,0.06,0.17,0.07,1.27,0.45,0.19,0.17,0.02,0.02,2.13,0.28,0.9,2.93,0.82,0.11,1.42,0.1,0.12,34.36,43.14,3.7,0.16,0.13,1.09,0.19,39.49,3.46,0.89,16.28,18.46,15.07,17.71,2.17,4.34,29.18,1.7,1.27,0.69,1.78,0.81,0.83,1.81,1.0,0.8,0.8,0.21,1.0,2.04,1.04,0.95,1.38,0.38,2.53,0.03,4.39,1.55,0.81,2.36,34.52,3.69,54.94,3.31,15.16,25.36,15.13,2.3,54.92,0.24,0.03,1.47,1.0,0.22,0.03,0.02,0.0,0.87,1.37,2.23,5.41,53.79,17.3,13.13,5.11,0.32,0.52
Ajax,Europa League,12,10988.0,0.48,0.13,0.35,0.16,0.02,0.03,0.53,1.59,3.73,0.38,0.37,1.57,0.12,0.07,0.17,0.09,1.2,0.52,0.17,0.15,0.02,0.02,2.07,0.27,0.88,2.67,0.69,0.13,1.47,0.11,0.1,39.05,47.12,3.33,0.24,0.2,0.78,0.12,43.24,3.76,1.17,19.72,22.21,15.35,17.6,2.67,4.55,33.17,1.6,1.25,0.47,1.75,0.75,0.9,1.88,1.14,0.88,0.69,0.31,0.92,1.65,0.74,1.14,1.12,0.36,2.63,0.06,4.43,1.51,0.83,2.33,38.91,3.29,58.9,4.51,18.28,28.27,12.97,2.02,58.88,0.25,0.02,1.33,1.29,0.14,0.01,0.02,0.0,1.4,1.31,2.71,3.03,42.79,20.4,13.23,5.05,0.31,0.47
Alavés,La Liga,38,34140.0,0.35,0.13,0.23,0.12,-0.01,0.02,0.95,2.31,2.34,0.22,0.76,1.46,0.09,0.08,0.1,0.05,1.04,0.32,0.11,0.09,0.02,0.03,1.79,0.16,0.75,2.41,0.6,0.26,2.1,0.06,0.06,26.09,35.76,3.06,0.12,0.26,0.96,0.19,31.68,3.89,0.94,11.86,14.36,11.22,14.11,2.4,5.02,22.51,1.18,0.91,0.24,1.26,0.49,0.65,1.93,1.2,0.9,0.81,0.22,0.91,1.9,0.99,0.81,1.0,0.25,2.35,0.02,3.89,1.58,0.81,2.39,26.36,3.03,46.91,2.44,12.0,22.69,12.68,1.82,46.88,0.26,0.02,1.63,1.23,0.2,0.02,0.02,0.0,1.67,1.83,3.5,4.24,61.53,18.37,12.71,4.92,0.35,0.49
Anderlecht,Europa League,10,8990.0,0.42,0.17,0.26,0.13,-0.04,0.01,0.52,1.64,4.34,0.4,0.38,1.48,0.07,0.12,0.16,0.11,1.23,0.41,0.12,0.11,0.01,0.01,2.21,0.25,0.9,3.36,0.77,0.19,2.13,0.08,0.07,40.78,49.68,4.09,0.09,0.24,1.01,0.14,45.36,4.17,1.31,19.64,22.28,17.13,19.82,2.88,4.91,33.67,1.92,1.03,0.53,1.67,0.73,0.8,1.82,1.14,0.77,0.78,0.27,0.72,1.2,0.48,0.88,1.01,0.27,2.24,0.03,4.38,1.43,1.08,2.51,40.71,4.08,60.49,3.48,15.58,28.6,16.92,2.24,60.48,0.16,0.02,1.06,1.33,0.16,0.02,0.01,0.02,1.26,1.38,2.64,3.08,38.03,20.25,13.47,4.94,0.3,0.5
Angers,Ligue 1,34,30454.0,0.56,0.16,0.4,0.19,0.04,0.02,0.43,1.32,2.28,0.54,0.8,1.63,0.14,0.07,0.09,0.05,0.92,0.27,0.11,0.09,0.01,0.02,1.6,0.16,0.64,2.26,0.59,0.19,1.7,0.06,0.07,30.63,38.45,2.82,0.16,0.2,0.76,0.2,34.88,3.37,0.95,14.4,16.34,13.17,15.59,2.29,4.36,26.09,1.48,1.08,0.29,1.81,0.73,0.98,1.84,1.16,1.0,0.6,0.24,0.87,1.79,0.92,0.99,1.08,0.34,2.59,0.05,4.07,1.46,0.88,2.33,31.36,2.79,49.57,3.35,16.12,22.83,11.27,1.51,49.55,0.13,0.01,1.12,1.14,0.2,0.01,0.02,0.0,0.97,1.26,2.23,8.41,42.88,15.32,13.41,5.47,0.34,0.51
Arsenal,Champions League,14,12600.0,0.3,0.07,0.21,0.1,0.03,0.04,0.53,1.39,2.99,0.41,0.44,1.03,0.11,0.16,0.21,0.13,1.28,0.54,0.19,0.17,0.01,0.04,2.26,0.37,0.97,3.28,0.86,0.21,1.65,0.15,0.13,37.89,44.84,3.81,0.24,0.14,0.76,0.15,41.61,3.08,0.69,19.46,21.56,15.96,18.07,1.78,3.24,28.78,1.82,1.26,0.74,1.91,0.87,0.9,1.49,0.82,0.57,0.62,0.29,0.61,1.15,0.54,0.72,0.99,0.25,1.53,0.09,3.54,1.14,0.95,2.09,38.0,3.74,54.36,2.58,11.46,25.79,17.61,2.91,54.32,0.18,0.0,1.11,0.96,0.16,0.03,0.02,0.0,1.13,1.08,2.21,4.63,42.92,20.23,13.39,5.3,0.28,0.52
Arsenal,Premier League,38,33973.0,0.32,0.09,0.23,0.09,0.0,0.03,0.39,1.27,3.35,0.47,0.39,1.06,0.14,0.17,0.18,0.15,1.44,0.47,0.16,0.16,0.01,0.01,2.55,0.31,1.13,3.58,1.15,0.2,2.03,0.11,0.12,42.46,49.88,4.8,0.21,0.19,0.74,0.2,46.19,3.48,0.9,22.0,24.04,17.46,19.74,2.16,3.85,35.27,2.26,1.43,0.76,1.92,0.85,0.84,1.58,0.92,0.58,0.66,0.34,0.69,1.36,0.67,0.59,0.87,0.28,1.75,0.06,3.7,1.28,1.01,2.29,42.53,4.77,59.81,2.55,12.39,27.21,20.68,3.4,59.8,0.18,0.02,1.06,1.05,0.21,0.01,0.01,0.0,1.21,1.23,2.45,4.13,49.05,20.23,13.49,5.33,0.27,0.53
Astana FK,Europa Conference League,6,5374.0,0.79,0.13,0.65,0.22,0.09,0.02,0.44,1.86,2.73,0.59,1.22,1.98,0.07,0.1,0.07,0.05,0.85,0.28,0.07,0.07,0.0,0.0,1.47,0.1,0.75,1.76,0.5,0.18,1.14,0.04,0.06,30.85,38.22,2.26,0.03,0.25,0.74,0.27,35.12,2.83,0.79,13.68,15.34,13.31,15.31,3.06,5.21,26.8,1.19,1.04,0.18,1.56,0.6,0.89,1.69,0.94,0.92,0.62,0.15,0.54,1.49,0.95,0.8,1.19,0.49,2.73,0.05,4.04,1.54,0.77,2.31,31.37,2.23,49.72,4.62,18.64,22.93,8.64,0.94,49.72,0.18,0.03,1.0,0.9,0.3,0.02,0.0,0.0,0.87,1.42,2.29,7.14,50.85,20.18,14.1,4.82,0.29,0.51
Aston Villa,Champions League,12,10800.0,0.5,0.1,0.4,0.13,0.03,0.04,0.43,1.05,3.55,0.34,0.34,0.95,0.11,0.07,0.18,0.15,1.27,0.51,0.15,0.14,0.01,0.02,2.26,0.31,0.98,2.68,0.78,0.18,1.14,0.1,0.12,35.32,42.02,3.29,0.17,0.09,0.87,0.12,38.57,3.33,1.08,17.13,19.08,16.08,18.21,1.7,3.12,29.02,1.44,1.19,0.5,1.85,0.84,0.89,1.49,0.83,0.67,0.57,0.26,0.77,1.52,0.76,0.73,0.97,0.34,1.48,0.07,3.95,1.24,1.04,2.28,35.21,3.28,51.51,3.08,13.89,25.01,13.16,2.39,51.49,0.16,0.0,1.02,1.02,0.13,0.01,0.02,0.0,1.01,0.79,1.8,2.89,46.43,19.55,13.7,5.75,0.33,0.49
Aston Villa,Premier League,38,34083.0,0.41,0.13,0.27,0.14,0.0,0.02,0.48,1.25,3.39,0.35,0.52,1.42,0.16,0.09,0.15,0.12,1.26,0.42,0.15,0.14,0.01,0.02,2.22,0.26,0.94,2.92,0.84,0.15,1.59,0.09,0.11,35.77,43.07,3.54,0.25,0.15,0.91,0.13,39.24,3.69,1.27,17.36,19.28,15.56,17.73,2.11,3.87,30.09,1.9,1.18,0.56,1.91,0.86,0.79,1.67,0.97,0.76,0.66,0.25,0.81,1.43,0.62,0.63,0.87,0.28,2.03,0.1,3.65,1.34,1.02,2.36,35.89,3.51,53.18,3.85,15.22,24.39,14.16,2.51,53.17,0.19,0.01,1.07,1.3,0.15,0.01,0.02,0.0,0.97,1.11,2.09,3.17,48.12,19.2,13.61,5.62,0.31,0.52
Atalanta,Champions League,10,8996.0,0.27,0.11,0.16,0.09,-0.03,0.05,0.46,1.24,2.39,0.28,0.61,0.68,0.02,0.15,0.22,0.19,1.71,0.61,0.25,0.23,0.01,0.03,3.08,0.41,1.37,3.28,1.36,0.45,2.39,0.19,0.2,44.24,52.3,5.17,0.14,0.25,1.05,0.24,48.49,3.57,0.88,23.18,25.48,16.99,19.28,2.5,3.93,44.96,2.78,2.15,0.75,2.11,1.14,0.8,1.3,0.77,0.56,0.45,0.29,0.72,1.52,0.8,0.71,0.88,0.18,1.37,0.07,4.51,1.32,0.85,2.17,44.33,5.15,61.67,2.02,12.9,27.05,22.45,3.21,61.64,0.19,0.01,1.03,0.89,0.25,0.01,0.03,0.0,1.21,1.01,2.22,3.54,50.9,18.21,13.17,5.3,0.28,0.51
Atalanta,Serie A,38,34190.0,0.39,0.1,0.29,0.11,0.01,0.04,0.35,1.09,2.58,0.51,0.61,0.96,0.06,0.15,0.2,0.14,1.42,0.48,0.17,0.16,0.01,0.02,2.53,0.34,1.12,3.61,1.04,0.3,2.05,0.11,0.12,43.54,52.07,4.8,0.13,0.31,0.86,0.13,48.32,3.62,1.03,20.19,22.49,19.23,22.01,3.28,5.19,37.69,2.36,1.83,0.67,1.7,0.68,0.87,1.5,0.91,0.63,0.68,0.19,0.72,1.33,0.62,0.78,0.95,0.26,1.71,0.04,4.39,1.51,0.95,2.46,43.91,4.76,62.39,2.33,14.71,29.8,18.44,2.83,62.37,0.17,0.01,1.15,1.02,0.14,0.01,0.01,0.01,1.52,1.29,2.81,6.21,47.46,18.85,14.15,5.35,0.29,0.52
Athletic Club,Europa League,14,12538.0,0.32,0.12,0.2,0.12,0.0,0.04,0.39,1.06,1.97,0.29,0.4,0.83,0.05,0.11,0.16,0.13,1.49,0.41,0.15,0.13,0.01,0.01,2.61,0.28,1.15,3.81,0.8,0.32,2.48,0.09,0.11,38.93,48.11,4.64,0.06,0.31,1.09,0.08,44.3,3.73,1.01,16.44,18.7,18.43,21.43,3.41,5.71,32.25,2.05,1.6,0.5,2.01,0.93,0.97,1.69,1.03,0.62,0.87,0.19,0.78,1.54,0.76,0.87,0.88,0.17,2.05,0.03,4.78,1.59,1.02,2.61,39.15,4.62,59.63,2.06,12.63,30.83,16.75,2.42,59.61,0.24,0.02,1.46,0.98,0.08,0.02,0.01,0.0,1.41,1.53,2.94,4.86,51.74,19.98,14.39,5.47,0.31,0.53
Athletic Club,La Liga,38,34158.0,0.3,0.08,0.22,0.08,0.01,0.04,0.5,1.42,2.56,0.41,0.54,1.18,0.11,0.13,0.14,0.11,1.22,0.39,0.14,0.13,0.01,0.02,2.17,0.24,0.92,3.34,0.72,0.24,2.03,0.08,0.09,33.89,42.66,4.16,0.13,0.31,0.79,0.16,38.58,3.92,0.97,14.31,16.54,16.05,18.68,3.0,5.55,28.1,1.8,1.17,0.5,2.08,0.86,1.02,1.52,0.91,0.63,0.66,0.22,0.78,1.52,0.74,0.9,0.93,0.19,2.35,0.05,4.42,1.57,1.05,2.62,34.09,4.11,53.98,2.37,13.15,27.2,14.18,2.0,53.96,0.17,0.01,1.26,1.0,0.18,0.01,0.01,0.0,1.28,1.35,2.63,5.37,57.9,17.58,14.2,5.41,0.31,0.53
Atlético Madrid,Champions League,10,9234.0,0.45,0.14,0.31,0.14,0.01,0.02,0.26,0.74,1.68,0.48,0.52,1.05,0.14,0.05,0.21,0.17,1.2,0.47,0.14,0.14,0.0,0.0,2.15,0.38,0.97,3.27,0.98,0.25,1.67,0.09,0.12,45.07,53.27,4.08,0.23,0.3,0.94,0.12,49.87,3.27,0.98,22.89,25.42,17.62,19.98,2.86,4.72,41.99,2.05,1.69,0.54,1.5,0.65,0.7,1.9,1.19,1.01,0.62,0.26,1.02,1.87,0.85,0.95,1.0,0.23,1.73,0.09,4.31,1.27,0.71,1.98,45.56,4.08,62.92,3.1,17.05,29.78,16.68,2.28,62.92,0.18,0.01,0.99,0.93,0.12,0.05,0.0,0.0,0.71,0.89,1.6,8.95,42.65,16.82,13.35,4.85,0.3,0.5
Atlético Madrid,La Liga,38,34112.0,0.31,0.08,0.23,0.07,-0.01,0.04,0.29,0.75,1.89,0.51,0.77,1.35,0.08,0.07,0.18,0.13,1.22,0.46,0.17,0.15,0.02,0.02,2.16,0.32,0.92,3.23,0.96,0.25,1.78,0.11,0.13,44.88,53.85,4.11,0.2,0.29,1.02,0.18,49.77,3.89,1.04,22.84,25.32,17.3,19.91,3.35,5.58,40.23,2.01,1.53,0.44,1.68,0.72,0.8,1.63,0.99,0.8,0.63,0.2,0.84,1.65,0.81,0.69,0.94,0.26,2.11,0.06,4.04,1.42,0.73,2.15,45.7,4.1,64.17,3.54,18.33,30.32,16.03,2.27,64.15,0.19,0.01,1.09,1.12,0.19,0.01,0.01,0.01,1.17,1.11,2.27,7.93,36.17,20.06,13.44,4.9,0.32,0.53
Augsburg,Bundesliga,34,30454.0,0.46,0.15,0.32,0.15,-0.0,0.03,0.63,1.66,2.99,0.36,0.74,1.64,0.06,0.13,0.1,0.08,1.17,0.34,0.1,0.1,0.0,0.01,2.07,0.18,0.87,2.61,0.73,0.23,1.71,0.09,0.07,31.61,40.4,3.43,0.09,0.14,1.07,0.16,36.39,3.85,0.95,14.04,16.45,14.12,16.6,2.79,4.97,27.72,1.33,1.05,0.29,1.64,0.67,0.83,1.37,0.89,0.58,0.6,0.19,0.69,1.26,0.58,1.01,1.23,0.36,2.81,0.04,4.12,1.73,0.88,2.61,31.96,3.4,52.25,3.58,14.18,24.75,13.89,2.01,52.24,0.23,0.02,1.04,1.09,0.17,0.01,0.01,0.01,1.53,1.45,2.98,4.1,50.78,16.82,13.68,4.72,0.34,0.48
Auxerre,Ligue 1,34,30412.0,0.51,0.15,0.36,0.18,0.03,0.03,0.65,2.01,2.9,0.53,0.61,1.65,0.09,0.12,0.14,0.1,1.11,0.43,0.12,0.11,0.01,0.01,2.0,0.25,0.87,2.28,0.62,0.2,1.6,0.07,0.09,30.48,38.39,3.2,0.1,0.49,0.85,0.14,34.82,3.43,0.95,13.96,16.04,12.69,14.96,2.92,5.04,27.69,1.43,1.04,0.41,1.83,0.76,0.96,1.94,1.19,0.98,0.69,0.28,0.94,1.78,0.85,1.04,1.16,0.37,2.71,0.05,4.31,1.34,1.02,2.36,30.73,3.19,49.98,3.47,16.14,22.92,11.47,1.82,49.97,0.19,0.01,1.19,1.06,0.14,0.02,0.01,0.01,1.2,1.25,2.44,7.38,56.3,18.08,13.73,5.07,0.33,0.48
Barcelona,Champions League,14,12750.0,0.42,0.17,0.25,0.17,-0.0,0.03,0.18,0.76,3.32,0.44,0.4,1.07,0.1,0.39,0.28,0.21,1.56,0.66,0.24,0.22,0.02,0.02,2.76,0.47,1.14,4.55,0.97,0.14,1.5,0.13,0.17,50.92,58.77,5.25,0.24,0.31,0.77,0.1,54.56,4.11,1.43,24.38,26.58,21.6,24.18,3.48,5.13,39.2,2.05,1.63,0.67,2.24,1.05,1.0,1.62,1.04,0.56,0.73,0.32,0.71,1.55,0.85,0.61,1.19,0.32,1.61,0.05,3.85,1.19,0.9,2.09,51.36,5.21,69.14,2.83,14.13,36.61,19.01,2.77,69.12,0.1,0.01,0.87,1.12,0.1,0.01,0.02,0.01,0.91,1.05,1.96,3.69,42.48,20.15,14.27,4.99,0.29,0.52
Barcelona,La Liga,38,34157.0,0.28,0.1,0.18,0.09,-0.01,0.04,0.16,0.45,3.08,0.48,0.43,0.94,0.04,0.42,0.26,0.19,1.77,0.63,0.24,0.23,0.02,0.02,3.17,0.45,1.32,5.32,1.26,0.2,1.87,0.16,0.18,55.66,64.25,5.82,0.34,0.35,0.98,0.17,59.76,4.33,1.48,27.0,29.34,23.42,25.95,3.62,5.52,45.41,2.27,1.76,0.63,2.39,1.2,0.99,1.41,0.87,0.49,0.65,0.28,0.71,1.36,0.65,0.6,0.87,0.16,1.47,0.03,4.06,1.53,0.83,2.36,56.38,5.8,74.79,2.18,13.5,39.36,22.49,3.18,74.77,0.16,0.01,0.97,1.22,0.17,0.01,0.02,0.0,1.0,0.89,1.89,3.93,30.79,23.19,14.13,5.13,0.29,0.54
Bayern Munich,Bundesliga,34,30551.0,0.24,0.09,0.14,0.09,-0.01,0.05,0.38,0.9,3.7,0.36,0.26,0.79,0.04,0.21,0.28,0.19,1.87,0.75,0.24,0.22,0.03,0.03,3.43,0.47,1.5,6.19,1.36,0.2,1.8,0.22,0.17,63.7,71.85,6.26,0.37,0.36,0.98,0.16,67.94,3.75,0.99,32.73,35.14,26.21,28.63,3.65,5.37,50.46,2.45,2.01,0.78,2.33,1.13,1.04,1.49,0.88,0.49,0.69,0.32,0.73,1.32,0.59,0.68,0.94,0.15,1.47,0.06,4.64,1.46,0.78,2.23,63.7,6.26,82.58,2.4,14.17,43.43,25.52,3.57,82.55,0.14,0.0,0.87,1.0,0.16,0.01,0.02,0.0,1.21,1.01,2.23,2.77,37.86,22.5,14.26,4.99,0.28,0.5
Bayern Munich,Champions League,14,12600.0,0.29,0.13,0.16,0.1,-0.03,0.03,0.43,1.02,3.71,0.38,0.24,0.68,0.01,0.26,0.22,0.11,2.01,0.72,0.25,0.22,0.04,0.04,3.61,0.38,1.54,5.69,1.67,0.26,2.29,0.19,0.15,56.91,65.33,6.32,0.3,0.42,0.99,0.15,61.26,3.91,0.87,30.39,32.84,21.35,23.66,3.28,5.06,49.0,2.69,2.19,0.87,2.04,0.92,1.01,1.65,0.99,0.56,0.68,0.41,0.84,1.69,0.84,0.87,1.14,0.27,1.2,0.1,4.4,1.31,0.94,2.24,56.77,6.35,76.37,2.14,11.95,37.58,27.47,4.17,76.34,0.15,0.0,0.96,0.89,0.15,0.01,0.03,0.0,1.22,1.01,2.23,2.9,32.85,28.31,13.49,5.02,0.28,0.5
Başakşehir,Europa Conference League,6,5400.0,0.6,0.2,0.4,0.22,0.02,0.0,0.48,1.62,3.3,0.28,0.45,1.25,0.1,0.18,0.15,0.02,1.3,0.43,0.16,0.15,0.02,0.02,2.23,0.2,0.98,2.33,0.82,0.25,1.75,0.09,0.09,35.92,44.97,3.38,0.12,0.22,1.12,0.15,40.68,4.13,1.23,15.33,18.03,15.58,17.92,3.43,5.57,31.17,1.62,1.27,0.47,1.78,0.75,0.95,1.68,0.97,0.78,0.63,0.27,0.65,1.23,0.58,1.07,1.22,0.48,2.52,0.02,4.45,1.6,0.87,2.47,35.5,3.27,57.07,3.43,15.28,29.27,13.3,2.35,57.05,0.28,0.0,1.13,1.33,0.15,0.0,0.0,0.0,1.53,1.48,3.02,2.95,40.55,23.69,13.72,4.89,0.29,0.47
Benfica,Champions League,12,10800.0,0.5,0.16,0.34,0.12,-0.04,0.03,0.18,0.78,2.26,0.56,0.54,1.44,0.07,0.07,0.17,0.08,1.39,0.53,0.2,0.17,0.03,0.03,2.49,0.29,1.02,2.7,0.86,0.22,1.47,0.1,0.11,33.61,42.42,3.25,0.25,0.37,1.06,0.31,38.25,3.86,0.78,15.21,17.56,13.88,16.32,3.63,5.97,32.88,1.72,1.17,0.48,1.57,0.65,0.8,2.15,1.19,1.14,0.78,0.22,1.07,2.18,1.12,1.13,1.23,0.32,2.37,0.03,4.44,1.47,0.97,2.43,34.17,3.22,54.28,3.98,17.82,24.27,12.65,2.44,54.24,0.23,0.0,1.08,0.83,0.31,0.02,0.03,0.0,1.44,1.2,2.64,7.54,34.79,15.41,13.95,4.71,0.35,0.5
Betis,Europa Conference League,15,13790.0,0.26,0.1,0.16,0.09,-0.02,0.03,0.29,1.02,2.52,0.29,0.52,1.01,0.07,0.08,0.15,0.09,1.63,0.57,0.16,0.16,0.0,0.0,2.84,0.25,1.21,3.45,0.95,0.22,1.62,0.1,0.12,41.19,48.62,4.11,0.09,0.33,0.85,0.09,44.83,3.69,1.32,19.88,21.77,16.68,18.82,3.18,5.16,37.21,1.88,1.57,0.64,1.93,1.0,0.82,1.69,1.02,0.73,0.7,0.25,0.9,1.57,0.67,0.97,0.99,0.25,2.34,0.03,4.36,1.38,0.91,2.29,41.36,4.04,59.99,2.72,14.76,28.86,17.05,2.6,59.99,0.19,0.01,1.31,1.22,0.11,0.01,0.0,0.0,1.21,1.22,2.43,3.74,41.37,17.56,13.91,5.08,0.31,0.49
Betis,La Liga,38,34105.0,0.37,0.13,0.24,0.13,-0.0,0.02,0.3,0.99,2.75,0.47,0.56,1.36,0.08,0.13,0.15,0.1,1.36,0.46,0.14,0.12,0.02,0.03,2.48,0.26,1.1,2.95,0.87,0.2,1.65,0.08,0.1,39.08,47.56,3.92,0.16,0.4,0.98,0.13,43.26,4.16,1.31,19.6,21.81,15.22,17.78,2.88,5.02,34.64,1.79,1.4,0.6,1.91,0.82,0.91,1.7,1.05,0.72,0.72,0.27,0.9,1.69,0.79,0.94,1.07,0.3,2.34,0.04,4.29,1.78,1.0,2.78,39.59,3.87,59.47,3.1,16.18,27.82,16.06,2.43,59.44,0.18,0.01,1.14,1.36,0.15,0.01,0.02,0.0,1.21,1.26,2.47,5.35,36.24,19.28,13.33,5.06,0.31,0.52
Beşiktaş,Europa League,8,7200.0,0.61,0.19,0.42,0.22,0.04,0.01,0.31,1.2,2.64,0.59,0.75,1.36,0.09,0.02,0.12,0.09,1.25,0.44,0.16,0.13,0.01,0.04,2.31,0.24,0.94,3.05,0.64,0.06,1.18,0.09,0.08,39.69,47.99,3.39,0.32,0.25,0.86,0.12,44.74,3.12,0.98,18.49,20.62,17.38,19.94,3.12,5.21,33.66,1.8,1.51,0.42,1.84,1.0,0.72,1.96,1.14,1.02,0.64,0.3,0.95,1.69,0.74,1.11,1.3,0.46,2.25,0.06,4.7,1.58,1.06,2.64,40.16,3.38,59.25,4.4,18.49,27.85,13.61,1.94,59.21,0.31,0.0,1.06,0.95,0.12,0.01,0.01,0.0,1.06,1.04,2.1,7.55,35.12,14.65,14.15,5.1,0.29,0.51
Bochum,Bundesliga,34,30517.0,0.45,0.2,0.24,0.18,-0.02,0.02,1.02,2.41,3.2,0.28,0.81,1.38,0.05,0.15,0.09,0.07,1.28,0.39,0.12,0.11,0.0,0.01,2.16,0.16,0.91,2.46,0.69,0.22,2.0,0.1,0.09,27.82,37.96,3.21,0.12,0.11,1.08,0.18,34.18,3.61,0.66,11.2,13.58,13.08,16.28,2.95,5.63,24.44,1.11,0.86,0.26,1.24,0.49,0.7,1.77,1.06,0.94,0.61,0.22,0.9,1.68,0.78,0.87,1.4,0.42,2.61,0.06,4.09,1.54,0.69,2.24,27.97,3.18,49.73,3.4,14.24,23.59,12.38,2.01,49.72,0.2,0.01,1.37,0.85,0.19,0.01,0.01,0.0,2.18,1.96,4.14,3.28,55.71,18.41,13.39,4.69,0.35,0.44
Bodø/Glimt,Europa League,16,14959.0,0.52,0.15,0.37,0.18,0.03,0.02,0.48,1.35,3.84,0.46,0.52,1.77,0.08,0.14,0.15,0.13,1.08,0.41,0.15,0.14,0.01,0.01,1.93,0.27,0.84,2.39,0.89,0.08,1.02,0.12,0.12,41.66,49.15,3.83,0.15,0.26,0.93,0.17,45.44,3.54,0.87,19.57,21.74,17.9,20.04,2.49,4.06,39.1,2.0,1.44,0.6,2.12,1.0,1.02,1.96,1.22,1.05,0.67,0.23,0.9,1.75,0.85,0.85,1.25,0.47,2.88,0.02,4.22,1.4,0.98,2.38,41.8,3.81,61.12,4.52,19.16,28.76,13.78,2.6,61.1,0.16,0.02,0.87,0.93,0.17,0.02,0.01,0.01,0.99,1.05,2.04,3.85,40.26,17.91,13.67,5.68,0.26,0.52
