Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won
Stanislav Basmanov,kz KAZ,DF,23,2001,2,2,158,0,0.1,1,1,0,0,1,0,62,80,35,36,14,21,8,13,0,0.4,0.2,1,5,2,2,5,5,5,7,5,2,3,2,0,2,3,1,1,2,8,0,104,5,32,45,27,2,104,6,2,49,5,5,1,5,3,58,7,0,0,0,0,1,0,0,0,0,6,1,2,3,8,24,1,7,4
Stanislav Lobotka,sk SVK,MF,29,1994,32,31,2636,0,0.3,7,0,0,0,54,6,1600,1762,700,771,736,776,137,165,1,1.2,1.9,17,110,20,1,118,30,118,32,47,30,16,21,10,19,31,12,29,21,57,1,1967,105,546,1144,294,9,1967,11,8,1123,30,24,2,13,12,1459,32,3,0,0,24,31,0,0,1,0,166,6,6,12,25,212,60,32,49
Stanko Jurić,hr CRO,MF,27,1996,26,19,1729,0,0.8,8,2,0,0,9,2,636,755,300,341,287,320,35,61,0,0.5,0.3,4,40,4,0,57,5,57,8,48,24,26,19,3,19,48,29,35,24,52,0,981,90,423,505,65,10,981,10,6,388,5,6,2,21,14,544,8,7,1,1,38,9,0,0,0,0,92,50,22,72,35,78,11,16,43
Stanley N'Soki,fr FRA,DF,25,1999,27,21,1740,0,0.30000000000000004,6,1,0,0,22,1,1022,1188,390,414,531,598,90,140,0,0.4,0.5,7,77,10,2,81,15,81,6,34,22,20,12,2,19,35,16,23,35,70,3,1402,130,626,726,65,9,1402,18,13,727,15,13,1,19,8,900,6,4,1,0,14,9,0,0,0,2,108,29,21,50,27,108,23,22,41
Stav Lemkin,il ISR,DF,21,2003,5,4,375,0,0.5,7,1,0,0,3,0,185,216,71,84,106,116,5,10,0,0.0,0.1,0,11,5,0,18,1,18,3,13,9,6,6,1,4,7,3,3,4,21,0,265,31,102,132,31,10,265,4,3,123,1,1,0,2,0,147,3,0,0,0,6,2,0,0,1,0,20,9,9,18,2,25,3,15,13
Stefan Bajcetic,es ESP,MF,19,2004,20,13,1174,1,0.3,6,2,0,0,23,1,428,572,168,204,191,227,61,111,0,0.30000000000000004,0.4,11,41,8,0,50,9,50,13,33,15,15,15,3,14,32,18,27,17,29,1,745,42,190,449,114,7,745,32,15,375,9,11,0,23,8,424,13,4,0,0,25,17,0,0,1,0,73,17,15,32,31,85,24,15,29
Stefan Bell,de GER,DF,32,1991,18,15,1436,0,0.8,12,3,0,0,10,3,565,719,191,222,308,347,58,124,1,1.0,0.7,5,36,0,0,38,8,38,5,22,12,16,6,0,9,14,5,16,28,107,1,952,129,514,402,41,30,952,6,2,415,8,1,1,13,4,484,5,4,0,0,24,10,3,0,0,0,65,83,37,120,17,56,13,31,21
Stefan Dražić,rs SRB,FW,31,1992,2,2,150,0,0.1,3,2,0,0,4,1,16,27,9,14,5,7,1,1,1,0.5,0.1,1,1,1,0,1,1,1,8,2,0,0,2,0,0,2,2,0,1,2,0,46,2,4,22,21,6,46,2,1,29,1,3,0,5,1,36,8,1,0,0,1,3,0,0,0,0,2,4,3,7,6,18,5,7,0
Stefan Džodić,rs SRB,MF,19,2005,7,2,242,0,0.1,3,0,0,0,2,0,158,176,63,71,83,86,10,16,0,0.0,0.0,0,13,0,0,10,2,10,0,8,5,3,5,0,5,8,3,5,5,10,1,210,19,80,110,20,2,210,0,0,127,2,3,0,0,1,153,0,2,1,0,4,2,0,0,0,0,10,2,6,8,1,12,2,2,10
Stefan Gartenmann,ch SUI,DF,27,1997,10,9,811,0,0.1,2,0,0,0,11,2,404,485,139,154,225,252,35,64,0,0.2,0.4,5,23,6,3,31,1,31,5,17,8,14,3,0,12,20,8,8,19,55,0,596,99,311,250,42,5,596,7,3,324,1,8,0,5,1,343,5,0,0,0,3,11,0,0,0,0,40,19,10,29,6,42,13,14,20
Stefan Hierländer,at AUT,MF,33,1991,6,0,35,0,0.0,1,0,0,0,0,0,14,17,10,10,4,6,0,1,0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,1,0,0,24,0,8,9,7,1,24,0,0,10,0,0,0,3,1,10,1,0,0,0,1,1,0,0,0,0,0,1,1,2,4,2,0,1,2
Stefan Jovanović,rs SRB,MF,30,1994,8,8,696,0,0.1,2,0,0,0,19,3,281,347,155,177,96,114,21,32,0,0.3,0.4,7,21,7,1,23,8,23,20,21,17,11,8,2,13,26,13,9,13,18,0,435,26,113,219,107,6,435,3,2,190,8,6,1,12,5,205,20,2,0,0,18,8,0,0,0,0,45,4,10,14,17,71,22,15,30
Stefan Lainer,at AUT,DF,31,1992,21,6,757,1,0.3,4,1,0,0,15,1,356,460,173,200,157,200,19,38,0,1.0,0.4,9,21,7,6,25,25,25,32,22,13,16,5,1,12,14,2,12,12,30,0,565,33,196,239,132,6,565,10,5,288,25,20,2,7,7,323,32,2,0,0,11,6,3,0,0,1,24,5,9,14,14,114,16,21,25
Stefan Lekovic,rs SRB,DF,20,2004,7,3,367,0,0.1,3,0,0,0,6,0,162,188,65,71,85,93,11,19,0,0.0,0.0,0,14,0,0,15,4,15,2,9,4,6,2,1,5,13,8,4,7,5,0,225,16,108,101,17,2,225,3,2,128,4,0,0,3,0,156,2,0,0,0,5,3,0,0,0,1,18,6,6,12,3,23,6,2,9
Stefan Marčetić,ba BIH,FW,17,2006,1,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Stefan Mitrović,rs SRB,DF,34,1990,5,5,450,0,0.2,1,0,0,0,4,1,257,288,92,100,135,145,28,39,0,0.0,0.1,1,13,1,0,21,1,21,0,11,9,10,1,0,9,10,1,6,8,17,1,329,47,163,153,13,2,329,2,1,170,1,2,0,2,0,212,0,1,0,0,3,1,0,0,0,0,28,5,4,9,2,22,5,3,18
Stefan Ortega,de GER,GK,31,1992,15,14,1280,0,0.0,0,0,0,0,0,0,416,505,106,109,221,227,87,165,0,0.0,0.0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,12,1,540,411,531,9,0,0,540,0,0,354,0,0,0,0,0,343,0,1,0,0,1,2,0,0,1,0,11,2,0,2,0,1,0,0,0
Stefan Panić,rs SRB,MF,31,1992,8,8,720,0,0.7,8,2,0,0,9,1,293,345,139,160,114,127,24,36,1,0.3,0.2,4,18,3,1,34,1,34,3,22,14,12,10,0,13,19,6,19,17,20,0,454,39,163,238,54,13,454,5,2,239,1,1,1,5,3,257,3,3,0,0,14,13,0,0,0,0,57,21,9,30,8,41,10,18,27
Stefan Posch,at AUT,DF,27,1997,27,18,1716,0,0.8,11,3,0,0,40,2,881,1118,389,440,377,443,102,173,0,1.0999999999999999,0.9,19,84,21,9,87,24,87,67,74,49,33,28,13,34,57,23,36,17,51,0,1364,81,468,619,290,34,1364,23,12,746,24,20,3,21,20,796,67,3,0,0,42,23,1,0,1,0,105,24,20,44,41,245,42,67,83
Stefan Ristovski,mk MKD,DF,32,1992,8,7,651,0,0.0,2,0,0,0,9,2,232,300,117,133,93,115,16,31,2,0.8,0.6,7,16,5,3,19,6,19,28,12,6,9,2,1,6,17,11,9,9,23,0,369,38,157,133,80,6,369,2,1,159,6,6,0,5,3,204,28,2,0,0,3,8,0,0,0,0,28,4,6,10,8,81,11,14,12
Stefan Savic,at AUT,MO,30,1994,10,10,887,1,1.1,10,4,0,0,27,1,259,343,122,149,113,140,12,24,1,0.6,1.0,10,42,6,1,48,27,48,29,10,4,1,9,0,4,11,7,9,6,2,0,441,6,44,218,188,23,441,19,11,311,27,18,7,25,21,331,29,0,0,0,10,24,2,0,0,0,45,1,9,10,46,133,28,37,8
Stefan Schimmer,de GER,MO,30,1994,13,0,247,0,1.1,10,2,0,0,4,0,32,53,12,21,16,23,2,3,0,0.3,0.3,4,0,2,1,3,0,3,15,2,0,1,1,0,1,2,1,1,0,4,0,84,5,7,33,44,15,84,1,0,38,0,0,0,5,0,48,15,1,0,0,2,1,2,0,0,0,9,3,15,18,5,33,4,18,1
Stefan Schwab,at AUT,MF,33,1990,9,4,396,1,1.3,7,3,1,1,12,1,172,215,70,79,86,106,14,22,0,0.3,0.2,5,20,2,0,23,7,23,8,13,10,5,5,3,6,11,5,11,1,9,0,270,15,55,163,57,13,269,2,1,155,7,7,0,5,1,163,8,0,0,0,7,7,0,1,0,0,19,13,8,21,6,46,13,15,16
Stefan Târnovanu,ro ROU,GK,24,2000,11,11,990,0,0.0,0,0,0,0,1,0,237,350,29,29,108,113,97,203,0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,1,375,337,374,1,0,0,375,0,0,171,0,0,0,1,0,152,0,2,0,0,0,6,0,0,0,0,10,4,0,4,1,0,1,0,0
Stefan de Vrij,nl NED,DF,32,1992,34,25,2323,3,1.3,15,3,0,0,22,3,1798,1928,569,602,1107,1153,105,140,0,0.0,0.4,1,95,1,0,105,12,105,5,21,14,15,5,1,11,14,3,29,29,131,0,2214,227,977,1195,48,21,2214,8,3,1382,12,8,0,8,2,1576,5,3,0,0,14,7,0,0,0,0,100,86,47,133,10,127,25,22,25
Stefano Sabelli,it ITA,DF,31,1993,34,23,2058,0,0.1,6,1,0,0,38,2,825,1204,329,372,391,532,88,232,2,1.9,1.7,18,79,31,12,88,36,88,43,58,31,27,25,6,20,52,32,28,22,65,0,1428,61,507,676,252,10,1428,13,4,641,36,23,1,22,4,759,43,3,0,0,25,23,0,0,0,0,92,16,26,42,26,210,40,54,51
Stefano Sensi,it ITA,MF,28,1995,12,2,274,1,0.9,6,1,1,1,15,0,257,299,97,103,130,143,27,46,0,0.2,0.3,3,36,4,1,38,4,38,8,8,5,4,4,0,5,6,1,4,3,3,1,329,6,75,201,57,1,328,7,5,245,4,5,0,1,3,262,8,0,0,0,3,6,0,0,0,0,16,2,3,5,4,58,15,6,10
Stefano Turati,it ITA,GK,22,2001,30,30,2676,0,0.0,0,0,0,0,5,1,764,1077,157,159,359,364,246,547,0,0.0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,21,2,1166,1027,1159,7,0,0,1166,0,0,720,0,0,0,0,0,612,0,1,0,0,0,12,0,0,0,0,32,3,1,4,0,0,6,0,0
Stephan Ambrosius,gh GHA,DF,25,1998,2,2,115,0,0.3,1,0,0,0,1,0,33,45,12,15,19,21,1,6,0,0.1,0.1,1,1,0,0,4,1,4,1,5,2,2,2,1,3,5,2,1,2,16,0,72,10,47,18,7,4,72,0,0,33,1,0,0,1,0,36,1,0,0,0,0,0,0,0,0,0,5,6,3,9,1,7,1,4,5
Stephan El Shaarawy,it ITA,MF,31,1992,40,15,1473,3,3.1,37,14,0,0,62,11,576,724,343,387,187,244,28,46,4,1.3,2.3,17,23,27,4,63,62,63,114,19,14,5,8,6,7,15,8,7,16,18,0,899,18,124,364,427,63,899,50,22,568,62,50,18,29,11,609,114,2,0,0,12,16,7,2,0,0,61,8,20,28,40,353,73,112,21
Stephen Eustáquio,ca CAN,MF,27,1996,8,8,628,1,0.3,2,1,0,0,19,1,352,392,134,148,162,167,48,65,1,0.4,0.8,6,33,11,2,37,4,37,17,16,9,11,4,1,8,15,7,15,8,14,0,465,35,147,243,76,11,465,4,2,305,4,8,1,4,2,341,17,0,1,0,5,10,0,0,0,0,25,2,8,10,6,75,20,25,17
Stephen Kingsley,sct SCO,DF,30,1994,2,2,172,0,0.1,1,0,0,0,2,0,92,112,35,41,52,60,5,10,0,0.0,0.0,1,9,0,0,8,3,8,0,1,0,1,0,0,1,1,0,2,2,3,0,127,5,41,70,16,1,127,0,0,70,3,1,0,0,0,73,0,0,0,0,2,2,0,0,0,0,4,9,3,12,0,11,2,1,1
Stephy Mavididi,eng ENG,FW,26,1998,30,16,1615,4,1.8,26,7,0,0,50,7,460,613,286,314,124,184,18,43,1,2.6,3.3,22,32,26,7,57,91,57,138,34,19,16,10,8,14,42,28,26,11,15,0,863,23,132,327,421,61,863,95,35,583,91,40,27,39,35,623,138,2,0,0,18,18,3,0,0,0,83,9,15,24,74,424,57,121,33
Stevan Jovetić,me MNE,MO,34,1989,2,2,180,1,0.8,4,1,0,0,1,1,60,70,37,39,14,18,8,10,0,0.0,0.5,0,8,2,0,7,2,7,4,4,3,2,0,2,2,2,0,3,1,2,0,100,4,16,48,37,5,100,9,3,50,2,3,0,5,1,68,4,2,0,0,3,5,0,0,0,0,7,2,3,5,6,17,2,7,5
Steve Kapuadi,0,DF,26,1998,10,10,903,2,1.0,4,2,0,0,6,0,303,362,104,117,171,184,25,49,0,0.3,0.2,3,22,1,0,22,4,22,0,11,8,8,2,1,7,8,1,17,6,48,0,465,83,290,162,20,12,465,3,2,257,4,1,0,5,3,267,0,2,0,0,14,1,1,0,0,0,34,20,11,31,8,26,6,13,15
Steve Mandanda,fr FRA,GK,39,1985,18,17,1486,0,0.0,0,0,0,0,4,0,353,499,67,67,179,185,106,245,0,0.1,0.0,2,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,6,2,523,418,519,4,0,0,523,2,2,305,0,0,0,2,1,273,1,0,0,0,0,1,0,0,0,0,26,1,0,1,3,2,4,0,0
Steve Mounié,bj BEN,MO,29,1994,16,1,347,1,3.2,22,7,0,0,7,0,69,110,34,50,29,40,4,8,0,0.0,0.2,1,5,1,0,11,8,11,27,4,4,0,1,3,0,1,1,1,1,5,1,164,5,14,58,92,36,164,4,1,86,8,5,3,12,5,129,27,2,0,0,9,5,1,0,0,0,8,26,25,51,17,73,7,40,4
Steve Ngoura,fr FRA,FW,19,2005,8,2,289,0,1.3,10,2,0,0,6,0,37,57,18,28,13,15,3,3,0,0.4,0.1,2,2,2,0,8,3,8,19,4,2,1,1,2,3,3,0,2,0,2,0,106,3,9,45,56,18,106,12,7,54,3,5,1,14,9,74,19,0,0,0,5,1,2,0,0,0,7,5,6,11,23,49,6,21,5
Steven Alfred,ng NGA,FW,26,1997,3,3,264,1,1.2,14,5,0,0,9,0,35,54,16,22,14,22,2,3,0,0.2,0.1,4,3,1,0,1,4,1,14,1,0,0,0,1,0,0,0,3,0,6,0,94,6,10,42,44,19,94,5,5,43,4,3,0,11,6,62,14,2,0,0,10,2,2,0,0,0,6,9,29,38,17,33,9,20,0
Steven Berghuis,nl NED,MO,32,1991,9,5,424,0,1.0,13,5,0,0,30,3,212,277,115,132,64,80,28,49,1,1.8,2.0,16,16,10,4,22,8,22,18,3,1,0,2,1,1,3,2,3,3,2,0,322,8,54,133,136,12,322,9,6,175,8,7,2,9,3,210,18,0,0,0,7,4,0,0,0,0,23,1,3,4,12,66,33,28,2
Steven Skrzybski,de GER,MO,31,1992,24,15,1323,6,3.5,32,12,1,1,51,5,312,446,144,184,130,175,31,62,3,2.9,3.3,22,36,16,7,64,17,64,71,19,6,7,6,6,7,24,17,16,11,11,0,619,9,97,311,221,45,618,22,13,313,17,16,6,40,22,398,71,0,0,0,16,22,2,0,0,0,58,6,19,25,62,223,56,74,13
Stoichkov,es ESP,MO,30,1993,16,6,699,0,1.1,18,3,0,0,28,2,132,214,61,82,50,73,14,33,1,1.2,0.7,7,16,10,1,26,9,26,41,14,9,6,7,1,6,11,5,2,1,7,0,304,6,39,135,135,28,304,18,6,179,9,5,3,20,7,194,41,1,0,0,9,16,5,0,0,0,44,5,15,20,27,117,30,42,15
Stojan Vranješ,ba BIH,MO,37,1986,8,0,161,0,0.5,3,2,0,0,0,0,12,24,7,14,4,7,0,1,0,0.4,0.0,1,1,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,37,3,6,20,11,5,37,3,0,23,0,1,0,2,3,29,4,0,0,0,3,1,2,0,0,0,1,4,13,17,5,10,0,5,0
Stole Dimitrievski,mk MKD,GK,30,1993,4,4,360,0,0.0,0,0,0,0,0,0,68,133,6,6,35,37,27,90,0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,143,96,135,9,0,0,143,0,0,68,0,0,0,1,0,52,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
Strahinja Pavlović,rs SRB,DF,23,2001,31,27,2405,2,2.0,21,9,0,0,36,3,1559,1771,631,666,821,896,92,170,1,1.2000000000000002,0.5,7,130,7,2,121,60,121,14,67,41,43,23,1,39,64,25,28,24,105,0,2063,192,937,1010,133,23,2063,16,5,1351,60,40,1,21,4,1472,14,3,1,0,28,25,2,1,0,0,94,61,27,88,25,209,39,33,80
Suat Serdar,de GER,MF,27,1997,22,16,1376,2,1.9,30,8,0,0,29,1,357,477,175,210,136,169,32,52,1,1.0,0.5,10,47,5,1,56,18,56,35,35,22,12,19,4,10,26,16,19,8,21,0,660,31,122,383,164,30,660,37,19,370,18,20,3,24,15,395,35,4,1,1,33,18,0,0,0,0,74,14,14,28,39,144,30,39,32
Suso,es ESP,MO,30,1993,16,4,606,0,0.7,16,4,0,0,45,3,285,385,146,160,94,123,33,72,2,1.6,1.3,22,31,13,4,43,20,43,74,10,7,3,6,1,4,11,7,4,4,2,0,463,1,53,159,257,15,463,32,14,280,20,22,2,9,15,334,74,3,0,0,6,16,2,0,0,0,31,2,5,7,24,211,48,34,11
Sveinn Gísli Þorkelsson,is ISL,DF,20,2003,3,2,183,0,0.1,1,1,0,0,1,0,33,50,10,14,20,24,3,12,0,0.0,0.0,0,4,0,0,4,0,4,1,3,2,2,1,0,1,5,4,2,2,17,0,79,21,44,32,4,2,79,0,0,38,0,1,0,2,1,39,1,0,0,0,6,0,0,0,0,0,6,1,2,3,3,6,1,2,3
Sven Botman,nl NED,DF,24,2000,8,6,412,0,0.5,5,2,0,0,4,0,220,246,93,107,103,107,15,21,0,0.5,0.2,2,13,0,0,7,0,7,0,12,9,6,5,1,7,9,2,5,5,25,1,304,40,132,160,16,11,304,3,1,145,0,1,0,5,1,197,0,1,0,0,5,4,0,0,0,0,14,17,9,26,6,7,4,11,16
Sven Kums,be BEL,MF,36,1988,7,4,349,0,0.0,0,0,0,0,20,1,238,284,111,119,95,110,26,44,0,0.9,1.0,16,26,3,1,29,5,29,20,11,5,6,2,3,5,8,3,3,6,9,1,322,14,50,167,107,5,322,3,2,158,5,5,1,4,3,215,20,1,0,0,6,2,0,0,0,0,23,5,2,7,7,74,21,10,10
Sven Mijnans,nl NED,MO,24,2000,10,9,745,4,1.4,14,8,0,0,26,6,288,394,135,167,113,140,24,52,1,1.5,1.2,14,27,14,1,51,11,51,53,23,12,4,17,2,9,23,14,14,8,7,0,498,16,62,248,196,26,498,13,7,240,11,9,4,17,16,315,53,1,0,0,10,4,4,0,0,0,44,4,5,9,33,168,32,45,21
Sven Ulreich,de GER,GK,35,1988,2,1,135,0,0.0,0,0,0,0,0,0,39,44,17,17,16,16,6,11,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,41,4,0,0,45,0,0,22,0,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Sverrir Ingi Ingason,is ISL,DF,30,1993,9,9,810,0,0.3,6,1,0,0,10,0,549,603,163,175,342,364,39,55,0,0.1,0.2,1,41,1,0,31,7,31,2,13,11,8,5,0,10,13,3,5,5,48,0,696,69,299,367,31,15,696,3,3,446,7,6,0,4,2,503,2,2,0,0,7,7,0,0,0,0,17,23,22,45,6,42,10,16,21
Svetozar Marković,rs SRB,DF,24,2000,12,12,1080,0,0.1,3,0,0,0,6,0,253,323,61,73,138,164,51,79,0,0.2,0.3,5,13,1,1,12,0,12,1,14,10,10,4,0,6,13,7,9,8,71,1,455,90,277,165,15,7,455,1,0,154,0,1,0,3,0,186,1,2,0,0,10,2,0,0,0,0,39,30,33,63,3,14,6,9,16
Svit Sešlar,si SVN,MO,22,2002,12,11,1043,2,2.0,18,7,0,0,59,12,425,549,206,225,160,189,47,91,7,4.0,4.7,28,30,23,4,47,32,47,67,16,12,6,7,3,6,17,11,13,7,4,0,657,5,68,309,287,31,657,28,14,416,32,26,8,13,24,492,67,1,0,0,12,17,1,1,0,0,52,5,10,15,37,213,71,66,18
Syarhey Palitsevich,by BLR,DF,34,1990,3,2,181,0,0.0,1,0,0,0,0,0,67,76,19,19,34,34,14,23,0,0.0,0.0,0,5,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,4,0,88,7,45,40,3,1,88,0,0,45,0,0,0,0,0,55,0,0,0,0,1,1,0,0,0,1,3,2,3,5,0,1,0,1,1
Szymon Żurkowski,pl POL,MF,26,1997,5,0,106,0,0.1,2,0,0,0,1,0,27,33,15,15,9,10,0,2,0,0.0,0.0,0,0,1,0,1,1,1,3,6,4,2,4,0,4,4,0,3,1,2,0,59,5,17,35,7,4,59,4,2,28,1,0,1,5,4,29,3,0,0,0,2,1,0,0,0,0,10,0,0,0,9,8,1,6,8
Sávio,br BRA,MO,20,2004,38,28,2342,2,6.5,72,24,0,0,134,18,901,1118,546,608,306,382,38,67,9,7.800000000000001,7.699999999999999,56,22,63,10,83,172,83,338,30,21,6,11,13,13,27,14,17,9,9,2,1434,17,75,354,1031,197,1434,152,70,1032,172,58,94,53,50,1116,338,4,0,0,19,34,3,2,0,0,104,2,4,6,103,931,152,364,34
Séamus Coleman,ie IRL,DF,35,1988,5,3,215,0,0.6,1,1,0,0,2,1,74,98,36,38,27,34,8,19,0,0.0,0.0,0,8,2,0,11,1,11,7,3,2,2,1,0,3,4,1,5,1,8,0,121,12,42,54,26,3,121,5,4,54,1,2,0,1,1,68,7,1,0,0,0,1,0,0,0,0,7,2,1,3,2,26,3,5,5
