Player,Nation,Position,Age,Born,Matches Played,Starts,Minutes Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xAG),Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes.1,Progressive Runs,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Progressive Carries.1,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won
Leonardo Balerdi,ar ARG,DF,25,1999,27,27,2273,0,0.9,15,1,0,0,27,3,2360,2516,1024,1054,1155,1198,125,186,0,0.7,0.8,8,150,6,0,105,13,105,5,54,39,32,17,5,27,47,20,25,38,72,4,2767,209,1085,1623,78,21,2767,32,22,1752,13,15,2,20,13,2183,5,9,1,1,28,20,0,0,0,1,161,39,21,60,33,128,30,29,66
Leonardo Bittencourt,de GER,MF,30,1993,27,10,982,2,1.6,27,9,0,0,39,5,571,680,291,318,214,247,42,71,1,1.6,1.9,14,56,14,2,64,19,64,38,25,9,15,7,3,6,18,12,8,15,11,0,801,8,148,455,205,20,801,5,1,530,19,13,2,12,2,583,38,3,0,0,15,19,2,0,0,0,44,5,15,20,14,159,44,38,15
Leonardo Pavoletti,it ITA,MO,35,1988,26,1,445,2,2.7,18,7,0,0,17,1,92,158,58,87,24,42,1,5,0,1.0,0.7,9,9,6,0,17,1,17,26,1,0,0,1,0,0,0,0,4,0,3,0,225,4,15,107,104,28,225,1,0,86,1,2,0,18,2,168,26,5,0,0,25,7,7,0,0,0,9,56,44,100,20,70,18,34,0
Leonardo Spinazzola,it ITA,MF,31,1993,27,17,1517,1,0.7,12,4,0,0,47,3,710,895,315,346,311,376,69,121,1,3.5,3.4,26,62,34,8,88,83,88,81,17,10,6,9,2,10,23,13,12,9,31,1,1051,38,244,472,344,38,1051,64,28,603,83,64,24,17,18,679,81,1,0,0,6,13,1,0,0,0,62,3,3,6,35,333,50,104,20
Leonardo da Silva Lopes,pt POR,MF,25,1998,2,2,136,0,0.0,0,0,0,0,0,0,49,64,21,25,21,26,7,11,0,0.0,0.0,0,4,0,0,7,0,7,0,5,4,2,2,1,1,1,0,1,1,8,1,91,11,28,58,5,0,91,2,0,34,0,0,0,2,0,54,0,1,0,0,5,4,0,0,0,0,9,4,3,7,2,7,0,0,5
Leonidas Stergiou,ch SUI,DF,22,2002,16,11,907,1,1.1,3,1,0,0,15,6,480,583,274,296,171,208,28,52,2,1.1,0.8999999999999999,7,34,4,2,41,11,41,34,25,14,9,11,5,16,19,3,16,14,42,1,697,34,190,341,169,9,697,6,4,371,11,13,2,7,4,406,34,0,1,0,6,0,1,0,0,0,39,6,8,14,11,120,21,17,30
Leopold Querfeld,at AUT,DF,20,2003,27,17,1747,2,1.1,16,4,0,0,26,2,648,802,215,244,318,342,105,188,2,1.0,1.2,10,53,5,0,49,3,49,5,25,12,21,4,0,13,18,5,25,19,144,2,1066,176,562,457,54,34,1066,9,3,531,3,2,0,5,2,574,5,8,0,0,20,13,0,0,1,0,66,65,54,119,7,62,28,39,25
Leroy Sané,de GER,FW,28,1996,43,23,2272,12,12.0,96,39,0,0,108,14,1065,1289,636,709,340,405,33,57,5,6.1,7.1,46,38,51,7,96,102,96,383,37,25,6,15,16,19,35,16,17,10,3,0,1674,10,87,544,1069,175,1674,128,49,1121,102,64,54,79,38,1343,383,4,0,0,23,30,6,1,0,0,115,11,10,21,117,964,122,287,44
Lesley Ugochukwu,fr FRA,MF,20,2004,26,18,1655,1,0.9,10,1,0,0,24,1,600,706,289,327,265,292,23,38,1,1.0,0.6,14,54,7,1,49,29,49,20,50,24,16,30,4,18,36,18,27,14,23,2,879,50,215,501,169,24,879,28,19,479,29,15,6,12,13,600,20,7,0,0,31,16,0,0,1,0,67,20,18,38,25,118,25,38,42
Levi Colwill,eng ENG,DF,21,2003,38,35,3269,2,1.9,17,4,0,0,39,4,2426,2714,852,919,1399,1470,147,262,1,1.1,1.2,14,150,7,3,135,14,135,12,47,34,25,19,3,18,29,11,38,33,124,4,3006,391,1418,1463,141,36,3006,12,6,1682,14,12,1,14,8,2177,12,9,0,0,45,22,5,0,1,0,122,86,54,140,22,173,43,47,52
Levi Ives,nir NIR,DF,27,1997,5,5,419,0,0.0,0,0,0,0,5,1,146,203,78,91,47,61,16,31,0,0.1,0.2,1,11,2,1,14,9,14,11,7,5,4,3,0,6,14,8,8,2,18,0,250,17,92,105,54,1,250,4,2,117,9,3,0,2,3,141,11,1,0,0,4,5,0,0,0,0,17,3,2,5,5,45,6,4,11
Lewin Blum,ch SUI,DF,23,2001,7,5,440,0,0.0,1,0,0,0,8,0,156,194,59,66,83,101,11,19,0,0.5,0.5,2,10,3,2,14,5,14,18,9,7,5,2,2,3,15,12,5,1,13,0,234,20,66,99,69,4,234,3,3,119,5,2,0,4,1,139,18,1,0,0,6,4,1,0,0,0,11,2,3,5,5,55,8,9,10
Lewis Cook,eng ENG,MF,27,1997,36,32,2978,1,0.9,14,4,0,0,89,5,1224,1585,542,635,546,641,109,240,3,4.1,3.8,48,157,26,11,158,33,158,52,81,42,41,36,4,37,67,30,30,41,70,0,1900,87,440,1010,470,20,1900,20,13,825,33,29,4,31,18,965,52,8,1,0,49,10,3,0,1,0,187,41,34,75,49,295,94,61,79
Lewis Dunk,eng ENG,DF,32,1991,25,23,2083,0,0.8,12,3,0,0,19,3,1778,1953,668,693,954,1002,143,228,0,0.5,1.0,6,157,6,0,142,20,142,3,17,10,8,7,2,11,19,8,28,13,79,2,2127,258,993,1031,113,21,2127,1,0,1341,20,19,0,9,3,1556,3,5,0,0,7,11,2,0,0,1,104,51,31,82,12,168,22,27,21
Lewis Ferguson,sct SCO,MF,24,1999,21,14,1272,1,1.5,9,3,1,1,38,1,708,820,310,344,330,361,52,76,1,1.3,1.0,17,66,10,0,63,23,63,34,27,15,5,15,7,10,21,11,13,6,10,0,938,19,124,579,243,21,937,14,8,587,23,27,2,15,13,654,34,2,0,0,34,26,1,0,0,0,44,17,21,38,28,154,39,33,25
Lewis Hall,eng ENG,DF,19,2004,27,24,2189,0,0.4,11,1,0,0,63,6,1300,1592,653,715,525,617,104,202,4,4.3,3.7,34,114,17,5,123,41,123,80,58,41,28,22,8,40,74,34,33,18,75,3,1820,95,623,804,414,47,1820,21,11,950,41,22,13,33,20,1094,80,3,0,0,9,21,1,0,0,0,119,30,31,61,53,324,69,82,81
Lewis Holtby,de GER,MF,33,1990,25,13,1238,0,0.5,7,0,0,0,37,3,540,706,262,295,219,271,45,99,1,1.5,1.8,21,29,5,1,47,14,47,34,34,20,19,10,5,12,28,16,14,21,26,3,847,43,252,429,171,14,847,15,7,372,14,10,1,15,8,485,34,1,1,0,13,23,0,2,1,0,72,8,12,20,23,129,40,21,32
Lewis Miley,eng ENG,MF,18,2006,14,1,313,1,0.5,3,2,0,0,4,0,168,191,94,105,59,61,7,10,0,0.0,0.3,1,11,4,0,17,2,17,8,14,11,5,7,2,7,14,7,5,2,5,2,235,5,44,124,68,6,235,3,1,112,2,2,0,8,1,163,8,0,0,0,3,1,0,0,0,0,16,6,7,13,9,35,4,10,18
Lewis Orford,eng ENG,MF,18,2006,2,0,49,0,0.0,1,0,0,0,2,0,33,38,11,13,18,20,2,3,0,0.0,0.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,42,1,8,28,7,2,42,0,0,22,0,0,0,1,0,31,1,0,0,0,0,0,0,0,0,0,7,0,1,1,1,2,2,4,0
Liam Boyce,nir NIR,FW,33,1991,2,0,10,0,0.0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,1,4,1,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0
Liam Delap,eng ENG,FW,21,2003,37,32,2593,12,9.3,66,29,2,2,62,7,219,357,123,174,69,108,9,24,2,1.9,1.4,21,17,6,0,30,61,30,110,11,8,3,3,5,2,15,13,8,2,28,0,682,29,78,291,335,92,680,86,40,445,61,46,30,104,60,537,110,12,0,0,72,51,14,2,0,0,68,55,74,129,164,311,69,128,10
Liam Henderson,sct SCO,MF,28,1996,36,27,2337,0,0.7,22,3,0,0,59,5,730,1002,302,368,328,407,74,179,4,3.9,3.0,33,93,22,11,108,18,108,54,42,22,17,22,3,22,53,31,19,15,42,0,1197,43,229,697,279,16,1197,11,6,490,18,17,4,22,9,671,54,10,0,0,83,23,2,0,0,0,89,13,20,33,31,234,64,53,44
Liam Kelly,sct SCO,GK,28,1996,2,2,180,0,0.0,0,0,0,0,0,0,39,72,3,3,19,19,17,50,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,68,77,1,0,0,78,0,0,33,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
Liam Möller,fi FIN,MO,19,2004,6,4,338,1,1.5,4,1,0,0,9,0,74,107,41,52,27,31,4,11,0,0.3,0.4,5,6,1,0,10,8,10,17,6,5,0,3,3,3,6,3,2,4,5,0,144,5,16,76,55,12,144,4,3,100,8,7,2,11,6,103,17,1,0,0,9,6,1,0,0,0,11,4,10,14,17,52,9,15,8
Liam Scales,ie IRL,DF,25,1998,6,4,371,1,0.2,1,1,0,0,2,1,247,267,94,97,139,146,13,20,0,0.0,0.0,0,17,0,0,15,2,15,0,8,5,2,3,3,6,9,3,9,5,24,0,323,48,167,147,10,4,323,1,1,203,2,2,0,3,1,230,0,0,0,0,4,0,0,0,0,0,12,17,8,25,4,17,3,4,11
Liberato Cacace,nz NZL,MF,23,2000,33,24,2230,2,2.6,29,9,0,0,54,4,619,912,286,343,237,321,68,166,4,1.7,1.5,25,54,18,6,70,53,70,97,37,25,20,13,4,22,31,9,26,22,59,0,1187,81,343,485,381,56,1187,51,14,542,53,34,7,40,21,635,97,6,0,0,27,17,5,0,0,0,98,41,51,92,61,317,58,87,47
Lilian Brassier,fr FRA,DF,24,1999,26,23,2013,1,1.7,19,2,0,0,25,1,1347,1572,542,579,692,770,90,172,1,0.3,0.5,7,133,8,1,115,32,115,19,23,18,19,4,0,14,17,3,25,31,90,3,1790,157,743,911,147,27,1790,13,3,1077,32,25,1,15,5,1310,19,4,0,0,16,15,0,0,1,0,97,47,15,62,20,185,26,37,32
Lilian Raolisoa,fr FRA,MF,24,2000,29,14,1318,0,0.7,14,1,0,0,32,4,392,564,187,215,158,215,34,84,3,2.0,1.7,14,31,16,8,47,33,47,62,41,24,24,13,4,17,38,21,11,15,45,0,751,47,228,281,259,19,751,53,23,404,33,31,3,21,16,435,62,1,2,0,16,9,3,0,1,0,76,15,11,26,37,204,36,46,41
Lior Kasa,il ISR,MO,18,2005,8,2,230,0,1.1,5,2,0,0,5,0,62,72,28,30,23,28,9,12,0,0.1,0.1,2,6,1,0,7,1,7,7,4,4,2,2,0,2,5,3,4,3,5,0,111,8,26,54,33,6,111,5,1,58,1,3,0,6,1,64,7,2,0,0,4,3,0,0,0,0,14,1,3,4,7,22,5,7,6
Lisandro Martínez,ar ARG,DF,26,1998,28,27,2343,2,1.7000000000000002,25,7,0,0,39,3,1720,1909,768,814,846,904,87,154,2,2.0,2.3,16,158,28,3,184,43,184,12,47,28,26,17,4,25,42,17,24,46,79,2,2155,187,915,1056,198,29,2155,13,11,1463,43,41,3,5,3,1538,12,8,0,0,27,12,0,0,0,0,117,28,18,46,8,251,42,63,53
Lloyd Kelly,eng ENG,DF,25,1998,24,17,1526,0,0.9,11,1,0,0,15,1,781,953,342,373,368,416,53,121,1,0.6,0.39999999999999997,5,70,3,1,51,11,51,32,22,16,9,12,1,10,13,3,22,3,89,4,1142,133,478,547,124,23,1142,4,2,588,11,11,0,18,5,710,32,3,0,0,24,12,2,0,0,0,82,55,30,85,23,126,16,27,26
Logan Costa,cv CPV,DF,23,2001,33,29,2677,2,0.7,12,5,0,0,23,2,1401,1600,521,549,696,747,168,277,1,1.1,0.5,5,111,7,1,120,26,120,11,40,22,25,14,1,25,30,5,27,23,119,2,1854,307,999,791,72,12,1854,2,0,1074,26,16,0,7,1,1251,11,3,0,0,19,3,2,1,2,0,108,50,39,89,8,168,25,20,47
Logan Delaurier Chaubet,fr FRA,MO,22,2002,6,6,473,1,1.4,10,3,1,1,9,1,119,146,70,79,35,41,7,12,1,0.3,0.8,2,10,4,1,12,10,12,31,11,7,4,5,2,4,10,6,7,3,3,0,200,2,26,81,97,12,199,11,5,149,10,9,5,11,9,151,31,1,0,0,10,6,0,0,0,0,14,2,3,5,20,84,10,22,11
Lois Diony,fr FRA,FW,31,1992,1,0,21,0,0.0,0,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,5,2,6,0,0,4,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,2,0
Loizos Loizou,cy CYP,MO,21,2003,8,5,435,0,0.4,8,1,0,0,10,1,95,144,59,66,22,39,10,23,0,0.3,0.7,3,5,7,2,11,13,11,45,9,5,4,5,0,5,13,8,3,7,6,1,220,6,34,87,103,14,220,27,13,142,13,4,6,20,6,153,45,0,0,0,4,14,1,1,0,0,21,2,4,6,26,114,11,29,10
Lorenz Assignon,tg TOG,MF,24,2000,32,27,2357,3,2.2,22,5,0,0,67,10,1015,1301,518,609,428,531,41,83,4,3.5,3.7,29,70,28,12,116,98,116,206,49,27,25,22,2,19,43,24,20,25,74,0,1638,66,347,706,596,80,1638,77,28,807,98,72,26,56,34,1006,206,9,0,0,52,28,5,0,1,0,110,38,22,60,90,626,77,146,46
Lorenzo Aguado,es ESP,DF,21,2002,2,0,5,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lorenzo Anghelè,it ITA,FW,19,2005,1,0,6,0,0.0,0,0,0,0,0,0,4,4,2,2,1,1,1,1,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,5,1,1,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
Lorenzo Colombo,it ITA,MO,22,2002,37,26,2233,6,5.9,55,18,1,1,55,3,343,508,185,241,102,148,28,50,2,2.9,0.9,21,25,12,2,48,27,48,116,31,14,7,16,8,7,21,14,33,2,16,1,837,18,77,417,355,83,836,50,24,438,27,28,10,88,52,547,116,5,1,1,46,41,6,0,0,0,73,53,121,174,140,307,58,107,21
Lorenzo De Silvestri,it ITA,DF,36,1988,18,13,1060,1,0.8,9,4,0,0,14,2,446,564,198,223,205,252,38,66,0,0.3,0.4,5,40,6,5,46,4,46,30,11,6,7,1,3,7,16,9,12,10,32,0,657,31,198,318,142,11,657,5,1,313,4,7,0,7,2,380,30,1,0,0,17,8,1,0,0,0,26,12,16,28,9,110,16,22,13
Lorenzo Lucca,it ITA,FW,23,2000,33,27,2353,12,7.6,64,25,1,1,33,4,240,375,112,182,89,117,20,27,1,1.6,0.8,14,17,1,0,18,15,18,98,10,6,3,2,5,5,11,6,18,7,27,0,641,27,57,335,259,109,640,25,12,350,15,18,9,73,29,478,98,10,0,0,65,55,16,0,0,0,44,59,68,127,102,229,37,119,11
Lorenzo Montipò,it ITA,GK,28,1996,36,36,3240,0,0.0,0,0,0,0,5,0,520,1068,69,69,188,191,262,796,0,0.0,0.1,0,37,0,0,1,0,1,0,1,0,1,0,0,1,4,3,0,0,24,4,1170,919,1150,20,0,0,1170,0,0,508,0,0,0,1,0,412,0,0,0,0,0,7,0,0,0,1,28,7,1,8,1,1,5,0,1
Lorenzo Pellegrini,it ITA,MF,28,1996,32,25,2053,3,6.4,59,18,1,1,84,7,662,827,321,368,244,284,60,117,2,3.3,4.2,36,40,24,2,74,39,74,100,29,20,5,15,9,11,25,14,11,10,29,0,1063,28,131,500,444,77,1062,41,19,640,39,44,9,36,18,754,100,5,0,0,30,33,7,0,0,0,83,14,24,38,54,313,91,112,31
Lorenzo Pirola,it ITA,DF,22,2002,8,5,520,0,0.3,5,1,0,0,6,0,225,279,74,90,128,150,21,32,0,0.3,0.3,4,24,1,1,25,2,25,0,11,6,5,5,1,5,6,1,11,7,26,0,350,20,87,225,39,9,350,1,0,142,2,3,0,1,1,189,0,0,0,0,5,5,0,0,0,0,11,27,20,47,2,27,6,11,11
Lorenzo Torriani,it ITA,GK,19,2005,1,0,40,0,0.0,0,0,0,0,0,0,12,15,2,2,7,7,3,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,15,17,0,0,0,17,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Tosto,it ITA,DF,18,2006,1,0,1,0,0.0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Venturino,it ITA,MO,18,2006,6,1,167,2,0.7,4,3,0,0,6,1,28,55,11,20,13,17,2,7,0,0.2,0.1,3,2,3,1,7,5,7,10,5,3,4,0,1,3,6,3,3,0,5,0,86,2,22,32,35,6,86,6,4,39,5,2,2,8,1,44,10,0,0,0,3,1,0,0,0,0,8,1,1,2,9,32,7,12,6
Loris Benito,ch SUI,DF,32,1992,5,4,326,0,0.0,0,0,0,0,1,0,194,219,68,70,100,105,23,38,0,0.0,0.1,1,16,2,0,22,4,22,0,1,0,1,0,0,1,6,5,4,6,19,1,251,44,126,123,5,1,251,1,0,134,4,0,0,2,2,153,0,2,0,0,5,1,0,0,0,1,21,2,3,5,4,26,1,3,1
Louis Leroux,fr FRA,MF,18,2006,16,8,816,2,1.5,9,5,0,0,30,3,248,300,120,134,98,114,19,30,1,1.3,0.7,12,13,8,0,31,11,31,14,25,18,10,12,3,16,22,6,22,8,19,1,411,19,101,224,98,14,411,20,8,214,11,14,3,12,6,224,14,1,0,0,10,12,0,0,0,0,43,4,5,9,18,70,33,25,34
Louis Mouton,fr FRA,MF,22,2002,24,12,1045,0,1.3,19,3,0,0,28,2,442,551,230,259,157,195,40,59,1,1.3,1.3,16,42,13,1,54,18,54,51,49,25,14,25,10,22,37,15,17,10,19,0,703,20,153,349,211,24,703,24,12,366,18,9,2,14,13,456,51,2,0,0,24,7,2,0,0,0,63,5,11,16,27,174,30,40,47
Louis Schaub,at AUT,MO,29,1994,9,8,677,3,2.4,20,8,0,0,34,0,243,295,149,167,64,81,15,21,0,1.1,0.8,14,20,10,1,31,21,31,51,15,9,7,5,3,7,15,8,11,2,1,0,384,2,29,182,179,43,384,24,7,260,21,19,10,10,8,278,51,1,0,0,8,12,0,0,0,0,31,2,7,9,18,154,34,64,16
Loum Tchaouna,fr FRA,MO,20,2003,35,13,1226,2,3.9,41,12,0,0,48,9,343,476,185,228,115,154,30,57,1,1.7000000000000002,2.0999999999999996,21,26,23,4,44,43,44,112,20,12,6,9,5,10,28,18,10,8,23,2,667,21,75,245,352,63,667,28,10,417,43,24,16,47,16,471,112,5,1,1,18,16,1,0,0,0,33,12,43,55,63,311,57,106,22
Lovro Majer,hr CRO,MF,26,1998,9,3,304,2,1.4,6,4,1,1,13,2,98,141,58,67,31,46,6,19,1,1.1,0.8,8,13,3,0,17,8,17,10,2,1,0,1,1,1,5,4,5,1,2,1,175,4,25,72,80,10,174,10,5,111,8,4,2,5,7,122,10,1,0,0,6,6,0,0,0,0,12,3,4,7,12,45,15,15,2
Lovro Zvonarek,hr CRO,MO,19,2005,6,0,140,0,0.3,4,1,0,0,7,0,36,43,16,18,16,19,3,4,0,0.1,0.1,3,2,1,0,5,3,5,9,0,0,0,0,0,0,2,2,1,1,1,0,60,2,5,31,25,6,60,7,4,42,3,2,1,5,1,49,9,0,0,0,1,2,0,0,0,0,5,1,1,2,6,26,7,8,0
Lovro Štubljar,si SVN,GK,19,2004,2,2,180,0,0.0,0,0,0,0,0,0,59,77,5,5,24,24,30,48,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,85,73,84,1,0,0,85,0,0,31,0,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Loïc Bade,fr FRA,DF,24,2000,32,31,2686,1,0.6,13,4,0,0,23,2,1562,1822,536,572,856,911,164,307,1,0.7,0.2,4,94,3,0,62,11,62,6,47,27,37,10,0,23,31,8,22,29,162,2,2135,284,1298,799,54,20,2135,22,17,1173,11,10,1,17,8,1463,6,7,1,0,26,10,0,0,1,0,138,65,30,95,25,85,25,24,50
Loïc N'Gatta,fr FRA,DF,20,2003,2,0,13,0,0.0,0,0,0,0,0,0,13,15,7,7,5,5,1,2,0,0.0,0.0,0,3,0,0,1,2,1,0,1,1,0,1,0,1,2,1,1,0,1,0,19,2,3,13,3,0,19,0,0,12,2,0,0,1,2,13,0,1,0,0,1,0,0,0,0,0,4,0,0,0,3,3,0,0,2
Loïc Nego,hu HUN,MF,33,1991,31,28,2459,0,0.8,11,2,0,0,44,4,922,1228,462,520,368,471,80,184,0,0.7,1.6,13,83,30,15,102,64,102,123,58,35,37,16,5,41,64,23,17,29,82,0,1469,96,476,693,312,34,1469,32,17,742,64,38,3,19,9,900,123,4,0,0,27,28,5,0,0,0,111,19,15,34,28,412,48,82,76
Loïs Openda,be BEL,MO,24,2000,41,36,3132,10,11.4,96,36,0,1,81,14,458,711,283,389,107,169,27,47,7,4.7,3.0999999999999996,35,29,24,2,56,69,56,273,12,7,4,4,4,4,13,9,23,8,20,0,1109,17,78,452,592,179,1108,92,27,651,69,36,42,98,42,862,273,6,1,1,39,87,39,4,0,0,69,22,35,57,140,671,95,247,11
Luca Caldirola,it ITA,DF,33,1991,14,10,876,0,0.3,4,2,0,0,5,0,556,615,196,204,304,326,49,74,0,0.1,0.2,2,25,1,0,22,5,22,4,11,7,8,3,0,4,7,3,9,11,43,1,699,86,362,315,23,4,699,1,1,461,5,5,0,2,1,498,4,5,0,0,18,16,1,0,0,0,19,13,13,26,3,35,5,5,11
Luca Erlein,de GER,MF,17,2007,1,0,13,0,0.0,0,0,0,0,0,0,1,5,0,2,1,1,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,1,0,7,1,4,3,0,0,7,0,0,4,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
Luca Jaquez,ch SUI,DF,21,2003,5,2,253,0,0.2,1,0,0,0,5,0,194,212,94,97,83,87,12,22,0,0.0,0.1,0,18,1,0,18,5,18,0,3,0,3,0,0,1,3,2,2,3,4,0,227,10,82,133,13,1,227,0,0,166,5,2,0,1,0,182,0,0,0,0,4,0,0,0,0,0,11,4,2,6,1,23,5,2,1
Luca Kerber,de GER,MF,22,2002,29,12,1188,2,1.2999999999999998,13,5,0,0,16,1,295,394,102,133,148,178,36,57,0,0.7999999999999999,0.6000000000000001,8,18,6,2,25,4,25,26,37,22,22,12,3,18,40,22,22,10,33,1,565,43,191,276,102,25,565,7,2,279,4,1,1,19,5,327,26,5,0,0,26,16,0,0,0,0,38,17,27,44,24,81,17,34,40
Luca Marianucci,it ITA,DF,20,2004,18,12,1069,0,0.6,8,2,0,0,12,0,354,461,109,125,174,202,64,118,0,0.2,0.2,3,29,2,1,28,12,28,3,28,12,17,11,0,11,19,8,16,19,63,1,609,64,290,286,35,5,609,10,5,299,12,5,0,7,3,311,3,0,1,0,11,5,0,0,0,0,43,28,33,61,10,46,12,8,23
Luca Mazzitelli,it ITA,MF,28,1995,11,3,335,1,0.2,7,3,0,0,13,1,156,197,73,80,60,75,19,29,1,0.6,0.6,6,21,4,0,27,2,27,14,9,6,4,5,0,5,7,2,5,3,10,0,235,9,56,134,49,10,235,5,4,132,2,5,0,3,5,170,14,1,0,0,9,4,0,0,0,0,14,2,6,8,8,57,14,14,11
Luca Netz,de GER,DF,21,2003,24,8,969,0,0.2,3,0,0,0,27,4,428,528,258,283,149,183,11,30,2,1.9,1.0,16,30,13,7,28,16,28,55,24,14,14,8,2,13,19,6,17,10,36,0,666,44,241,257,172,17,666,21,6,288,16,11,3,14,10,387,55,2,0,0,8,6,1,0,0,0,42,11,14,25,24,154,31,40,27
Luca Pellegrini,it ITA,DF,25,1999,29,16,1539,0,1.4,18,5,0,0,53,13,757,995,355,401,323,411,65,133,4,2.0,2.0,21,80,24,13,94,29,94,83,35,17,14,19,2,26,44,18,17,27,48,1,1195,51,312,531,365,23,1195,40,17,648,29,36,7,26,14,726,83,8,0,0,29,14,0,1,0,0,68,16,12,28,40,289,66,67,43
Luca Philipp,de GER,GK,23,2000,7,7,630,0,0.0,0,0,0,0,1,0,140,229,24,24,58,61,57,141,0,0.0,0.0,0,5,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,3,0,253,206,251,2,0,0,253,0,0,116,0,0,0,0,0,108,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,1
Luca Ranieri,it ITA,DF,25,1999,44,41,3663,2,1.6,16,8,0,0,36,10,1854,2175,696,742,937,1015,193,352,4,2.2,1.7999999999999998,19,120,17,6,107,37,107,13,57,34,33,22,2,29,38,9,59,33,178,2,2581,308,1285,1206,109,24,2581,28,13,1546,37,28,3,15,5,1712,13,9,0,0,30,27,2,0,1,0,125,59,60,119,20,170,46,50,63
Luca de la Torre,us USA,MF,26,1998,1,0,4,0,0.0,0,0,0,0,0,0,4,5,2,2,2,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,1,0,5,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Lucas Anjos,pt POR,MF,20,2004,1,0,7,0,0.0,0,0,0,0,1,0,3,5,2,2,1,2,0,1,0,0.0,0.1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,5,0,0,3,1,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0
