Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Abel,ESP,Osasuna,Spanish La Liga,WB,Midfielder,24,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,16.18,27.3,1.01,0.0,0.0,3.03,0.0,23.26,4.04,0.0,13.15,15.17,3.03,7.08,0.0,3.03,239.66,44.49,20.22,4.04,196.18,112.25,3.03,0.0,3.03,3.03,0.0,3.03,2.02,2.02,1.01,0.0,1.01,3.03,2.02,0.0,2.02,1.01,3.03,0.0,4.04,1.01,1.01,2.02,23.26,5.06,36.4,5.06,10.11,14.16,13.15,1.01,36.4,0.0,1.01,0.0,1.01,2.02,0.0,0.0,0.0,0.0,0.0,1.01,1.01,10.11,0.0,1.01,3.03,0.0,1,0.0,0.0,0.0,86.68,42.8,0.0,50.0,100.0
Abel Bretones,ESP,Osasuna,Spanish La Liga,LB,Midfielder,25,1245,0.07,0.0,0.8,0.22,0.04,0.04,0.0,0.0,2.02,0.14,0.58,2.24,0.58,0.43,1.37,0.04,0.02,27.11,36.0,2.39,0.14,0.0,0.94,0.0,27.04,8.96,0.65,14.75,16.27,9.33,12.29,1.95,4.92,422.1,168.8,23.28,1.3,121.37,61.88,1.23,0.22,1.59,0.65,0.87,1.81,0.51,1.23,0.58,0.0,1.37,2.17,0.8,0.87,1.45,0.29,3.11,0.0,3.69,1.59,0.43,2.02,24.8,2.39,47.49,2.89,14.82,20.89,12.29,0.8,47.49,0.36,0.0,0.0,0.72,1.01,0.07,0.0,0.07,0.0,0.8,0.22,1.01,6.07,2.17,2.02,1.88,0.04,1,0.07,79.21,0.0,90.66,75.92,39.63,47.24,40.88
Abel Ruiz,ESP,Girona,Spanish La Liga,AM,Forward,25,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,2.43,0.49,0.0,14.59,29.19,0.0,0.0,0.0,0.0,2.43,26.76,0.0,0.0,7.3,17.03,4.86,7.3,2.43,2.43,301.62,51.08,19.46,4.86,170.27,38.92,0.0,7.3,0.0,0.0,0.0,2.43,2.43,2.43,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,4.86,0.0,4.86,24.32,12.16,41.35,0.0,4.86,4.86,31.62,12.16,41.35,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,2.43,4.86,7.3,17.03,0.0,19.46,2.43,0.0,1,0.0,33.29,0.0,42.87,66.58,100.0,100.0,0.0
Abner,BRA,Lyon,"French Ligue 1, UEFA Europa League",LB,Defender,25,1098,0.25,0.08,0.98,0.33,0.16,0.16,0.0,0.0,2.7,0.41,0.82,4.1,0.9,0.25,2.87,0.11,0.11,39.43,48.36,5.49,0.08,0.49,1.23,0.16,41.39,6.8,0.9,20.49,22.62,14.43,17.7,3.44,5.41,647.3,240.0,30.49,2.3,145.57,95.08,1.31,0.33,1.23,0.49,0.74,1.23,0.74,0.57,0.57,0.08,0.57,0.98,0.41,0.41,0.57,0.08,2.21,0.0,2.79,0.74,0.74,1.48,38.77,4.51,56.39,2.3,15.33,25.16,16.23,2.46,56.39,0.25,0.08,0.0,1.48,0.33,0.0,0.0,0.0,0.0,0.57,0.49,1.07,12.3,3.11,3.93,1.31,0.08,1,0.25,53.27,0.0,90.58,81.53,63.59,59.28,39.84
Aboubaka Soumahoro,FRA,Hamburger SV,German Bundesliga,CB,Defender,20,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.66,1.32,0.0,0.0,0.66,0.13,0.0,37.72,43.68,2.65,0.0,0.0,0.66,0.66,38.38,4.63,0.66,20.51,22.5,13.9,15.22,1.32,1.99,537.35,105.22,31.1,0.66,117.13,29.12,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,5.96,0.0,2.65,1.32,1.32,2.65,33.75,3.31,52.94,7.28,25.81,18.53,8.6,0.66,52.94,0.66,0.0,0.0,1.99,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,6.62,1.32,0.66,0.0,0.0,1,0.0,0.0,0.0,91.16,91.33,66.33,0.0,0.0
Aboubakary Koita,MTN,AEK Athens,UEFA Europa Conference League,AM,Forward,27,382,0.71,0.0,2.83,1.41,0.16,0.16,0.0,0.0,3.77,0.71,0.71,1.65,0.71,0.24,1.65,0.09,0.07,18.38,24.27,1.65,0.47,0.0,0.71,0.24,23.32,0.71,0.0,10.37,12.72,7.07,8.72,0.24,0.94,275.42,49.71,24.03,1.65,141.83,76.1,0.71,0.71,2.83,0.71,2.12,1.65,0.47,0.71,0.47,0.47,0.47,0.71,0.24,0.24,0.24,0.0,1.18,0.0,5.18,1.88,1.88,3.77,27.33,7.77,37.46,0.94,5.89,13.43,18.38,2.12,37.46,0.0,0.0,0.0,0.94,3.06,0.0,0.0,0.0,0.0,0.71,0.47,1.18,11.07,4.48,3.77,0.94,0.54,1,0.71,60.17,0.0,81.53,81.08,25.53,39.83,25.09
Abu Kamara,ENG,Getafe,Spanish La Liga,RM,Midfielder,22,196,0.0,0.0,1.38,0.46,0.18,0.18,0.0,0.0,1.38,0.0,0.92,1.38,0.0,0.0,3.67,0.0,0.0,19.29,32.14,1.84,0.0,0.0,1.84,0.0,31.22,0.92,0.46,7.81,11.94,9.18,13.78,1.38,2.76,296.63,48.67,23.42,3.67,176.79,97.81,1.38,1.84,3.21,0.92,2.3,1.84,0.92,0.92,0.46,0.46,1.38,2.3,0.92,0.92,2.3,0.46,0.0,0.0,2.76,3.21,2.3,5.51,32.14,7.35,46.38,0.46,3.67,17.91,26.17,4.59,46.38,0.46,0.0,0.0,0.92,0.92,0.92,0.0,0.0,0.0,1.38,1.84,3.21,12.86,1.38,6.43,2.3,-0.18,1,0.0,42.99,0.0,65.41,66.62,50.0,55.56,28.66
Achraf Hakimi,MAR,Paris S-G,"French Ligue 1, UEFA Champions League",RB,Defender,27,970,0.19,0.28,1.58,0.56,0.14,0.14,0.0,0.0,3.99,0.65,1.76,5.47,0.93,0.09,2.51,0.12,0.15,83.13,92.78,5.85,0.0,0.46,1.58,0.0,85.73,7.05,0.56,49.36,52.24,25.98,28.95,3.06,4.73,1141.14,261.37,64.67,3.06,244.21,126.56,2.32,1.02,2.41,0.56,1.86,1.67,1.11,0.46,0.74,0.46,0.56,1.3,0.74,0.56,0.93,0.09,0.56,0.19,4.73,1.39,1.02,2.41,83.69,12.15,101.78,1.11,17.35,42.49,42.4,3.34,101.78,0.28,0.0,0.0,0.65,1.21,0.19,0.0,0.0,0.0,0.09,0.28,0.37,21.06,4.64,5.38,1.67,0.05,1,0.19,24.32,0.0,94.49,89.74,64.69,56.23,23.24
Adam Boayar,MAR,Elche,Spanish La Liga,AM,Forward,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,13.5,4.5,0.0,4.5,0.0,0.0,58.5,67.5,9.0,0.0,0.0,4.5,0.0,63.0,4.5,0.0,31.5,31.5,13.5,18.0,9.0,9.0,846.0,162.0,40.5,4.5,193.5,90.0,0.0,0.0,9.0,4.5,4.5,4.5,0.0,4.5,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,4.5,4.5,13.5,18.0,72.0,13.5,85.5,0.0,9.0,36.0,40.5,0.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5,27.0,4.5,4.5,0.0,0.0,1,0.0,100.0,0.0,100.0,75.0,100.0,0.0,50.0
Adam Buksa,POL,Udinese,Italian Serie A,AM,Forward,29,492,0.18,0.0,1.28,0.55,0.11,0.11,0.0,0.0,2.01,0.18,0.91,1.1,0.0,0.0,0.18,0.02,0.04,10.61,17.93,0.91,0.0,0.18,0.37,0.18,17.38,0.37,0.0,5.12,8.41,2.93,4.94,0.37,0.37,127.68,28.35,13.54,1.1,60.18,29.09,0.91,0.55,0.55,0.0,0.55,0.73,0.55,0.18,0.55,0.0,0.18,0.73,0.55,0.37,0.73,0.0,1.83,0.0,1.28,2.56,1.1,3.66,20.49,2.2,29.27,2.38,3.84,16.83,8.96,2.56,29.27,0.18,0.0,0.0,1.65,2.38,0.37,0.0,0.0,0.0,5.85,5.49,11.34,4.21,2.2,3.11,0.73,0.07,1,0.18,51.59,0.0,60.88,59.31,100.0,50.0,0.0
Adam Daghim,DEN,Wolfsburg,German Bundesliga,RW,Forward,20,549,0.33,0.0,1.48,0.49,0.11,0.11,0.0,0.0,2.62,0.49,0.16,1.15,0.82,0.0,1.48,0.11,0.0,17.38,29.02,2.95,0.0,0.0,2.46,0.16,28.85,0.0,0.0,10.98,14.1,5.41,8.85,0.33,1.64,237.87,90.33,26.56,4.1,154.92,96.39,2.62,1.64,2.13,0.33,1.8,1.64,0.98,1.15,0.33,0.16,1.15,2.46,1.31,1.15,2.13,0.16,1.97,0.0,2.46,2.95,1.48,4.43,29.67,8.2,45.08,1.48,9.18,15.08,21.15,4.75,45.08,0.0,0.0,0.0,1.48,1.64,0.16,0.0,0.0,0.0,1.15,0.98,2.13,15.25,3.11,7.21,2.13,0.21,1,0.33,53.99,0.0,77.87,61.13,20.12,51.95,15.49
Adam Dźwigała,POL,St. Pauli,German Bundesliga,CB,Defender,30,588,0.15,0.0,0.31,0.15,0.0,0.0,0.0,0.0,0.61,0.0,0.46,3.21,0.31,0.0,0.0,0.0,0.02,40.87,48.98,3.83,0.0,0.0,1.22,0.15,44.69,4.13,0.61,20.66,22.04,16.68,19.29,2.45,5.05,664.44,293.57,24.34,0.31,94.9,55.71,0.92,0.0,0.15,0.15,0.0,3.52,2.3,1.68,1.84,0.0,1.53,2.45,0.92,1.22,1.07,0.46,6.89,0.0,3.06,0.15,0.0,0.15,34.9,0.61,63.52,8.88,30.92,29.54,3.06,0.61,63.52,0.46,0.0,0.0,1.38,0.46,0.0,0.0,0.0,0.0,1.68,2.14,3.83,4.74,0.61,0.92,3.83,0.15,1,0.15,43.86,0.0,93.74,86.47,48.51,64.15,100.0
Adam Gabriel,CZE,Midtjylland,UEFA Europa League,RB,Defender,24,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.57,55.71,4.29,0.0,4.29,0.0,4.29,34.29,17.14,4.29,17.14,17.14,17.14,30.0,4.29,4.29,771.43,317.14,34.29,0.0,150.0,72.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,8.57,8.57,4.29,12.86,30.0,0.0,77.14,0.0,47.14,25.71,4.29,0.0,77.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0,57.13,100.0,0.0,0.0
Adam Gnezda Čerin,SVN,Panathinaikos,UEFA Europa League,DM,Midfielder,26,322,0.0,0.0,1.12,0.56,0.06,0.06,0.0,0.0,2.52,0.0,1.12,5.31,0.28,0.0,2.8,0.17,0.08,53.39,59.81,5.03,0.0,0.84,0.28,0.28,56.18,3.35,1.12,25.16,26.83,22.92,24.6,4.19,6.71,897.76,176.93,38.85,2.52,191.74,88.04,1.68,0.84,0.56,0.0,0.56,2.24,1.12,1.12,1.12,0.0,1.12,1.96,0.84,1.4,1.96,0.56,0.56,0.0,4.75,0.84,0.0,0.84,46.68,3.91,68.48,1.68,10.34,40.81,17.89,3.07,68.48,0.0,0.0,0.0,1.12,0.28,0.0,0.0,0.0,0.0,1.4,1.96,3.35,11.46,2.52,4.19,2.24,-0.06,1,0.0,41.79,0.0,93.78,93.17,62.44,53.33,0.0
Adam Hložek,CZE,Hoffenheim,German Bundesliga,AM,Forward,23,24,0.0,0.0,3.75,3.75,0.38,0.38,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,15.0,18.75,3.75,0.0,0.0,0.0,0.0,18.75,0.0,0.0,3.75,3.75,7.5,7.5,3.75,3.75,326.25,41.25,22.5,0.0,37.5,0.0,0.0,0.0,3.75,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,18.75,37.5,11.25,56.25,3.75,3.75,26.25,26.25,7.5,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75,15.0,0.0,7.5,0.0,-0.38,1,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0
Adam Karabec,CZE,Lyon,"French Ligue 1, UEFA Europa League",RW,Forward,22,1043,0.17,0.17,0.95,0.43,0.17,0.17,0.0,0.0,3.11,0.35,1.98,1.47,1.81,0.69,6.9,0.25,0.22,25.8,36.5,3.28,0.09,0.43,1.21,0.09,30.63,5.78,1.98,12.77,14.5,9.41,12.34,2.33,6.64,434.12,119.34,25.02,2.24,134.7,60.66,1.64,0.95,2.24,1.12,0.95,0.52,0.35,0.26,0.17,0.09,0.0,0.43,0.43,0.09,0.6,0.09,0.17,0.09,2.07,2.24,0.6,2.85,32.44,7.68,43.14,0.17,4.14,16.31,23.04,2.42,43.14,0.17,0.0,0.0,1.55,1.81,0.26,0.0,0.0,0.0,0.6,0.43,1.04,13.2,3.45,5.87,0.35,0.0,1,0.17,57.69,0.0,88.07,76.26,35.09,36.84,50.0
Adam Kölle,GER,Heidenheim,German Bundesliga,CB,Defender,19,76,1.18,0.0,2.37,1.18,0.83,0.83,0.0,0.0,1.18,0.0,1.18,1.18,1.18,1.18,1.18,0.12,0.12,21.32,31.97,3.55,0.0,0.0,1.18,1.18,30.79,0.0,0.0,2.37,4.74,16.58,20.13,2.37,4.74,499.74,142.11,23.68,0.0,53.29,18.95,0.0,0.0,1.18,0.0,1.18,1.18,1.18,1.18,0.0,0.0,1.18,2.37,1.18,0.0,0.0,0.0,11.84,0.0,0.0,0.0,0.0,0.0,29.61,2.37,49.74,4.74,22.5,17.76,9.47,3.55,49.74,1.18,0.0,0.0,4.74,1.18,0.0,0.0,0.0,0.0,2.37,3.55,5.92,5.92,1.18,5.92,2.37,0.36,1,1.18,40.03,0.0,50.0,82.36,50.0,66.48,0.0
Adam Lundqvist,SWE,Häcken,UEFA Europa Conference League,LB,Defender,31,533,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.51,4.39,1.35,0.34,2.36,0.1,0.05,50.83,59.1,5.91,0.0,0.17,0.51,0.0,50.99,8.11,0.51,24.65,26.51,20.77,24.32,4.22,6.59,847.65,312.21,33.77,1.01,159.4,78.86,0.34,0.0,0.51,0.17,0.34,2.2,1.52,0.68,1.18,0.34,1.52,3.04,1.52,1.52,0.34,0.0,1.35,0.0,4.22,1.18,0.0,1.18,44.75,5.23,66.36,1.86,16.21,34.28,16.21,0.68,66.36,0.34,0.0,0.0,1.01,0.17,0.0,0.0,0.0,0.0,0.34,0.34,0.68,12.16,2.03,2.36,3.04,0.0,1,0.0,50.0,0.0,92.98,85.4,64.04,58.02,33.33
Adam Marušić,MNE,Lazio,Italian Serie A,RB,Defender,33,1399,0.0,0.06,0.51,0.19,0.02,0.02,0.0,0.0,1.29,0.06,0.26,3.86,0.45,0.26,0.96,0.02,0.04,48.7,57.13,3.6,0.0,0.13,0.96,0.0,48.7,8.43,1.61,25.28,27.98,18.98,21.74,2.7,4.12,746.38,249.09,33.65,1.42,112.32,60.99,0.96,0.13,0.58,0.19,0.32,1.61,0.64,0.9,0.64,0.06,0.84,1.03,0.19,0.77,0.9,0.26,2.12,0.13,3.09,0.71,0.26,0.96,42.78,3.8,64.59,2.32,20.78,32.36,11.9,1.16,64.59,0.06,0.06,0.0,0.84,0.64,0.06,0.0,0.0,0.0,1.09,1.03,2.12,8.81,1.35,1.99,1.48,-0.02,1,0.0,51.42,0.0,90.35,87.3,65.53,56.06,32.76
Adam Masina,MAR,Torino,Italian Serie A,CB,Defender,31,235,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.38,0.77,3.06,0.38,0.0,0.0,0.11,0.08,32.94,39.45,3.45,0.0,0.0,0.0,0.0,33.7,5.74,2.3,9.57,10.34,19.15,19.91,4.21,8.81,648.77,231.7,26.81,0.0,149.74,60.51,0.38,0.38,1.53,0.38,1.15,2.68,1.15,1.53,1.15,0.0,1.53,1.91,0.38,1.91,0.77,0.38,4.21,0.38,3.83,0.38,1.15,1.53,29.87,0.0,52.09,9.57,34.09,16.09,1.91,0.38,52.09,0.0,0.0,0.0,2.3,0.77,0.0,0.0,0.0,0.0,0.77,1.15,1.91,3.45,1.53,1.15,2.68,0.0,1,0.0,40.31,0.0,92.55,96.18,47.79,58.39,24.84
Adam Matthews,WAL,Shamrock Rovers,UEFA Europa Conference League,WB,Midfielder,33,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,2.34,1.41,2.81,1.41,2.34,0.19,0.19,34.69,41.72,3.28,0.0,0.0,0.94,0.0,36.09,5.62,0.0,17.81,17.81,11.72,14.53,4.22,6.56,591.09,250.31,27.19,1.88,132.19,69.84,2.34,0.47,0.0,0.0,0.0,1.41,0.94,1.41,0.0,0.0,0.47,1.41,0.94,0.94,2.81,1.88,0.94,0.0,7.03,0.47,0.0,0.47,28.59,5.62,48.28,3.75,15.94,18.28,14.53,0.94,48.28,0.47,0.0,0.0,1.41,0.47,0.0,0.0,0.0,0.0,0.47,0.47,0.94,10.78,3.28,5.62,1.41,0.0,1,0.0,50.0,0.0,100.0,80.66,64.33,50.0,0.0
Adam Obert,SVK,Cagliari,Italian Serie A,WB,Defender,23,1180,0.0,0.08,0.23,0.08,0.03,0.03,0.0,0.0,1.53,0.08,0.53,2.97,0.31,0.15,1.22,0.07,0.08,40.73,50.57,3.58,0.08,0.38,0.53,0.23,42.25,8.08,1.91,17.54,19.6,19.45,23.26,3.2,6.25,708.03,337.35,29.75,1.14,127.98,76.65,0.76,0.15,0.76,0.46,0.23,2.44,1.3,1.14,0.99,0.31,1.6,2.14,0.53,1.45,1.45,0.69,4.35,0.0,4.19,0.69,0.15,0.84,33.64,0.84,61.55,3.74,27.84,28.98,5.42,0.69,61.55,0.46,0.0,0.0,1.98,0.38,0.0,0.0,0.0,0.0,1.3,1.3,2.59,5.57,1.6,1.3,2.9,-0.03,1,0.0,50.19,0.0,89.49,83.62,51.2,63.32,60.53
Adam Sevinsky,CZE,Sparta Prague,UEFA Europa Conference League,CB,Defender,21,450,0.0,0.0,1.2,0.6,0.08,0.08,0.0,0.0,1.2,0.2,0.2,3.6,0.2,0.0,0.4,0.0,0.0,74.2,83.4,3.6,0.0,0.4,0.4,0.0,80.8,2.6,1.0,23.8,25.6,44.2,46.8,5.0,8.8,1379.2,464.2,59.6,0.4,249.0,133.4,0.8,0.0,0.4,0.4,0.0,1.0,0.8,0.6,0.2,0.2,0.4,1.0,0.6,0.8,1.2,0.2,2.8,0.2,3.0,0.8,0.0,0.8,70.8,0.6,92.4,8.8,40.0,46.4,6.4,1.8,92.4,0.2,0.0,0.0,2.0,0.2,0.2,0.2,0.0,0.0,2.2,1.4,3.6,4.6,1.4,2.0,1.2,-0.08,1,0.0,61.11,0.0,92.97,94.44,56.82,60.0,100.0
Adam Smith,ENG,Bournemouth,English Premier League,RB,Defender,34,523,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.17,0.34,3.27,0.0,0.0,1.03,0.02,0.07,24.09,34.42,2.58,0.0,0.0,0.34,0.17,28.05,6.2,1.03,12.05,13.94,9.64,12.39,2.24,7.06,407.32,164.51,14.46,0.34,50.25,20.48,0.34,0.34,0.17,0.0,0.0,0.69,0.52,0.52,0.17,0.0,0.52,1.38,0.86,0.52,0.52,0.17,3.27,0.0,1.89,1.03,0.0,1.03,19.45,1.55,41.3,3.27,12.39,21.68,7.57,1.55,41.3,0.17,0.0,0.0,1.72,0.69,0.0,0.0,0.0,0.0,1.55,1.72,3.27,4.47,1.38,1.89,1.03,0.0,1,0.0,47.4,0.0,86.44,77.8,31.73,50.24,0.0
Adam Wharton,ENG,Crystal Palace,"English Premier League, UEFA Europa Conference League",CM,Midfielder,21,1714,0.0,0.11,1.1,0.32,0.05,0.05,0.0,0.0,3.89,0.37,1.63,4.83,1.37,0.11,3.1,0.27,0.23,35.13,46.84,6.25,0.58,0.26,0.58,0.53,43.16,3.15,1.42,12.76,15.86,17.01,20.06,4.57,8.3,668.75,266.9,28.41,1.42,120.19,65.79,1.1,0.16,1.05,0.47,0.47,2.52,1.68,1.1,1.21,0.21,1.0,2.15,1.16,1.1,0.84,0.16,1.42,0.0,5.99,0.89,0.63,1.52,32.87,1.1,56.45,1.79,12.71,31.72,13.23,1.0,56.45,0.11,0.0,0.0,0.79,1.1,0.0,0.0,0.0,0.0,0.95,0.84,1.79,8.77,4.25,2.63,2.68,-0.05,1,0.0,53.07,0.0,80.45,84.8,55.06,57.39,44.76
Adama Boiro,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",LB,Defender,23,700,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.64,3.47,0.77,0.64,2.31,0.06,0.04,34.71,40.5,3.99,0.0,0.0,0.9,0.0,33.3,7.2,0.77,15.94,17.23,16.84,19.29,1.29,2.19,572.53,197.1,27.39,1.8,128.06,68.4,1.67,0.0,1.16,0.51,0.64,1.93,1.29,1.03,0.51,0.39,1.03,1.54,0.51,1.16,1.16,0.26,1.8,0.13,4.24,0.77,0.26,1.03,27.13,2.19,50.01,1.16,10.8,27.26,12.86,0.64,50.01,0.13,0.0,0.0,1.29,0.64,0.0,0.0,0.0,0.0,1.03,1.67,2.7,7.97,1.54,2.06,2.31,0.0,1,0.0,38.15,0.0,92.51,87.3,58.9,66.86,43.97
Adama Camara,FRA,Paris FC,French Ligue 1,LM,Midfielder,33,1153,0.08,0.0,1.09,0.23,0.12,0.12,0.0,0.0,1.56,0.08,0.55,1.72,0.47,0.0,0.23,0.02,0.02,30.83,35.59,2.26,0.08,0.08,0.31,0.23,34.74,0.62,0.55,14.44,16.0,13.82,15.61,2.03,2.5,526.57,107.02,20.37,0.31,100.23,39.81,0.47,0.23,0.78,0.47,0.31,2.11,1.25,0.7,1.25,0.16,0.7,1.25,0.55,1.33,1.09,0.39,2.03,0.08,2.58,1.41,0.7,2.11,30.6,2.5,46.05,2.73,12.57,26.07,7.81,1.33,46.05,0.31,0.0,0.0,1.01,0.7,0.0,0.0,0.0,0.0,1.01,1.48,2.5,5.07,1.64,2.03,1.95,-0.04,1,0.08,40.4,0.0,90.25,88.53,81.2,58.04,60.26
Adama Traoré,ESP,Fulham,English Premier League,RW,Forward,29,272,0.0,0.0,1.65,0.33,0.03,0.03,0.0,0.0,1.65,0.0,0.99,0.99,1.99,0.99,4.96,0.17,0.17,20.85,30.11,1.65,0.33,0.0,0.66,0.0,29.45,0.66,0.0,9.26,12.24,9.6,11.91,0.33,2.65,295.48,56.58,26.14,4.96,219.71,111.84,1.65,1.99,3.64,1.99,1.32,0.33,0.33,0.0,0.0,0.33,0.0,0.33,0.33,0.0,0.33,0.33,0.33,0.0,3.64,3.64,1.99,5.62,32.1,9.6,41.03,0.33,2.98,13.24,25.15,4.96,41.03,0.0,0.0,0.0,1.99,2.65,0.99,0.0,0.0,0.0,0.33,2.65,2.98,16.21,1.65,9.93,0.33,-0.03,1,0.0,11.07,0.0,75.65,80.6,12.45,50.0,54.67
Adamu Alhassan,NGA,Shkëndija 79,UEFA Europa Conference League,DM,Midfielder,25,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.79,5.03,0.26,0.0,0.26,0.0,0.0,45.0,52.41,4.24,0.0,0.0,0.26,0.0,50.03,2.38,1.85,23.29,26.47,13.5,15.09,4.24,6.88,670.24,195.88,33.62,1.06,136.85,51.62,0.26,0.0,0.53,0.26,0.26,1.06,0.79,0.79,0.26,0.0,0.0,0.0,0.0,3.18,2.65,0.26,2.38,0.0,5.29,1.06,0.53,1.59,40.24,0.79,65.38,3.71,18.0,43.68,3.71,0.0,65.38,1.06,0.0,0.0,2.65,3.97,0.0,0.0,0.0,0.0,1.85,1.32,3.18,6.09,1.32,0.26,0.79,0.0,1,0.0,58.18,0.0,87.99,89.46,61.63,74.53,49.06
Adem Zorgane,ALG,Union SG,UEFA Champions League,CM,Midfielder,25,533,0.0,0.17,0.84,0.68,0.02,0.02,0.0,0.0,2.03,0.17,1.01,3.04,1.35,0.0,0.34,0.14,0.22,47.79,56.06,7.26,0.0,0.34,0.51,0.51,53.02,2.53,0.84,26.68,28.37,14.35,17.39,5.23,7.43,757.99,261.89,28.37,1.01,113.98,56.4,1.01,0.34,0.68,0.34,0.34,2.7,1.69,0.84,1.52,0.34,1.01,2.03,1.01,0.51,1.01,0.0,1.18,0.0,6.59,0.84,0.51,1.35,40.53,1.52,65.01,2.87,17.39,34.78,13.34,0.51,65.01,0.17,0.0,0.0,0.68,0.17,0.0,0.0,0.0,0.0,0.68,1.18,1.86,9.79,2.2,2.2,2.7,-0.02,1,0.0,36.56,0.0,94.04,82.52,70.39,57.08,50.0
