Player,Nationality,Team,League,Position,General Position,Age,Minutes,Goals,Assists,Shots Total,Shots on Target,Expected Goals (xG),Non-Penalty Expected Goals (npxG),Penalty Kicks Made,Penalty Kicks Attempted,Shot-Creating Actions (SCA),Goal-Creating Actions (GCA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Crosses,Expected Assists (xA),Expected Assisted Goals (xAG),Passes Completed,Passes Attempted,Progressive Passes,Through Balls,Switches,Passes Blocked,Passes Offside,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Passing Distance (Total),Progressive Passing Distance (Total),Carries,Progressive Carries,Carrying Distance (Total),Progressive Carrying Distance (Total),Carries into Final Third,Carries into Penalty Area,Take-Ons Attempted,Successful Take-Ons,Times Tackled During Take-On,Tackles,Tackles Won,Tackles in Defensive Third,Tackles in Middle Third,Tackles in Attacking Third,Dribblers Tackled,Dribbles Challenged,Challenges Lost,Interceptions,Blocks,Shots Blocked,Clearances,Errors Leading to Shot,Ball Recoveries,Miscontrols,Dispossessed,Ball Losses,Passes Received,Progressive Passes Received,Touches,Touches in Defensive Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Attacking Penalty Area,Live-Ball Touches,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalties Kicks Conceded,Penalties Kicks Won,Own Goals,Aerials Won,Aerials Lost,Total Aerials,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels Won,Efficiency,Matches,% Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons
Nikola Moro,CRO,Bologna,"Italian Serie A, UEFA Europa League",DM,Midfielder,27,1142,0.08,0.0,0.79,0.08,0.01,0.01,0.0,0.0,3.47,0.24,1.26,9.06,1.18,0.39,3.39,0.1,0.06,56.19,66.51,8.59,0.0,1.18,0.63,0.32,60.13,6.07,3.55,16.71,17.81,26.8,30.42,12.14,16.23,1231.47,365.99,40.9,1.18,216.88,88.66,1.42,0.0,1.02,0.47,0.47,1.97,0.71,0.39,1.02,0.55,0.87,1.81,0.95,1.02,0.63,0.24,2.13,0.0,4.1,0.79,0.39,1.18,50.52,1.65,75.26,1.73,13.87,47.21,14.74,0.24,75.26,0.08,0.0,0.0,1.1,1.26,0.0,0.0,0.0,0.0,0.79,0.71,1.5,11.43,3.7,1.81,1.58,0.07,1,0.08,52.67,0.0,93.82,88.1,74.8,41.8,46.08
Nikola Stanković,SRB,Red Star,UEFA Europa League,RB,Defender,22,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,60.0,70.0,20.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,10.0,10.0,40.0,40.0,10.0,20.0,1300.0,450.0,40.0,0.0,280.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,50.0,0.0,80.0,10.0,10.0,50.0,20.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,100.0,100.0,50.0,0.0,0.0
Nikola Stevanović,SRB,CS U Craiova,UEFA Europa Conference League,CB,Defender,27,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,45.0,2.0,0.0,1.0,0.0,0.0,41.0,4.0,4.0,16.0,20.0,20.0,20.0,2.0,4.0,653.0,194.0,23.0,1.0,111.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,0.0,1.0,33.0,0.0,58.0,7.0,37.0,20.0,2.0,2.0,58.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,3.0,1.0,2.0,0.0,0.0,1,0.0,66.67,0.0,80.0,100.0,50.0,0.0,0.0
Nikola Vlašić,CRO,Torino,Italian Serie A,CM,Forward,28,1351,0.33,0.13,1.33,0.4,0.25,0.09,0.2,0.2,3.06,0.13,1.6,3.33,1.47,0.33,1.4,0.06,0.09,28.18,35.17,4.53,0.13,0.33,1.0,0.2,34.51,0.47,0.07,15.06,17.25,10.59,12.06,1.8,3.33,442.41,130.84,25.11,1.87,142.69,73.95,1.67,0.13,2.2,0.87,1.0,2.13,1.2,1.0,0.73,0.4,1.07,2.13,1.07,0.47,1.13,0.2,0.73,0.07,5.86,1.73,1.93,3.66,29.64,4.8,45.97,1.13,6.2,24.18,16.59,2.4,45.77,0.2,0.0,0.0,1.47,1.4,0.27,0.0,0.0,0.0,0.4,1.2,1.6,11.19,3.2,4.33,2.26,0.08,1,0.33,25.0,0.0,87.3,87.81,54.05,53.29,39.55
Nikola Štulić,SRB,Lecce,Italian Serie A,AM,Forward,24,964,0.09,0.0,1.49,0.37,0.15,0.15,0.0,0.0,1.87,0.09,0.93,0.47,0.09,0.0,0.0,0.05,0.07,9.99,15.68,1.03,0.09,0.0,0.28,0.0,15.12,0.56,0.0,5.23,8.31,2.99,4.39,0.65,0.75,136.49,18.11,10.64,0.19,32.58,10.64,0.56,0.0,0.56,0.19,0.28,0.93,0.56,0.19,0.65,0.09,0.19,0.37,0.19,0.0,0.75,0.19,0.65,0.0,1.87,2.52,1.12,3.64,17.74,4.11,25.3,0.93,2.05,11.02,12.42,3.27,25.3,0.09,0.0,0.0,1.77,1.59,0.56,0.0,0.0,0.0,3.08,4.48,7.56,5.32,1.96,3.36,0.75,-0.06,1,0.09,40.74,0.0,62.94,68.11,86.67,57.69,33.93
Nikolai Micallef,MLT,Ħamrun Spartans FC,UEFA Europa Conference League,LB,Defender,22,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,7.2,0.0,0.0,1.2,0.0,0.0,36.0,54.0,4.8,0.0,0.0,2.4,0.0,43.2,10.8,1.2,20.4,25.2,13.2,14.4,2.4,12.0,559.2,286.8,27.6,3.6,235.2,162.0,1.2,0.0,2.4,1.2,1.2,1.2,0.0,1.2,0.0,0.0,1.2,2.4,1.2,0.0,1.2,0.0,3.6,0.0,3.6,2.4,1.2,3.6,38.4,1.2,66.0,2.4,32.4,22.8,10.8,0.0,66.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.2,0.0,1.2,0.0,1,0.0,0.0,0.0,80.95,91.67,20.0,33.33,50.0
Nikolas Nartey,DEN,Stuttgart,"German Bundesliga, UEFA Europa League",AM,Forward,25,517,0.0,0.0,1.39,0.35,0.03,0.03,0.0,0.0,3.48,0.35,1.57,2.79,1.22,0.17,1.91,0.19,0.21,36.21,43.87,3.48,0.0,0.17,1.39,0.0,41.61,2.26,0.87,20.89,23.33,11.32,13.23,2.26,3.13,541.39,140.83,29.77,0.7,146.05,49.79,0.87,0.35,2.44,1.57,0.87,1.39,1.04,0.35,0.87,0.17,0.52,0.7,0.17,1.39,1.04,0.17,1.39,0.0,4.0,2.09,1.22,3.31,38.65,4.87,55.88,1.22,8.36,28.72,19.5,3.48,55.88,0.17,0.0,0.0,1.39,1.74,0.17,0.0,0.0,0.0,2.96,2.26,5.22,9.05,3.83,5.22,1.57,-0.03,1,0.0,56.7,0.0,89.54,85.56,72.2,74.64,64.34
Nikolas Panayiotou,CYP,AC Omonia,UEFA Europa Conference League,CB,Defender,25,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,36.0,42.0,7.33,0.0,0.67,0.67,0.0,39.33,2.67,2.0,14.0,14.0,16.67,20.0,4.67,6.67,664.0,337.33,28.67,4.0,320.0,250.67,2.0,0.0,0.67,0.0,0.67,0.67,0.67,0.67,0.0,0.0,0.67,0.67,0.0,1.33,1.33,1.33,4.67,0.0,3.33,0.0,0.0,0.0,32.0,0.0,50.67,9.33,26.67,22.0,2.67,0.0,50.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.33,3.33,11.33,0.0,0.0,1.33,0.0,1,0.0,60.06,0.0,100.0,83.35,70.01,100.0,0.0
Nikolas Sattlberger,AUT,Genk,UEFA Europa League,AM,Forward,21,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,1.38,2.08,0.0,0.0,0.0,0.0,0.07,32.54,40.15,2.08,0.0,0.0,0.0,0.0,39.46,0.69,0.69,13.85,15.23,15.92,18.69,0.69,2.77,520.62,107.31,27.0,0.69,108.69,42.92,0.0,0.0,0.0,0.0,0.0,2.08,1.38,0.69,1.38,0.0,0.69,0.69,0.0,1.38,0.69,0.0,0.69,0.0,4.85,0.69,0.69,1.38,29.77,1.38,47.77,0.0,11.77,29.77,6.23,0.0,47.77,0.0,0.0,0.0,0.69,1.38,0.0,0.0,0.0,0.0,0.69,2.08,2.77,4.15,1.38,0.0,2.08,0.0,1,0.0,24.91,0.0,90.94,85.18,24.91,74.73,0.0
Nikolas Veratschnig,AUT,Mainz 05,"German Bundesliga, UEFA Europa Conference League",WB,Midfielder,22,489,0.0,0.0,1.1,0.37,0.04,0.04,0.0,0.0,2.21,0.0,0.55,1.84,0.55,0.18,2.76,0.06,0.06,32.76,49.14,2.76,0.18,0.0,2.39,0.18,36.81,12.15,0.37,16.2,20.25,13.44,20.25,2.02,4.6,517.73,134.36,25.58,1.47,106.93,45.46,0.74,0.55,1.66,0.74,0.92,1.66,0.92,1.1,0.18,0.37,0.92,1.66,0.74,2.02,2.02,0.37,2.39,0.0,4.23,0.92,1.1,2.02,31.1,6.63,60.37,1.84,13.99,26.13,20.98,2.02,60.37,0.74,0.18,0.18,2.76,1.84,0.0,0.18,0.0,0.0,0.92,1.1,2.02,10.86,2.21,3.31,1.84,-0.04,1,0.0,45.54,0.0,80.0,66.37,43.91,55.42,44.58
Nikolaus Wurmbrand,AUT,Rapid Wien,UEFA Europa Conference League,LW,Forward,19,366,0.0,0.0,2.7,0.49,0.22,0.22,0.0,0.0,1.48,0.0,0.49,0.25,0.49,0.49,2.95,0.17,0.1,10.08,18.2,0.98,0.0,0.0,1.72,0.0,17.95,0.25,0.0,7.13,10.08,1.72,3.69,0.49,1.23,114.84,34.92,19.43,3.44,148.77,60.74,0.74,2.46,2.95,0.98,1.97,1.48,0.74,0.74,0.74,0.0,0.49,1.72,1.23,0.49,0.74,0.25,0.25,0.0,3.93,4.43,1.72,6.15,20.9,5.9,32.21,0.49,6.15,9.1,17.46,4.67,32.21,0.25,0.0,0.0,1.23,1.48,0.0,0.0,0.0,0.0,0.0,0.74,0.74,10.33,1.48,8.11,1.23,-0.22,1,0.0,0.0,0.0,70.73,46.61,39.84,38.44,33.22
Nino Marcelli,SVK,Slovan Bratislava,UEFA Europa Conference League,LW,Forward,20,512,0.18,0.18,2.99,0.88,0.39,0.39,0.0,0.0,2.11,0.53,1.23,1.23,0.7,0.18,1.05,0.11,0.16,22.15,26.54,2.29,0.18,0.18,0.53,0.0,24.08,2.46,0.18,12.48,14.06,7.38,8.96,0.88,1.41,324.84,83.14,23.03,2.46,146.6,72.42,1.23,1.05,2.11,0.53,1.41,0.53,0.35,0.18,0.35,0.0,0.53,1.41,0.88,0.35,1.23,0.0,0.35,0.0,2.64,1.58,1.05,2.64,24.61,5.8,36.04,0.7,5.8,13.71,17.05,4.39,36.04,0.0,0.0,0.0,1.23,0.88,0.18,0.0,0.0,0.0,0.35,1.05,1.41,10.55,2.64,6.33,0.88,-0.21,1,0.18,24.82,0.0,88.76,82.37,62.41,45.36,25.12
Nnamdi Collins,GER,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CB,Defender,21,1209,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.04,0.15,0.22,5.29,0.22,0.07,0.45,0.01,0.03,52.85,63.28,5.58,0.0,0.0,1.04,0.22,56.58,6.48,1.56,23.08,25.76,25.46,29.26,3.8,6.1,909.08,302.53,42.43,1.79,189.31,99.75,0.74,0.22,1.41,0.6,0.82,2.61,1.64,0.97,1.19,0.45,1.27,2.16,0.89,1.56,1.04,0.22,3.87,0.15,2.75,0.89,0.37,1.27,47.79,1.04,75.71,3.28,24.71,41.76,9.68,0.37,75.71,0.15,0.0,0.0,0.82,0.6,0.07,0.0,0.0,0.0,1.12,0.89,2.01,8.41,1.19,0.89,2.9,0.0,1,0.0,55.72,0.0,89.6,87.01,62.3,61.01,42.55
Noa Lang,NED,Napoli,"Italian Serie A, UEFA Champions League",LW,Forward,26,706,0.13,0.0,1.27,0.51,0.13,0.13,0.0,0.0,3.06,0.0,1.91,1.27,2.55,0.64,5.61,0.18,0.14,28.43,40.54,4.72,0.13,0.13,1.27,0.0,36.46,4.08,0.89,12.37,14.92,12.49,16.7,3.06,5.86,503.16,145.45,30.72,4.21,223.34,127.48,2.29,1.15,2.93,1.27,1.27,1.78,1.15,0.38,0.89,0.51,0.64,0.76,0.13,0.25,1.27,0.0,0.64,0.13,4.21,1.66,0.76,2.42,34.42,7.52,49.46,0.76,4.97,17.97,27.15,2.8,49.46,0.51,0.0,0.0,1.02,1.15,0.51,0.0,0.0,0.0,1.15,0.76,1.91,16.44,3.06,7.14,1.78,0.0,1,0.13,60.21,0.0,82.91,74.79,52.22,70.47,43.34
Noa Mikić,CRO,Dinamo Zagreb,UEFA Europa League,RB,Defender,18,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,1.33,0.0,0.0,1.33,0.0,0.0,26.67,36.0,1.33,0.0,0.0,0.0,0.67,28.67,6.67,0.0,14.0,16.0,10.67,14.0,2.0,5.33,451.33,156.0,19.33,1.33,107.33,62.0,2.0,0.67,1.33,0.67,0.67,3.33,0.67,2.0,0.67,0.67,0.67,2.0,1.33,0.67,0.0,0.0,5.33,0.67,4.67,0.67,0.0,0.67,27.33,0.67,48.67,4.0,22.0,20.67,6.67,0.67,48.67,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.33,0.0,1.33,3.33,0.67,1.33,1.33,0.0,1,0.0,100.0,0.0,87.5,76.21,37.52,25.14,50.38
Noah Adedeji,BEL,Genk,UEFA Europa League,LW,Forward,20,97,0.0,0.0,2.78,0.93,0.19,0.19,0.0,0.0,2.78,0.0,0.93,0.93,1.86,0.0,3.71,0.19,0.09,32.47,41.75,3.71,0.0,0.0,0.93,0.93,38.04,2.78,0.93,20.41,23.2,7.42,8.35,1.86,4.64,428.66,127.11,40.82,4.64,272.78,138.25,0.93,1.86,8.35,3.71,4.64,4.64,4.64,2.78,0.93,0.93,3.71,3.71,0.0,0.93,0.93,0.0,1.86,0.0,8.35,2.78,2.78,5.57,42.68,11.13,62.16,0.0,13.92,19.48,31.55,2.78,62.16,0.93,0.0,0.0,2.78,1.86,0.0,0.0,0.0,0.0,0.0,2.78,2.78,19.48,2.78,6.49,8.35,-0.19,1,0.0,0.0,0.0,87.97,88.86,40.09,100.0,44.43
Noah Cadiou,GLP,Lorient,French Ligue 1,CM,Midfielder,27,439,0.0,0.0,0.82,0.21,0.0,0.0,0.0,0.0,1.03,0.0,0.21,5.13,0.62,0.0,0.21,0.02,0.02,42.85,51.46,6.15,0.0,0.62,0.41,0.21,51.05,0.21,0.21,18.45,20.71,19.48,22.55,3.69,5.74,761.0,213.42,38.13,1.23,185.74,88.36,0.82,0.21,1.64,0.82,0.82,2.05,1.23,0.82,1.23,0.0,0.62,1.44,0.82,1.23,1.64,1.03,1.44,0.0,5.13,1.44,0.82,2.26,44.08,2.05,62.12,2.87,16.4,33.83,12.71,0.62,62.12,0.0,0.0,0.0,1.44,0.41,0.0,0.0,0.0,0.0,1.23,1.23,2.46,9.43,1.03,1.44,1.85,0.0,1,0.0,50.0,0.0,89.09,86.39,64.29,53.01,50.0
Noah Edjouma,FRA,Toulouse,French Ligue 1,AM,Forward,20,229,0.0,0.0,2.36,1.18,0.08,0.08,0.0,0.0,4.72,0.39,1.97,0.39,1.57,0.79,4.32,0.2,0.16,17.69,26.33,1.57,0.39,0.0,0.79,0.0,25.55,0.79,0.0,9.43,12.97,7.47,10.22,0.79,1.97,284.15,65.63,28.69,5.5,236.2,128.91,2.36,1.18,7.86,2.75,5.11,1.57,1.18,0.79,0.79,0.0,0.39,1.97,1.57,1.18,0.39,0.0,1.97,0.0,6.68,3.54,2.75,6.29,29.08,9.83,45.2,1.97,6.29,16.51,23.58,5.9,45.2,0.0,0.0,0.0,1.18,1.57,0.0,0.0,0.0,0.0,0.39,0.79,1.18,16.9,5.11,9.43,1.57,-0.08,1,0.0,33.05,0.0,72.71,73.09,40.1,44.35,34.99
Noah Holm,NOR,Brann,UEFA Europa League,AM,Forward,24,356,0.25,0.25,1.77,0.25,0.33,0.3,0.0,0.0,2.28,0.25,1.01,1.26,1.01,0.0,0.0,0.23,0.2,15.67,21.49,3.54,0.25,0.0,0.51,0.25,19.47,1.77,0.0,8.09,10.87,4.55,5.06,0.51,1.01,195.67,51.57,18.46,0.76,66.74,16.43,0.25,0.25,2.28,0.76,1.52,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,1.52,0.0,4.55,3.03,1.52,4.55,21.99,4.3,34.89,1.52,3.54,16.43,15.42,3.54,34.89,0.0,0.0,0.0,1.26,1.77,0.0,0.0,0.0,0.0,2.53,4.8,7.33,8.6,2.53,4.8,0.25,-0.08,1,0.25,34.52,0.0,74.43,89.92,50.5,50.0,33.33
Noah Nsoki,FRA,Paris S-G,French Ligue 1,LW,Forward,18,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,90.0,0.0,0.0,0.0,11.25,0.0,90.0,0.0,0.0,22.5,33.75,45.0,45.0,0.0,0.0,1080.0,0.0,78.75,0.0,180.0,33.75,0.0,0.0,0.0,0.0,0.0,11.25,11.25,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,90.0,11.25,101.25,0.0,11.25,67.5,22.5,0.0,101.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,11.25,0.0,1,0.0,0.0,0.0,66.67,100.0,0.0,100.0,0.0
Noah Okafor,SUI,Leeds United,English Premier League,LW,Forward,25,1025,0.18,0.0,1.76,0.53,0.25,0.25,0.0,0.0,3.07,0.35,0.97,1.4,1.14,0.26,2.2,0.05,0.08,13.17,19.49,2.46,0.18,0.53,0.61,0.35,19.14,0.0,0.0,5.8,7.29,5.0,7.64,1.67,2.55,233.74,76.39,21.34,3.25,193.79,97.9,2.9,1.49,5.97,2.46,3.16,1.49,1.05,0.26,0.61,0.61,0.18,0.79,0.61,0.79,0.44,0.0,0.61,0.0,2.99,3.51,1.49,5.0,23.71,7.46,33.28,0.61,3.95,13.96,16.95,3.78,33.28,0.18,0.0,0.0,1.32,1.05,0.0,0.0,0.0,0.0,0.88,1.05,1.93,13.17,3.42,6.67,1.23,-0.07,1,0.18,45.6,0.0,79.56,65.45,65.49,53.95,41.21
Noah Sadiki,COD,Sunderland,English Premier League,CM,Midfielder,20,1412,0.0,0.0,0.32,0.0,0.02,0.02,0.0,0.0,1.47,0.0,0.51,2.1,0.83,0.19,0.83,0.04,0.02,28.75,34.61,2.93,0.06,0.06,0.7,0.13,33.27,1.21,0.19,14.41,16.0,10.96,12.49,2.29,3.57,458.35,108.61,27.03,1.78,148.32,65.59,1.15,0.19,1.66,0.89,0.64,1.27,0.7,0.45,0.64,0.19,0.64,1.02,0.38,1.27,1.4,0.19,1.85,0.0,3.12,1.59,0.57,2.17,28.62,2.49,44.11,1.78,10.52,23.71,10.39,0.57,44.11,0.25,0.0,0.0,0.83,1.27,0.0,0.0,0.0,0.0,0.19,0.57,0.76,7.2,1.47,1.78,1.34,-0.02,1,0.0,25.0,0.0,90.06,87.75,64.15,58.52,53.61
Noah Weißhaupt,GER,Legia Warsaw,UEFA Europa Conference League,LW,Forward,24,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66,0.0,1.55,4.66,1.55,1.55,3.1,0.62,0.31,43.45,52.76,4.66,0.0,0.0,0.0,0.0,49.66,3.1,1.55,29.48,31.03,10.86,15.52,3.1,4.66,631.55,164.48,32.59,4.66,266.9,159.83,7.76,0.0,1.55,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,7.76,3.1,0.0,3.1,49.66,9.31,65.17,0.0,4.66,38.79,24.83,0.0,65.17,0.0,0.0,0.0,1.55,6.21,0.0,0.0,0.0,0.0,0.0,1.55,1.55,18.62,4.66,3.1,0.0,0.0,1,0.0,0.0,0.0,95.0,69.97,66.52,0.0,100.0
Noahkai Banks,USA,Augsburg,German Bundesliga,CB,Defender,19,890,0.1,0.0,0.4,0.2,0.08,0.08,0.0,0.0,1.31,0.0,0.2,4.15,0.4,0.0,0.1,0.0,0.01,39.84,44.7,3.94,0.1,0.1,0.2,0.1,42.57,2.02,1.72,13.15,14.66,21.54,22.96,4.85,6.17,770.26,219.13,25.99,0.81,126.3,56.12,0.61,0.0,0.81,0.2,0.3,2.12,1.21,1.52,0.4,0.2,1.52,1.92,0.4,0.71,1.31,0.61,4.15,0.0,2.83,0.1,0.3,0.4,34.89,0.91,55.52,4.35,20.93,29.43,5.56,0.4,55.52,0.4,0.0,0.0,1.72,1.11,0.3,0.0,0.0,0.0,1.92,1.31,3.24,5.66,1.31,0.81,2.73,0.02,1,0.1,59.26,0.0,89.7,93.82,78.61,67.57,24.69
Noam Ben Harosh,ISR,Maccabi Tel Aviv,UEFA Europa League,CM,Defender,20,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,2.9,0.73,0.0,0.0,0.07,0.0,26.85,34.84,2.18,0.73,0.0,0.0,0.0,30.48,4.35,2.18,11.61,15.97,13.06,15.24,2.18,2.9,478.31,121.94,16.69,0.73,66.77,29.03,0.0,0.0,0.73,0.0,0.0,0.73,0.73,0.73,0.0,0.0,0.73,2.9,2.18,0.73,0.73,0.0,1.45,0.0,4.35,0.73,0.73,1.45,23.95,0.73,42.82,3.63,15.24,24.68,2.9,0.73,42.82,0.0,0.0,0.0,0.73,2.18,0.0,0.0,0.0,0.0,0.73,0.0,0.73,3.63,0.73,1.45,1.45,0.0,1,0.0,100.0,0.0,72.7,85.7,75.17,40.22,0.0
Noam Obougou Jacquet,FRA,Le Havre,French Ligue 1,AM,Forward,19,38,2.37,0.0,7.11,4.74,0.47,0.47,0.0,0.0,4.74,0.0,0.0,2.37,0.0,0.0,4.74,0.0,0.0,4.74,16.58,2.37,0.0,0.0,0.0,0.0,16.58,0.0,0.0,4.74,9.47,0.0,2.37,0.0,4.74,49.74,45.0,28.42,2.37,118.42,54.47,0.0,2.37,2.37,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,9.47,0.0,9.47,30.79,11.84,37.89,0.0,0.0,11.84,26.05,4.74,37.89,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,2.37,4.74,7.11,16.58,4.74,7.11,0.0,1.89,1,2.37,33.33,0.0,50.05,0.0,0.0,0.0,100.0
Nobel Mendy,FRA,Rayo Vallecano,Spanish La Liga,CB,Defender,21,789,0.11,0.0,0.8,0.23,0.13,0.13,0.0,0.0,0.91,0.23,0.11,2.28,0.0,0.0,0.34,0.0,0.0,44.26,51.56,1.83,0.0,1.03,0.68,0.11,46.2,5.25,1.14,15.51,15.97,22.47,24.75,5.02,8.67,828.25,273.54,33.31,0.11,135.29,64.33,0.11,0.0,0.34,0.23,0.11,1.03,0.23,1.03,0.0,0.0,0.8,1.25,0.46,1.25,2.28,1.03,6.62,0.11,2.97,0.46,0.34,0.8,39.24,0.34,65.59,12.09,40.15,23.95,1.6,0.68,65.59,0.34,0.0,0.0,1.83,0.68,0.0,0.0,0.0,0.0,1.03,1.14,2.17,2.28,1.14,0.68,1.03,-0.01,1,0.11,47.47,0.0,97.12,90.79,57.9,45.18,67.65
Noni Madueke,ENG,Arsenal,"English Premier League, UEFA Champions League",RW,Forward,23,709,0.38,0.0,2.16,1.14,0.24,0.24,0.0,0.0,3.68,0.51,1.4,0.51,1.52,0.25,6.47,0.15,0.18,22.21,36.05,2.67,0.0,0.0,2.54,0.13,33.51,2.41,0.0,13.07,17.14,7.24,11.3,1.02,2.92,313.92,71.85,28.43,6.09,216.18,142.43,1.4,3.68,6.09,2.28,2.67,1.02,0.63,0.13,0.38,0.51,0.89,2.41,1.52,0.63,0.63,0.0,0.63,0.0,3.05,1.9,1.14,3.05,34.27,12.44,48.36,0.63,4.19,12.82,31.73,7.74,48.36,0.13,0.0,0.0,1.27,1.14,0.0,0.0,0.0,0.0,0.89,1.02,1.9,21.2,4.19,13.2,1.52,0.14,1,0.38,46.84,0.0,76.25,64.07,34.93,44.31,37.44
Norbert Wojtuszek,POL,Jagiellonia,UEFA Europa Conference League,RB,Defender,24,538,0.0,0.0,0.33,0.17,0.02,0.02,0.0,0.0,2.17,0.33,0.5,3.35,0.84,0.17,1.34,0.02,0.05,49.85,57.71,5.19,0.0,0.0,1.34,0.17,48.51,9.03,1.17,28.44,30.78,18.23,20.91,2.34,3.35,742.42,258.12,31.28,2.17,163.77,97.86,1.84,0.0,0.67,0.5,0.17,3.68,2.01,2.01,1.34,0.33,2.34,4.18,1.84,2.17,2.01,0.67,3.01,0.0,6.69,0.67,0.5,1.17,38.31,2.34,70.93,4.85,23.75,33.29,14.39,1.34,70.93,0.0,0.0,0.0,1.0,0.5,0.17,0.0,0.0,0.0,1.34,1.51,2.84,9.7,2.51,2.34,4.35,-0.02,1,0.0,47.18,0.0,92.4,87.18,69.85,55.34,74.63
Nordan Mukiele,FRA,Rennes,French Ligue 1,LM,Midfielder,19,28,0.0,0.0,6.43,0.0,0.32,0.32,0.0,0.0,6.43,0.0,3.21,3.21,0.0,0.0,3.21,0.0,0.32,32.14,38.57,0.0,0.0,0.0,0.0,0.0,38.57,0.0,0.0,22.5,25.71,9.64,12.86,0.0,0.0,398.57,64.29,51.43,0.0,253.93,67.5,3.21,0.0,6.43,3.21,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,3.21,6.43,6.43,12.86,54.64,12.86,70.71,0.0,9.64,28.93,32.14,6.43,70.71,0.0,0.0,0.0,9.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,6.43,6.43,0.0,-0.32,1,0.0,0.0,0.0,87.51,74.96,0.0,0.0,49.92
