Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Djené,Getafe,Spanish La Liga,CB,Defender,TOG,34,55.9,1315,18,3.11
Djibril Sidibé,Toulouse,French Ligue 1,WB,Midfielder,FRA,33,66.7,1094,17,3.92
Djibril Sow,Sevilla,Spanish La Liga,CM,Midfielder,SUI,28,56.5,1005,14,4.04
Dmytro Kryskiv,Shakhtar,UEFA Europa Conference League,CM,Midfielder,UKR,25,5.2,75,2,2.6
Dodi Lukebakio,"Benfica, Sevilla","Spanish La Liga, UEFA Champions League",RM,Forward,BEL,28,30.4,436,5,6.08
Dodô,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,BRA,27,104.0,1795,23,4.52
Domagoj Bradarić,Hellas Verona,Italian Serie A,WB,Midfielder,CRO,26,42.8,968,13,3.29
Domagoj Vida,AEK Athens,UEFA Europa Conference League,CB,Defender,CRO,36,11.3,226,4,2.82
Domantas Šimkus,Ħamrun Spartans FC,UEFA Europa Conference League,CM,Midfielder,LTU,29,8.1,97,3,2.7
Domenico Berardi,Sassuolo,Italian Serie A,RW,Forward,ITA,31,57.7,894,11,5.25
Domingos André Ribeiro Almeida,Valencia,Spanish La Liga,AM,Forward,POR,25,54.8,730,12,4.57
Domingos Duarte,Getafe,Spanish La Liga,CB,Defender,POR,30,48.9,1354,16,3.06
Domingos Quina,Pafos FC,UEFA Champions League,AM,Forward,POR,26,16.4,261,5,3.28
Dominic Calvert-Lewin,Leeds United,English Premier League,AM,Forward,ENG,28,75.4,1226,18,4.19
Dominic Solanke,Tottenham,English Premier League,AM,Forward,ENG,27,5.8,33,2,2.9
Dominik Janošek,Sigma Olomouc,UEFA Europa Conference League,AM,Forward,CZE,27,4.3,45,1,4.3
Dominik Kohr,Mainz 05,"German Bundesliga, UEFA Europa Conference League",CB,Defender,GER,31,73.4,1345,16,4.59
Dominik Pech,Young Boys,UEFA Europa League,AM,Forward,CZE,19,19.5,226,6,3.25
Dominik Prpić,Porto,UEFA Europa League,CB,Defender,CRO,21,9.8,180,2,4.9
Dominik Schmid,Basel,UEFA Europa League,LB,Defender,SUI,27,31.0,450,5,6.2
Dominik Szoboszlai,Liverpool,"English Premier League, UEFA Champions League",AM,Defender,HUN,25,146.9,2242,25,5.88
Dominik Thaqi,Rijeka,UEFA Europa Conference League,LM,Midfielder,CRO,18,5.4,65,1,5.4
Dominik Weixelbraun,Rapid Wien,UEFA Europa Conference League,AM,Forward,AUT,22,5.2,40,3,1.73
Dominique Heintz,Köln,German Bundesliga,CB,Defender,GER,32,28.5,375,7,4.07
Don-Angelo Konadu,Ajax,UEFA Champions League,AM,Forward,NED,19,8.6,26,1,8.6
Doni Arifi,KuPS,UEFA Europa Conference League,CM,Midfielder,FIN,23,33.5,480,6,5.58
Donny van de Beek,Girona,Spanish La Liga,AM,Forward,NED,28,4.4,41,2,2.2
Donyell Malen,Aston Villa,"English Premier League, UEFA Europa League",AM,Forward,NED,26,93.0,965,26,3.58
Dor Peretz,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,ISR,30,23.5,399,6,3.92
Douglas Luiz,Nott'ham Forest,"English Premier League, UEFA Europa League",DM,Midfielder,BRA,27,51.2,489,11,4.65
Duje Dujmović,Zrinjski Mostar,UEFA Europa Conference League,CB,Defender,CRO,22,29.9,540,6,4.98
Duje Ćaleta-Car,Real Sociedad,Spanish La Liga,CB,Defender,CRO,29,45.3,912,11,4.12
Duje Čop,Rijeka,UEFA Europa Conference League,AM,Forward,CRO,35,2.4,32,2,1.2
Dujon Sterling,Rangers,UEFA Europa League,RB,Defender,ENG,26,4.1,33,1,4.1
Duván Zapata,Torino,Italian Serie A,AM,Forward,COL,34,42.3,448,13,3.25
Dušan Stojinovič,Jagiellonia,UEFA Europa Conference League,CB,Defender,SVN,25,22.0,453,6,3.67
Dušan Vlahović,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,SRB,25,77.7,873,17,4.57
Dwight McNeil,Everton,English Premier League,AM,Forward,ENG,26,32.5,397,11,2.95
Dylan Lobban,Aberdeen,UEFA Europa Conference League,WB,Midfielder,SCO,20,16.9,339,4,4.22
Dylan Watts,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,IRL,28,29.8,396,6,4.97
Dávid Hancko,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CB,Defender,SVK,28,107.3,1893,23,4.67
Désiré Doué,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Forward,FRA,20,67.9,499,10,6.79
Dženan Pejčinović,Wolfsburg,German Bundesliga,AM,Forward,GER,20,35.5,429,13,2.73
Eaden Roka,Rapid Wien,UEFA Europa Conference League,WB,Midfielder,AUT,18,0.2,11,1,0.2
Ebenezer Akinsanmiro,Pisa,Italian Serie A,CM,Midfielder,NGA,21,56.0,854,12,4.67
Eberechi Eze,"Arsenal, Crystal Palace","English Premier League, UEFA Champions League",RM,Forward,ENG,27,95.7,1259,20,4.78
Ebrima Ceesay,Samsunspor,UEFA Europa Conference League,LM,Midfielder,GAM,19,0.2,6,1,0.2
Ebrima Colley,Young Boys,UEFA Europa League,LM,Forward,GAM,25,4.4,41,2,2.2
Eddie Nketiah,Crystal Palace,"English Premier League, UEFA Europa Conference League",AM,Forward,ENG,26,77.9,609,17,4.58
Eddy Kouadio,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,CIV,19,20.9,191,7,2.99
Eder,Ħamrun Spartans FC,UEFA Europa Conference League,LM,Midfielder,BRA,36,21.7,276,5,4.34
Edimilson Fernandes,Young Boys,UEFA Europa League,CM,Midfielder,SUI,29,16.3,265,3,5.43
Edimilson Filho,Qaırat Almaty,UEFA Champions League,AM,Forward,BRA,28,18.3,275,5,3.66
Edin Džeko,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,BIH,39,53.7,615,16,3.36
Edmond Tapsoba,Leverkusen,"German Bundesliga, UEFA Champions League",CB,Defender,BFA,26,92.6,1675,19,4.87
Edmund Baidoo,RB Salzburg,UEFA Europa League,AM,Forward,GHA,19,38.0,410,6,6.33
Edoardo Goldaniga,Como,Italian Serie A,CB,Defender,ITA,31,0.7,1,1,0.7
Edoardo Iannoni,Sassuolo,Italian Serie A,RM,Midfielder,ITA,24,12.9,79,7,1.84
Edon Zhegrova,Juventus,"Italian Serie A, UEFA Champions League",AM,Forward,KVX,26,64.2,251,11,5.84
Edson Álvarez,Fenerbahçe,UEFA Europa League,CM,Midfielder,MEX,28,19.5,297,4,4.88
Edu Expósito,Espanyol,Spanish La Liga,AM,Midfielder,ESP,29,88.0,1181,17,5.18
Eduardo Camavinga,Real Madrid,"Spanish La Liga, UEFA Champions League",DM,Midfielder,FRA,23,84.6,742,17,4.98
Eduardo Guerrero,Dynamo Kyiv,UEFA Europa Conference League,AM,Forward,PAN,25,17.9,345,5,3.58
Eduardo Quaresma,Sporting CP,UEFA Champions League,CB,Defender,POR,23,19.8,259,4,4.95
Edvin Kurtulus,Ludogorets,UEFA Europa League,CB,Defender,SWE,25,6.5,97,2,3.25
Edward Chilufya,Midtjylland,UEFA Europa League,AM,Forward,ZAM,26,1.7,21,1,1.7
Eggert Aron Guðmundsson,Brann,UEFA Europa League,LM,Midfielder,ISL,21,27.8,354,5,5.56
Eguinaldo,Shakhtar,UEFA Europa Conference League,LM,Midfielder,BRA,21,13.9,170,3,4.63
Egzon Bejtulai,KF Drita,UEFA Europa Conference League,CB,Defender,MKD,31,21.6,540,6,3.6
Eivind Helland,Brann,UEFA Europa League,CB,Defender,NOR,20,33.3,467,6,5.55
El Chadaille Bitshiabu,RB Leipzig,German Bundesliga,CB,Defender,FRA,20,10.3,113,3,3.43
El Hadji Diouf,West Ham,English Premier League,WB,Midfielder,SEN,20,11.1,270,3,3.7
El Hadji Malick Diouf,West Ham,English Premier League,LB,Defender,SEN,20,57.1,1117,13,4.39
Elad Madmon,Maccabi Tel Aviv,UEFA Europa League,AM,Forward,ISR,21,14.5,182,5,2.9
Eli Junior Kroupi,Bournemouth,English Premier League,AM,Forward,FRA,19,47.3,512,15,3.15
Elias Achouri,FC Copenhagen,UEFA Champions League,LM,Midfielder,TUN,26,24.8,300,5,4.96
Elias Baum,Eint Frankfurt,German Bundesliga,WB,Midfielder,GER,20,1.7,13,1,1.7
Elias Saad,Augsburg,German Bundesliga,AM,Forward,TUN,25,42.0,497,10,4.2
Eliesse Ben Seghir,"Leverkusen, Monaco","French Ligue 1, German Bundesliga, UEFA Champions League",AM,Forward,MAR,20,48.6,359,13,3.74
Eliezer Mayenda,Sunderland,English Premier League,AM,Forward,ESP,20,31.6,459,11,2.87
Elif Elmas,Napoli,"Italian Serie A, UEFA Champions League",CM,Forward,MKD,26,66.3,871,19,3.49
Elijah Dijkstra,AZ Alkmaar,UEFA Europa Conference League,RB,Defender,NED,19,20.0,157,5,4.0
Elisha Owusu,Auxerre,French Ligue 1,CM,Midfielder,GHA,28,55.1,1000,13,4.24
Elliot Anderson,Nott'ham Forest,"English Premier League, UEFA Europa League",DM,Midfielder,ENG,23,148.2,2139,25,5.93
Ellis Chapman,Shelbourne FC,UEFA Europa Conference League,CM,Forward,ENG,24,1.7,24,2,0.85
Ellyes Skhiri,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CM,Midfielder,TUN,30,48.1,802,15,3.21
Elseid Hysaj,Lazio,Italian Serie A,RB,Defender,ALB,31,13.0,153,3,4.33
Elvin Cəfərquliyev,Qarabağ,UEFA Champions League,LB,Defender,AZE,25,30.1,490,6,5.02
Elvis Rexhbeçaj,Augsburg,German Bundesliga,CM,Midfielder,KVX,28,47.6,622,13,3.66
Elye Wahi,"Eint Frankfurt, Nice","French Ligue 1, German Bundesliga, UEFA Champions League",AM,Forward,FRA,23,46.4,423,14,3.31
Emannuel Uchenna,Sparta Prague,UEFA Europa Conference League,CB,Defender,NGA,21,11.7,122,2,5.85
Emanuel Aiwum,Sturm Graz,UEFA Europa League,CB,Defender,AUT,24,20.5,540,6,3.42
Emanuel Emegha,Strasbourg,"French Ligue 1, UEFA Europa Conference League",AM,Forward,NED,22,34.1,508,9,3.79
Emanuele Valeri,Parma,Italian Serie A,LB,Defender,ITA,27,53.7,952,13,4.13
Emerson Palmieri,Marseille,"French Ligue 1, UEFA Champions League",LB,Defender,ITA,31,99.1,1506,19,5.22
Emersonn,Toulouse,French Ligue 1,AM,Forward,BRA,21,61.1,806,13,4.7
Emi Buendía,Aston Villa,"English Premier League, UEFA Europa League",LW,Forward,ARG,29,118.5,1071,24,4.94
Emil Holm,Bologna,"Italian Serie A, UEFA Europa League",RB,Defender,SWE,25,70.5,847,14,5.04
Emil Kornvig,Brann,UEFA Europa League,RM,Midfielder,DEN,25,30.6,536,6,5.1
Emil Krafth,Newcastle Utd,English Premier League,RB,Defender,SWE,31,2.8,45,1,2.8
Emile Smith Rowe,Fulham,English Premier League,AM,Forward,ENG,25,87.4,831,20,4.37
Emir Karic,Sturm Graz,UEFA Europa League,LB,Defender,AUT,28,36.6,528,6,6.1
Emir Sahiti,Hamburger SV,German Bundesliga,RW,Forward,KVX,26,6.4,120,2,3.2
Emirhan İlkhan,Torino,Italian Serie A,CM,Midfielder,TUR,21,15.1,135,4,3.77
Emmanouil Siopis,Panathinaikos,UEFA Europa League,DM,Midfielder,GRE,31,17.0,320,5,3.4
Emmanuel Addai,Qarabağ,UEFA Champions League,LW,Forward,GHA,24,35.3,321,6,5.88
Emmanuel Agbadou,Wolves,English Premier League,CB,Defender,CIV,28,62.4,1011,13,4.8
Emmanuel Biumla,Angers,French Ligue 1,CB,Defender,FRA,20,12.0,129,3,4.0
Emmanuel Ekong,Malmö,UEFA Europa League,AM,Forward,SWE,23,11.9,255,5,2.38
Emmanuel Fernandez,Rangers,UEFA Europa League,CB,Defender,ENG,24,9.5,180,2,4.75
Emmanuel Gyamfi,Aberdeen,UEFA Europa Conference League,LB,Defender,GER,21,3.7,41,2,1.85
Emre Can,Dortmund,"German Bundesliga, UEFA Champions League",CB,Defender,GER,31,35.2,404,7,5.03
Emre Kılınç,Samsunspor,UEFA Europa Conference League,RM,Midfielder,TUR,31,22.3,378,5,4.46
Endrick,Real Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,BRA,19,5.9,24,2,2.95
Endrit Krasniqi,Shkëndija 79,UEFA Europa Conference League,AM,Forward,KVX,31,26.5,351,6,4.42
Enes Ünal,Bournemouth,English Premier League,AM,Forward,TUR,28,10.7,92,8,1.34
Engjëll Sylejmani,KF Drita,UEFA Europa Conference League,LM,Midfielder,KVX,20,2.1,1,1,2.1
Enric Saborit,AÉK Lárnaka,UEFA Europa Conference League,CB,Defender,ESP,33,12.1,270,4,3.02
Enrico Del Prato,Parma,Italian Serie A,CB,Defender,ITA,26,54.2,1382,16,3.39
Enrique Aguilar,RB Salzburg,UEFA Europa League,AM,Forward,SUI,18,4.6,32,2,2.3
Enzo Barrenechea,Benfica,UEFA Champions League,DM,Midfielder,ARG,24,28.2,540,6,4.7
Enzo Boyomo,Osasuna,Spanish La Liga,CB,Defender,CMR,24,70.2,1414,16,4.39
Enzo Cabrera,AÉK Lárnaka,UEFA Europa Conference League,AM,Forward,ARG,26,4.3,56,3,1.43
Enzo Ebosse,Hellas Verona,Italian Serie A,CB,Defender,CMR,26,5.0,54,2,2.5
Enzo Fernández,Chelsea,"English Premier League, UEFA Champions League",DM,Midfielder,ARG,24,131.6,2053,25,5.26
Enzo Kana-Biyik,Lausanne-Sport,UEFA Europa Conference League,AM,Forward,FRA,18,11.1,78,2,5.55
Enzo Koffi Vinette,Le Havre,French Ligue 1,LB,Defender,FRA,19,9.5,33,4,2.38
Enzo Le Fée,Sunderland,English Premier League,LM,Forward,FRA,25,90.7,1486,19,4.77
Enzo Molebe,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,FRA,18,8.0,69,3,2.67
Eray Cömert,Valencia,Spanish La Liga,CB,Defender,SUI,27,14.6,117,3,4.87
Ercan Kara,Rapid Wien,UEFA Europa Conference League,AM,Forward,AUT,29,22.3,399,6,3.72
Eren Dinkçi,Freiburg,"German Bundesliga, UEFA Europa League",RW,Forward,GER,23,28.2,305,11,2.56
Eren Elmalı,Galatasaray,UEFA Champions League,LB,Defender,TUR,25,17.1,103,4,4.28
Eric Bailly,Oviedo,Spanish La Liga,CB,Defender,CIV,31,19.5,413,5,3.9
Eric Boakye,FC Noah,UEFA Europa Conference League,RB,Defender,GHA,26,33.2,498,6,5.53
Eric Dier,Monaco,"French Ligue 1, UEFA Champions League",CB,Defender,ENG,31,37.1,720,8,4.64
Eric García,Barcelona,"Spanish La Liga, UEFA Champions League",CB,Defender,ESP,24,127.4,1921,25,5.1
Eric Martel,Köln,German Bundesliga,CM,Midfielder,GER,23,59.3,1298,15,3.95
Eric Smith,St. Pauli,German Bundesliga,CB,Defender,SWE,28,61.1,1214,14,4.36
Erick Marcus,Ludogorets,UEFA Europa League,RM,Forward,BRA,21,19.1,233,5,3.82
Erik Botheim,Malmö,UEFA Europa League,AM,Forward,NOR,25,1.9,27,1,1.9
Erik Palmer-Brown,Panathinaikos,UEFA Europa League,CB,Defender,USA,28,21.4,360,4,5.35
Erik Prekop,Slavia Prague,UEFA Champions League,AM,Forward,SVK,28,3.2,34,2,1.6
Erkin Tapalov,Qaırat Almaty,UEFA Champions League,RB,Defender,KAZ,32,30.8,374,6,5.13
Erling Haaland,Manchester City,"English Premier League, UEFA Champions League",AM,Forward,NOR,25,117.3,2165,26,4.51
Ermal Krasniqi,Legia Warsaw,UEFA Europa Conference League,RW,Forward,KVX,27,35.8,346,5,7.16
Ermedin Demirović,Stuttgart,"German Bundesliga, UEFA Europa League",AM,Forward,BIH,27,35.5,672,8,4.44
Ernest Poku,Leverkusen,"German Bundesliga, UEFA Champions League",AM,Forward,NED,21,108.8,1205,19,5.73
Esmir Bajraktarevic,PSV Eindhoven,UEFA Champions League,RW,Forward,BIH,20,8.4,43,3,2.8
Esteban Lepaul,"Angers, Rennes",French Ligue 1,AM,Forward,FRA,25,66.7,1319,17,3.92
Estêvão Willian,Chelsea,"English Premier League, UEFA Champions League",RW,Forward,BRA,18,118.4,919,22,5.38
Ethan Ampadu,Leeds United,English Premier League,CM,Midfielder,WAL,25,81.0,1499,17,4.76
Ethan Mbappé,Lille,"French Ligue 1, UEFA Europa League",RW,Forward,FRA,18,45.2,269,10,4.52
Ethan Nwaneri,Arsenal,"English Premier League, UEFA Champions League",RM,Midfielder,ENG,18,36.7,273,9,4.08
Ethan Pinnock,Brentford,English Premier League,CB,Defender,JAM,32,15.6,228,3,5.2
Etienne Youte Kinkoue,Le Havre,French Ligue 1,CB,Defender,FRA,23,23.0,326,7,3.29
Etta Eyong,Levante,Spanish La Liga,AM,Forward,CMR,21,9.5,176,2,4.75
Evan Caffrey,Shelbourne FC,UEFA Europa Conference League,CM,Midfielder,IRL,22,16.2,240,7,2.31
Evan Ferguson,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,IRL,21,85.3,888,19,4.49
Evangelos Andreou,AC Omonia,UEFA Europa Conference League,RW,Forward,CYP,23,23.3,400,6,3.88
Evanilson,Bournemouth,English Premier League,AM,Forward,BRA,26,67.5,1344,18,3.75
Evann Guessand,Aston Villa,"English Premier League, UEFA Europa League",RW,Forward,CIV,24,58.3,1039,18,3.24
Evert Linthorst,Go Ahead Eag,UEFA Europa League,DM,Midfielder,NED,25,11.6,271,5,2.32
Everton Pereira,Nice,French Ligue 1,DM,Midfielder,FRA,18,0.9,68,1,0.9
Ewandro,AC Omonia,UEFA Europa Conference League,AM,Forward,BRA,29,27.6,362,6,4.6
Exequiel Palacios,Leverkusen,German Bundesliga,CM,Midfielder,ARG,26,5.6,44,2,2.8
Ezechiel Banzuzi,RB Leipzig,German Bundesliga,RM,Midfielder,NED,20,41.1,335,12,3.42
Ezequiel Ávila,Betis,"Spanish La Liga, UEFA Europa League",AM,Forward,ARG,31,25.4,189,11,2.31
Ezequiél Fernández,Leverkusen,"German Bundesliga, UEFA Champions League",CM,Midfielder,ARG,23,43.7,551,9,4.86
Ezra Mayers,West Ham,English Premier League,LB,Defender,BRB,18,13.3,88,4,3.32
Ezri Konsa,Aston Villa,"English Premier League, UEFA Europa League",CB,Defender,ENG,28,95.4,2076,24,3.98
Fabian Rieder,"Augsburg, Rennes","French Ligue 1, German Bundesliga",AM,Forward,SUI,23,84.1,1183,16,5.26
Fabian Schär,Newcastle Utd,"English Premier League, UEFA Champions League",CB,Defender,SUI,34,81.7,1146,18,4.54
Fabiano Parisi,Fiorentina,"Italian Serie A, UEFA Europa Conference League",WB,Midfielder,ITA,25,68.5,783,14,4.89
Fabien Centonze,Nantes,French Ligue 1,RB,Defender,FRA,29,23.3,163,7,3.33
Fabio Baldé,Hamburger SV,German Bundesliga,LW,Forward,POR,20,31.0,248,10,3.1
Fabio Carvalho,Brentford,English Premier League,CM,Forward,POR,23,8.5,102,6,1.42
Fabio Chiarodia,Gladbach,German Bundesliga,CB,Defender,ITA,20,25.3,279,5,5.06
Fabio Miretti,Juventus,"Italian Serie A, UEFA Champions League",CM,Midfielder,ITA,22,39.0,219,9,4.33
Fabio Moreno Fell,Mainz 05,"German Bundesliga, UEFA Europa Conference League",AM,Forward,GER,25,6.2,82,3,2.07
Fabio Vieira,Hamburger SV,German Bundesliga,CM,Midfielder,POR,25,47.0,639,10,4.7
Fabián Ruiz Peña,Paris S-G,"French Ligue 1, UEFA Champions League",LM,Midfielder,ESP,29,83.5,1076,17,4.91
Fabrice Tamba,Shkëndija 79,UEFA Europa Conference League,AM,Forward,SEN,21,26.2,437,6,4.37
Facundo Buonanotte,Chelsea,"English Premier League, UEFA Champions League",AM,Forward,ARG,20,20.0,208,4,5.0
Facundo Garcés,Alavés,Spanish La Liga,CB,Defender,MAS,26,21.2,540,6,3.53
Facundo Medina,Marseille,"French Ligue 1, UEFA Champions League",CB,Defender,ARG,26,24.8,315,5,4.96
Fali Candé,Sassuolo,Italian Serie A,LB,Defender,GNB,27,47.1,509,12,3.92
Fallou Cham,Hellas Verona,Italian Serie A,WB,Midfielder,NAN,0,21.1,213,5,4.22
Fares Chaïbi,Eint Frankfurt,"German Bundesliga, UEFA Champions League",CM,Forward,ALG,23,87.4,1416,19,4.6
Faris Pemi Moumbagna,Cremonese,Italian Serie A,AM,Forward,CMR,25,9.2,75,4,2.3
Faustino Anjorin,Torino,Italian Serie A,AM,Forward,ENG,24,13.5,124,6,2.25
Fedde Leysen,Union SG,UEFA Champions League,CB,Defender,BEL,22,17.8,361,5,3.56
Federico Baschirotto,Cremonese,Italian Serie A,CB,Defender,ITA,29,69.3,1620,18,3.85
Federico Bernardeschi,Bologna,"Italian Serie A, UEFA Europa League",RW,Forward,ITA,31,103.9,743,20,5.2
Federico Bonazzoli,Cremonese,Italian Serie A,AM,Forward,ITA,28,59.7,949,15,3.98
Federico Ceccherini,Cremonese,Italian Serie A,CB,Defender,ITA,33,20.1,221,5,4.02
Federico Chiesa,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,ITA,28,60.5,302,18,3.36
Federico Dimarco,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,ITA,28,110.9,1662,22,5.04
Federico Gatti,Juventus,"Italian Serie A, UEFA Champions League",CB,Defender,ITA,27,53.9,1048,13,4.15
Federico Redondo,Elche,Spanish La Liga,CM,Midfielder,ARG,22,7.4,20,4,1.85
Federico Valverde,Real Madrid,"Spanish La Liga, UEFA Champions League",RB,Midfielder,URU,27,115.3,1921,23,5.01
Federico Viñas,Oviedo,Spanish La Liga,AM,Forward,URU,27,58.5,921,15,3.9
Felix Agu,Werder Bremen,German Bundesliga,LB,Defender,NGA,26,32.5,484,6,5.42
Felix Mambimbi,Le Havre,French Ligue 1,AM,Forward,SUI,24,33.3,339,12,2.78
Felix Myhre,Brann,UEFA Europa League,LM,Midfielder,NOR,26,8.9,180,2,4.45
Felix Nmecha,Dortmund,"German Bundesliga, UEFA Champions League",CM,Midfielder,GER,25,104.1,1492,21,4.96
Felix Tsimba,Young Boys,UEFA Europa League,AM,Forward,SUI,19,1.5,9,2,0.75
Fer López,Wolves,English Premier League,CM,Midfielder,NAN,0,6.7,47,2,3.35
Fer López,Wolves,English Premier League,AM,Forward,ESP,21,27.8,189,7,3.97
Ferdi Kadioglu,Brighton,English Premier League,LB,Defender,TUR,26,85.4,1515,19,4.49
Ferland Mendy,Real Madrid,"Spanish La Liga, UEFA Champions League",LB,Defender,FRA,30,6.9,92,2,3.45
Fermin López,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,ESP,22,107.8,1069,18,5.99
Fernando Calero,Espanyol,Spanish La Liga,CB,Defender,ESP,30,57.5,1106,14,4.11
Ferran Jutglà,Celta Vigo,"Spanish La Liga, UEFA Europa League",AM,Forward,ESP,26,69.2,899,19,3.64
Ferrán Torres,Barcelona,"Spanish La Liga, UEFA Champions League",AM,Forward,ESP,25,100.3,1382,23,4.36
Fikayo Tomori,Milan,Italian Serie A,CB,Defender,ENG,28,63.0,1220,15,4.2
Filip Helander,Häcken,UEFA Europa Conference League,CB,Defender,SWE,32,24.8,540,6,4.13
Filip Jagiełło,Lech Poznań,UEFA Europa Conference League,DM,Midfielder,POL,28,18.2,206,4,4.55
Filip Kaloč,Ludogorets,UEFA Europa League,CM,Midfielder,CZE,25,21.0,301,6,3.5
Filip Kostić,Juventus,"Italian Serie A, UEFA Champions League",WB,Midfielder,SRB,33,53.8,414,14,3.84
Filip Mladenović,Panathinaikos,UEFA Europa League,LB,Defender,SRB,34,4.9,101,3,1.63
Filip Rózga,Sturm Graz,UEFA Europa League,LW,Forward,POL,19,12.3,253,4,3.08
Filip Slavíček,Sigma Olomouc,UEFA Europa Conference League,LB,Defender,NAN,23,26.8,511,6,4.47
Filip Ugrinic,Valencia,Spanish La Liga,CM,Midfielder,SUI,26,26.7,280,8,3.34
Filip Đuričić,Panathinaikos,UEFA Europa League,AM,Forward,SRB,33,25.2,362,5,5.04
Filipe Relvas,AEK Athens,UEFA Europa Conference League,CB,Defender,POR,26,26.6,540,6,4.43
Filippo Mane,Dortmund,German Bundesliga,CB,Defender,ITA,20,4.5,85,2,2.25
Filippo Romagna,Sassuolo,Italian Serie A,CB,Defender,ITA,28,10.4,201,3,3.47
Filippo Terracciano,Cremonese,Italian Serie A,CB,Defender,ITA,22,72.1,1519,17,4.24
Findlay Curtis,Rangers,UEFA Europa League,AM,Forward,SCO,19,7.9,35,2,3.95
Finn Jeltsch,Stuttgart,"German Bundesliga, UEFA Europa League",CB,Defender,GER,19,59.6,974,14,4.26
Finn Stokkers,Go Ahead Eag,UEFA Europa League,RW,Forward,NED,29,5.7,40,4,1.42
Fisayo Dele-Bashiru,Lazio,Italian Serie A,LM,Midfielder,NGA,24,17.8,274,7,2.54
Fisnik Asllani,Hoffenheim,German Bundesliga,AM,Forward,KVX,23,82.2,967,15,5.48
Fiton Ademi,Shkëndija 79,UEFA Europa Conference League,AM,Forward,MKD,23,7.6,35,4,1.9
Flavius Daniliuc,Basel,UEFA Europa League,CB,Defender,AUT,24,25.4,450,5,5.08
Florent Hanin,Angers,French Ligue 1,LB,Defender,ALG,35,47.7,461,12,3.98
Florent Ramadani,Shkëndija 79,UEFA Europa Conference League,RW,Forward,MKD,25,0.2,15,3,0.07
Florentino Luís,Burnley,English Premier League,CM,Midfielder,POR,26,78.1,1224,16,4.88
Florian Grillitsch,Braga,UEFA Europa League,CM,Midfielder,AUT,30,17.0,183,4,4.25
Florian Kainz,Köln,German Bundesliga,CM,Midfielder,AUT,33,44.1,240,10,4.41
Florian Lejeune,Rayo Vallecano,"Spanish La Liga, UEFA Europa Conference League",CB,Defender,FRA,34,117.7,2150,24,4.9
Florian Neuhaus,Gladbach,German Bundesliga,AM,Forward,GER,28,56.8,616,11,5.16
Florian Sotoca,Lens,French Ligue 1,AM,Forward,FRA,35,22.5,88,12,1.88
Florian Thauvin,Lens,French Ligue 1,AM,Forward,FRA,32,127.6,1318,17,7.51
Florian Wirtz,Liverpool,"English Premier League, UEFA Champions League",AM,Forward,GER,22,154.8,1679,24,6.45
Florin Tănase,FCSB,UEFA Europa League,DM,Midfielder,ROU,30,34.8,377,6,5.8
Florjan Jevšenak,NK Celje,UEFA Europa Conference League,CM,Midfielder,SVN,20,10.3,118,4,2.58
Fodé Ballo-Touré,Metz,French Ligue 1,WB,Defender,SEN,28,26.8,410,6,4.47
Fodé Doucouré,Le Havre,French Ligue 1,RM,Midfielder,MLI,24,59.6,664,15,3.97
Fodé Sylla,Lens,French Ligue 1,CM,Midfielder,FRA,19,7.8,63,2,3.9
Folarin Balogun,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,USA,24,93.5,1332,19,4.92
