Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Cafú,pt POR,MF,Rotherham Utd,30,1993,32,20,1799,60,58,41,23
Caio Alexandre,br BRA,MF,Bahia,24,1999,36,35,2774,64,67,71,28
Caio Maia,br BRA,FW,Atlético Mineiro,18,2005,2,0,27,52,15,73,25
Caio Paulista,br BRA,DF,Palmeiras,25,1998,26,17,1344,54,74,92,49
Caio Secco,br BRA,GK,Moreirense,32,1990,4,4,360,69,66,43,34
Caio Vinícius,br BRA,MF,Vitória,25,1999,11,8,601,20,32,30,50
Caleb Taylor,eng ENG,DF,West Brom,20,2003,3,0,27,28,36,16,39
Caleb Wiley,us USA,DF,Atlanta Utd,19,2004,21,21,1884,83,79,82,53
Calebe,br BRA,MO,Fortaleza,23,2000,7,0,127,36,59,82,6
Callum Brittain,eng ENG,MF,Blackburn,25,1998,44,40,3627,58,72,81,60
Callum Doyle,eng ENG,DF,Leicester City,19,2003,17,14,1206,53,84,71,72
Callum Marshall,nir NIR,FW,West Brom,18,2004,3,0,56,28,46,34,15
Callum O'Dowda,ie IRL,MO,Cardiff City,28,1995,11,5,551,35,41,39,74
Callum O'Hare,eng ENG,MO,Coventry City,25,1998,31,18,1760,76,75,68,48
Callum Paterson,sct SCO,MF,Sheffield Weds,28,1994,25,17,1612,35,38,42,57
Callum Robinson,ie IRL,MO,Cardiff City,28,1995,23,9,849,50,72,42,29
Callum Styles,hu HUN,MF,Sunderland,23,2000,12,10,806,34,56,61,59
Callum Wright,eng ENG,MO,Plymouth Argyle,23,2000,21,8,804,32,40,44,57
Calum Kavanagh,ie IRL,MO,Middlesbrough,19,2003,2,0,7,36,6,42,6
Calvin Harris,eng ENG,FW,Colorado Rapids,23,2000,32,16,1523,51,73,79,56
Calvin Ramsay,sct SCO,DF,Preston,20,2003,2,1,131,38,42,78,57
Calvin Stengs,nl NED,MO,Feyenoord,24,1998,29,26,2095,80,91,76,38
Calvin Twigt,nl NED,MF,Volendam,20,2003,26,22,2047,65,56,53,48
Calvin Verdonk,id IDN,DF,NEC Nijmegen,26,1997,33,32,2854,79,82,78,70
Cambila,ao ANG,GK,Estrela,21,2002,1,0,17,39,39,43,37
Cameron Burgess,au AUS,DF,Ipswich Town,27,1995,39,38,3421,62,60,36,44
Cameron Dawson,eng ENG,GK,Sheffield Weds,28,1995,18,18,1620,50,49,43,69
Cameron Harper,us USA,MF,NY Red Bulls,22,2001,27,16,1419,87,55,89,24
Cameron Humphreys,eng ENG,DF,Rotherham Utd,24,1998,28,24,2123,37,45,43,39
Cameron Pring,eng ENG,DF,Bristol City,25,1998,42,39,3403,68,68,84,72
Cameron Puertas,ch SUI,MF,Union SG,24,1998,30,29,2417,81,83,91,51
Camiel Neghli,nl NED,FW,Sparta R'dam,21,2001,26,13,1354,75,73,77,71
Camilo Cándido,uy URU,MF,Cruz Azul,28,1995,16,6,641,75,61,65,26
Camilo Mayada,uy URU,MF,uy Peñarol,33,1991,6,2,267,34,14,36,59
Camilo Sanvezzo,br BRA,MO,Querétaro,35,1988,13,8,595,58,43,34,34
Camilo Vargas,co COL,GK,Atlas,34,1989,34,34,3060,55,49,52,68
Camilo Viganoni,ar ARG,FW,Tigre,20,2003,5,3,225,16,22,25,57
Camutanga,br BRA,DF,Vitória,30,1993,5,5,449,25,18,14,49
Can Bozdogan,de GER,MF,Utrecht,22,2001,31,21,1963,67,54,59,68
Caner Demircioglu,nl NED,FW,Volendam,21,2002,1,0,5,23,16,7,29
Carel Eiting,nl NED,MF,Twente,25,1998,23,7,793,51,88,62,40
Carl Rushworth,eng ENG,GK,Swansea City,22,2001,46,46,4140,53,50,54,72
Carle-Fred Sainte,ht HAI,MF,FC Dallas,21,2002,6,1,149,41,22,10,85
Carlens Arcus,ht HAI,DF,Vitesse,27,1996,30,25,2177,53,91,81,66
Carles Gil,es ESP,MF,NE Revolution,31,1992,26,26,2288,91,94,93,14
Carlinhos,br BRA,FW,Flamengo,26,1997,48,38,3389,61,80,56,65
Carlo Villanueva,cl CHI,MF,cl Huachipato,24,1999,1,0,26,69,40,76,6
Carlos Acevedo,mx MEX,GK,Santos,27,1996,23,23,2005,51,51,43,46
Carlos Akapo,gq EQG,DF,SJ Earthquakes,30,1993,21,20,1601,47,65,75,69
Carlos Alberto,br BRA,FW,Botafogo (RJ),21,2002,17,11,871,46,38,58,75
Carlos Alcaraz,ar ARG,MO,Flamengo,21,2002,38,21,1888,57,71,63,76
Carlos Alonso Vargas,mx MEX,DF,Cruz Azul,24,1999,4,1,71,52,38,34,82
Carlos Arce,ar ARG,MF,Barracas Central,33,1990,1,0,45,27,28,36,23
Carlos Bacca,co COL,FW,co Junior,37,1986,8,8,609,55,66,30,30
Carlos Baltazar,mx MEX,MO,Puebla,26,1997,16,7,597,49,43,47,65
Carlos Calzadilla,ve VEN,MF,ve Dep Táchira,22,2001,5,2,210,29,29,22,84
Carlos Coronel,py PAR,GK,NY Red Bulls,27,1996,27,27,2430,49,42,53,46
Carlos Cuesta,co COL,DF,Genk,24,1999,23,23,2056,50,63,57,46
Carlos Eduardo,br BRA,MO,Vitória,27,1996,37,17,1873,50,53,32,65
Carlos Ernesto Cisneros,mx MEX,MF,Guadalajara,29,1993,2,0,50,42,37,80,22
Carlos Felipe Rodríguez,mx MEX,GK,UANL,34,1989,10,10,900,46,44,43,45
Carlos Forbs,pt POR,FW,Ajax,19,2004,21,8,829,65,80,91,67
Carlos Galicia,mx MEX,MF,Tijuana,19,2004,1,0,15,50,32,22,11
Carlos Garcés,co COL,DF,LA Galaxy,22,2001,9,4,396,30,17,28,66
Carlos González Espínola,py PAR,FW,Tijuana,30,1993,33,32,2690,69,67,47,48
Carlos Gruezo,ec ECU,MF,SJ Earthquakes,28,1995,24,23,1969,23,33,25,50
Carlos Gutiérrez,mx MEX,MF,UNAM,24,1999,15,1,276,60,56,68,44
Carlos Gómez,co COL,FW,Real Salt Lake,21,2002,23,22,1807,88,81,87,70
Carlos Harvey,pa PAN,MF,Minnesota Utd,23,2000,18,12,1046,37,42,43,65
Carlos Izquierdoz,ar ARG,DF,Lanús,35,1988,21,19,1760,27,38,26,74
Carlos Lampe,bo BOL,GK,bo Bolívar,36,1987,8,8,720,39,50,54,72
Carlos Miguel,br BRA,GK,Corinthians,25,1998,6,6,540,68,63,43,42
Carlos Moreno,mx MEX,GK,Pachuca,25,1998,29,29,2610,64,63,52,77
Carlos Orrantía,mx MEX,MF,Toluca,32,1991,24,13,1114,44,75,58,50
Carlos Palacios,cl CHI,MO,cl Colo-Colo,23,2000,10,10,870,51,71,60,21
Carlos Ponck,cv CPV,DF,Moreirense,28,1995,15,11,1031,28,31,30,74
Carlos Quintana,ar ARG,DF,Rosario Central,35,1988,17,17,1473,66,30,20,64
Carlos Robles,mx MEX,DF,Atlas,23,2000,15,10,972,75,44,33,76
Carlos Robles Rocha,co COL,MF,ve Dep Táchira,31,1992,5,5,389,32,18,13,64
Carlos Roca,bo BOL,DF,bo The Strongest,26,1997,2,0,34,63,58,65,56
Carlos Rodríguez,uy URU,DF,ec Barcelona,33,1990,1,0,3,28,15,8,22
Carlos Rotondi,ar ARG,MF,Cruz Azul,26,1997,32,30,2482,71,57,79,70
Carlos Salcedo,mx MEX,DF,Cruz Azul,29,1993,27,21,1779,36,49,45,34
Carlos Sosa,ve VEN,MF,ve Dep Táchira,28,1995,3,0,49,60,49,76,24
Carlos Sánchez,mx MEX,DF,Pachuca,21,2002,22,18,1666,40,55,62,53
Carlos Terán,co COL,DF,Chicago Fire,23,2000,18,14,1219,67,61,30,76
Carlos Valenzuela,ar ARG,MO,Tijuana,26,1997,3,0,39,47,59,23,55
Carlos Villalba,ar ARG,MF,Platense,25,1998,17,8,822,25,37,21,82
Carlos Vivas,ve VEN,DF,ve Dep Táchira,21,2002,5,5,450,21,24,41,80
Carlos Zambrano,pe PER,DF,pe Alianza Lima,34,1989,6,6,540,36,27,32,24
Carlos de Pena,uy URU,MF,Bahia,31,1992,30,4,683,50,90,78,59
Carmelo Algarañaz,bo BOL,MO,bo Bolívar,28,1996,4,2,172,23,36,38,55
Carraça,pt POR,MF,Chaves,30,1993,20,12,995,43,56,39,33
Cas Odenthal,nl NED,DF,Como,22,2000,30,29,2545,53,35,36,36
Casper Nielsen,dk DEN,MF,Club Brugge,29,1994,24,14,1276,69,67,51,58
Casper Tengstedt,dk DEN,FW,Benfica,23,2000,17,8,663,69,62,68,61
Casper Terho,fi FIN,DF,Union SG,20,2003,20,11,979,91,64,85,57
Casper Widell,se SWE,DF,Excelsior,20,2003,30,27,2326,48,31,29,37
Casper de Norre,be BEL,MF,Millwall,26,1997,32,22,2013,68,72,45,58
Cassiano,br BRA,FW,Estoril,34,1989,29,20,1612,45,41,20,66
Cassius Mailula,za RSA,MF,Toronto FC,22,2001,2,0,19,56,20,82,42
Catriel Cabellos,pe PER,MF,pe Alianza Lima,19,2004,6,6,470,39,46,53,24
Cauly Oliveira Souza,br BRA,MO,Bahia,28,1995,38,34,2676,59,78,55,20
Cavan Sullivan,us USA,MO,Philadelphia Union,14,2009,3,0,10,15,26,71,57
Caíque,br BRA,GK,Grêmio,26,1997,6,5,488,51,37,43,42
Caíque de Jesus Gonçalves,br BRA,MF,Juventude,28,1995,17,17,1422,20,36,36,64
Cecilio Domínguez,py PAR,MO,py Cerro Porteño,29,1994,6,6,429,28,41,38,62
Cecilio Waterman,pa PAN,FW,pe Alianza Lima,32,1991,4,3,233,31,46,45,52
Cedric Gondo,ci CIV,FW,Reggiana,26,1996,31,24,2110,42,44,52,57
Cedric Teuchert,de GER,MO,St. Louis,27,1997,10,10,754,78,73,34,51
Celso Ortiz,py PAR,MF,Pachuca,34,1989,14,9,687,23,40,34,68
Cesar Falletti,uy URU,MO,Cremonese,30,1992,36,30,2484,52,86,70,32
Cesare Casadei,it ITA,MF,Leicester City,20,2003,22,8,883,69,51,72,55
Cezary Miszta,pl POL,GK,Rio Ave,21,2001,1,1,90,39,39,43,37
Chaka Traorè,ci CIV,MO,Palermo,18,2004,10,1,194,46,64,74,67
Charles,br BRA,GK,Vitória,29,1994,8,7,675,55,40,43,51
Charles Aránguiz,cl CHI,MF,Internacional,34,1989,7,2,287,37,40,31,47
Charles Pickel,cd COD,MF,Cremonese,26,1997,27,16,1453,68,62,48,50
Charles Rigon Matos,br BRA,MF,Corinthians,27,1996,13,5,554,68,40,48,89
Charles Sagoe Jr,eng ENG,FW,Swansea City,19,2004,2,0,27,52,46,56,25
Charles Sharp,us USA,MO,Toronto FC,22,2001,2,0,27,22,6,3,47
Charles Vanhoutte,be BEL,MF,Union SG,24,1998,29,26,2229,39,63,40,71
Charles-Andréas Brym,ca CAN,MO,Sparta R'dam,24,1998,31,12,1379,58,51,47,49
Charlie Cresswell,eng ENG,DF,Leeds United,20,2002,5,1,137,38,36,49,90
Charlie Kelman,us USA,MO,QPR,21,2001,11,3,244,21,13,18,23
Charlie Lennon,eng ENG,MO,Middlesbrough,17,2006,1,0,17,29,6,3,6
Charlie Patino,eng ENG,MF,Swansea City,19,2003,33,14,1256,79,78,64,38
Charlie Webster,eng ENG,MO,Heerenveen,19,2004,13,2,236,65,40,45,69
Charlie Wyke,eng ENG,FW,Rotherham Utd,30,1992,12,6,460,43,24,26,65
Charly Rodríguez,mx MEX,MF,Cruz Azul,26,1997,30,30,2506,63,86,71,28
Chase Gasper,us USA,DF,Chicago Fire,28,1996,4,2,240,52,39,64,40
Che Adams,sct SCO,FW,Southampton,27,1996,40,25,2289,73,79,52,57
Ched Evans,wls WAL,MO,Preston,34,1988,18,6,745,18,30,21,33
Chemsdine Talbi,be BEL,MF,Club Brugge,18,2005,3,0,10,27,25,71,6
Cher Ndour,it ITA,MF,Braga,19,2004,9,1,211,72,33,70,60
Chidera Ejuke,ng NGA,MO,Antwerp,25,1998,21,14,1324,76,88,94,36
Chidozie Awaziem,ng NGA,DF,FC Cincinnati,27,1997,31,29,2485,34,59,41,43
Chiquinho,pt POR,FW,Stoke City,23,2000,39,24,1990,71,72,72,73
Chris Brady,us USA,GK,Chicago Fire,19,2004,33,33,2970,49,62,55,43
Chris Durkin,us USA,MF,St. Louis,23,2000,28,26,2260,54,61,40,76
Chris Lokesa,be BEL,MO,RKC Waalwijk,18,2004,31,23,2065,37,46,50,43
Chris Maxwell,wls WAL,GK,Huddersfield,33,1990,9,8,696,39,35,54,35
Chris Mueller,us USA,MO,Chicago Fire,27,1996,27,15,1352,38,65,74,55
Chris Rigg,eng ENG,MO,Sunderland,16,2007,21,8,803,46,37,51,57
Chris Willock,eng ENG,MO,QPR,25,1998,39,27,2291,58,59,74,60
Christ Makosso,cg CGO,DF,RWDM,19,2004,4,4,360,20,19,22,75
Christ Tiéhi,ci CIV,MF,Rotherham Utd,25,1998,35,35,3060,51,31,38,52
Christalino Atemona,de GER,DF,Kortrijk,21,2002,2,1,96,28,15,10,37
Christiaan Ravych,be BEL,DF,Cercle Brugge,21,2002,15,12,1071,36,68,49,76
Christian,br BRA,MO,Ath Paranaense,23,2000,24,17,1507,32,38,26,59
Christian Benteke,be BEL,FW,D.C. United,33,1990,30,30,2594,80,74,34,48
Christian Burgess,eng ENG,DF,Union SG,31,1991,28,28,2475,47,46,42,56
Christian D'Urso,it ITA,FW,Cosenza,26,1997,3,2,142,43,74,71,50
Christian Dalle Mura,it ITA,DF,Ternana,21,2002,12,9,887,29,30,32,51
Christian Fassnacht,ch SUI,MO,Norwich City,29,1993,40,19,1822,49,38,28,81
Christian Gytkjær,dk DEN,FW,Venezia,33,1990,38,18,1789,68,57,33,50
Christian McFarlane,eng ENG,MF,NYCFC,17,2007,8,4,364,41,51,50,68
Christian Oliva,uy URU,MF,FC Juárez,27,1996,15,9,844,46,76,35,51
Christian Ordoñez,ar ARG,MF,Vélez Sarsfield,19,2004,26,25,2008,38,56,55,53
Christian Ramirez,us USA,MO,Columbus Crew,32,1991,25,16,1429,69,71,19,26
Christian Rivera,co COL,MF,Tijuana,27,1996,32,32,2819,64,59,50,80
Christian Tabó,uy URU,MO,Cruz Azul,29,1993,18,6,498,32,35,52,63
Christian Walton,eng ENG,GK,Ipswich Town,27,1995,1,0,1,39,35,43,32
Christofer Gonzáles,pe PER,MO,pe Universitario,31,1992,3,1,91,30,28,23,21
Christopher Attys,ht HAI,MF,FeralpiSalò,22,2001,3,0,19,61,14,49,78
Christopher Bonsu-Baah,gh GHA,FW,Genk,18,2004,27,14,1190,59,82,91,79
Christopher Donovan,us USA,MO,Philadelphia Union,23,2000,18,4,379,54,47,50,74
Christopher Mamengi,nl NED,MF,Almere City,22,2001,9,0,71,41,22,18,86
Christopher McVey,se SWE,DF,D.C. United,26,1997,27,26,2145,47,42,45,43
Christopher Olivares,pe PER,FW,pe Universitario,24,1999,3,0,41,79,13,48,28
Christopher Olney,us USA,MF,Philadelphia Union,17,2006,1,0,19,40,31,44,20
Christopher Scott,de GER,MF,Antwerp,21,2002,1,0,11,68,25,56,57
Christopher Trejo,mx MEX,MO,Atlas,23,1999,18,2,405,39,40,58,32
Christos Kourfalidis,gr GRE,MF,FeralpiSalò,20,2002,29,26,2229,58,41,45,44
Chuba Akpom,eng ENG,MO,Ajax,27,1995,25,8,1049,72,63,45,51
Chumbinho,br BRA,MO,RB Bragantino,20,2003,2,0,12,54,6,79,11
Ché Nunnely,nl NED,FW,Heerenveen,24,1999,32,19,1711,44,55,76,56
Cian Ashford,wls WAL,FW,Cardiff City,18,2004,5,3,312,69,62,80,66
Ciaran Clark,ie IRL,DF,Stoke City,33,1989,3,3,270,36,21,23,41
Ciaran McGuckin,nir NIR,MO,Rotherham Utd,19,2003,3,0,67,23,13,12,85
Cicinho,bg BUL,MF,Bahia,35,1988,6,1,85,55,77,76,47
Cihan Çanak,tr TUR,MF,Standard Liège,18,2005,20,4,625,51,69,88,37
Cisse Sandra,be BEL,MF,Excelsior,19,2003,26,19,1670,48,40,36,33
Claud Adjapong,it ITA,DF,Ascoli,25,1998,15,9,748,48,44,46,21
Claudinho,br BRA,DF,Criciúma,23,2000,34,23,2047,84,84,81,58
Claudio Aquino,ar ARG,MF,Vélez Sarsfield,32,1991,27,27,2119,92,90,92,24
Claudio Baeza,cl CHI,MF,Toluca,29,1993,30,25,2122,53,55,36,62
Claudio Bravo,ar ARG,DF,Portland Timbers,26,1997,22,19,1593,46,79,83,68
Claudio Cassano,it ITA,MO,Cittadella,20,2003,31,21,1695,63,67,62,38
Claudio Corvalán,ar ARG,DF,Unión,34,1989,23,23,2034,49,67,54,56
Claudio Echeverri,ar ARG,MO,River Plate,18,2006,30,23,1704,65,84,81,42
Claudio Falcão,br BRA,MF,Farense,29,1994,31,30,2600,57,29,22,70
Claudio Gomes,fr FRA,MF,Palermo,23,2000,34,30,2636,32,58,54,29
Claudio Sepúlveda,cl CHI,MF,cl Huachipato,31,1992,4,4,311,22,52,29,74
Claudio Torres,cl CHI,FW,cl Huachipato,20,2003,2,0,2,23,12,45,11
Claudio Valverde,ar ARG,MF,Godoy Cruz,21,2002,3,0,51,27,17,35,79
Clayson,br BRA,MO,Cuiabá,28,1995,33,28,2043,59,47,45,26
Clayton,br BRA,DF,Internacional,23,2000,38,27,2369,82,50,67,20
Cleiton,br BRA,DF,Flamengo,20,2003,4,1,98,49,24,10,47
Cleiton Schwengber,br BRA,GK,RB Bragantino,26,1997,31,31,2699,52,51,64,58
Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5,5,450,39,49,61,43
Cláudio Ramos,pt POR,GK,Porto,31,1991,2,1,114,60,74,62,57
Cody Baker,us USA,MF,Seattle Sounders,20,2004,13,4,479,54,69,73,70
Cody Drameh,eng ENG,DF,Leeds United,21,2001,29,23,2277,48,59,75,68
Cohen Bramall,eng ENG,DF,Rotherham Utd,27,1996,36,33,2944,68,57,69,32
Cole Bassett,us USA,MO,Colorado Rapids,22,2001,30,29,2569,68,74,60,73
Cole Mrowka,us USA,MF,Columbus Crew,17,2006,1,0,1,27,28,7,6
Conner Antley,us USA,DF,D.C. United,28,1995,7,4,434,39,58,56,78
Connor O'Riordan,ie IRL,DF,Blackburn,0,0,2,0,42,38,52,48,35
Connor Roberts,wls WAL,MF,Leeds United,27,1995,12,2,317,86,86,68,33
Connor Ronan,ie IRL,MF,Colorado Rapids,25,1998,26,21,1809,66,76,69,40
Conor Chaplin,eng ENG,MF,Ipswich Town,26,1997,44,42,3340,84,74,59,23
Conor Coady,eng ENG,DF,Leicester City,30,1993,12,8,700,40,62,56,28
Conor Hazard,nir NIR,GK,Plymouth Argyle,25,1998,27,27,2430,44,52,43,42
Conor Townsend,eng ENG,DF,West Brom,30,1993,42,33,3123,52,79,77,51
Corey Baird,us USA,MO,FC Cincinnati,28,1996,22,11,952,55,45,18,32
Corry Evans,nir NIR,MF,Sunderland,33,1990,3,0,68,42,59,14,50
Cory Burke,jm JAM,FW,NY Red Bulls,32,1991,18,1,298,52,75,64,83
Costantino Favasuli,it ITA,MF,Ternana,19,2004,29,7,1126,38,43,71,79
Costinha,pt POR,MF,Rio Ave,23,2000,34,34,3050,63,55,76,76
Couhaib Driouech,ma MAR,MO,Excelsior,21,2002,26,24,1920,74,67,84,61
Cris Martínez,cl CHI,FW,cl Huachipato,30,1993,6,6,517,57,68,51,75
Cristhian Paredes,py PAR,MF,Portland Timbers,25,1998,31,13,1350,38,56,41,62
Cristhian Solano,ec ECU,MF,ec Barcelona,24,1999,2,0,27,37,9,35,20
Cristian Ansaldi,ar ARG,DF,Parma,36,1986,16,5,497,56,85,88,22
Cristian Arango,co COL,MO,Real Salt Lake,28,1995,30,26,2286,80,71,61,35
Cristian Borja,co COL,DF,Braga,30,1993,30,28,2452,82,84,85,41
Cristian Buonaiuto,it ITA,MO,Cremonese,30,1992,18,9,756,48,70,80,66
Cristian Báez,py PAR,DF,py Cerro Porteño,33,1990,5,4,399,23,13,19,37
Cristian Calderón,mx MEX,DF,América,26,1997,27,22,1969,48,71,68,56
Cristian Castro,co COL,DF,Rio Ave,22,2001,1,1,73,28,24,12,18
Cristian Cauz,it ITA,DF,Modena,26,1996,20,16,1497,32,40,40,44
Cristian Colmán,py PAR,MO,Gimnasia–LP,29,1994,2,0,8,46,6,3,10
Cristian Espinoza,ar ARG,MO,SJ Earthquakes,28,1995,34,34,2969,63,81,76,41
Cristian Ferreira,ar ARG,MF,San Lorenzo,24,1999,15,8,786,69,78,80,14
Cristian González Bautista,mx MEX,MF,Necaxa,25,1998,7,5,396,45,63,59,27
Cristian Jiménez,mx MEX,MF,Cruz Azul,21,2002,2,1,94,27,18,19,65
Cristian Lema,ar ARG,DF,Boca Juniors,33,1990,9,9,808,69,38,39,76
Cristian Medina,ar ARG,MF,Boca Juniors,21,2002,12,11,964,64,65,68,60
Cristian Neira,pe PER,MO,pe Alianza Lima,23,2000,2,1,53,37,22,33,24
Cristian Núñez,py PAR,MF,Banfield,26,1997,20,18,1517,32,33,18,82
Cristian Olivera,uy URU,MO,LAFC,21,2002,21,21,1714,63,40,66,56
Cristian Pavón,ar ARG,MO,Grêmio,28,1996,25,19,1265,49,64,64,55
Cristian Paz,ar ARG,DF,Deportivo Riestra,28,1995,11,8,725,20,13,9,69
Cristian Ponde,pt POR,MO,Farense,28,1995,14,0,229,70,57,44,73
Cristian Roldan,us USA,MO,Seattle Sounders,28,1995,33,32,2839,37,69,45,81
Cristian Tarragona,ar ARG,FW,San Lorenzo,32,1991,27,17,1602,45,50,46,59
Cristian Toro,cl CHI,DF,cl Cobresal,23,2000,4,2,150,36,38,10,10
Cristian Torres,ar ARG,MO,Godoy Cruz,24,1999,3,0,62,15,11,14,58
Cristian Vega,ar ARG,MF,Cen. Córdoba–SdE,30,1993,6,6,398,35,50,43,75
Cristian Zabala,ar ARG,MF,ec Independiente,25,1998,5,4,346,40,81,51,52
Cristiano Piccini,it ITA,DF,Sampdoria,30,1992,10,7,652,40,56,64,57
Cristián Dajome,co COL,MF,D.C. United,30,1994,31,23,2022,68,51,75,50
Cristián Suárez,cl CHI,DF,cl Palestino,36,1987,6,6,540,28,25,13,27
Cristián Zavala,cl CHI,FW,cl Colo-Colo,24,1999,10,2,319,35,70,79,68
Cristo González,es ESP,MO,Arouca,25,1997,34,33,2777,79,72,55,27
Cristopher Fiermarin,uy URU,GK,Defensa y Just,26,1998,10,10,900,59,44,54,54
Cristopher Mesías,cl CHI,MF,cl Cobresal,25,1998,6,6,447,34,64,40,54
Crysencio Summerville,nl NED,FW,Leeds United,21,2001,43,41,3498,84,91,90,71
Cucho,co COL,MO,Columbus Crew,24,1999,27,23,2113,89,87,70,55
Cuiabano,br BRA,DF,Grêmio,20,2003,28,20,1825,90,64,81,77
Cyprian Kachwele,tz TAN,MF,Vancouver W'caps,18,2005,1,0,3,27,9,7,24
Cyrus Christie,ie IRL,MF,Hull City,30,1992,27,12,1292,38,63,77,40
Cássio,br BRA,GK,Cruzeiro,36,1987,24,24,2160,48,58,65,77
Cédric Kipré,ci CIV,DF,West Brom,26,1996,44,44,3829,55,51,38,53
Célio Pompeu,br BRA,MO,St. Louis,24,1999,17,15,1243,82,72,82,64
César Araujo,uy URU,MF,Orlando City,22,2001,30,28,2418,43,59,43,55
César Bustos,mx MEX,DF,Monterrey,17,2005,5,4,326,50,58,74,62
César Garza,mx MEX,MO,Monterrey,18,2005,8,2,254,39,30,48,40
César Huerta,mx MEX,MO,UNAM,22,2000,30,28,2458,77,71,85,67
César Ibáñez,ar ARG,DF,Huracán,24,1999,18,12,1049,49,71,73,82
César López,mx MEX,FW,Necaxa,21,2002,4,0,23,72,12,29,52
César Munder,cu CUB,MO,cl Cobresal,24,2000,5,4,323,25,46,60,26
César Pérez,cl CHI,MO,Defensa y Just,21,2002,16,12,898,22,52,21,73
César Rigamonti,ar ARG,GK,cl Palestino,36,1987,6,6,540,39,42,43,33
César Sosa,mx MEX,MF,FC Juárez,19,2004,2,2,104,30,21,18,50
D'Leanu Arts,nl NED,DF,NEC Nijmegen,20,2003,3,0,27,28,35,31,23
D.J. Taylor,us USA,MF,Minnesota Utd,26,1997,24,17,1485,36,53,57,70
Daam Foulon,be BEL,MF,Mechelen,24,1999,29,29,2536,62,50,80,74
Daan Bisschops,nl NED,FW,Fortuna Sittard,18,2005,1,0,1,23,11,7,11
Daan Heymans,be BEL,MO,Charleroi,24,1999,29,18,1663,32,53,50,77
Daan Huisman,nl NED,FW,Vitesse,21,2002,1,0,1,23,11,7,11
Daan Rots,nl NED,FW,Twente,22,2001,33,33,2573,74,91,82,78
Dael Fry,eng ENG,DF,Middlesbrough,25,1997,28,28,2520,31,50,31,41
Dagur Dan Þórhallsson,is ISL,DF,Orlando City,23,2000,31,29,2408,75,72,88,43
Daiki Hashioka,jp JPN,MF,Sint-Truiden,24,1999,18,17,1499,69,53,73,62
Dairon Asprilla,co COL,MO,Portland Timbers,31,1992,19,7,687,46,38,36,45
Daisuke Yokota,jp JPN,MO,Gent,23,2000,4,4,316,37,55,60,30
Damian van Bruggen,nl NED,DF,Almere City,27,1996,31,30,2500,25,25,21,46
Damian van der Haar,nl NED,DF,Zwolle,19,2004,16,2,291,31,53,50,50
Damien Marcq,fr FRA,DF,Charleroi,34,1988,18,17,1422,32,49,47,68
Damion Lowe,jm JAM,DF,Philadelphia Union,30,1993,12,12,964,38,39,29,84
Damir Kreilach,hr CRO,FW,Vancouver W'caps,34,1989,17,6,468,41,33,11,50
Damián Batallini,ar ARG,MF,Arg Juniors,27,1996,14,9,736,44,36,62,66
Damián Bobadilla,py PAR,MF,São Paulo,22,2001,24,20,1506,60,57,34,48
Damián Díaz,ec ECU,MF,Banfield,37,1986,9,8,610,90,87,84,32
Damián Fernández,ar ARG,DF,Vélez Sarsfield,23,2001,9,7,567,55,22,24,55
Damián García,uy URU,MF,uy Peñarol,20,2003,12,12,992,24,27,19,64
Damián Martínez,ar ARG,DF,Rosario Central,34,1990,17,16,1282,76,53,58,56
Damián Pizarro,cl CHI,FW,cl Colo-Colo,18,2005,5,2,149,22,35,42,72
Damián Puebla,ar ARG,MO,Instituto,21,2002,27,27,2077,47,44,26,67
Damián Pérez,ar ARG,DF,Independiente,35,1988,16,15,1320,41,57,62,56
Damián Suárez,uy URU,DF,Botafogo (RJ),35,1988,21,17,1593,49,73,72,47
Damon Mirani,nl NED,MF,Volendam,27,1996,34,34,2880,54,42,23,55
Dan McNamara,ie IRL,MF,Millwall,24,1998,33,21,2074,24,26,46,67
Dan Neil,eng ENG,MF,Sunderland,21,2001,42,42,3693,67,76,73,44
Dan Scarr,eng ENG,DF,Plymouth Argyle,28,1994,28,25,2219,54,28,19,41
Dane Scarlett,eng ENG,FW,Ipswich Town,19,2004,12,0,158,49,56,74,77
Dani de Wit,nl NED,MF,AZ Alkmaar,25,1998,32,29,2513,71,44,34,42
Daniel,br BRA,GK,SJ Earthquakes,29,1994,12,12,1080,50,68,43,50
Daniel Aguilar,mx MEX,MF,Puebla,25,1998,9,1,238,52,60,74,46
Daniel Aguirre,us USA,MO,LA Galaxy,24,1999,10,0,107,44,70,68,70
Daniel Alexis Parra,mx MEX,DF,Monterrey,24,1999,1,1,90,50,59,45,21
Daniel Armando Ríos,mx MEX,MO,Guadalajara,28,1995,32,16,1428,69,36,25,38
Daniel Ayala,es ESP,DF,Rotherham Utd,32,1990,7,5,350,30,26,13,67
Daniel Bachmann,at AUT,GK,Watford,29,1994,27,27,2429,52,49,80,84
Daniel Ballard,nir NIR,DF,Sunderland,23,1999,43,43,3834,52,35,40,45
Daniel Bandeira,pt POR,MF,Vitória,23,2000,16,8,705,78,77,62,44
Daniel Barlaser,tr TUR,MF,Middlesbrough,26,1997,33,26,2327,46,87,62,34
