Player,Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Line Index,Passes Index
Rafael Ferrario,ar ARG,GK,Barracas Central,23,2000,8,8,720,54,57
Rafael Pires,br BRA,GK,br São Paulo,34,1989,35,35,3180,50,49
Ramiro Macagno,ar ARG,GK,Newell's OB,26,1997,14,13,1184,30,57
Ramón Pasquel,mx MEX,GK,FC Juárez,27,1996,1,0,60,39,34
Randall Rodríguez,uy URU,GK,Vélez Sarsfield,20,2003,1,1,90,64,80
Raúl Gudiño,mx MEX,GK,Necaxa,27,1996,10,10,855,31,47
Ricardo Batista,pt POR,GK,Casa Pia,36,1986,31,31,2785,51,43
Ricardo Gutiérrez,mx MEX,GK,Mazatlán,26,1997,7,5,512,29,63
Ricardo Velho,pt POR,GK,Farense,24,1998,32,32,2880,75,52
Riccardo Gagno,it ITA,GK,Modena,26,1997,22,22,1927,47,61
Riccardo Melgrati,it ITA,GK,Calcio Lecco 1912,29,1994,23,23,2025,23,64
Roberto Ramírez,ar ARG,GK,Godoy Cruz,27,1996,1,1,90,71,77
Robin Roefs,nl NED,GK,NEC Nijmegen,20,2003,5,4,420,69,79
Rodolfo Cota,mx MEX,GK,León,36,1987,32,32,2880,42,40
Rodrigo Morínigo,py PAR,GK,py Libertad,25,1998,6,6,540,58,66
Rodrigo Moura,br BRA,GK,Chaves,27,1996,7,7,630,27,72
Rodrigo Rey,ar ARG,GK,Independiente,32,1991,27,27,2430,76,57
Roman Bürki,ch SUI,GK,St. Louis,33,1990,32,32,2821,54,68
Roman Celentano,us USA,GK,FC Cincinnati,23,2000,30,30,2700,49,34
Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,19,2004,4,4,360,23,61
Ronaldo,br BRA,GK,Atl Goianiense,27,1996,32,32,2879,50,50
Ryan Allsop,eng ENG,GK,Hull City,31,1992,37,37,3321,38,33
Ryan Meara,us USA,GK,NY Red Bulls,33,1990,7,7,630,42,27
Rúnar Alex Rúnarsson,is ISL,GK,Cardiff City,28,1995,6,6,540,60,49
Samuel Soares,pt POR,GK,Benfica,21,2002,5,5,450,61,27
Samuel Şahin-Radlinger,at AUT,GK,Almere City,30,1992,6,5,464,65,57
Santiago Mele,uy URU,GK,co Junior,26,1997,8,8,720,73,44
Sean Johnson,us USA,GK,Toronto FC,34,1989,25,25,2250,40,37
Sebastian Breza,ca CAN,GK,CF Montréal,25,1998,1,1,90,58,22
Sebastiano Desplanches,it ITA,GK,Palermo,20,2003,2,2,180,35,58
Sebastián Britos,uy URU,GK,pe Universitario,36,1988,6,6,540,38,50
Sebastián Jurado,mx MEX,GK,Cruz Azul,25,1997,17,17,1478,44,19
Sebastián Lentinelly,uy URU,GK,uy Liverpool,26,1997,3,3,270,23,19
Sebastián Meza,ar ARG,GK,Huracán,23,2000,3,3,270,71,39
Sebastián Moyano,ar ARG,GK,Barracas Central,33,1990,9,9,810,77,60
Semuel Pizzignacco,it ITA,GK,FeralpiSalò,21,2001,38,38,3420,27,64
Seny Dieng,sn SEN,GK,Middlesbrough,28,1994,35,35,3149,44,45
Sergio Rochet,uy URU,GK,Internacional,30,1993,28,28,2520,61,41
Sergio Romero,ar ARG,GK,Boca Juniors,36,1987,16,16,1431,68,28
Simon Mignolet,be BEL,GK,Club Brugge,35,1988,28,28,2439,58,72
Sinan Bolat,tr TUR,GK,Westerlo,34,1988,26,26,2340,43,51
Spencer Richey,us USA,GK,Chicago Fire,31,1992,1,1,90,61,30
Stefan Frei,ch SUI,GK,Seattle Sounders,37,1986,29,29,2464,55,35
Steve Clark,us USA,GK,Houston Dynamo,37,1986,31,31,2772,65,33
Stijn van Gassel,nl NED,GK,Excelsior,26,1996,34,34,3060,36,83
Thiago Cardozo,uy URU,GK,Unión,27,1996,26,26,2340,63,45
Thomas Hasal,ca CAN,GK,LAFC,24,1999,1,1,90,18,29
Thyago Ayala,ar ARG,GK,Sarmiento,22,2001,1,1,90,70,46
Théo Defourny,be BEL,GK,RWDM,31,1992,30,30,2679,47,60
Tiago Volpi,br BRA,GK,Toluca,32,1990,34,34,3060,54,62
Tim Melia,us USA,GK,Sporting KC,37,1986,28,28,2520,31,36
Timon Wellenreuther,de GER,GK,Feyenoord,27,1995,19,17,1598,67,60
Tobe Leysen,be BEL,GK,OH Leuven,21,2002,16,16,1440,73,65
Tom Glover,au AUS,GK,Middlesbrough,25,1997,12,11,991,42,40
Tom Hendriks,nl NED,GK,Fortuna Sittard,21,2002,1,1,90,89,53
Tom Vandenberghe,be BEL,GK,Kortrijk,30,1992,21,21,1890,44,63
Tommaso Vitali,it ITA,GK,Ternana,23,1999,6,6,540,86,65
Tommy Simkin,eng ENG,GK,Stoke City,18,2004,1,1,90,15,64
Tomás Durso,ar ARG,GK,Atlé Tucumán,24,1999,27,27,2430,56,52
Tomás Marchiori,ar ARG,GK,Vélez Sarsfield,28,1995,26,26,2301,66,43
Tyler Miller,us USA,GK,D.C. United,30,1993,5,5,450,22,66
Umberto Saracco,it ITA,GK,Calcio Lecco 1912,29,1994,13,12,1125,31,79
Valentin Cojocaru,ro ROU,GK,OH Leuven,27,1995,3,3,270,41,72
Vasilios Barkas,gr GRE,GK,Utrecht,29,1994,29,29,2610,63,64
Viktor Johansson,se SWE,GK,Rotherham Utd,24,1998,45,44,3961,58,70
Vinicius Dias,br BRA,GK,Gil Vicente FC,26,1997,2,2,180,11,20
Vinicius Silvestre,br BRA,GK,Portimonense,29,1994,14,14,1260,30,64
Vitor Eudes,br BRA,GK,Fluminense,25,1998,1,1,90,21,46
Václav Hladký,cz CZE,GK,Ipswich Town,32,1990,46,46,4139,46,53
Walter,br BRA,GK,Cuiabá,36,1987,36,36,3240,64,59
Walter Benítez,ar ARG,GK,PSV Eindhoven,30,1993,33,33,2964,65,48
Warleson,br BRA,GK,Cercle Brugge,26,1996,30,30,2700,66,56
Washington Aguerre,uy URU,GK,uy Peñarol,30,1993,8,8,674,75,26
William Yarbrough,us USA,GK,SJ Earthquakes,34,1989,19,19,1710,27,68
Wuilker Faríñez,ve VEN,GK,ve Caracas,25,1998,5,5,369,12,35
Wéverton,br BRA,GK,br Palmeiras,36,1987,44,44,3960,75,43
Yohei Takaoka,jp JPN,GK,Vancouver W'caps,27,1996,33,33,2970,49,39
Zac MacMath,us USA,GK,Real Salt Lake,32,1991,23,23,2070,52,73
Zack Steffen,us USA,GK,Colorado Rapids,28,1995,33,33,2970,31,48
Zion Suzuki,jp JPN,GK,Sint-Truiden,20,2002,22,22,1980,49,72
Álvaro David Montero,co COL,GK,co Millonarios,28,1995,6,6,540,38,28
Ángelo Campos,pe PER,GK,pe Alianza Lima,30,1993,5,5,445,42,48
Éverson,br BRA,GK,br Atlético Mineiro,33,1990,38,38,3412,53,47
Óscar Ustari,ar ARG,GK,Inter Miami,37,1986,4,4,360,59,74
