Nation,Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
sk SVK,DF,nl Feyenoord,25,1997,8,8,750,68,49,53,27
hu HUN,MF,hu Ferencváros,32,1990,5,4,341,36,39,26,40
sk SVK,FW,sk Slovan Bratislava,22,2001,8,6,448,28,59,50,44
hu HUN,GK,hu Ferencváros,32,1990,8,8,720,64,41,56,52
fr FRA,MO,Rennes,18,2005,37,21,1972,70,78,89,62
de GER,FW,Wolfsburg,18,2005,4,0,37,49,30,27,30
ng NGA,MF,Inter,18,2004,1,0,15,56,64,37,7
eng ENG,MO,Crystal Palace,25,1998,27,24,2055,86,78,69,52
gm GAM,MO,ch Young Boys,23,2000,3,2,186,50,30,33,46
gm GAM,MF,at LASK,22,2001,2,0,33,21,38,23,53
fr FRA,MF,Monaco,18,2004,10,0,163,31,30,67,82
eng ENG,FW,eng Arsenal,24,1999,33,11,1223,71,52,49,59
il ISR,MF,il Maccabi Tel Aviv,23,2000,1,0,14,38,13,26,98
br BRA,GK,eng Manchester City,29,1993,40,40,3445,62,70,66,44
ch SUI,DF,Mainz 05,27,1996,21,13,1290,46,77,54,61
ba BIH,FW,tr Fenerbahçe,37,1986,6,3,294,87,83,72,58
bf BFA,DF,Leverkusen,24,1999,40,34,3065,66,70,72,47
it ITA,MF,Roma,21,2002,43,26,2488,53,55,47,64
it ITA,DF,Cagliari,29,1993,13,12,1011,47,53,33,37
xk KVX,FW,fr Lille,24,1999,42,31,2718,68,84,89,57
mx MEX,MF,West Ham,25,1997,38,34,2876,44,44,42,69
ua UKR,DF,Strasbourg,28,1995,3,0,25,39,20,49,9
fr FRA,MF,es Real Madrid,20,2002,42,30,2606,45,68,67,78
pa PAN,FW,ua Zorya Luhansk,23,2000,6,6,495,68,49,63,52
pt POR,DF,pt Sporting CP,21,2002,4,3,275,23,26,51,75
me MNE,MF,xk KF Ballkani Therandë,29,1993,6,6,519,64,49,42,58
zm ZAM,FW,se Häcken,23,1999,6,6,460,25,34,43,59
br BRA,MO,ua Shakhtar,18,2004,5,2,196,76,22,35,59
ir IRN,DF,gr AEK Athens,33,1990,6,6,446,52,72,66,34
no NOR,DF,no Molde,25,1997,6,6,465,29,26,13,59
no NOR,MF,no Molde,28,1995,8,4,379,67,55,51,44
ml MLI,FW,Atalanta,21,2001,15,3,430,74,58,69,45
fr FRA,MF,RB Leipzig,18,2005,6,0,34,37,26,76,29
sn SEN,DF,cz Slavia Prague,18,2004,1,1,25,21,16,30,18
nl NED,MO,Hellas Verona,22,2001,3,0,50,34,32,50,16
xk KVX,MO,Clermont Foot,30,1993,24,14,1175,41,28,46,80
ba BIH,DF,hu Ferencváros,27,1996,5,3,274,57,84,79,33
uz UZB,MO,Cagliari,28,1995,22,10,936,57,43,28,41
fr FRA,MO,Lorient,17,2006,30,11,1084,58,42,33,35
it ITA,GK,Empoli,21,2001,23,23,2070,55,54,44,62
tn TUN,MO,dk FC Copenhagen,24,1999,8,7,552,34,50,56,73
de GER,DF,de Eint Frankfurt,17,2005,6,1,120,52,68,82,26
at AUT,MO,at LASK,20,2003,4,1,132,20,10,30,44
dk DEN,DF,dk FC Copenhagen,20,2003,7,7,585,41,48,66,53
ma MAR,MO,Monaco,18,2005,13,4,428,79,66,77,66
mk MKD,MF,de RB Leipzig,23,1999,32,6,774,81,47,84,46
eng ENG,FW,Luton Town,25,1998,27,16,1419,64,36,46,52
be BEL,MF,Monaco,21,2002,6,0,102,51,86,75,55
kz KAZ,FW,kz Astana FK,23,2000,3,2,124,44,49,58,56
eng ENG,MF,eng Newcastle Utd,20,2002,23,10,1072,59,69,78,74
tn TUN,MF,de Eint Frankfurt,28,1995,34,31,2735,55,59,39,66
al ALB,DF,it Lazio,29,1994,27,16,1539,41,58,60,44
az AZE,DF,az Qarabağ,22,2000,9,9,746,54,58,66,43
xk KVX,MF,Augsburg,25,1997,25,24,1985,56,41,36,50
fr FRA,FW,fr Lens,20,2003,36,28,2305,66,46,61,38
fr FRA,FW,Le Havre,19,2004,10,2,248,22,40,34,34
nl NED,FW,Strasbourg,20,2003,28,23,2078,48,34,32,50
it ITA,MO,Salernitana,22,2000,9,3,311,20,54,32,63
it ITA,DF,Frosinone,24,1998,16,14,1178,68,69,71,45
br BRA,DF,Tottenham,24,1999,22,11,1161,69,58,71,70
it ITA,DF,West Ham,28,1994,44,40,3641,66,64,65,65
id IDN,GK,it Inter,26,1997,5,5,427,41,46,49,43
no NOR,MF,Genoa,24,1999,17,7,591,33,45,44,56
no NOR,MF,no Molde,23,2000,5,5,450,86,71,57,63
no NOR,MO,Sassuolo,21,2001,11,0,176,39,41,83,50
se SWE,MO,de RB Leipzig,31,1991,20,11,870,55,52,37,51
se SWE,DF,Atalanta,23,2000,29,15,1256,84,57,81,58
se SWE,DF,Newcastle Utd,28,1994,17,8,913,49,59,61,48
eng ENG,MF,eng Arsenal,23,2000,16,3,398,69,81,72,28
ar ARG,GK,eng Aston Villa,30,1992,43,43,3855,48,64,56,51
at AUT,DF,Darmstadt 98,26,1997,27,18,1783,53,70,78,56
tr TUR,MO,tr Beşiktaş,20,2003,1,0,6,15,16,41,8
ci CIV,DF,Reims,26,1997,32,29,2596,62,69,63,76
se SWE,FW,Empoli,21,2002,1,0,5,54,37,46,13
gh GHA,MF,Empoli,29,1994,33,21,1879,53,38,31,37
us USA,MO,Le Havre,25,1997,30,18,1584,56,31,39,64
eng ENG,MF,Marseille,18,2005,8,2,198,71,49,73,69
de GER,MF,de Dortmund,29,1994,36,33,2862,46,56,45,72
hu HUN,DF,hu Ferencváros,28,1994,5,2,180,51,22,62,47
al ALB,GK,xk KF Ballkani Therandë,37,1986,6,6,540,50,44,40,45
es ESP,DF,Alavés,20,2003,1,0,14,40,36,60,3
tr TUR,MO,Bournemouth,26,1997,19,3,468,72,55,28,57
es ESP,DF,il Maccabi Tel Aviv,31,1992,7,7,660,36,62,32,37
es ESP,DF,es Betis,19,2003,1,0,7,21,20,37,18
py PAR,MF,Wolves,18,2005,1,0,1,40,19,58,7
ar ARG,MF,Frosinone,22,2001,36,32,2811,26,54,28,63
fr FRA,FW,ch Servette FC,28,1995,8,6,525,32,35,22,37
cm CMR,DF,Udinese,24,1999,1,0,8,40,39,32,54
ar ARG,MF,Chelsea,22,2001,28,26,2209,78,80,71,44
fr FRA,MF,Rennes,23,2000,31,23,1849,47,86,81,63
fr FRA,MF,Las Palmas,22,2000,34,19,1790,38,59,64,58
fr FRA,MO,Stuttgart,21,2002,31,27,2241,54,74,60,53
fr FRA,DF,Nantes,18,2005,1,0,10,21,12,9,71
cm CMR,DF,Montpellier,20,2002,17,11,1125,49,57,78,49
il ISR,FW,il Maccabi Tel Aviv,36,1987,8,8,724,65,66,44,36
ch SUI,DF,Nantes,25,1998,25,23,1995,53,38,34,65
de GER,MO,Heidenheim,21,2001,33,33,2650,57,55,47,50
rs SRB,MF,Bochum,24,1998,29,24,2219,28,24,21,71
ci CIV,DF,tr Beşiktaş,29,1994,15,14,1178,24,26,39,35
gh GHA,DF,cy Aris Limassol FC,23,1999,3,3,194,24,24,34,62
es ESP,MF,Las Palmas,29,1994,2,1,102,23,24,13,80
eng ENG,DF,de Bayern Munich,29,1994,24,19,1817,43,42,46,53
es ESP,DF,Barcelona,22,2001,32,30,2694,77,63,60,61
no NOR,MO,no Molde,25,1997,7,1,182,74,71,41,70
de GER,MF,Köln,21,2002,30,29,2457,51,38,29,82
cm CMR,MO,de Bayern Munich,34,1989,32,7,761,75,66,68,78
no NOR,MO,Salernitana,23,2000,7,4,316,14,18,12,20
cz CZE,MF,sk Spartak Trnava,31,1992,5,4,390,66,38,76,36
sk SVK,MO,cz Viktoria Plzeň,25,1997,2,2,173,25,55,33,60
dk DEN,DF,dk Nordsjælland,32,1990,1,0,3,21,12,9,3
de GER,MO,il Maccabi Haifa,21,2002,2,1,55,16,19,10,30
no NOR,FW,eng Manchester City,23,2000,40,38,3328,75,54,32,46
ba BIH,MO,Augsburg,25,1998,33,33,2873,67,46,26,44
al ALB,FW,pl Legia Warsaw,22,2001,6,5,423,68,40,67,46
gh GHA,MO,Lyon,19,2003,29,21,1838,62,65,84,43
nl NED,FW,nl AZ Alkmaar,19,2004,2,1,112,42,59,76,74
tr TUR,GK,tr Beşiktaş,22,2001,3,3,270,41,48,45,64
si SVN,MO,sct Aberdeen,24,1999,5,0,98,76,30,36,22
fr FRA,MF,Paris S-G,16,2006,3,0,48,66,37,68,15
eng ENG,FW,Arsenal,16,2007,1,0,14,53,66,62,36
jm JAM,DF,Brentford,30,1993,29,28,2521,62,36,40,60
eng ENG,FW,Manchester Utd,17,2006,3,0,16,17,14,18,75
fr FRA,DF,Le Havre,21,2002,22,22,1941,27,27,32,48
al ALB,GK,Empoli,34,1989,14,14,1260,49,43,45,50
ie IRL,FW,Brighton,18,2004,34,16,1577,50,35,30,55
br BRA,FW,pt Porto,23,1999,7,5,488,70,67,44,68
ci CIV,FW,Nice,22,2001,34,14,1553,66,46,59,64
no NOR,DF,se Häcken,34,1989,5,5,450,31,60,42,27
ar ARG,MF,Leverkusen,24,1998,33,27,2410,70,89,68,66
il ISR,MO,il Maccabi Tel Aviv,31,1991,4,0,50,26,58,37,48
is ISL,FW,is Breiðablik,21,2002,1,0,4,17,30,43,13
ar ARG,FW,gr AEK Athens,26,1997,5,1,181,70,41,35,39
ar ARG,MO,Osasuna,29,1994,23,14,1162,54,69,44,42
eng ENG,DF,eng Aston Villa,25,1997,45,45,3974,60,52,59,39
de GER,GK,Stuttgart,28,1995,4,4,360,41,44,49,41
de GER,MF,Darmstadt 98,33,1990,23,23,1835,36,56,40,53
ch SUI,DF,ch Young Boys,35,1988,2,2,180,29,34,31,36
bg BUL,MF,Darmstadt 98,24,1999,21,17,1513,72,69,73,61
pl POL,FW,pl Raków,28,1995,5,1,145,57,52,46,30
ch SUI,MF,Rennes,21,2002,19,3,518,85,81,67,61
de GER,MF,Freiburg,26,1997,1,0,7,21,28,27,7
de GER,MF,Darmstadt 98,29,1994,10,2,235,45,47,60,33
ch SUI,DF,eng Newcastle Utd,31,1991,42,41,3594,77,59,55,45
it ITA,DF,it Fiorentina,22,2000,28,19,1752,60,79,84,42
fr FRA,DF,Hellas Verona,27,1996,13,8,770,52,61,64,53
fr FRA,MO,kz Astana FK,28,1994,5,5,339,16,33,39,33
pt POR,MF,de RB Leipzig,20,2002,12,2,288,55,48,74,41
it ITA,DF,Gladbach,18,2005,7,1,152,33,54,24,85
es ESP,MF,Las Palmas,26,1997,6,1,123,36,47,51,50
it ITA,MF,Juventus,19,2003,25,16,1103,72,62,68,38
it ITA,MO,Darmstadt 98,18,2005,10,1,156,20,30,18,26
pt POR,FW,eng Arsenal,23,2000,14,2,386,65,90,69,65
es ESP,MF,fr Paris S-G,27,1996,30,21,1816,68,83,72,59
ar ARG,MF,Getafe,29,1994,11,2,164,53,60,51,51
ar ARG,MO,Brighton,18,2004,32,19,1581,43,52,39,61
ar ARG,DF,fr Lens,24,1999,38,37,3329,68,81,70,54
uy URU,FW,eng Manchester Utd,21,2001,27,16,1513,49,58,65,74
fr FRA,MF,Lens,25,1998,9,3,305,59,60,62,74
ml MLI,DF,Montpellier,28,1995,19,15,1382,49,66,74,55
es ESP,DF,Cádiz,29,1993,30,30,2547,33,32,36,50
gw GNB,DF,Metz,25,1998,25,20,1849,42,39,38,54
sn SEN,MO,Granada,30,1992,8,0,89,70,44,93,55
dz ALG,MO,de Eint Frankfurt,20,2002,37,27,2506,59,82,54,51
de GER,MO,Köln,22,2001,26,14,1282,57,26,54,46
cm CMR,FW,no Bodø/Glimt,23,2000,26,12,1272,62,49,33,47
fr FRA,MO,Frosinone,20,2002,6,1,182,39,29,57,32
be BEL,DF,be Union SG,20,2003,1,1,90,33,34,30,75
es ESP,MF,Cádiz,26,1997,4,3,152,61,40,8,52
it ITA,DF,Lecce,26,1996,37,37,3294,35,37,25,35
it ITA,MO,Hellas Verona,26,1997,24,10,1016,52,37,35,27
it ITA,FW,Juventus,25,1997,33,25,2197,77,76,75,42
it ITA,MO,Lecce,29,1994,2,0,15,94,35,57,8
it ITA,DF,it Inter,25,1997,37,33,2441,93,83,74,25
ar ARG,DF,Salernitana,36,1987,17,15,1355,56,28,28,56
it ITA,DF,Juventus,25,1998,32,30,2637,73,53,57,41
ar ARG,MF,Sevilla,24,1999,2,0,10,21,14,10,51
it ITA,GK,Bologna,23,1999,6,6,535,50,42,58,44
uy URU,MO,es Real Madrid,25,1998,50,45,3971,40,69,54,76
br BRA,DF,Nott'ham Forest,34,1989,7,4,375,33,32,27,74
br BRA,FW,it Lazio,30,1993,46,40,3312,46,79,70,76
ng NGA,MF,Werder Bremen,23,1999,24,19,1614,40,32,56,70
at AUT,DF,at LASK,29,1994,2,2,169,36,23,19,85
de GER,MF,de Dortmund,22,2000,28,13,1373,69,61,55,57
de GER,DF,Bochum,25,1998,15,13,960,85,67,60,50
tr TUR,DF,tr Fenerbahçe,23,1999,7,4,520,85,76,93,58
fr FRA,DF,es Real Madrid,28,1995,34,30,2592,41,60,67,32
es ESP,MF,es Barcelona,20,2003,39,17,1724,86,67,76,40
br BRA,FW,at RB Salzburg,24,1999,17,13,1183,19,45,38,82
uy URU,GK,tr Galatasaray,37,1986,8,8,720,41,47,49,69
es ESP,FW,be Club Brugge,24,1999,12,6,690,61,66,58,46
es ESP,FW,es Barcelona,23,2000,37,15,1589,79,78,67,55
ie IRL,DF,Udinese,20,2002,31,20,1700,66,45,77,44
eng ENG,DF,it Milan,25,1997,35,32,2840,60,37,41,54
rs SRB,MF,sk Spartak Trnava,27,1996,4,4,282,37,41,14,25
hr CRO,MF,ba Zrinjski Mostar,31,1992,4,1,122,23,37,29,41
pl POL,MF,Genoa,25,1997,2,0,33,32,28,61,29
dk DEN,GK,Villarreal,21,2002,37,37,3330,47,46,56,77
rs SRB,DF,Juventus,30,1992,29,26,1815,60,81,72,40
sk SVK,DF,sk Slovan Bratislava,22,2001,1,0,5,40,29,9,15
eng ENG,GK,eng Aston Villa,20,2003,1,1,90,41,43,40,71
rs SRB,DF,gr Panathinaikos,31,1991,6,4,370,56,68,82,26
cz CZE,DF,cz Sparta Prague,27,1995,5,4,405,28,19,15,50
se SWE,MF,fi HJK,30,1993,2,1,92,53,48,22,31
rs SRB,GK,rs Čukarički,20,2002,1,1,90,41,37,40,41
ch SUI,MO,Darmstadt 98,23,2000,6,0,154,31,17,38,32
me MNE,MF,at LASK,30,1993,4,4,274,58,70,51,47
ch SUI,MF,ch Young Boys,24,1999,7,7,561,71,58,54,48
rs SRB,MF,gr Panathinaikos,31,1992,5,1,187,60,53,92,21
it ITA,DF,Sassuolo,19,2004,8,2,266,55,45,58,54
it ITA,MF,Empoli,22,2001,9,5,476,34,50,46,73
it ITA,DF,Hellas Verona,20,2003,23,15,1395,53,68,61,63
eng ENG,DF,eng Aston Villa,18,2005,2,0,9,40,20,43,18
de GER,GK,Augsburg,25,1998,31,31,2790,63,78,57,56
de GER,MF,Hoffenheim,23,2000,22,5,606,43,54,58,45
at AUT,DF,Salernitana,22,2001,14,8,744,36,52,39,57
fr FRA,MO,Nantes,31,1991,29,24,2083,46,63,41,44
xk KVX,MO,Freiburg,25,1998,13,0,159,47,76,71,67
fr FRA,DF,Clermont Foot,34,1989,14,9,943,64,42,33,52
pt POR,MF,pt Benfica,23,1999,7,6,499,26,36,22,77
de GER,MO,Köln,24,1998,5,0,70,55,26,29,24
at AUT,MF,at LASK,27,1995,6,2,264,68,36,49,60
at AUT,MF,Hoffenheim,27,1995,30,25,2295,51,70,48,63
at AUT,MO,Köln,30,1992,33,29,2197,49,73,43,58
fr FRA,DF,Rayo Vallecano,32,1991,37,37,3327,65,48,36,43
de GER,MF,Gladbach,26,1997,25,15,1224,82,78,66,36
de GER,MO,Heidenheim,27,1995,22,1,327,43,71,73,67
fr FRA,MF,fr Lens,32,1990,40,37,3275,82,77,75,56
fr FRA,FW,Udinese,30,1993,29,19,1710,64,81,66,38
de GER,MF,Leverkusen,20,2003,43,34,3074,93,90,90,27
sn SEN,MF,Fulham,26,1997,6,0,71,31,18,84,68
us USA,FW,Monaco,22,2001,29,19,1692,73,66,61,38
sn SEN,DF,Lorient,22,2001,18,13,1256,37,45,57,75
gr GRE,FW,gr Panathinaikos,23,2000,6,5,434,84,49,61,45
es ESP,MF,Celta Vigo,24,1999,33,28,2428,31,49,43,42
es ESP,DF,es Real Madrid,23,1999,29,17,1587,74,82,84,36
es ESP,FW,pt Porto,25,1998,1,0,8,17,21,36,22
hr CRO,MF,pl Raków,27,1995,5,5,450,37,49,67,62
es ESP,GK,Betis,24,1999,4,3,315,41,41,42,65
it ITA,DF,it Inter,35,1988,35,30,2811,63,56,50,42
it ITA,FW,Milan,15,2008,2,0,14,17,14,19,13
it ITA,FW,Empoli,35,1987,20,15,1268,38,38,30,25
it ITA,MF,it Roma,19,2004,1,0,14,21,16,33,30
it ITA,MF,Frosinone,26,1996,27,16,1561,47,55,64,41
it ITA,GK,Atalanta,32,1991,2,0,12,41,37,45,33
fr FRA,MF,Villarreal,32,1991,21,12,1095,32,43,28,58
pt POR,MO,pt Porto,20,2002,8,2,241,76,73,67,27
ar ARG,DF,gr Olympiacos,24,1999,13,13,1139,48,64,67,55
es ESP,MO,Valencia,20,2002,32,27,2049,27,42,48,47
pt POR,MO,pt Sporting CP,23,1999,8,7,529,26,62,45,52
fr FRA,MF,Gladbach,26,1996,32,28,2345,80,73,77,32
ar ARG,MF,Celta Vigo,29,1994,17,5,546,51,69,59,78
uy URU,GK,pt Sporting CP,23,2000,4,4,360,41,47,47,35
ar ARG,DF,bg Ludogorets,28,1994,2,1,91,27,20,12,49
cm CMR,MO,Toulouse,23,1999,37,14,1638,60,37,45,69
ng NGA,MF,Brentford,25,1998,26,11,1161,68,55,48,70
de GER,MF,Darmstadt 98,26,1997,4,0,76,52,57,56,41
ba BIH,FW,ba Zrinjski Mostar,19,2003,2,0,55,18,20,8,62
de GER,DF,de Bayern Munich,20,2003,5,0,61,66,81,66,17
ht HAI,FW,il Maccabi Haifa,28,1995,10,8,677,43,34,33,53
se SWE,MF,cy Aris Limassol FC,27,1996,5,2,192,29,18,16,62
cm CMR,MF,Marseille,19,2004,6,2,188,56,46,76,27
sct SCO,MO,Darmstadt 98,23,1999,7,1,217,51,38,28,33
br BRA,MF,tr Fenerbahçe,30,1993,8,6,499,58,90,67,61
eng ENG,MF,Luton Town,26,1996,8,4,407,43,22,52,55
fr FRA,MF,Strasbourg,28,1994,32,29,2490,50,42,55,78
dk DEN,GK,de Union Berlin,30,1992,39,39,3510,61,65,63,77
no NOR,DF,no Bodø/Glimt,24,1998,8,8,719,57,55,83,36
no NOR,MF,pt Benfica,27,1995,12,11,1043,44,65,65,68
no NOR,FW,no Molde,30,1992,9,7,618,72,31,44,57
fi FIN,MO,Augsburg,25,1997,22,18,1338,46,70,27,71
no NOR,FW,nl PSV Eindhoven,20,2002,1,0,1,17,14,26,67
no NOR,DF,no Bodø/Glimt,19,2003,7,1,164,40,56,78,66
nl NED,MF,es Barcelona,26,1997,25,25,2027,66,74,73,51
pt POR,DF,pt Porto,29,1994,3,3,269,21,27,16,35
pt POR,FW,Wolves,21,2002,10,5,443,38,64,51,75
se SWE,MF,fr Lille,24,1999,35,22,2025,56,49,68,54
br BRA,FW,eng Arsenal,26,1997,35,21,1884,75,80,74,73
br BRA,DF,eng Arsenal,25,1997,46,44,3974,60,43,41,45
br BRA,FW,eng Arsenal,22,2001,41,30,2500,68,78,85,68
ng NGA,DF,Luton Town,24,1998,21,21,1846,57,27,37,61
br BRA,DF,Atlético Madrid,32,1990,23,21,1803,30,33,21,53
br BRA,FW,Lecce,26,1997,19,13,1112,40,67,64,78
cl CHI,DF,Toulouse,25,1997,39,34,2933,81,80,83,44
es ESP,FW,Celta Vigo,21,2002,1,0,18,17,15,21,13
hr CRO,MO,hr Dinamo Zagreb,19,2003,9,5,490,62,46,62,32
it ITA,DF,Cagliari,23,1999,38,25,2561,70,69,56,44
hr CRO,FW,hr Dinamo Zagreb,19,2004,2,0,18,56,16,78,13
cm CMR,DF,md Sheriff Tiraspol,28,1995,4,4,359,31,28,30,89
il ISR,MO,il Maccabi Haifa,29,1994,4,2,189,46,38,39,30
fr FRA,MF,fr Marseille,17,2006,1,0,11,21,11,9,16
it ITA,MO,Fiorentina,26,1997,6,5,367,50,52,44,45
it ITA,MO,Cagliari,20,2002,25,11,1104,48,41,51,57
br BRA,MO,pt Porto,25,1997,7,7,649,80,51,58,57
uy URU,DF,Getafe,23,2000,34,29,2537,54,32,36,65
ar ARG,DF,nl Ajax,21,2001,2,1,91,37,40,66,34
fr FRA,GK,fr Rennes,30,1993,1,1,90,41,39,48,41
fr FRA,DF,Le Havre,28,1995,31,31,2778,53,36,34,61
es ESP,MF,es Barcelona,18,2004,15,13,1170,70,66,72,64
il ISR,MF,il Maccabi Tel Aviv,25,1997,8,7,630,76,81,72,28
cm CMR,MF,ch Servette FC,27,1995,10,8,792,28,43,47,47
fr FRA,MO,Nice,29,1994,34,22,1906,58,45,43,48
cd COD,DF,Lorient,25,1997,19,11,970,54,70,68,57
pt POR,MF,tr Beşiktaş,24,1999,4,2,243,40,55,51,70
es ESP,MO,Toulouse,22,2000,22,12,951,46,72,56,56
jp JPN,MF,Stuttgart,32,1991,2,0,27,33,36,34,57
it ITA,FW,Frosinone,23,2000,1,0,24,17,14,24,13
xk KVX,DF,xk KF Ballkani Therandë,21,2001,5,4,324,36,39,31,49
mz MOZ,MF,pt Sporting CP,22,2001,7,2,335,55,54,81,12
cf CTA,MF,Marseille,30,1993,39,27,2560,46,59,45,74
gr GRE,DF,Sheffield Utd,30,1993,13,11,969,51,60,54,40
us USA,MF,at LASK,21,2002,6,5,359,54,43,68,64
eng ENG,FW,West Ham,18,2004,4,0,39,75,29,50,25
ng NGA,FW,be Antwerp,16,2006,6,1,157,51,48,18,34
ro ROU,FW,Genoa,27,1996,8,1,191,53,37,62,33
ge GEO,FW,Metz,22,2000,22,20,1765,72,63,61,38
bg BUL,DF,bg Ludogorets,31,1992,1,0,5,21,12,9,29
gr GRE,DF,gr Panathinaikos,21,2001,5,4,350,56,74,93,14
es ESP,MF,Granada,28,1994,35,31,2674,43,66,35,44
es ESP,FW,Villarreal,31,1992,36,31,2532,68,86,74,66
mx MEX,DF,be Genk,24,1998,4,4,360,50,40,68,19
it ITA,FW,Salernitana,18,2005,1,0,15,44,34,20,13
gr GRE,DF,gr AEK Athens,23,1999,1,1,90,28,13,9,71
ar ARG,DF,es Betis,32,1991,39,39,3390,51,30,28,56
at AUT,DF,nl Feyenoord,31,1992,4,3,280,43,59,37,50
ph PHI,MO,Darmstadt 98,28,1995,10,2,392,44,45,56,75
lu LUX,FW,sk Slovan Bratislava,28,1995,2,2,180,66,53,48,38
fr FRA,DF,Strasbourg,26,1997,13,13,1092,34,33,40,64
it ITA,MF,it Fiorentina,33,1989,37,32,2705,85,79,77,25
it ITA,FW,Empoli,19,2004,1,0,5,17,21,7,13
it ITA,MO,it Napoli,23,2000,45,16,1837,69,66,51,35
it ITA,DF,Sassuolo,31,1992,31,25,2272,63,57,50,34
it ITA,DF,Hellas Verona,27,1995,33,27,2444,37,36,44,52
it ITA,MO,Monza,30,1993,6,4,285,47,72,58,23
it ITA,MF,it Napoli,23,2000,21,11,928,92,69,64,23
pe PER,FW,Cagliari,33,1990,23,14,1205,52,44,30,36
it ITA,DF,Roma,27,1996,48,46,3952,71,65,57,39
it ITA,FW,Atalanta,24,1999,40,26,2146,79,70,63,62
it ITA,GK,fr Paris S-G,24,1999,37,37,3249,45,51,64,74
gr GRE,MF,gr PAOK,20,2003,10,6,545,83,58,87,21
gr GRE,DF,gr Panathinaikos,30,1992,3,2,178,44,66,64,26
gr GRE,DF,gr PAOK,23,2000,1,1,90,54,49,34,46
gr GRE,MF,pl Raków,24,1998,2,2,174,33,49,46,46
ng NGA,FW,be Gent,21,2002,18,9,863,63,41,55,38
pt POR,MF,pl Legia Warsaw,26,1996,5,1,132,28,28,66,54
fr FRA,MF,Lorient,19,2004,1,0,7,21,11,41,7
ar ARG,MF,it Fiorentina,20,2003,7,0,120,49,63,66,45
es ESP,FW,es Betis,19,2004,1,0,5,36,66,49,13
us USA,MO,de Dortmund,20,2002,22,3,537,52,84,57,79
ge GEO,DF,ua Shakhtar,22,2001,5,3,299,52,52,67,41
ge GEO,MO,Frosinone,20,2003,5,0,63,16,21,54,45
ge GEO,GK,Valencia,22,2000,37,37,3284,62,56,51,87
it ITA,DF,Monza,21,2002,6,1,121,36,15,26,81
it ITA,DF,Atalanta,19,2003,41,35,3024,69,64,62,72
gr GRE,GK,gr AEK Athens,30,1993,3,2,212,41,50,44,42
gr GRE,MF,fi HJK,23,2000,6,5,412,26,34,25,56
gr GRE,DF,Monza,27,1996,28,20,1712,61,78,83,20
gr GRE,MO,gr Olympiacos,29,1994,14,5,560,49,48,38,66
ar ARG,MF,Tottenham,27,1996,22,4,506,89,96,81,57
it ITA,DF,Atalanta,20,2003,3,2,179,81,24,37,69
it ITA,DF,it Napoli,29,1993,44,44,3954,79,91,80,41
it ITA,MO,Bologna,20,2003,27,11,1057,56,44,25,63
uy URU,DF,Mallorca,28,1994,34,27,2464,68,64,57,55
ar ARG,FW,it Napoli,28,1995,34,9,897,63,42,54,62
ar ARG,FW,Alavés,20,2002,14,6,630,53,77,61,64
it ITA,DF,Monza,33,1990,4,0,36,65,70,59,6
it ITA,MF,Salernitana,25,1998,27,20,1800,63,42,26,64
it ITA,MO,Frosinone,24,1998,14,2,417,38,41,71,32
it ITA,DF,Empoli,25,1997,19,14,1085,51,58,69,56
nl NED,DF,nl Feyenoord,17,2006,1,0,13,59,52,50,15
br BRA,DF,Juventus,26,1997,36,36,3233,56,40,40,66
il ISR,MF,il Maccabi Haifa,24,1999,7,0,145,21,20,14,69
ar ARG,MF,Cádiz,30,1993,25,18,1697,44,48,21,61
es ESP,MO,Real Madrid,19,2004,2,0,19,40,9,72,26
es ESP,MO,Almería,29,1994,28,10,1103,35,51,27,53
ar ARG,DF,Nott'ham Forest,26,1997,14,8,801,47,72,57,69
es ESP,MF,Granada,25,1998,35,21,1803,60,61,51,68
pt POR,FW,pt Porto,22,2001,3,0,35,19,20,76,65
pt POR,FW,pt Benfica,26,1996,21,11,1160,60,80,70,48
pt POR,DF,pt Sporting CP,21,2001,9,8,685,77,61,57,53
pt POR,MO,Bochum,28,1994,19,6,650,74,50,43,46
pt POR,FW,fr Paris S-G,22,2001,36,18,1634,69,60,39,72
rs SRB,DF,rs TSC,32,1990,5,5,419,25,27,25,83
es ESP,FW,Athletic Club,26,1996,32,30,2217,66,62,37,79
es ESP,DF,Getafe,18,2004,1,0,3,21,22,18,3
sct SCO,MF,sct Aberdeen,31,1991,4,4,310,31,35,21,40
ch SUI,MF,Leverkusen,30,1992,44,42,3712,68,83,64,38
am ARM,MO,Gladbach,20,2003,9,0,49,53,47,47,16
sct SCO,DF,sct Celtic,25,1997,6,6,540,46,70,58,50
ch SUI,GK,de Dortmund,25,1997,39,39,3445,60,52,60,46
ch SUI,DF,at Sturm Graz,28,1994,8,8,661,40,43,35,68
fr FRA,FW,Clermont Foot,27,1995,26,10,1026,45,65,49,57
cy CYP,MF,Salernitana,25,1998,26,18,1480,76,65,62,37
de GER,MF,Hoffenheim,28,1995,28,27,2139,66,63,48,39
fr FRA,GK,Brest,24,1999,3,2,181,56,46,48,33
mq MTQ,MO,Sassuolo,32,1991,20,7,757,34,50,20,58
ci CIV,DF,Rennes,20,2002,28,17,1536,66,78,87,66
it ITA,GK,Tottenham,26,1996,38,38,3420,45,52,56,59
