Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions
Rio Ave,34,36,40.1,346,98,8,9,601,63,12306,15665,4928,5704,5663,6566,1448,2583,22,24.4,250,800,219,74,1085,451,1075,541,329,253,233,55,283,577,294,403,289,755,15,19527,2257,7291,8763,3670,549,19518,578,226,10066,327,83,559,248,12200,98,4,4,507,480,79,7,4,1,1530,484,474,76,43,158,115,10,4,2,1,1,47.0,125,368,928,183,286,526,37,32
River Plate,27,38,45.6,432,146,5,5,798,64,12800,15902,5539,6425,5656,6554,1306,2122,22,30.0,330,1243,270,73,1510,514,1499,505,334,220,220,65,242,416,174,299,263,448,6,19121,1275,4846,9530,4916,678,19116,583,260,10964,430,121,498,285,12694,71,2,1,347,341,52,2,5,0,1343,443,372,93,21,89,67,11,5,4,1,0,24.8,70,156,520,149,182,283,13,24
Rosario Central,27,26,26.0,274,78,3,5,480,47,8161,11357,3487,4195,3462,4377,1013,2075,20,20.1,197,690,161,55,900,376,896,498,329,219,219,60,217,421,204,333,314,570,8,14536,1367,4777,6696,3231,417,14531,455,212,7335,269,65,483,267,8103,90,2,2,348,330,56,4,4,1,1242,481,438,64,30,116,87,7,4,3,0,1,29.2,134,340,541,130,200,340,14,10
Rotherham Utd,46,37,32.3,374,104,2,2,612,61,10489,15707,4624,5721,3936,5203,1634,3819,23,25.8,254,905,192,79,961,498,942,738,461,400,269,69,335,672,337,576,459,1092,9,20765,2988,7647,8575,4762,606,20763,529,234,9736,364,88,674,348,10384,88,4,4,527,405,83,2,6,1,2029,921,1037,52,89,271,183,5,6,5,0,1,89.5,581,1469,1390,109,409,801,61,74
SJ Earthquakes,34,39,46.6,404,122,1,1,719,63,11984,15132,5050,5749,5266,6101,1383,2466,29,31.4,312,863,241,70,1129,493,1122,599,329,294,231,74,300,624,324,372,325,844,11,19002,2403,7015,8246,3935,608,19001,578,273,10250,329,111,516,259,11891,70,3,1,368,398,44,1,8,1,1446,383,395,86,78,190,112,2,8,7,1,0,62.5,161,374,788,151,265,534,30,25
Sampdoria,38,53,48.7,462,147,7,8,805,90,13744,17674,5564,6470,6288,7377,1593,2954,37,34.4,334,987,264,62,1318,460,1308,565,362,289,198,78,292,546,254,435,329,735,4,21676,2434,7583,9886,4417,675,21668,502,222,11239,352,108,552,285,13592,110,4,3,581,563,73,7,7,0,1787,532,585,55,50,153,102,8,7,6,1,0,48.5,130,431,1123,153,245,607,42,27
San Lorenzo,27,20,25.3,299,80,5,6,516,33,8431,11506,3478,4207,3732,4600,956,1983,9,16.3,196,786,156,57,955,355,944,519,342,242,207,70,246,440,194,287,252,570,5,14731,1319,4373,7210,3299,438,14725,539,230,7265,285,62,499,261,8349,57,3,1,295,395,44,4,2,2,1205,508,469,98,26,88,64,7,2,2,0,0,25.7,119,340,510,73,212,363,10,15
Santos,34,45,45.5,424,137,5,6,735,77,11744,14922,5114,5829,5087,5923,1321,2507,32,30.7,321,991,192,44,1155,498,1136,562,372,284,231,47,263,526,263,399,317,729,9,19003,2141,6454,8918,3868,598,18997,694,315,10144,379,151,618,345,11620,82,6,1,396,426,41,3,10,0,1715,503,483,78,62,178,114,6,10,8,2,0,59.3,144,421,655,118,291,557,19,24
Sarmiento,27,17,25.7,276,76,2,2,456,29,5272,8467,2166,2829,2209,3072,743,1974,13,13.4,199,529,125,48,690,257,681,490,294,260,173,57,235,456,221,314,265,759,7,11701,1600,4288,4965,2582,393,11699,387,171,4635,206,53,426,215,5213,65,2,1,366,252,48,2,2,1,1133,471,544,74,28,118,91,10,2,2,0,0,33.1,155,522,450,53,299,466,17,9
Seattle Sounders,34,49,50.9,451,143,8,9,817,84,14601,17819,6578,7290,6170,7065,1514,2615,31,35.8,338,1189,286,57,1455,563,1435,538,341,249,211,78,247,452,205,398,331,654,14,21440,1968,6413,9738,5464,809,21431,571,268,11947,393,176,473,299,14463,55,8,4,342,415,32,8,5,0,1574,434,397,62,35,125,89,13,5,4,1,0,34.5,129,385,707,121,243,471,39,14
Sheffield Weds,46,43,51.3,513,150,0,0,859,71,13604,18742,5986,7050,5693,7101,1558,3539,33,34.4,363,942,245,87,1253,609,1229,771,484,393,287,91,391,787,396,570,433,924,11,23911,3126,9177,9849,5149,815,23911,823,366,11652,417,162,775,375,13439,108,5,2,571,442,80,0,7,3,2163,772,743,72,68,175,109,13,7,5,1,1,58.7,277,811,1499,195,332,636,39,59
Sint-Truiden,30,33,39.2,400,128,3,5,731,56,15082,18028,5488,6263,7325,8112,1900,2928,21,27.6,314,1024,248,65,1259,568,1253,447,278,219,178,50,222,439,217,315,337,523,6,21334,2542,7726,9815,4016,599,21329,604,297,15986,508,145,485,248,14985,46,1,0,282,336,60,3,5,0,1617,420,379,83,46,126,80,7,5,5,0,0,41.4,137,369,1233,173,127,425,45,28
Southampton,46,85,81.7,710,247,4,5,1255,141,28747,32772,14712,15706,11691,12875,1730,2855,58,71.1,561,2086,594,78,2556,1203,2543,651,406,262,261,128,300,561,261,459,388,681,15,37469,3244,10335,17834,9578,1509,37464,946,437,22864,759,340,631,373,28477,103,3,1,453,541,85,4,3,0,2142,440,429,54,63,169,106,12,3,2,0,1,50.1,173,396,1930,261,184,536,18,62
Sparta R'dam,34,49,46.8,435,163,5,5,764,90,11702,15343,4639,5497,5349,6299,1439,2718,37,37.6,332,990,305,93,1278,523,1265,532,339,282,198,52,275,545,270,400,258,848,16,19212,2520,6900,8055,4452,759,19207,509,220,10366,341,123,506,233,11562,39,2,0,286,331,43,4,5,1,1606,630,581,27,48,161,113,8,5,3,1,1,49.1,307,731,1242,123,236,629,37,38
Spezia,38,35,44.7,530,157,5,7,941,54,13371,17492,6175,7104,5508,6642,1347,2823,17,35.2,387,1122,326,127,1481,589,1467,622,364,321,227,74,293,537,244,423,345,717,8,21715,2047,6710,9591,5627,811,21708,576,283,11284,436,124,622,299,13254,112,5,3,580,603,44,4,6,2,1831,575,618,57,49,163,115,10,6,5,1,0,46.9,173,462,796,141,284,535,26,32
Sporting CP,34,93,74.0,555,211,5,5,985,159,16356,19452,7904,8649,6873,7791,1239,2134,67,52.5,431,1481,374,89,1669,719,1647,562,354,211,259,92,257,496,239,281,216,420,8,22840,1575,5540,11340,6143,1084,22835,682,297,14627,490,263,483,255,16169,80,3,2,393,415,67,3,4,0,1675,386,327,95,29,79,50,16,4,4,0,0,24.4,92,226,723,122,157,320,24,18
Sporting KC,34,51,43.2,464,145,0,3,807,86,14104,17398,5937,6672,6280,7125,1567,2728,39,30.2,343,1199,228,60,1363,583,1347,574,332,250,229,95,261,518,257,366,296,536,13,20863,1811,6220,9314,5512,700,20860,576,250,12020,459,178,503,277,13973,65,3,1,422,399,60,3,5,4,1563,364,398,59,66,148,83,3,5,2,3,0,58.1,120,442,786,137,231,347,14,26
St. Louis,34,47,47.5,501,151,5,7,828,78,11395,14968,5056,5873,4909,5897,1180,2365,33,35.4,351,1014,323,68,1333,530,1329,598,376,247,249,102,312,603,291,453,327,673,15,18951,1888,6056,7970,5125,803,18944,534,256,9874,362,159,562,321,11288,91,1,1,492,374,51,4,6,4,1560,509,419,61,63,167,107,7,6,5,1,0,63.7,201,508,1020,134,195,442,15,45
Standard Liège,30,32,32.7,335,108,2,4,574,51,11421,14826,4444,5288,5276,6237,1353,2572,23,24.5,240,923,219,64,1151,553,1140,519,326,251,219,49,239,460,221,327,324,670,6,18382,2087,6121,8425,4049,609,18378,617,310,12557,433,138,571,318,11314,55,4,2,336,366,63,2,7,0,1591,479,472,55,41,143,101,5,7,6,1,0,40.3,113,407,755,138,226,423,29,19
Stoke City,46,46,56.1,581,160,1,4,1019,78,16532,22108,6891,8153,7306,8822,1991,3960,35,45.0,446,1446,417,90,1879,714,1859,804,509,364,327,113,358,692,334,518,461,876,7,27199,2894,8778,11893,6771,986,27195,669,299,14089,468,197,743,395,16371,113,3,3,580,429,98,4,6,1,2354,753,795,97,60,179,120,14,6,5,0,1,57.7,244,824,1345,222,339,653,48,48
Sunderland,46,51,63.4,660,212,6,6,1167,86,20990,25420,9487,10549,9200,10440,1809,3183,34,46.7,492,1554,351,66,2009,1066,1988,788,497,362,333,93,382,744,362,508,399,758,9,30540,2915,9829,13706,7310,1163,30534,1014,482,18216,715,366,757,428,20810,95,2,2,466,597,88,6,3,2,2222,556,608,46,54,167,114,13,3,2,1,0,54.7,143,407,1316,252,219,514,35,35
Swansea City,46,57,60.6,529,168,4,7,937,98,20096,25094,9067,10129,8926,10234,1660,3565,40,40.8,402,1392,323,106,1686,818,1667,728,443,291,341,96,378,715,337,516,446,850,17,29990,3165,10573,13546,6107,861,29983,716,293,16535,517,158,699,361,19865,96,4,3,476,550,86,7,5,2,2122,631,802,22,65,206,143,10,5,5,0,0,68.5,222,779,1897,259,326,595,35,64
São Paulo,38,51,41.2,468,153,3,4,842,86,17823,20943,7219,7916,8280,9153,1931,2926,36,27.0,362,1369,273,82,1546,622,1532,590,361,283,254,53,275,567,292,353,272,664,18,24639,2327,7748,12033,5080,719,24635,677,327,14760,530,132,540,319,17672,94,3,2,459,488,58,4,3,3,1557,501,448,64,43,148,108,12,3,3,0,0,34.5,157,370,929,160,263,472,30,17
Südtirol,38,45,38.3,345,95,12,12,622,77,13329,17368,5608,6499,5698,6827,1699,3139,24,28.6,258,1021,247,90,1246,477,1228,587,351,294,218,75,246,525,279,393,351,829,7,21431,2347,7262,9800,4586,619,21419,517,222,10732,382,91,603,265,13212,97,3,1,581,512,45,11,6,1,1679,645,638,57,48,137,89,10,6,5,1,0,43.4,303,725,990,142,321,630,50,25
Talleres,27,34,32.1,371,106,2,2,631,63,10123,12834,3924,4540,4668,5437,1290,2197,27,22.7,267,922,209,68,1087,419,1083,473,302,235,184,54,199,362,163,286,253,575,5,16035,1433,4673,7817,3688,489,16033,511,237,8693,324,81,493,261,10031,71,4,1,297,291,52,2,4,1,1192,385,414,55,27,92,66,11,4,4,0,0,22.0,178,401,644,75,180,404,29,18
Ternana,38,43,46.6,476,142,1,4,817,72,10844,15183,4618,5573,4612,5798,1373,2947,33,27.9,348,937,274,104,1228,590,1218,608,386,311,226,71,306,607,301,458,381,852,8,19431,2255,6573,8639,4459,734,19427,517,238,10049,396,121,543,301,10714,99,5,2,535,462,78,3,8,2,1826,616,713,55,50,187,139,9,8,8,0,0,55.0,225,686,773,138,333,639,38,12
Tigre,27,25,27.2,289,93,2,2,491,41,9717,12737,4051,4781,4401,5286,1013,1931,20,18.8,211,741,180,51,1037,475,1026,490,301,211,226,53,241,447,206,302,251,617,8,15980,1634,4959,7633,3553,460,15978,540,252,8444,345,90,464,292,9632,49,1,1,319,271,48,1,3,1,1218,473,437,50,30,107,78,9,3,3,0,0,32.3,80,237,601,149,226,457,39,15
Tijuana,34,43,42.6,501,140,7,8,846,70,11084,14615,4036,4796,5320,6394,1567,2806,23,27.7,368,1121,260,93,1369,575,1346,761,462,329,343,89,297,563,266,314,306,557,12,18697,1763,5530,8687,4741,727,18689,691,315,9865,425,124,675,330,10923,79,4,1,426,391,29,4,5,1,1867,521,550,73,56,171,115,4,5,3,1,1,55.9,185,421,785,113,251,391,18,27
Toluca,34,60,56.5,453,155,9,11,819,106,15757,18875,6361,7094,7347,8218,1789,2829,42,38.0,349,1237,336,57,1516,634,1493,584,368,266,253,65,270,559,289,337,291,544,9,22512,2212,7051,10571,5097,831,22501,574,270,13124,480,155,534,300,15542,77,6,2,381,338,46,9,2,0,1626,365,414,32,42,147,105,9,2,2,0,0,42.6,162,417,1054,140,203,441,23,34
Toronto FC,34,38,39.7,377,128,3,6,679,68,14315,17420,6432,7135,6048,6872,1539,2631,28,32.3,289,1101,269,64,1302,530,1287,534,329,252,217,65,252,445,193,380,293,595,15,21022,2146,7335,9287,4604,741,21016,634,297,11865,404,168,520,299,14185,102,5,5,417,391,69,5,5,1,1583,418,406,57,61,161,101,8,5,5,0,0,57.1,122,388,907,141,235,416,23,45
Twente,34,67,59.7,565,167,3,3,987,116,14631,18551,6265,7209,6527,7497,1490,2824,46,54.4,428,1336,415,82,1655,635,1643,541,323,229,221,91,294,625,331,361,269,517,9,22297,2022,6541,9521,6398,1031,22294,567,245,11958,407,169,523,291,14479,51,3,1,333,365,59,1,6,2,1819,496,584,69,36,129,94,10,6,5,1,0,42.0,134,450,973,165,206,373,21,55
UANL,34,66,51.9,457,152,6,7,814,121,15393,18655,6497,7217,7022,7942,1513,2631,50,34.1,359,1228,303,108,1570,597,1554,582,352,263,256,63,290,580,290,351,301,476,12,22226,2122,6672,10570,5175,734,22219,590,287,12780,412,136,520,345,15231,75,3,0,365,407,58,3,2,2,1730,353,415,71,41,147,108,9,2,2,0,0,39.1,163,416,1159,145,234,418,30,49
UNAM,34,52,49.5,488,149,8,8,859,86,11667,14922,4505,5185,5558,6496,1381,2569,34,32.1,369,1044,255,81,1276,589,1266,606,403,261,289,56,271,598,327,357,266,658,7,18913,1926,5749,9098,4281,678,18905,708,338,9979,430,136,607,287,11552,98,3,0,433,345,44,3,10,2,1757,515,497,32,40,137,97,12,10,8,2,0,39.1,198,466,759,159,308,469,38,53
Union SG,30,63,60.2,476,171,10,11,824,110,11085,14494,4367,5330,4929,5992,1406,2409,42,38.7,367,1044,286,60,1462,627,1444,619,412,261,258,100,330,667,337,404,349,532,11,18435,1581,5351,8426,4892,845,18424,630,260,12217,470,199,570,298,10959,69,2,1,366,340,57,10,3,0,1873,490,458,87,31,90,59,8,3,3,0,0,31.0,159,347,911,123,117,324,21,32
Unión,27,25,28.5,342,92,3,3,591,42,7690,10824,2631,3314,3713,4600,1209,2328,16,20.0,242,757,209,80,971,337,959,501,321,230,209,62,239,468,229,274,268,561,1,13970,1293,4397,6313,3412,484,13967,417,188,6780,272,60,488,241,7604,64,4,2,294,274,40,3,7,0,1169,480,482,54,26,97,70,12,7,6,1,0,27.5,130,378,509,115,216,371,21,21
Utrecht,34,48,47.3,448,151,1,1,803,81,11848,15721,4768,5602,5411,6542,1405,2698,33,37.1,344,1043,299,90,1403,552,1392,573,359,275,228,70,287,577,290,362,246,726,9,19513,2199,6055,8874,4759,772,19512,500,238,10249,363,130,570,263,11744,47,2,1,362,345,49,1,6,1,1670,498,488,58,47,162,115,8,6,5,1,0,48.7,180,489,912,157,256,464,44,33
Vancouver W'caps,34,50,50.7,425,140,2,3,754,83,14034,17006,4980,5524,7081,7922,1775,2896,36,40.5,326,1122,290,105,1258,442,1251,498,306,223,211,64,228,451,223,367,298,711,11,20379,2222,6718,9131,4693,736,20376,391,179,11748,365,99,453,209,13959,67,3,2,338,329,56,2,6,2,1403,432,414,49,49,138,90,7,6,5,1,0,50.3,137,394,804,100,206,472,21,18
Vasco da Gama,38,42,37.5,437,136,1,3,785,75,13749,17265,6044,6838,5733,6669,1626,2786,32,30.3,330,1168,255,98,1330,549,1325,731,485,371,289,71,347,677,330,415,351,891,14,21416,2245,6913,10080,4645,586,21413,578,286,11503,442,95,525,344,13630,94,7,2,470,433,60,3,0,0,1569,569,524,28,56,203,147,8,0,0,0,0,61.2,178,448,740,165,308,602,30,15
