Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
CF Montréal,34,62.84,55.18,12.84,33.33,62.61,43.02,19.59,71.17,87.84,87.84,93.24,93.24,83.33,79.28,10.81,5.86,73.65,59.01,19.14,58.56,32.88,5.86,45.95,44.14,45.95,9.46,13.06,25.45,9.23,21.17,17.79,9.91,90.99,43.24,25.9,59.91,22.3,84.68,92.79,98.2,76.58,42.79,23.87,84.68,10.36,18.92,87.39,67.57,38.06,74.77,86.94,88.74,53.15,59.91,59.01,56.31,28.6,67.12,68.69,44.59,48.65,43.02,1.8,95.5,21.17,10.36,88.74,83.56,41.67,56.08,72.07,25.0,38.74,94.14,2.25,10.81,77.93,100.0,66.22,72.07,48.65,81.53,2.7,84.46,46.85,26.8,22.97,15.32,19.14,63.51,9.01,90.54,93.69,88.29,58.56,82.43,67.57,56.31,23.87,5.86,36.49
Calcio Lecco 1912,38,12.84,48.42,64.19,47.07,37.39,61.94,53.83,11.04,23.42,24.77,14.86,16.22,31.98,33.33,86.04,93.69,24.77,41.22,51.58,15.32,27.25,74.77,14.41,24.77,14.41,28.83,25.9,48.42,33.33,22.07,10.36,6.31,92.34,18.24,54.28,56.31,44.14,24.77,72.97,76.13,10.36,25.23,43.92,24.32,11.71,17.57,16.67,7.66,22.07,52.93,76.35,23.42,22.75,49.55,38.06,7.43,77.93,82.21,29.5,17.12,81.76,45.95,93.24,23.42,73.87,7.66,85.59,69.82,14.19,83.33,88.74,25.0,86.94,73.65,83.78,74.77,56.31,61.26,86.49,65.32,23.87,33.56,87.84,63.96,13.96,45.27,36.49,17.12,53.6,4.05,85.59,21.17,19.37,22.97,56.98,62.16,54.05,3.15,9.91,82.43,20.27
Cardiff City,46,28.15,11.94,16.44,33.78,22.52,16.22,16.22,30.63,47.75,52.7,50.9,52.7,42.79,45.05,66.44,80.63,31.98,12.61,18.02,7.66,4.95,16.44,10.36,30.86,10.36,51.35,59.68,56.76,59.91,27.48,63.74,40.99,79.05,47.3,93.69,59.46,31.53,51.35,75.23,86.94,40.99,18.02,10.59,51.35,41.44,30.63,48.65,22.52,63.51,71.17,91.44,47.75,86.04,92.57,70.72,92.79,15.99,89.41,16.89,72.52,61.94,59.91,86.04,22.07,53.38,27.25,49.1,38.06,54.05,27.93,18.02,25.0,94.37,60.81,77.03,84.68,65.77,39.64,55.63,39.64,15.77,31.76,82.43,86.04,10.81,17.57,12.61,62.84,68.92,74.32,71.17,38.51,42.79,36.71,36.49,87.16,15.77,23.2,20.27,31.53,16.67
Casa Pia,34,33.78,5.86,11.71,18.92,43.02,43.02,11.71,45.72,28.38,22.07,37.84,33.78,29.73,25.0,10.36,23.87,41.89,10.81,12.61,25.68,5.86,14.41,12.61,31.98,13.06,13.51,28.15,26.35,13.96,32.43,43.92,57.66,32.88,40.09,29.5,57.88,71.62,18.47,77.48,68.47,15.77,9.01,7.21,18.47,63.51,56.31,22.07,13.29,33.56,18.02,67.57,28.38,50.45,41.67,31.53,11.71,68.69,21.62,68.69,90.99,81.76,53.6,5.41,80.18,47.97,33.56,68.69,67.79,64.64,9.46,13.51,25.0,38.74,60.81,49.32,66.67,50.9,37.84,89.64,82.66,71.17,32.88,8.56,31.53,11.71,13.51,6.31,33.33,19.14,93.69,4.95,43.24,59.01,52.93,18.47,54.28,40.99,36.26,48.65,24.32,56.76
Catanzaro,38,72.07,42.57,12.84,43.47,37.39,36.94,17.79,75.0,87.39,87.39,88.74,88.29,90.54,89.64,41.89,19.82,72.07,45.27,20.5,37.39,25.45,21.17,37.16,70.72,38.29,0.45,0.45,3.6,2.25,0.9,0.45,0.45,100.0,1.8,7.66,51.35,52.25,81.98,98.2,99.1,75.23,24.77,25.68,81.98,4.95,4.05,84.68,62.16,45.5,75.23,97.3,87.39,38.06,66.22,38.06,58.11,99.55,58.78,42.34,17.12,48.65,17.57,9.01,73.87,29.73,47.97,63.51,67.79,54.05,83.33,88.74,65.54,38.74,69.82,46.85,47.3,99.55,56.53,4.05,75.23,54.5,39.64,12.39,94.14,42.79,25.68,24.77,0.45,53.6,92.34,11.71,89.64,89.64,92.34,69.37,55.41,9.91,81.76,63.06,48.2,40.77
Cen. Córdoba–SdE,27,28.15,20.72,27.7,18.02,54.5,55.86,31.98,29.28,44.14,50.0,49.55,49.55,42.34,44.59,46.4,55.41,39.64,14.19,31.08,53.15,7.88,11.26,64.41,41.44,64.41,78.15,82.21,63.74,88.51,19.59,41.89,74.1,11.94,27.03,47.3,36.04,68.02,51.8,11.26,23.42,80.63,21.17,13.06,51.8,91.44,77.48,36.49,55.18,44.82,16.44,13.96,44.59,63.74,28.83,86.94,41.22,60.81,56.76,59.68,66.22,81.76,68.47,21.17,42.79,39.86,46.4,48.2,47.3,34.46,34.23,32.43,80.18,38.74,42.12,25.9,41.44,21.17,63.51,26.13,15.77,61.04,52.7,37.61,12.61,62.61,31.08,11.71,63.96,68.92,50.0,5.86,33.33,45.72,34.46,26.58,13.96,21.62,28.38,39.64,17.12,77.03
Cercle Brugge,30,69.59,90.32,94.14,77.25,32.43,32.66,86.49,52.7,4.5,10.36,3.6,9.91,5.41,10.81,3.15,62.84,78.83,86.94,86.94,54.95,91.44,32.21,68.92,15.77,68.02,97.3,97.3,85.59,93.47,98.42,98.2,99.1,1.35,100.0,95.05,45.95,47.75,23.87,2.7,0.9,23.42,91.89,95.95,23.87,75.23,82.21,25.68,68.24,77.93,0.45,4.05,4.5,60.81,53.83,26.13,23.87,65.09,2.7,8.11,90.99,10.81,100.0,100.0,0.45,5.86,68.47,45.05,55.41,83.56,9.46,5.18,65.54,38.74,50.68,97.3,97.75,34.68,0.45,18.47,18.02,5.63,95.95,100.0,0.45,59.01,84.68,93.69,97.75,53.6,15.99,33.33,0.9,0.45,0.9,1.35,32.88,82.43,85.36,79.5,51.35,8.56
Charleroi,30,11.26,31.08,17.12,27.7,48.2,48.42,17.12,19.37,50.45,62.16,63.51,69.82,31.08,39.64,57.21,64.64,22.07,65.09,27.7,45.05,57.21,57.21,68.47,39.19,67.57,90.09,90.54,89.86,78.38,16.22,92.34,89.19,21.17,89.64,96.85,54.5,47.75,63.06,54.05,50.0,62.61,75.68,57.43,63.06,36.49,44.14,86.94,81.98,56.76,34.23,36.71,50.0,77.03,34.91,59.01,51.35,19.37,17.79,54.73,33.11,48.65,96.4,80.18,10.36,70.5,23.42,82.21,81.31,60.14,67.34,83.56,25.0,38.74,84.46,85.14,80.18,71.62,75.68,23.87,41.89,97.52,86.04,88.29,32.21,63.51,16.67,54.95,92.34,19.14,7.66,25.68,22.97,13.51,15.32,37.39,83.33,62.39,70.72,49.1,65.77,99.1
Charlotte,34,58.33,68.24,22.07,52.25,43.02,55.86,31.08,54.28,51.8,44.14,34.68,28.83,64.41,62.61,63.96,57.21,68.24,52.25,34.46,56.98,56.76,36.49,57.21,69.14,59.46,2.25,0.9,4.5,1.8,68.02,5.41,4.05,95.05,45.95,10.36,58.56,36.04,32.88,79.73,54.5,26.13,40.99,59.46,32.88,9.46,12.16,49.55,31.98,82.66,99.55,95.5,52.25,50.45,77.25,86.94,80.18,18.47,51.13,68.69,90.99,81.76,11.71,2.93,92.34,7.88,73.87,63.51,80.18,81.31,9.46,5.18,65.54,38.74,60.81,30.41,23.42,67.57,76.35,29.5,65.77,71.17,94.82,3.6,99.55,59.91,32.88,63.74,1.35,53.6,35.59,12.61,65.32,67.79,71.62,57.66,29.28,45.05,94.82,88.74,55.41,67.57
Chaves,34,11.94,18.69,17.79,17.34,75.45,70.72,18.69,10.36,15.77,12.16,19.37,17.12,15.32,12.16,51.35,67.57,11.71,14.19,16.67,8.33,4.05,49.55,5.41,12.16,5.86,4.5,4.73,30.18,4.5,7.43,27.7,28.83,67.12,36.71,36.49,68.02,27.03,9.01,51.35,40.54,14.86,5.41,4.95,9.01,29.73,38.51,12.16,11.71,7.21,57.21,75.0,16.22,6.08,6.98,4.95,17.57,96.85,47.07,68.69,10.14,81.76,39.64,41.44,50.9,64.19,4.73,89.19,69.82,8.78,90.32,88.74,89.19,38.74,95.05,88.29,81.98,29.73,78.38,93.69,88.06,71.17,15.32,45.5,66.67,7.21,13.96,3.83,9.23,81.76,20.27,41.89,25.68,38.51,31.98,27.25,24.32,66.44,20.5,4.05,71.17,53.6
Chicago Fire,34,45.5,58.56,36.94,58.78,75.45,55.86,33.78,42.34,69.82,70.27,73.87,73.87,72.52,72.07,29.73,30.18,45.27,59.01,37.39,48.2,50.9,19.14,47.75,66.22,48.65,50.23,70.5,45.72,59.91,57.21,50.23,53.15,44.59,58.78,89.64,22.3,3.6,68.47,31.08,67.12,70.27,58.11,64.86,68.47,31.76,31.98,71.62,59.23,78.83,73.65,72.75,69.82,72.07,88.51,86.94,35.59,18.92,75.9,48.87,10.14,48.65,48.2,14.86,85.81,28.15,13.06,79.95,63.74,8.78,90.32,97.52,25.0,38.74,86.49,17.12,24.32,22.07,72.3,58.56,10.81,43.24,62.16,12.39,75.9,52.7,36.49,63.74,59.91,19.14,24.55,43.24,71.17,79.28,70.5,30.63,70.27,47.75,31.31,15.99,20.27,63.29
Cittadella,38,29.73,28.83,49.55,32.43,16.44,26.58,40.09,27.93,13.51,21.17,11.26,13.96,13.96,20.72,58.56,88.74,31.98,41.22,46.4,21.62,59.01,94.59,39.64,34.68,39.64,65.54,52.7,60.14,51.13,78.83,78.83,82.43,20.72,92.34,73.65,32.21,94.14,21.62,13.96,12.16,16.22,76.13,69.37,21.62,26.58,14.19,16.22,19.82,46.85,11.04,59.91,13.96,20.05,80.63,59.01,0.9,92.34,77.48,21.62,53.6,48.65,88.29,95.95,4.5,23.42,58.33,47.07,52.93,64.64,47.07,64.41,25.0,38.74,28.83,69.37,46.4,29.28,39.19,31.08,38.51,54.5,39.64,95.95,21.62,39.19,38.29,67.57,65.77,19.14,35.59,52.03,8.11,4.95,7.21,22.52,28.83,5.86,20.5,64.19,91.44,57.43
Club Brugge,30,95.05,98.2,91.67,95.05,97.52,97.97,91.89,90.54,88.29,91.44,74.32,77.03,91.89,95.05,98.65,95.5,89.64,96.4,91.44,93.24,94.14,91.44,96.4,95.95,96.4,35.14,58.56,8.56,59.01,88.74,42.79,40.99,57.66,55.63,42.79,6.31,89.86,92.79,24.55,49.55,92.34,95.05,96.4,92.79,81.08,84.91,98.65,97.07,94.59,57.66,19.82,87.84,77.03,53.83,13.51,75.9,33.33,53.38,95.27,70.05,81.76,94.14,69.82,79.5,56.76,86.04,11.71,11.26,75.45,30.41,5.18,25.0,99.55,11.71,77.48,40.54,79.73,41.67,20.72,2.7,66.44,96.4,43.69,36.49,96.85,92.57,96.85,51.8,95.95,45.27,97.75,76.13,33.56,68.02,98.2,83.78,59.91,44.37,59.91,98.65,97.3
Colorado Rapids,34,85.36,92.34,37.39,64.86,98.42,100.0,51.8,83.78,64.41,62.61,73.42,73.42,53.15,50.0,33.78,24.32,75.9,88.29,46.4,81.53,83.56,34.23,87.39,63.29,87.39,22.07,9.91,15.32,35.36,77.25,59.68,69.59,22.3,72.75,26.58,32.21,44.14,58.56,19.37,22.97,49.55,89.64,85.14,58.56,35.59,36.94,63.51,63.74,80.41,60.14,65.99,64.41,93.92,77.25,59.01,91.89,50.45,11.26,99.55,59.68,18.24,6.31,9.91,66.89,19.59,15.99,73.65,61.04,22.3,40.77,42.34,25.0,86.94,62.16,41.67,48.87,45.95,62.61,55.63,22.52,11.04,99.55,17.12,64.86,85.59,58.11,83.78,29.73,53.6,35.59,8.11,68.02,73.42,63.51,48.65,6.31,41.89,4.28,19.82,32.43,13.96
Columbus Crew,34,97.3,90.32,74.1,84.91,43.02,70.72,83.78,96.85,98.2,97.3,98.65,98.65,93.69,93.69,38.74,4.5,96.85,83.33,85.14,96.85,80.63,42.79,90.99,87.84,90.99,7.88,4.73,6.31,14.86,73.2,19.37,4.5,97.75,9.01,21.62,3.15,6.53,95.5,42.34,86.04,92.79,92.34,83.56,95.5,65.32,74.1,95.05,88.74,88.74,93.69,21.4,98.2,96.85,28.83,59.01,97.97,88.74,21.62,68.69,59.68,81.76,37.39,0.9,99.1,86.04,75.45,44.37,57.66,81.31,40.77,42.34,25.0,86.94,40.77,5.41,5.41,72.3,70.05,12.16,5.86,9.46,52.7,1.35,68.92,90.54,86.94,84.23,7.66,53.6,92.34,18.02,98.65,98.65,96.85,93.69,63.96,79.73,85.36,85.59,29.28,17.57
Como,38,77.7,61.26,71.85,75.45,54.5,48.42,67.57,73.65,52.25,54.05,61.71,63.06,47.75,50.9,22.97,19.37,70.72,67.12,68.92,42.79,67.79,85.81,53.15,41.89,53.15,3.6,3.15,7.21,6.98,38.51,9.68,2.7,99.1,44.14,52.93,48.2,71.62,50.45,37.84,47.75,50.45,51.8,56.53,50.45,15.09,15.32,57.21,46.85,52.03,51.35,64.64,51.35,58.33,34.91,59.01,4.95,81.98,71.62,59.68,76.35,48.65,68.02,61.71,43.24,31.76,76.35,13.29,10.14,78.83,24.1,37.84,25.0,38.74,13.06,34.46,22.52,51.35,18.92,5.18,59.23,84.91,43.24,61.71,59.91,52.25,68.69,60.81,4.05,19.14,81.31,54.5,43.92,36.94,35.59,38.74,68.92,27.93,23.2,51.8,66.67,85.14
Corinthians,38,68.69,56.98,83.78,84.23,67.79,61.94,85.14,75.0,57.21,49.1,58.56,54.5,54.95,49.1,50.0,18.92,61.94,52.25,84.23,56.31,62.61,58.78,55.86,60.59,56.08,65.54,43.69,42.12,78.38,68.02,77.03,90.09,7.21,60.14,70.27,64.64,44.14,48.65,44.14,39.86,54.5,49.55,56.53,48.65,57.21,59.46,57.66,61.26,57.66,82.43,18.47,57.66,10.59,19.59,21.85,24.77,93.69,54.95,75.9,26.13,24.77,5.86,22.97,79.5,81.98,63.51,69.82,86.49,54.05,74.32,79.28,65.54,38.74,49.32,20.5,15.77,27.48,66.22,45.05,57.43,23.87,26.8,20.72,53.15,55.86,84.01,57.21,58.11,53.6,74.32,53.6,74.32,69.37,76.8,78.83,4.5,61.71,78.6,89.19,58.56,21.62
Cosenza,38,49.1,43.92,41.44,38.74,54.5,61.94,34.23,54.28,34.23,36.04,31.53,31.53,36.49,39.19,53.6,71.62,63.74,35.36,31.53,27.93,39.64,68.92,28.38,34.23,27.7,9.46,13.96,10.36,35.36,11.94,4.5,16.22,54.5,42.79,23.65,92.57,89.86,30.63,60.36,48.2,30.18,34.23,40.54,30.63,3.15,3.15,28.38,24.55,41.89,74.32,92.34,33.78,1.35,34.91,38.06,15.77,83.56,67.12,59.68,53.6,48.65,29.73,59.91,22.97,26.35,72.07,43.69,51.8,64.64,47.07,37.84,84.68,38.74,35.81,71.85,78.38,86.94,48.65,9.46,82.66,75.9,59.68,69.82,89.64,26.58,38.74,41.22,7.21,74.55,66.44,21.62,30.63,42.12,29.73,28.83,20.72,14.64,73.42,72.07,47.3,62.16
Coventry City,46,69.59,72.52,56.76,50.68,32.43,48.42,57.21,66.67,75.68,76.58,82.43,84.23,74.77,77.03,14.41,22.97,49.77,67.12,61.26,73.65,76.13,29.95,78.38,78.6,79.28,72.97,56.53,72.97,67.79,61.04,42.34,31.98,73.65,77.93,59.46,40.54,17.57,77.7,86.94,85.14,67.57,81.08,70.27,77.48,27.03,21.17,75.23,64.86,81.31,18.47,25.68,76.58,77.03,70.95,86.94,62.84,53.6,51.13,59.68,81.76,6.76,72.07,30.18,49.55,15.54,52.7,50.9,61.04,54.05,18.92,32.43,25.0,38.74,28.83,21.4,23.87,63.51,88.29,72.3,46.62,31.76,64.86,39.19,18.02,80.18,56.31,74.32,48.2,19.14,50.0,20.05,70.5,71.62,67.57,24.32,44.14,17.57,14.19,71.62,39.86,33.11
Cremonese,38,54.5,78.6,95.95,75.45,67.79,48.42,97.3,58.56,72.07,71.62,68.47,68.47,79.28,81.98,69.82,29.5,36.71,90.32,95.95,82.21,95.95,100.0,94.59,96.4,94.14,10.81,9.91,10.36,21.17,61.04,16.67,4.95,96.4,24.32,24.77,22.3,61.71,71.62,43.24,52.25,57.66,90.99,90.99,71.62,32.66,42.79,70.72,86.04,84.23,69.14,71.17,71.62,29.73,14.86,21.85,9.91,50.0,47.07,29.5,76.35,48.65,74.32,77.48,42.34,51.8,92.34,23.42,39.64,91.22,24.1,21.17,65.54,38.74,9.46,16.22,14.86,65.32,96.85,9.91,36.94,88.51,22.3,70.72,70.27,95.05,96.4,92.12,13.06,53.6,22.07,78.6,73.2,61.49,61.04,87.39,84.68,73.87,76.58,90.99,39.86,93.24
Criciúma,38,36.26,17.57,61.49,62.16,5.18,3.83,57.66,32.21,24.77,17.57,24.32,20.72,23.42,20.27,55.41,36.94,28.38,43.47,55.41,36.04,41.22,63.06,36.04,17.57,36.04,54.5,57.66,83.33,26.13,44.37,73.42,89.64,5.86,91.44,45.5,94.14,29.05,17.57,61.71,41.44,13.96,33.78,26.58,17.57,49.55,54.5,21.62,33.33,20.72,64.86,12.16,25.23,25.45,24.1,21.85,19.37,29.28,31.98,8.11,37.16,48.65,25.45,54.05,63.06,31.76,22.75,86.71,86.94,14.19,63.29,50.9,84.68,38.74,83.78,58.11,44.59,10.81,36.04,88.74,91.22,43.24,11.49,45.95,33.33,33.78,53.15,29.28,64.86,74.55,78.15,76.58,45.05,45.72,43.69,63.51,16.67,72.07,67.12,50.9,72.75,23.2
Cruz Azul,34,51.8,83.78,86.94,72.97,75.45,81.98,86.04,47.75,84.23,84.23,75.23,74.77,83.78,83.78,97.75,98.2,54.73,72.07,83.56,87.39,83.56,92.57,80.63,83.78,80.63,18.92,27.03,15.32,65.09,9.68,48.87,84.46,2.7,4.28,21.17,8.56,61.71,82.43,23.65,57.21,90.54,71.17,75.68,82.43,15.09,42.12,82.88,76.8,49.1,70.27,33.11,83.78,32.88,41.67,86.94,80.63,16.67,34.23,48.87,10.14,48.65,87.39,29.5,53.38,64.19,54.95,27.25,20.5,64.64,90.32,88.74,25.0,97.3,31.53,27.7,28.38,64.86,26.35,60.59,15.09,39.86,81.53,36.04,54.05,81.53,81.98,78.83,34.01,81.76,10.59,24.77,77.48,83.33,79.28,85.14,5.86,97.3,17.57,29.28,37.39,52.7
Cruzeiro,38,39.64,22.52,54.95,45.5,54.5,48.42,62.16,40.54,70.27,68.02,80.18,78.83,61.71,59.01,42.79,13.51,41.89,18.24,55.41,66.22,54.5,31.08,57.66,69.82,57.43,29.28,45.05,10.36,65.09,68.02,31.31,34.46,56.76,24.32,18.47,43.24,10.14,65.77,45.05,46.4,70.72,70.27,38.06,65.77,55.41,52.25,68.92,84.68,29.28,94.59,84.01,70.27,29.73,24.1,38.06,30.18,44.59,75.23,8.11,88.29,48.65,12.16,14.41,77.25,36.04,74.55,64.86,83.56,71.85,12.61,21.17,25.0,38.74,50.68,1.8,1.8,22.52,69.14,41.89,59.91,20.27,26.8,15.32,95.5,58.56,59.91,39.19,37.84,19.14,72.3,26.13,79.73,79.73,74.77,77.93,66.67,48.65,92.12,91.89,52.48,16.22
Cuiabá,38,4.73,5.18,6.08,7.21,54.5,48.42,10.81,7.21,27.48,17.12,33.78,29.28,25.23,18.47,36.49,14.86,3.83,4.05,8.78,26.58,13.96,26.35,13.51,18.02,13.51,28.15,31.08,69.59,24.77,4.73,28.6,25.9,79.73,35.36,18.92,81.08,36.04,11.71,56.98,37.84,17.57,13.06,5.86,11.71,46.85,59.01,24.32,15.54,16.44,94.14,48.2,27.93,13.96,88.51,86.94,55.86,43.24,73.65,59.68,26.13,81.76,1.8,36.04,72.07,45.72,51.58,71.85,82.43,54.05,74.32,79.28,65.54,38.74,62.84,71.85,47.3,19.82,40.77,85.14,94.37,48.65,4.5,29.95,87.84,12.16,8.56,6.76,30.18,53.6,22.07,69.37,58.78,65.09,58.56,70.72,61.49,82.88,78.6,74.32,95.95,24.77
D.C. United,34,77.7,84.46,74.1,74.55,75.45,55.86,71.62,80.41,27.03,31.53,35.36,39.64,20.27,21.17,66.44,76.13,83.33,88.29,66.44,40.99,77.03,64.86,49.32,33.33,47.97,64.64,68.24,46.85,69.82,77.25,81.98,73.42,40.99,69.59,61.04,24.55,44.14,27.93,21.17,13.06,29.28,66.22,81.08,27.48,16.67,21.62,36.94,45.72,38.06,87.16,64.64,27.48,15.32,14.86,8.11,13.06,49.55,11.26,68.69,44.59,18.24,60.81,97.3,47.3,44.37,5.63,66.67,30.86,3.83,56.08,72.07,25.0,38.74,89.64,99.55,98.2,77.03,23.65,35.59,17.57,18.24,98.2,85.14,86.94,45.5,73.87,77.48,79.95,19.14,38.51,100.0,22.07,23.87,21.17,41.67,69.82,52.25,10.81,2.7,92.79,24.32
Defensa y Just,27,14.64,34.23,64.19,44.14,22.52,16.22,64.41,18.69,44.59,47.75,49.1,52.25,37.84,40.54,71.17,66.22,39.64,48.42,63.96,65.77,41.89,64.86,56.76,21.62,56.76,39.64,32.88,29.28,58.33,51.13,61.04,46.4,65.32,75.0,59.01,89.64,96.85,54.95,65.77,51.8,55.86,46.85,19.82,54.95,38.06,36.49,35.59,42.34,18.02,4.05,31.76,45.05,14.41,12.84,11.26,70.72,42.34,82.88,27.03,13.96,10.81,37.84,88.74,27.03,76.13,59.68,29.5,26.8,68.47,86.49,50.9,99.1,38.74,45.95,81.31,68.02,55.41,46.85,94.59,93.24,37.39,15.32,81.98,8.11,50.45,58.56,26.13,44.59,97.52,13.51,80.63,36.49,37.84,35.14,61.26,59.91,38.29,67.12,34.23,86.49,19.82
Deportivo Riestra,27,18.02,16.22,4.05,20.27,54.5,55.86,3.6,17.79,0.45,0.45,0.45,0.45,0.45,0.45,2.25,63.51,10.59,20.72,4.5,3.15,18.02,3.6,3.15,0.45,2.7,87.61,86.94,81.98,73.2,70.27,77.48,74.1,30.63,85.14,74.32,100.0,86.26,0.45,49.77,2.7,0.45,4.5,22.97,0.45,10.81,9.46,0.45,0.45,0.45,25.0,35.81,0.45,36.71,17.12,26.13,25.9,28.6,90.09,80.63,44.59,81.76,2.7,92.57,1.8,55.41,83.56,62.61,84.68,92.12,56.08,72.07,25.0,38.74,52.03,98.65,98.65,52.25,1.8,90.77,100.0,98.65,80.18,97.75,27.03,1.8,4.05,9.91,86.26,19.14,38.51,7.66,0.45,0.9,0.45,0.45,63.29,25.68,97.07,96.4,50.45,67.57
Estoril,34,70.95,39.86,29.5,44.59,27.48,20.05,27.93,72.3,50.0,45.5,41.89,39.19,59.46,55.41,54.95,39.19,41.89,29.05,25.45,24.77,22.07,10.36,18.92,66.89,18.92,29.95,31.53,28.38,49.1,30.18,35.36,46.4,46.4,32.88,17.57,48.2,3.6,44.59,54.73,65.99,44.14,22.97,42.34,44.59,85.81,78.38,52.25,75.0,57.66,62.61,53.15,50.45,48.2,28.83,86.94,16.89,70.27,56.76,8.11,72.52,6.76,28.38,8.56,56.76,42.79,18.02,77.7,72.3,64.64,27.93,25.45,65.54,38.74,74.55,9.01,18.92,31.08,85.81,88.29,54.5,11.04,71.62,18.92,58.33,24.77,30.63,34.23,31.53,53.6,92.34,2.7,59.91,56.31,69.37,60.36,31.98,40.32,23.2,35.59,9.91,9.46
Estrela,34,10.59,37.16,16.44,12.61,16.44,11.71,14.86,13.96,31.08,33.78,26.58,27.93,38.74,40.09,49.32,60.81,11.71,38.06,25.45,10.36,30.63,34.23,18.47,9.91,18.02,52.25,79.73,44.59,69.82,47.52,86.71,68.47,51.8,67.12,25.9,55.86,52.25,31.98,58.11,81.98,25.68,15.77,35.36,31.98,52.93,44.82,22.97,8.11,40.54,32.88,70.05,31.53,50.45,14.86,16.89,44.37,77.03,3.38,8.11,59.68,48.65,79.95,62.84,51.8,87.16,25.23,56.98,41.22,29.28,40.77,25.45,65.54,86.94,72.3,26.8,25.23,53.6,82.21,71.62,47.75,77.03,86.71,57.21,45.05,15.77,13.06,33.56,85.59,81.76,4.73,72.52,26.35,23.42,39.19,27.25,95.95,31.08,40.99,18.02,41.89,81.53
Estudiantes–LP,27,56.31,47.07,61.49,70.95,54.5,75.9,60.59,61.94,66.22,72.52,66.67,70.27,68.02,73.42,82.88,80.18,49.77,52.25,65.32,88.29,58.11,80.86,88.74,36.04,89.19,76.13,76.8,18.47,96.85,46.17,45.05,60.36,26.58,77.03,89.19,69.37,68.02,75.23,15.32,27.93,91.89,72.07,62.39,75.23,71.17,79.95,60.36,66.22,42.79,12.84,17.57,66.22,36.71,83.56,45.5,46.85,36.04,60.59,36.94,44.59,10.81,70.27,94.59,5.41,49.77,54.95,32.43,31.76,24.55,56.08,72.07,25.0,38.74,45.27,18.69,15.32,13.06,84.68,56.31,71.17,92.34,35.14,95.05,12.16,83.56,60.36,60.36,60.81,19.14,70.5,43.92,46.85,35.59,43.69,67.12,30.63,87.84,52.93,53.15,50.9,88.74
Eupen,30,7.66,13.74,4.95,14.41,16.44,11.71,6.53,11.04,38.29,48.65,29.73,36.04,44.14,50.45,51.8,71.17,13.96,10.81,8.11,16.22,8.56,13.96,24.1,30.86,25.23,78.83,83.11,89.86,37.39,54.73,70.95,86.04,10.36,92.79,93.02,89.19,2.7,50.9,95.5,90.99,38.29,13.51,10.59,50.9,13.51,10.36,82.43,48.2,42.79,61.49,59.46,38.29,80.18,70.95,59.01,21.62,25.9,2.25,21.62,20.5,3.15,84.68,22.07,29.28,23.87,9.23,90.09,88.74,17.79,79.95,64.41,65.54,86.94,88.51,22.97,43.92,68.24,81.08,87.84,76.58,37.39,67.79,46.85,60.81,23.87,6.31,11.26,79.95,88.29,13.51,3.15,24.1,15.77,26.58,24.77,27.48,9.01,20.5,37.84,15.77,25.68
